segmentnr	original	analyzed	translated
['PA_patthana_20.2:0.1']	Paṭṭhānapakaraṇa	paṭṭhāna pakaraṇa 	The Book of Conditional Relations
['PA_patthana_20.2:0.2']	Dhammapaccanīyānuloma (4), Dukapaṭṭhānapāḷi (2)	dhamma paccanīya anuloma 	The Book of the Pairs in the Order of Coming Forth
['PA_patthana_20.2:0.3']	20.2. Cūḷantaraduka	cūḍantaraduka 	The Shorter Section on the Twos
['PA_patthana_20.2:1.1']	Naappaccayaṁ dhammaṁ paṭicca sappaccayo dhammo uppajjati hetupaccayā. (Saṅkhittaṁ.)	na appaccayam dhammam paṭicca sappaccayaḥ dhammaḥ uppajjati hetu paccayā 	With a condition as its support, a conditionally-arisen state of consciousness arises, by way of root-cause condition. (Abbreviated.)
['PA_patthana_20.2:2.1']	Hetuyā ekaṁ …pe… avigate ekaṁ.	ekam pe avigate eka 	With root-cause condition as one factor, … with non-hindrance condition as one factor.
['PA_patthana_20.2:3.1']	Naasaṅkhataṁ dhammaṁ paṭicca saṅkhato dhammo uppajjati hetupaccayā. (Saṅkhittaṁ.)	na asaṅkhatam dhammam paṭicca saṅkhataḥ dhammaḥ uppajjati hetu paccayā 	With an unconditioned state as its support, a conditioned state arises, by way of root-cause condition. (Abbreviated.)
['PA_patthana_20.2:4.1', 'PA_patthana_20.2:5.1_0', 'PA_patthana_20.2:5.1_1']	Hetuyā ekaṁ …pe… avigate ekaṁ.🔽Nasanidassanaṁ dhammaṁ paṭicca sanidassano dhammo uppajjati hetupaccayā. Nasanidassanaṁ🔽dhammaṁ paṭicca anidassano dhammo uppajjati hetupaccayā. Nasanidassanaṁ dhammaṁ paṭicca	ekam pe avigate eka  na sa nidassanam dhammam paṭicca sa nidassanaḥ dhammaḥ uppajjati hetu paccayā na sa nidassana  dhammam paṭicca anidassanaḥ dhammaḥ uppajjati hetu paccayā na sanidassanam dhammam paṭicca 	With root-cause condition as one factor, … with non-hindrance condition as one factor.🔽With a visible state as its support, a visible state arises, by way of root-cause condition. With a visible state as its support, an invisible state arises, by way of root-cause condition. With a visible state as its support,
['PA_patthana_20.2:5.1_2', 'PA_patthana_20.2:5.1_3']	sanidassano ca anidassano ca dhammā uppajjanti hetupaccayā. (Saṅkhittaṁ.) Hetuyā🔽tīṇi, ārammaṇe ekaṁ …pe… avigate tīṇi.	sa nidassanaḥ ca anidassanaḥ ca dhammā uppajjanti hetu paccayā saṅkhitta hetuyā  tīṇi ārammaṇe ekam pe avigate tīṇi 	a visible state and an invisible state arise, by way of root-cause condition. (Abbreviated.) With root-cause condition as one factor, … with non-hindrance condition as one factor.🔽With object condition as one factor, … with non-hindrance condition as one factor.
['PA_patthana_20.2:6.1']	Nasanidassano dhammo sanidassanassa dhammassa hetupaccayena paccayo … tīṇi.	na sa nidassanaḥ dhammaḥ sa nidassanassa dhammassa hetu paccayena paccayaḥ tīṇi 	With a visible state as its support, a visible state arises, by way of root-cause condition. … with three factors.
['PA_patthana_20.2:7.1']	Nasanidassano dhammo anidassanassa dhammassa ārammaṇapaccayena paccayo. Naanidassano dhammo anidassanassa dhammassa ārammaṇapaccayena paccayo. (Saṅkhittaṁ.)	na sa nidassanaḥ dhammaḥ anidassanassa dhammassa ārammaṇa paccayena paccayaḥ na anidassanaḥ dhammaḥ anidassanassa dhammassa ārammaṇa paccayena paccayaḥ saṅkhitta 	A visible-data-object dhamma is a condition, as object condition, for a non-visible-data dhamma. A non-visible-data dhamma is a condition, as object condition, for a non-visible-data dhamma. (Abbreviated.)
