segmentnr	original	analyzed	translated
['PA_bv_2:0.1']	Buddhavaṁsa	buddhavasa 	The Chronicle of Buddhas
['PA_bv_2:0.2']	2 Sumedhapatthanākathā	sumedha patthanā kathā 	The Story of Sumedha’s Aspiration
['PA_bv_2:1.1']	“Kappe ca satasahasse,	kappe ca sata sahasse 	“For a hundred thousand eons,
['PA_bv_2:1.2']	caturo ca asaṅkhiye;	caturaḥ ca a saṅkhiye 	and for four incalculable eons,
['PA_bv_2:1.3']	Amaraṁ nāma nagaraṁ,	amaram nāma nagara 	There was a city called Amarā,
['PA_bv_2:1.4']	dassaneyyaṁ manoramaṁ.	dassaneyyam manorama 	beautiful and delightful.
['PA_bv_2:2.1']	Dasahi saddehi avivittaṁ,	dasahi saddehi avivitta 	It was not devoid of the ten sounds,
['PA_bv_2:2.2', 'PA_bv_2:2.3']	Annapānasamāyutaṁ;🔽Hatthisaddaṁ assasaddaṁ,	anna pāna samāyuta  hatthi saddam assa sadda 	and was endowed with food and drink;🔽The sounds of elephants and horses,
['PA_bv_2:2.4', 'PA_bv_2:2.5']	Bherisaṅkharathāni ca;🔽Khādatha pivatha ceva,	bheri saṅkha rathāni ca  khādatha pivatha ca iva 	and the sound of chariots,🔽‘Eat and drink!’
['PA_bv_2:2.6']	Annapānena ghositaṁ.	anna pānena ghosita 	It was proclaimed with food and drink.
['PA_bv_2:3.1']	Nagaraṁ sabbaṅgasampannaṁ,	nagaram 	The city was complete in every part,
['PA_bv_2:3.2']	sabbakammamupāgataṁ;	sabba kammam upāgata 	and was the site of all kinds of work;
['PA_bv_2:3.3']	Sattaratanasampannaṁ,	satta ratana sampanna 	It was endowed with the seven treasures,
['PA_bv_2:3.4']	nānājanasamākulaṁ;	nānā jana samākula 	and was crowded with many people;
['PA_bv_2:3.5']	Samiddhaṁ devanagaraṁva,	samiddham 	It was prosperous, like the city of the gods,
['PA_bv_2:3.6']	āvāsaṁ puññakamminaṁ.	āvāsam puñña kammina 	the abode of those who have done meritorious deeds.
['PA_bv_2:4.1']	Nagare amaravatiyā,	nagare amaravatiyā 	In the city of Amarāvatī,
['PA_bv_2:4.2']	sumedho nāma brāhmaṇo;	sumedhaḥ nāma brāhmaṇaḥ 	there was a brahmin named Sumedha;
['PA_bv_2:4.3']	Anekakoṭisannicayo,	aneka koṭi sannicayaḥ 	He had amassed many millions,
['PA_bv_2:4.4']	pahūtadhanadhaññavā.	pahūta dhana dhaññavā 	and had abundant wealth and grain.
['PA_bv_2:5.1']	Ajjhāyako mantadharo,	ajjhāyakaḥ mantadharo 	He was a reciter and a master of the mantras,
['PA_bv_2:5.2']	tiṇṇaṁ vedāna pāragū;	tiṇṇam pāragū 	and had mastered the three Vedas;
['PA_bv_2:5.3']	Lakkhaṇe itihāse ca,	lakkhaṇe itihāse ca 	He had reached perfection in the characteristics, the Itihāsa,
['PA_bv_2:5.4']	sadhamme pāramiṁ gato.	sadhamme pāramim gataḥ 	and in the six branches of scriptures.
['PA_bv_2:6.1']	Rahogato nisīditvā,	rahaḥ gataḥ nisīditvā 	Having sat down in private,
['PA_bv_2:6.2']	evaṁ cintesahaṁ tadā;	evam cintesaham tadā 	I thought this at that time:
