segmentnr	original	analyzed	folio	translated
['PA_an_6:1.0.1', 'PA_an_6:1.0.2']	Aṅguttara Nikāya 6.1🔽1. Āhuneyyavagga	aṅguttara nikāya  āhuneyya vagga 	1	Numerical Discourses With Verses 6.1 🔽1. The One Worthy of Offerings
['PA_an_6:1.0.3']	Paṭhamaāhuneyyasutta	paṭhama āhuneyya sutta 	1	Numbered Discourses The Greater Section The Worthy of Offerings (First Version)🔽The Worthy of Offerings
['PA_an_6:1.1.1']	Evaṁ me sutaṁ—	evam me suta 	1	Thus have I heard.
['PA_an_6:1.1.2']	ekaṁ samayaṁ bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	ekam samayam bhagavā sāvatthiyam viharati jetavane anāthapiṇḍikassa ārāme 	1	At one time the Buddha was staying at Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s Park.
['PA_an_6:1.1.3']	Tatra kho bhagavā bhikkhū āmantesi:	tatra kho bhagavā bhikkhū āmantesi 	1	There the Buddha addressed the mendicants:
['PA_an_6:1.1.4']	“bhikkhavo”ti.	bhikkhavaḥ ti 	1	“Mendicants!”
['PA_an_6:1.1.5']	“Bhadante”ti te bhikkhū bhagavato paccassosuṁ.	bhadanta iti te bhikkhū bhagavataḥ 	1	“Venerable sir,” they replied.
['PA_an_6:1.1.6']	Bhagavā etadavoca:	bhagavān etat avoca 	1	The Buddha said this:
['PA_an_6:1.2.1']	“Chahi, bhikkhave, dhammehi samannāgato bhikkhu āhuneyyo hoti pāhuneyyo dakkhiṇeyyo añjalikaraṇīyo anuttaraṁ puññakkhettaṁ lokassa.	chahi bhikkhave dhammehi samannāgataḥ bhikkhu āhuneyyaḥ hoti pāhuneyyaḥ dakkhiṇeyyaḥ añjali karaṇīyaḥ anuttaram puññakkhettam lokassa 	1	“Mendicants, a mendicant with six qualities is worthy of offerings dedicated to the gods, worthy of hospitality, worthy of a religious donation, worthy of veneration with joined palms, and is the supreme field of merit for the world.
['PA_an_6:1.2.2']	Katamehi chahi?	katamehi chahi 	1	What six?
['PA_an_6:1.2.3']	Idha, bhikkhave, bhikkhu cakkhunā rūpaṁ disvā neva sumano hoti na dummano, upekkhako viharati sato sampajāno.	idha bhikkhave bhikkhu cakkhunā rūpam disvā na iva sumanaḥ hoti na dummanaḥ upekkhakaḥ viharati sataḥ sampajāno 	1	It’s when a mendicant, seeing a form with the eye, doesn’t feel joyful or sad, but stays equanimous, mindful and aware.
['PA_an_6:1.2.4', 'PA_an_6:1.2.5']	Sotena saddaṁ sutvā …🔽ghānena gandhaṁ ghāyitvā …	sotena saddam sutvā  ghānena gandham ghāyitvā 	1	Hearing a sound with the ear …🔽Smelling an odor with the nose …
['PA_an_6:1.2.6']	jivhāya rasaṁ sāyitvā …	jivhāya rasam sāyitvā 	1	Tasting a flavor with the tongue …
['PA_an_6:1.2.7']	kāyena phoṭṭhabbaṁ phusitvā …	kāyena phoṭṭhabbam phusitvā 	1	Feeling a touch with the body …
['PA_an_6:1.2.8']	manasā dhammaṁ viññāya neva sumano hoti na dummano, upekkhako viharati sato sampajāno.	manasā dhammam viññāya na iva su manaḥ hoti na dummanaḥ upekkhakaḥ viharati sataḥ sampajāno 	1	When he has consciousness of mind-objects with the mind, he is neither glad nor sad; he abides equanimous, alert, and mindful.
['PA_an_6:1.2.9']	Imehi kho, bhikkhave, chahi dhammehi samannāgato bhikkhu āhuneyyo hoti pāhuneyyo dakkhiṇeyyo añjalikaraṇīyo anuttaraṁ puññakkhettaṁ lokassā”ti.	imehi kho bhikkhave chahi dhammehi samannāgataḥ bhikkhu āhuneyyaḥ hoti pāhuneyyaḥ dakkhiṇeyyaḥ añjali karaṇīyaḥ anuttaram puññakkhettam lokassa ati 	1	A monk endowed with these six qualities is worthy of gifts, worthy of hospitality, worthy of offerings, worthy of reverential salutations, an unsurpassed field of merit for the world.”
['PA_an_6:1.3.1']	Idamavoca bhagavā.	idam avoca bhagavān 	1	That is what the Blessed One said.
['PA_an_6:1.3.2', 'PA_an_6:1.3.3', 'PA_an_6:2.0.1']	Attamanā te bhikkhū bhagavato bhāsitaṁ abhinandunti.🔽Paṭhamaṁ.🔽Aṅguttara Nikāya 6.2	attamanāḥ te bhikkhū bhagavataḥ bhāsitam abhinandunti  paṭhama  aṅguttara nikāya 	1	The bhikkhus were satisfied and delighted in the Blessed One’s words.🔽The first section for recitation on the one of discerning virtue is finished.
['PA_an_6:2.0.2']	1. Āhuneyyavagga	āhuneyya vagga 	2	The Book of the Sixes
['PA_an_6:2.0.3']	Dutiyaāhuneyyasutta	dutiya āhuneyya sutta 	2	The Worthy One, Part One
