segmentnr	original	analyzed	folio	translated
['PA_atk-abh03_a:0']	Namo tassa bhagavato arahato sammāsambuddhassa	namaḥ tassa bhagavataḥ arahataḥ sammāsambuddhassa 	0	Homage to the Blessed One, the Arahant, the Perfectly Enlightened One
['PA_atk-abh03_a:1']	Abhidhammapiṭake	abhidhamma piṭake 	0	In the Abhidhamma Piṭaka🔽The Commentary on the Five-Part Work
['PA_atk-abh03_a:2', 'PA_atk-abh03_a:3', 'PA_atk-abh03_a:4']	Pañcapakaraṇa-aṭṭhakathā🔽Dhātukathā-aṭṭhakathā🔽Aṭṭhārasahi bhedehi, vibhaṅgaṃ mārabhañjano;	pañca pakaraṇa aṭṭhakathā  dhātu kathā aṭṭhakathā  aṭṭhārasahi bhedehi vibhaṅgam mārabhañjano 	0	The Commentary on the Treatise on the Elements🔽Having taught the Vibhaṅga, the analysis🔽Into eighteen divisions, the Great Hero,
['PA_atk-abh03_a:5']	Desayitvā mahāvīro, yaṃ tasseva anantaraṃ.	desayitvā mahāvīraḥ yam tassa iva anantaram 	0	The Conqueror, the Kinsman of the Sun,🔽Then taught the Treatise on the Elements,
['PA_atk-abh03_a:6']	Adesayi dhātukathaṃ, dhātubhedappakāsano;	desayi dhātu katham dhātu bheda ppakāsano 	0	Which is a guide to the analysis of elements.🔽I shall explain its meaning, so listen
['PA_atk-abh03_a:7', 'PA_atk-abh03_a:8']	Tassatthaṃ dīpayissāmi, taṃ suṇātha samāhitāti.🔽1. Mātikāvaṇṇanā	tassa attham dīpayissāmi tam suṇātha samāhitā iti       	0	With intent mind.🔽The Schedule
['PA_atk-abh03_a:9']	1. Nayamātikāvaṇṇanā	     	0	The Explanation of the Schedule
['PA_atk-abh03_a:10_0']	1. Saṅgaho asaṅgahotiādīnañhi vasena idaṃ pakaraṇaṃ cuddasavidhena vibhattanti vuttaṃ.	saṅgahaḥ asaṅgahaḥ iti ādīnam hi vasena idam pakaraṇam cuddasavidhena vibhattam iti vuttam 	10	For this treatise is analyzed into fourteen sections by way of the questions beginning with “Is it included in the aggregates, or is it unincluded?”🔽All that is twofold as “schedule” and “exposition.” Herein, the schedule is the questions. It is fivefold as🔽the schedule of the method, the internal schedule, the external schedule, the schedule of the headings, and the external-external schedule.
['PA_atk-abh03_a:10_1']	Taṃ sabbampi uddesaniddesato dvidhā ṭhitaṃ. Tattha mātikā uddeso. Sā pañcavidhā –	tam sabbam pi uddesa niddesataḥ dvidhā ṭhitam tattha mātikā uddeso sā pañcavidhā 	10	Herein,🔽“Is it included in the aggregates, or is it unincluded? …🔽Is it included in the dependent origination, or is it unincluded? …🔽Is it included in the faculties, or is it unincluded? …🔽Is it included in the truths, or is it unincluded? …🔽Is it included in the pliancies, or is it unincluded? …🔽Is it included in the fruits, or is it unincluded? …
['PA_atk-abh03_a:10_2']	nayamātikā, abbhantaramātikā, nayamukhamātikā, lakkhaṇamātikā, bāhiramātikāti. Tattha	naya mātikā abbhantara mātikā naya mukha mātikā lakkhaṇa mātikā bāhira mātikā ti tattha 	10	Is it included in the kinds of logical relation, or is it unincluded? …🔽Is it included in the kinds of contact, or is it unincluded? …🔽Is it included in the kinds of consciousness, or is it unincluded? …🔽Is it included in the kinds of generation, or is it unincluded? …🔽Is it included in the kinds of becoming, or is it unincluded? …
['PA_atk-abh03_a:10_3']	saṅgaho asaṅgaho…pe… vippayuttena saṅgahitaṃ asaṅgahitanti – ayaṃ cuddasahi padehi	saṅgahaḥ vippayuttena saṅgahitam a saṅgahitam ti ayam cuddasahi padehi 	10	Is it included in the kinds of suffering, or is it unincluded? …🔽Is it included in the kinds of feeling, or is it unincluded? …🔽Is it included in the kinds of craving, or is it unincluded? …🔽Is it included in the kinds of clinging, or is it unincluded? …🔽Is it included in the kinds of existence, or is it unincluded? …🔽Is it included in the kinds of birth, or is it unincluded? …🔽Is it included in the kinds of ageing, or is it unincluded? …🔽Is it included in
['PA_atk-abh03_a:10_4']	nikkhittā nayamātikā nāma. Ayañhi iminā saṅgahādikena nayena dhātukathā dhammā vibhattāti	nikkhittā nayamātikā nāma ayam hi iminā saṅgaha ādikena nayena dhātu kathāḥ dhammāḥ vibhattā ati 	10	This is called the Schedule of Ways. For this is set out in order to show that the Schedule of Elements is a classification of ideas by means of the way beginning with inclusion.
