segmentnr	original	analyzed	folio	translated
['PA_pm_bi:0.1']	Dvemātikāpāḷi	dvemātika āpāḷi 	0	The two-part summary
['PA_pm_bi:0.2', 'PA_pm_bi:0.3']	Bhikkhunīpātimokkhapāḷi🔽Preliminaries	bhikkhunī pātimokkha pāḷi  preliminaries 	0	The nuns’ Pāṭimokkha🔽Preliminaries
['PA_pm_bi:0.4']	Pubbakaraṇaṁ	pubba karaṇa 	0	The preliminary duties
['PA_pm_bi:1.1']	Sammajjanī padīpo ca, udakaṁ āsanena ca;	sammajjanī ca udakam āsanena ca 	1	The fan, the lamp, the water, and the seat,
['PA_pm_bi:1.2']	Uposathassa etāni, “pubbakaraṇa”nti vuccati.	uposathassa etāni pubbakaraṇanti vuccati 	1	These are called the preliminary duties for the observance-day ceremony.
['PA_pm_bi:2.0']	Pubbakiccaṁ	pubba k it ca 	2	The preliminary tasks
['PA_pm_bi:2.1']	Chanda, pārisuddhi, utukkhānaṁ, bhikkhunigaṇanā ca ovādo;	chanda pārisuddhi utukkhāna bhikkhunigaṇanā ca ovādo 	2	Consent, purity, the invitation ceremony, counting the nuns, and the exhortation,
['PA_pm_bi:2.2', 'PA_pm_bi:3.0']	Uposathassa etāni, “pubbakicca”nti vuccati.🔽Pattakallaaṅgā	uposathassa etāni pubba kiccanti vuccati  patta kallaaṅgā 	2	These are called the preliminary tasks for the observance-day ceremony.🔽The requirements for the observance-day ceremony
['PA_pm_bi:3.1']	Uposatho, yāvatikā ca bhikkhunī kammappattā;	uposathaḥ yāvatikā ca bhikkhunī kamma ppattā 	3	The observance-day ceremony, and the nuns who are entitled to participate in it,
['PA_pm_bi:3.2']	Sabhāgāpattiyo ca na vijjanti;	sabhāga āpattiyaḥ ca na vijjanti 	3	And there are no shared offenses,
['PA_pm_bi:3.3']	Vajjanīyā ca puggalā tasmiṁ na honti, “pattakalla”nti vuccati.	vajjanīyā ca tasmin na honti pattakallanti vuccati 	3	And there are no excluded persons, this is called the requirements for the observance-day ceremony.
['PA_pm_bi:4.1']	Pubbakaraṇapubbakiccāni samāpetvā desitāpattikassa samaggassa bhikkhunisaṅghassa anumatiyā pātimokkhaṁ uddisituṁ ārādhanaṁ karoma.	pubba karaṇa pubba kiccāni samāpetvā desita āpattikassa samaggassa bhikkhuni saṅghassa anumatiyā pātimokkham uddisitum ārādhanam karoma 	4	We have completed the preliminary duties and the preliminary tasks, and we have obtained the consent of the complete Sangha of nuns, free from wrongdoing, to recite the Pāṭimokkha.
['PA_pm_bi:5.0']	Nidānuddeso	nidāna uddesaḥ 	5	The introduction
['PA_pm_bi:5.1']	Suṇātu me ayye saṅgho.	suṇātu me ayye saṅghaḥ 	5	Venerables, may the Sangha listen to me.
['PA_pm_bi:5.2']	Ajjuposatho pannaraso,	ajjuposathaḥ pannaraso 	5	Today is the observance day, the fifteenth.
['PA_pm_bi:5.3']	yadi saṅghassa pattakallaṁ, saṅgho uposathaṁ kareyya, pātimokkhaṁ uddiseyya.	yadi saṅghassa patta kalla saṅghaḥ uposatham kareyya pātimokkham uddiseyya 	5	If it seems appropriate to the Sangha, the Sangha should do the observance-day ceremony and recite the Monastic Code.
['PA_pm_bi:6.1']	Kiṁ saṅghassa pubbakiccaṁ?	kim saṅghassa pubba k itca 	6	What is the first item of business for the Sangha?
['PA_pm_bi:6.2']	Pārisuddhiṁ ayyāyo ārocetha,	pārisuddhim ayyāyo ārocetha 	6	Venerables, please declare your purity.
['PA_pm_bi:6.3']	pātimokkhaṁ uddisissāmi,	pātimokkham uddisissāmi 	6	I will recite the Monastic Code.
['PA_pm_bi:6.4']	taṁ sabbāva santā sādhukaṁ suṇoma manasi karoma.	tam sabbāva santā sādhukam suṇoma manasi karoma 	6	All of you should listen and pay careful attention.
['PA_pm_bi:6.5']	Yassā siyā āpatti, sā āvikareyya,	yassa siyā āpatti sā āvikareyya 	6	If you’ve committed an offense, you should reveal it.
['PA_pm_bi:6.6']	asantiyā āpattiyā tuṇhī bhavitabbaṁ,	asantiyā āpattiyā tuṇhī bhavitabba 	6	If you haven’t committed any offense, you should remain silent.
['PA_pm_bi:6.7']	tuṇhībhāvena kho panāyyāyo, “parisuddhā”ti vedissāmi.	tuṇhībhāvena kho panāyyāyo parisuddhā ati vedissāmi 	6	If you remain silent, I will regard you as pure.
['PA_pm_bi:6.8']	Yathā kho pana paccekapuṭṭhassā veyyākaraṇaṁ hoti, evamevaṁ evarūpāya parisāya yāvatatiyaṁ anusāvitaṁ hoti.	yathā kho pana paccekapuṭṭhassa veyyākaraṇam hoti evam evam evarūpāya parisāya yāvatatiyam anusāvitam hoti 	6	Just as an answer is given to a question after it has been asked, so is it in this case.
['PA_pm_bi:6.9']	Yā pana bhikkhunī yāvatatiyaṁ anusāviyamāne saramānā santiṁ āpattiṁ nāvikareyya, sampajānamusāvādassā hoti.	yā pana bhikkhunī yāvatatiyam anusāviyamāne saramānā santim āpattim na avikareyya sampajāna musāvādassā hoti 	6	If a nun who has been asked three times does not reveal a serious offense she has committed, she is lying in full awareness.
['PA_pm_bi:6.10', 'PA_pm_bi:6.11']	Sampajānamusāvādo kho panāyyāyo, antarāyiko dhammo vutto bhagavatā,🔽tasmā saramānāya bhikkhuniyā āpannāya visuddhāpekkhāya santī āpatti āvikātabbā,	sampajāna musāvādaḥ kho pana ayyāyaḥ antarāyikaḥ dhammo vuttaḥ bhagavatā  tasmā saramānāya bhikkhuniyā āpannāya visuddha apekkhāya santī āpatti āvikātabbā 	6	The Buddha has declared that lying in full awareness is an obstacle.🔽Therefore a nun who has committed an offense and who desires purity should reveal it.
['PA_pm_bi:6.12', 'PA_pm_bi:7.1']	āvikatā hissā phāsu hoti.🔽Uddiṭṭhaṁ kho, ayyāyo, nidānaṁ.	āvika tā hissā phāsu hoti 🔽uddiṭṭham kho ayyāyaḥ nidāna 	6	For when she has revealed it, she will be at ease.🔽The introduction has been recited.
