segmentnr	original	analyzed	translated
['PA_patthana_13.11:0.1', 'PA_patthana_13.11:0.2']	Paṭṭhānapakaraṇa🔽Dhammānulomapaccanīya (3), Tikapaṭṭhānapāḷi (1)	paṭṭhāna pakaraṇa  dhamma anuloma paccanīya tika paṭṭhāna pāḷi 	The Paṭṭhāna Treatise🔽The forward and reverse order of conditions according to the ideas, The text of the forward order of conditions in triplets
['PA_patthana_13.11:0.3']	13.11. Sekkhattika	sekkhattika 	The three kinds of learners
['PA_patthana_13.11:1.0']	Hetu	hetu 	Cause
['PA_patthana_13.11:1.1_0', 'PA_patthana_13.11:1.1_1', 'PA_patthana_13.11:1.1_2']	Sekkhaṁ dhammaṁ paṭicca nasekkho dhammo uppajjati hetupaccayā. Sekkhaṁ dhammaṁ paṭicca🔽naasekkho dhammo uppajjati hetupaccayā. Sekkhaṁ dhammaṁ paṭicca nanevasekkhanāsekkho🔽dhammo uppajjati hetupaccayā. Sekkhaṁ dhammaṁ paṭicca naasekkho ca nanevasekkhanāsekkho	sekkham dhammam paṭicca na sekkhaḥ dhammo uppajjati hetu paccayā sekkham dhammam paṭicca  na asekkhaḥ dhammaḥ uppajjati hetu paccayā sekkham dhammam paṭicca na nevasekkha na asekkhaḥ  dhammaḥ uppajjati hetu paccayā sekkham dhammam paṭicca na asekkhaḥ ca na nevasekkha nāsekkhaḥ 	With a learner idea as condition, a non-learner idea arises, by way of cause condition. With a learner idea as condition,
['PA_patthana_13.11:1.1_3', 'PA_patthana_13.11:1.1_4', 'PA_patthana_13.11:2.1_0']	ca dhammā uppajjanti hetupaccayā. Sekkhaṁ dhammaṁ paṭicca nasekkho ca naasekkho ca🔽dhammā uppajjanti hetupaccayā.🔽Asekkhaṁ dhammaṁ paṭicca naasekkho dhammo uppajjati hetupaccayā. Asekkhaṁ dhammaṁ	ca dhammā uppajjanti hetu paccayā sekkham dhammam paṭicca na sekkhaḥ ca na asekkhaḥ ca  dhammā uppajjanti hetu paccayā  asekkham dhammam paṭicca na asekkhaḥ dhammaḥ uppajjati hetu paccayā asekkham dhamma 	a non-learner idea arises, by way of cause condition. With a learner idea as condition, a neither-learner-nor-non-learner idea arises, by way of cause condition. With a learner idea as condition, a non-learner and a neither-learner-nor-non-learner idea arise, by way of cause condition. With a learner idea as condition, a non-learner and a neither-learner-nor-non-learner idea arise, by way of cause condition.🔽With a non-learner idea as condition, a non-learner idea arises, by way of cause condition. With a non-learner idea as condition,
['PA_patthana_13.11:2.1_1']	paṭicca nasekkho dhammo uppajjati hetupaccayā. Asekkhaṁ dhammaṁ paṭicca nanevasekkhanāsekkho	paṭicca na sekkhaḥ dhammaḥ uppajjati hetu paccayā asekkham dhammam paṭicca na nevasekkha na asekkhaḥ 	a learner idea arises, by way of cause condition. With a non-learner idea as condition, a neither-learner-nor-non-learner idea arises, by way of cause condition. With a non-learner idea as condition,🔽a learner and a neither-learner-nor-non-learner idea arise, by way of cause condition. With a non-learner idea as condition, a learner and a neither-learner-nor-non-learner idea arise, by way of cause condition.
['PA_patthana_13.11:2.1_2']	dhammo uppajjati hetupaccayā. Asekkhaṁ dhammaṁ paṭicca nasekkho ca nanevasekkhanāsekkho	dhammaḥ uppajjati hetu paccayā asekkham dhammam paṭicca na sekkhaḥ ca na nevasekkha na asekkhaḥ 	a state that is a disciple-made arises with a cause, with conditions. Dependent on a state that is a disciple-made, a state that is neither-disciple-made-nor-not-disciple-made arises with a cause, with conditions.
['PA_patthana_13.11:2.1_3', 'PA_patthana_13.11:2.1_4', 'PA_patthana_13.11:3.1_0']	ca dhammā uppajjanti hetupaccayā. Asekkhaṁ dhammaṁ paṭicca nasekkho ca naasekkho🔽ca dhammā uppajjanti hetupaccayā.🔽Nevasekkhanāsekkhaṁ dhammaṁ paṭicca nasekkho dhammo uppajjati hetupaccayā. Nevasekkhanāsekkhaṁ	ca dhammā uppajjanti hetu paccayā asekkham dhammam paṭicca na sekkhaḥ ca na asekkhaḥ  ca dhammā uppajjanti hetu paccayā  nevasekkha nāsekkham dhammam paṭicca na sekkhaḥ dhammo uppajjati hetu paccayā nevasekkha nāsekkha 	A non-learner element arises with a learner element as its condition. A learner and a non-learner element arise with a non-learner element as their condition. A learner and a non-learner element arise with a non-learner element as their condition.
['PA_patthana_13.11:3.1_1']	dhammaṁ paṭicca naasekkho dhammo uppajjati hetupaccayā. Nevasekkhanāsekkhaṁ dhammaṁ	dhammam paṭicca na asekkhaḥ dhammaḥ uppajjati hetu paccayā nevasekkha na asekkham dhamma 	A learner element arises with a learner and a non-learner element as its condition. A non-learner element arises with a learner and a non-learner element as its condition.
['PA_patthana_13.11:3.1_2', 'PA_patthana_13.11:4.1_0']	paṭicca nasekkho ca naasekkho ca dhammā uppajjanti hetupaccayā.🔽Sekkhañca nevasekkhanāsekkhañca dhammaṁ paṭicca nasekkho dhammo uppajjati hetupaccayā.	paṭicca na sekkhaḥ ca na asekkhaḥ ca dhammā uppajjanti hetu paccayā  sekkham ca nevasekkha nāsekkham ca dhammam paṭicca na sekkhaḥ dhammaḥ uppajjati hetu paccayā 	A learner and a non-learner element arise with a learner and a non-learner element as their condition.🔽A learner element arises with a learner and a non-learner element as its condition. A non-learner element arises with a learner and a non-learner element as its condition.
['PA_patthana_13.11:4.1_1']	Sekkhañca nevasekkhanāsekkhañca dhammaṁ paṭicca naasekkho dhammo uppajjati hetupaccayā.	sekkham ca nevasekkha na asekkham ca dhammam paṭicca na asekkhaḥ dhammaḥ uppajjati hetu paccayā 	A learner and a non-learner element arise with a learner and a non-learner element as their condition.🔽A learner element arises with a learner and a non-learner element as its condition.
['PA_patthana_13.11:4.1_2']	Sekkhañca nevasekkhanāsekkhañca dhammaṁ paṭicca nasekkho ca naasekkho ca dhammā uppajjanti hetupaccayā.	sekkham ca nevasekkha na asekkham ca dhammam paṭicca na sekkhaḥ ca na asekkhaḥ ca dhammāḥ uppajjanti hetu paccayā 	Dependent on a trainable and a neither-trainable-nor-untrainable Dhamma, untrainable and neither-trainable-nor-untrainable Dhammas arise with root-cause as condition.
['PA_patthana_13.11:5.1_0', 'PA_patthana_13.11:5.1_1', 'PA_patthana_13.11:5.1_2']	Asekkhañca nevasekkhanāsekkhañca dhammaṁ paṭicca nasekkho dhammo uppajjati hetupaccayā.🔽Asekkhañca nevasekkhanāsekkhañca dhammaṁ paṭicca naasekkho dhammo uppajjati hetupaccayā.🔽Asekkhañca nevasekkhanāsekkhañca dhammaṁ paṭicca nasekkho ca naasekkho ca dhammā	asekkham ca nevasekkha na asekkham ca dhammam paṭicca na sekkhaḥ dhammo uppajjati hetu paccayā  asekkham ca nevasekkha na asekkham ca dhammam paṭicca na asekkhaḥ dhammaḥ uppajjati hetu paccayā  asekkham ca nevasekkha na asekkham ca dhammam paṭicca nasekkhaḥ ca na asekkhaḥ ca dhammā 	Dependent on a trainable and a neither-trainable-nor-untrainable Dhamma, an untrainable Dhamma arises with root-cause as condition.🔽Dependent on a trainable and a neither-trainable-nor-untrainable Dhamma, a neither-trainable-nor-untrainable Dhamma arises with root-cause as condition.
['PA_patthana_13.11:5.1_3']	uppajjanti hetupaccayā. (Saṅkhittaṁ.)	uppajjanti hetu paccayā 	Dependent on a trainable and a neither-trainable-nor-untrainable Dhamma, an untrainable and a neither-trainable-nor-untrainable Dhammas arise with root-cause as condition.🔽(In brief.)
['PA_patthana_13.11:6.1']	Hetuyā ekūnavīsa, ārammaṇe nava …pe… avigate ekūnavīsa. (Sabbattha vitthāro.)	hetuyā ekūnavīsa ārammaṇe nava pe avigate ekūnavīsa sabbattha vitthāro 	With root-cause as condition, nineteen; with object as condition, nine … with non-disappearance as condition, nineteen. (Everywhere in detail.)
