segmentnr	original	analyzed	translated
['PA_patthana_24.4:0.1']	Paṭṭhānapakaraṇa	paṭṭhāna pakaraṇa 	The Book of Conditional Relations🔽The Book of Pairs in Reverse Order🔽The Book of Pairs in Direct Order🔽The Book of Pairs in Reverse Order🔽The Book of Pairs in Direct Order🔽The Book of Pairs in Reverse Order🔽The Book of Pairs in Direct Order
['PA_patthana_24.4:0.2']	Dhammapaccanīyānuloma (4), Dukadukapaṭṭhānapāḷi (6)	dhamma paccanīya anuloma duka duka paṭṭhāna pāḷi 	The Book of Pairs in Reverse Order🔽The Book of Pairs in Direct Order🔽The Book of Pairs in Reverse Order🔽The Book of Pairs in Direct Order🔽The Book of Pairs in Reverse Order🔽The Book of Pairs in Direct Order🔽The Book of Pairs in Reverse Order🔽The Book of Pairs in Direct Order🔽The Book of Pairs in Reverse Order🔽The Book of Pairs in Direct Order🔽The Book of Pairs in Reverse Order🔽The Book of Pairs in Direct Order🔽The Book of Pairs in Reverse Order🔽The Book of Pairs in Direct Order🔽The Book of Pairs in Reverse Order
['PA_patthana_24.4:0.3', 'PA_patthana_24.4:1.1_0']	24.4. Hetuduka, Āsavagocchaka🔽Nahetuṁ noāsavaṁ dhammaṁ paṭicca hetu āsavo dhammo uppajjati hetupaccayā. Nahetuṁ	hetuduka  na hetum noāsavam dhammam paṭicca hetu āsavaḥ dhammo uppajjati hetu paccayā na hetu 	The Book of Pairs in Direct Order🔽The Book of Pairs in Reverse Order🔽The Book of Pairs in Direct Order🔽The Book of Pairs in Reverse Order🔽The Book of Pairs in Direct Order🔽The Book of Pairs in Reverse Order🔽The Book of Pairs in Direct Order
['PA_patthana_24.4:1.1_1']	noāsavaṁ dhammaṁ paṭicca nahetu āsavo dhammo uppajjati hetupaccayā. Nahetuṁ noāsavaṁ	noāsavam dhammam paṭicca na hetu āsavaḥ dhammo uppajjati hetu paccayā na hetum noāsava 	The Book of Pairs in Reverse Order🔽The Book of Pairs in Direct Order🔽The Book of Pairs in Reverse Order🔽The Book of Pairs in Direct Order🔽The Book of Pairs in Reverse Order🔽The Book of Pairs in Direct Order🔽The Book of Pairs in Reverse Order🔽The Book of Pairs in Direct Order🔽The Book of Pairs in Reverse Order🔽The Book of Pairs in Direct Order🔽The Book of Pairs in Reverse Order🔽The Book of Pairs in Direct Order🔽The Book of Pairs in Reverse Order🔽The Book of Pairs in Direct Order🔽The Book of Pairs in Reverse Order🔽The Book of Pairs in Direct Order🔽The Book of Pairs in Reverse Order🔽The Book of Pairs in Direct Order🔽The Book of Pairs in Reverse Order🔽The Book of Pairs in Direct Order🔽The Book of Pairs in Reverse Order🔽The Book of Pairs in Direct Order🔽The Book of Pairs in Reverse Order
['PA_patthana_24.4:1.1_2']	dhammaṁ paṭicca hetu āsavo ca nahetu āsavo ca dhammā uppajjanti hetupaccayā … tīṇi.	dhammam paṭicca hetu āsavaḥ ca na hetu āsavaḥ ca dhammā uppajjanti hetu paccayā tīṇi 	The Book of Pairs in Direct Order🔽The Book of Pairs in Reverse Order🔽The Book of Pairs in Direct Order🔽The Book of Pairs in Reverse Order
['PA_patthana_24.4:2.1']	Nanahetuṁ noāsavaṁ dhammaṁ paṭicca hetu āsavo dhammo uppajjati hetupaccayā … ekaṁ.	na na hetum noāsavam dhammam paṭicca hetu āsavaḥ dhammo uppajjati hetu paccayā eka 	The Book of Pairs in Direct Order🔽The Book of Pairs in Reverse Order🔽The Book of Pairs in Direct Order🔽The Book of Pairs in Reverse Order🔽The Book of Pairs in Direct Order🔽The Book of Pairs in Reverse Order
['PA_patthana_24.4:3.1']	Nahetuṁ noāsavañca nanahetuṁ noāsavañca dhammaṁ paṭicca hetu āsavo dhammo uppajjati hetupaccayā … ekaṁ. (Saṅkhittaṁ.) Hetuyā pañca …pe… avigate pañca.	na hetum noāsavañca na na hetum noāsavañca dhammam paṭicca hetu āsavaḥ dhammaḥ uppajjati hetu paccayā eka saṅkhitta hetuyā pañca pe avigate pañca 	The Book of Pairs in Direct Order🔽The Book of Pairs in Reverse Order
['PA_patthana_24.4:4.1']	Nahetuṁ nanoāsavaṁ dhammaṁ paṭicca nahetu noāsavo dhammo uppajjati hetupaccayā … ekaṁ.	na hetum na noāsavam dhammam paṭicca na hetu noāsavaḥ dhammaḥ uppajjati hetu paccayā eka 	The Book
['PA_patthana_24.4:5.1_0']	Nanahetuṁ nanoāsavaṁ dhammaṁ paṭicca nahetu noāsavo dhammo uppajjati hetupaccayā.	na na hetum na noāsavam dhammam paṭicca na hetu noāsavaḥ dhammo uppajjati hetu paccayā 	Dependent on a state that is a root-cause and is not a cause of the effluent-free, there arises a state that is not a root-cause and is not a cause of the effluent-free, with that as its root-cause.
['PA_patthana_24.4:5.1_1']	Nanahetuṁ nanoāsavaṁ dhammaṁ paṭicca hetu noāsavo dhammo uppajjati hetupaccayā. Nanahetuṁ	nana hetum nanoāsavam dhammam paṭicca hetu noāsavaḥ dhammaḥ uppajjati hetu paccayā nana hetu 	With a condition that is a root-cause and is not a pollutant, a non-root-cause and non-pollutant condition arises, by root-cause condition.
['PA_patthana_24.4:5.1_2']	nanoāsavaṁ dhammaṁ paṭicca hetu noāsavo ca nahetu noāsavo ca dhammā uppajjanti hetupaccayā … tīṇi.	na noāsavam dhammam paṭicca hetu noāsavaḥ ca na hetu noāsavaḥ ca dhammā uppajjanti hetu paccayā tīṇi 	With a condition that is a root-cause and is not a pollutant, a root-cause and non-pollutant condition arises, by root-cause condition. With a condition that is a root-cause and is not a pollutant, a root-cause and non-pollutant condition, and a non-root-cause and non-pollutant condition arise, by root-cause condition. … three.
