segmentnr	original	analyzed	folio	translated
['PA_iti_88:0.1']	Itivuttaka 88	itivuttaka 	0	As Said🔽
['PA_iti_88:0.2']	Tikanipāta	tika nipāta 	0	Itivuttaka🔽The Collection of Threes
['PA_iti_88:0.3']	Catutthavagga	catuttha vagga 	0	The fourth sub-chapter
['PA_iti_88:0.4']	Antarāmalasutta	antarāmalasutta 	0	The internal defilements
['PA_iti_88:1.1']	Vuttañhetaṁ bhagavatā vuttamarahatāti me sutaṁ:	vuttam ha etam bhagavatā vuttam arahatā iti me suta 	1	This was said by the Blessed One, said by the Arahant, so I have heard:
['PA_iti_88:2.1']	“Tayome, bhikkhave, antarāmalā antarāamittā antarāsapattā antarāvadhakā antarāpaccatthikā.	tayo me bhikkhave antarāmalāḥ antarāamittāḥ antarāsapattāḥ antarāvadhakāḥ antarāpaccatthikā 	2	“Monks, there are these three internal defilements, internal enemies, internal foes, internal murderers, internal adversaries.
['PA_iti_88:2.2', 'PA_iti_88:2.3', 'PA_iti_88:2.4']	Katame tayo?🔽Lobho, bhikkhave, antarāmalo antarāamitto antarāsapatto antarāvadhako antarāpaccatthiko.🔽Doso, bhikkhave, antarāmalo antarāamitto antarāsapatto antarāvadhako antarāpaccatthiko.	katame tayaḥ  lobhaḥ bhikkhave antarā amalaḥ antarā amittaḥ antarā sapatto antarā vadhakaḥ antarā paccatthiko  dosaḥ bhikkhave antarā amalaḥ antarā amittaḥ antarā sapatto antarā vadhakaḥ antarā paccatthiko 	2	What are the three?🔽Greed is an internal defilement, an internal enemy, an internal foe, an internal murderer, an internal adversary.🔽Aversion is an internal defilement, an internal enemy, an internal foe, an internal murderer, an internal adversary.
['PA_iti_88:2.5']	Moho, bhikkhave, antarāmalo antarāamitto antarāsapatto antarāvadhako antarāpaccatthiko.	mohaḥ bhikkhave antarā amalaḥ antarā amittaḥ antarā sapatto antarā vadhakaḥ antarā paccatthiko 	2	Delusion is an internal defilement, an internal enemy, an internal foe, an internal murderer, an internal adversary.
['PA_iti_88:2.6', 'PA_iti_88:2.7']	Ime kho, bhikkhave, tayo antarāmalā antarāamittā antarāsapattā antarāvadhakā antarāpaccatthikā”ti.🔽Etamatthaṁ bhagavā avoca.	ime kho bhikkhave tayaḥ antara amalāḥ antara amittāḥ antara sapattāḥ antara a vadhakāḥ antara a paccatthikā ati  etam attham bhagavān avoca 	2	These are the three internal defilements, internal enemies, internal foes, internal murderers, internal adversaries.”🔽The Blessed One said this.
['PA_iti_88:2.8']	Tatthetaṁ iti vuccati:	tattha itam iti vuccati 	2	And in connection with this, it was said:
['PA_iti_88:3.1']	“Anatthajanano lobho,	anattha jananaḥ lobho 	3	“Greed generates what is unbeneficial;
['PA_iti_88:3.2']	lobho cittappakopano;	lobho citta pakopano 	3	greed disturbs the mind.
['PA_iti_88:3.3']	Bhayamantarato jātaṁ,	bhayam antarataḥ jāta 	3	Fear arises from within oneself;
['PA_iti_88:3.4', 'PA_iti_88:4.1']	taṁ jano nāvabujjhati.🔽Luddho atthaṁ na jānāti,	tam janaḥ na avabujjhati  luddhaḥ attham na jānāti 	3	People do not understand this.🔽The greedy one does not know what is good,
['PA_iti_88:4.2']	luddho dhammaṁ na passati;	luddhaḥ dhammam na passati 	4	the greedy one does not see the Dhamma.
['PA_iti_88:4.3']	Andhatamaṁ tadā hoti,	andhatamam tadā ha iti 	4	Then there is utter darkness,
['PA_iti_88:4.4']	yaṁ lobho sahate naraṁ.	yam lobho sahate nara 	4	when greed overcomes a person.
['PA_iti_88:5.1']	Yo ca lobhaṁ pahantvāna,	yaḥ ca lobham 	5	But one who, having abandoned greed,
['PA_iti_88:5.2']	lobhaneyye na lubbhati;	lobhaneyye na lubbhati 	5	is not greedy for what is greedy,
['PA_iti_88:5.3']	Lobho pahīyate tamhā,	lobhaḥ pahīyate tamhā 	5	greed is abandoned by him,
