segmentnr	original	analyzed	folio	translated
['PA_ud_5.5:0.1']	Udāna 5.5	udāna 	0	The Collection of Long Discourses 1.1
['PA_ud_5.5:0.2']	Uposathasutta	uposatha sutta 	0	The Uposatha
['PA_ud_5.5:1.1']	Evaṁ me sutaṁ—	evam me suta 	1	Thus have I heard.
['PA_ud_5.5:1.2']	ekaṁ samayaṁ bhagavā sāvatthiyaṁ viharati pubbārāme migāramātupāsāde.	ekam samayam bhagavā sāvatthiyam viharati pubbārāme migāra mātu pāsāde 	1	On one occasion the Blessed One was dwelling at Sāvatthī in the Eastern Park in the Mansion of Migāra’s Mother.
['PA_ud_5.5:1.3']	Tena kho pana samayena bhagavā tadahuposathe bhikkhusaṅghaparivuto nisinno hoti.	tena kho pana samayena bhagavā tadahuposathe bhikkhu saṅgha parivutaḥ nisinnaḥ hoti 	1	Now on that occasion the Blessed One was seated, surrounded by the community of bhikkhus.
['PA_ud_5.5:2.1']	Atha kho āyasmā ānando abhikkantāya rattiyā, nikkhante paṭhame yāme, uṭṭhāyāsanā ekaṁsaṁ uttarāsaṅgaṁ karitvā yena bhagavā tenañjaliṁ paṇāmetvā bhagavantaṁ etadavoca:	atha kho āyasmai ānandaḥ abhikkantāya rattiyā nikkhante paṭhame yāme uṭṭhāya āsanā ekasam uttarāsaṅgam karitvā yena bhagavā tena añjalim paṇāmetvā bhagavantam etat avoca 	2	Then, when the night had advanced, the venerable Ānanda rose from his seat, and after arranging his upper robe on one shoulder, he extended his hands in reverential salutation towards the Blessed One and said to him:
['PA_ud_5.5:2.2']	“abhikkantā, bhante, ratti; nikkhanto paṭhamo yāmo; ciranisinno bhikkhusaṅgho;	abhikkantā bhante ratti nikkhantaḥ paṭhhamaḥ yāmaḥ cira nisinnaḥ bhikkhu saṅgho 	2	“Venerable sir, the night has advanced, the first watch of the night has passed, and the community of bhikkhus has been sitting a long time.
['PA_ud_5.5:2.3']	uddisatu, bhante, bhagavā bhikkhūnaṁ pātimokkhan”ti.	uddisatu bhante bhagavā bhikkhūnam pātimokkham ti 	2	Let the Blessed One recite the Pāṭimokkha to the bhikkhus.”
['PA_ud_5.5:2.4']	Evaṁ vutte, bhagavā tuṇhī ahosi.	evam vutte bhagavā tuṇhī ahosi 	2	When this was said, the Blessed One was silent.
['PA_ud_5.5:3.1']	Dutiyampi kho āyasmā ānando abhikkantāya rattiyā, nikkhante majjhime yāme, uṭṭhāyāsanā ekaṁsaṁ uttarāsaṅgaṁ karitvā yena bhagavā tenañjaliṁ paṇāmetvā bhagavantaṁ etadavoca:	dutiyam pi kho āyasmai ānandaḥ abhikkantāya rattiyā nikkhante majjhime yāme uṭṭhāya āsanā ekasam uttarāsaṅgam karitvā yena bhagavā tena añjalim paṇāmetvā bhagavantam etat avoca 	3	A second time, when the night had advanced, the venerable Ānanda rose from his seat, and after arranging his upper robe on one shoulder, he extended his hands in reverential salutation towards the Blessed One and said to him:
['PA_ud_5.5:3.2']	“abhikkantā, bhante, ratti; nikkhanto majjhimo yāmo; ciranisinno bhikkhusaṅgho;	abhikkantā bhante ratti nikkhantaḥ majjhimaḥ yāmaḥ cira nisinnaḥ bhikkhu saṅgho 	3	“Venerable Sir, the night has passed, the middle part of the night has passed. The Sangha of monks has been sitting here a long time.
['PA_ud_5.5:3.3']	uddisatu, bhante, bhagavā bhikkhūnaṁ pātimokkhan”ti.	uddisatu bhante bhagavā bhikkhūnam pātimokkham ti 	3	Please recite the Monastic Code.”
['PA_ud_5.5:3.4', 'PA_ud_5.5:4.1_0']	Dutiyampi kho bhagavā tuṇhī ahosi.🔽Tatiyampi kho āyasmā ānando abhikkantāya rattiyā, nikkhante pacchime yāme, uddhaste	dutiyam pi kho bhagavā tuṇhī ahosi  tatiyam pi kho āyasmai ānandaḥ abhikkantāya rattiyā nikkhante pacchime yāme uddhaste 	3	For a second time the Buddha was silent.🔽For a third time, when the night was well advanced, the last part of the night remaining,
['PA_ud_5.5:4.1_1']	aruṇe, nandimukhiyā rattiyā uṭṭhāyāsanā ekaṁsaṁ uttarāsaṅgaṁ karitvā yena bhagavā	aruṇe nandimukhiyā rattiyā uṭṭhāya āsanā ekasam uttarāsaṅgam karitvā yena bhagavā 	4	the dawn aglow, and the sky lightening, Ānanda got up from his seat, put his upper robe over one shoulder,
['PA_ud_5.5:4.1_2']	tenañjaliṁ paṇāmetvā bhagavantaṁ etadavoca:	tena añjalim paṇāmetvā bhagavantam etat avoca 	4	put his palms together and said to the Buddha,
['PA_ud_5.5:4.2']	“abhikkantā, bhante, ratti; nikkhanto pacchimo yāmo; uddhasto aruṇo; nandimukhī ratti; ciranisinno bhikkhusaṅgho;	abhikkantā bhante ratti nikkhantaḥ pacchimaḥ yāmaḥ uddhastaḥ aruṇaḥ nandimukhī ratti cira nisinnaḥ bhikkhu saṅgho 	4	“Venerable Sir, the night has passed, the last part of the night remaining. The dawn aglow, the sky lightening. The Sangha of monks has been sitting here a long time.
['PA_ud_5.5:4.3']	uddisatu, bhante, bhagavā bhikkhūnaṁ pātimokkhan”ti.	uddisatu bhante bhagavā bhikkhūnam pātimokkham ti 	4	Please recite the Monastic Code.”
['PA_ud_5.5:4.4']	“Aparisuddhā, ānanda, parisā”ti.	a parisuddhā ānanda parisā ati 	4	“The gathering is not pure, Ānanda.”
['PA_ud_5.5:5.1']	Atha kho āyasmato mahāmoggallānassa etadahosi:	atha khalu āyasmataḥ mahāmoggallānassa etat ahosi 	5	Then Venerable Mahāmoggallāna thought,
['PA_ud_5.5:5.2']	“kaṁ nu kho bhagavā puggalaṁ sandhāya evamāha:	kam nu khalu bhagavā puggalam sandhāya evam āha 	5	“For whom did the Buddha say this?
['PA_ud_5.5:5.3']	‘aparisuddhā, ānanda, parisā’”ti?	a parisuddhā ānanda parisā ati 	5	‘The assembly is impure.’”
