segmentnr	original	analyzed	translated
['PA_pv_47:0.1']	Petavatthu	petavatthu 	The Book of the Fading Away of the Taints
['PA_pv_47:0.2', 'PA_pv_47:0.3']	Mahāvagga🔽12. Ambavanapetavatthu	mahāvagga  amba vana peta vatthu 	The Great Chapter🔽The Story of the Female Ghost in the Mango Grove
['PA_pv_47:1.1']	“Ayañca te pokkharaṇī surammā,	ayam ca te pokkharaṇī su rammā 	“This your delightful lotus pond,
['PA_pv_47:1.2']	Samā sutitthā ca mahodakā ca;	samā su titthā ca mahā udakā ca 	Even-bottomed, with plenty of water,
['PA_pv_47:1.3', 'PA_pv_47:1.4']	Supupphitā bhamaragaṇānukiṇṇā,🔽Kathaṁ tayā laddhā ayaṁ manuññā.	su pupphitā bhamara gaṇa anukiṇṇā  katham tayā laddhā ayam manuññā 	With flowers in bloom, frequented by swarms of bees—🔽How did you get this delightful one?
['PA_pv_47:2.1', 'PA_pv_47:2.2']	Idañca te ambavanaṁ surammaṁ,🔽Sabbotukaṁ dhārayate phalāni;	idam ca te ambavanam suramma  sabbotukam dhārayate phalāni 	And this delightful mango grove of yours,🔽Which bears fruit all year round,
['PA_pv_47:2.3']	Supupphitaṁ bhamaragaṇānukiṇṇaṁ,	su pupphitam bhamara gaṇa anukiṇṇa 	With flowers in bloom, frequented by swarms of bees—
['PA_pv_47:2.4']	Kathaṁ tayā laddhamidaṁ vimānaṁ”.	katham tayā laddham idam vimāna 	How did you get this mansion?”
['PA_pv_47:3.1']	“Ambapakkaṁ dakaṁ yāgu,	amba pakkam dakam yāgu 	“Ripe mangoes, water, rice porridge,
['PA_pv_47:3.2']	sītacchāyā manoramā;	sīta chāyā manoramā 	A cool, delightful shade—
['PA_pv_47:3.3']	Dhītāya dinnadānena,	dhītāya dinna dānena 	By giving alms to my daughter,
['PA_pv_47:3.4']	tena me idha labbhati”.	tena me idha labbhati 	I get these things here.”
['PA_pv_47:4.1']	“Sandiṭṭhikaṁ kammaṁ evaṁ passatha,	sandiṭṭhikam kammaṃ evam passatha 	“You see the results right here and now
['PA_pv_47:4.2']	Dānassa damassa saṁyamassa vipākaṁ;	dānassa damassa sayamassa vipāka 	Of giving, of self-control, and of restraint:
['PA_pv_47:4.3']	Dāsī ahaṁ ayyakulesu hutvā,	dāsī aham ayya kulesu hutvā 	I was a slave in the houses of my masters,
['PA_pv_47:4.4']	Suṇisā homi agārassa issarā”ti.	suṇisā homi agārassa issarāti 	But now I’m a wife with authority in my own home.”
['PA_pv_47:5.1']	Ambavanapetavatthu dvādasamaṁ.	ambavana petavatthu dvādasama 	The story of the female ghost in the mango grove, the twelfth.
