segmentnr	original	analyzed	folio	translated
['PA_bi-vb_pd2-8:2.0.1']	Theravāda Vinaya	thera vāda vinaya 	2	The Monastic Code of the Elders
['PA_bi-vb_pd2-8:2.0.2']	Bhikkhunivibhaṅga	bhikkhuni vibhaṅga 	2	The Nuns’ Analysis
['PA_bi-vb_pd2-8:2.0.3']	Pāṭidesanīyakaṇḍa	pāṭidesanīya kaṇḍa 	2	The chapter on offenses entailing acknowledgment
['PA_bi-vb_pd2-8:2.0.4']	2–8. Tela-madhu-phāṇita-maccha-maṁsa-khīra-dadhiviññāpanasikkhāpada	tela madhu phāṇita maccha masa khīra dadhi viññāpana sikkhāpada 	2	The training rule on asking for oil, honey, syrup, fish, meat, milk, and curd
['PA_bi-vb_pd2-8:2.1.1.1']	Tena samayena buddho bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	tena samayena buddhaḥ bhagavā sāvatthiyam viharati jetavane anāthapiṇḍikassa ārāme 	2	At one time when the Buddha was staying at Sāvatthī in Anāthapiṇḍika’s Monastery,
['PA_bi-vb_pd2-8:2.1.1.2', 'PA_bi-vb_pd2-8:2.1.1.3']	Tena kho pana samayena chabbaggiyā bhikkhuniyo telaṁ viññāpetvā bhuñjanti.🔽…pe… madhuṁ viññāpetvā bhuñjanti.	tena kho pana samayena chabbaggiyāḥ bhikkhuniyaḥ telam viññāpetvā bhuñjanti  pe madhum viññāpetvā bhuñjanti 	2	the nuns from the group of six asked for oil and then ate it.🔽… asked for honey and then ate it.
['PA_bi-vb_pd2-8:2.1.1.4', 'PA_bi-vb_pd2-8:2.1.1.5']	…pe… phāṇitaṁ viññāpetvā bhuñjanti.🔽…pe… macchaṁ viññāpetvā bhuñjanti.	pe phāṇitam viññāpetvā bhuñjanti  pe maccham viññāpetvā bhuñjanti 	2	… asked for syrup and then ate it.🔽… asked for fish and then ate it.
['PA_bi-vb_pd2-8:2.1.1.6', 'PA_bi-vb_pd2-8:2.1.1.7']	…pe… maṁsaṁ viññāpetvā bhuñjanti.🔽…pe… khīraṁ viññāpetvā bhuñjanti.	pe masam viññāpetvā bhuñjanti  pe khīram viññāpetvā bhuñjanti 	2	… asked for meat and then ate it.🔽… asked for milk and then ate it.
['PA_bi-vb_pd2-8:2.1.1.8']	…pe… dadhiṁ viññāpetvā bhuñjanti.	pe dadhim viññāpetvā bhuñjanti 	2	… asked for curd and then ate it.
['PA_bi-vb_pd2-8:2.1.1.9']	Manussā ujjhāyanti khiyyanti vipācenti—	manussāḥ ujjhāyanti khiyyanti vipācenti 	2	People complained and criticized them,
['PA_bi-vb_pd2-8:2.1.1.10']	“kathañhi nāma bhikkhuniyo dadhiṁ viññāpetvā bhuñjissanti.	katham hi nāma bhikkhuniyaḥ dadhim viññāpetvā bhuñjissanti 	2	“How can the nuns ask for curd and then eat it?
['PA_bi-vb_pd2-8:2.1.1.11']	Kassa sampannaṁ na manāpaṁ, kassa sāduṁ na ruccatī”ti.	kassa sampannam na manāpa kassa sādum na ruccati iti 	2	Who doesn’t like what’s good? Who doesn’t like what’s tasty?”
['PA_bi-vb_pd2-8:2.1.1.12']	Assosuṁ kho bhikkhuniyo tesaṁ manussānaṁ ujjhāyantānaṁ khiyyantānaṁ vipācentānaṁ.	assosum kho bhikkhuniyaḥ tesam manussānam ujjhāyantānam khiyyantānam vipācentāna 	2	The nuns heard the complaints of those people,
