segmentnr	original	analyzed	translated
['PA_bi-vb_pc86:0.1']	Theravāda Vinaya	thera vāda vinaya 	The Theravāda Vinaya
['PA_bi-vb_pc86:0.2', 'PA_bi-vb_pc86:0.3']	Bhikkhunivibhaṅga🔽Pācittiyakaṇḍa	bhikkhuni vibhaṅga  pācittiyakaṇḍa 	The Nuns’ Analysis🔽The chapter on offenses entailing confession
['PA_bi-vb_pc86:0.4']	Chattupāhanavagga	chattu pāhana vagga 	The sub-chapter on sunshades and sandals
['PA_bi-vb_pc86:0.5']	86. Saṅghāṇisikkhāpada	saṅghāṇi sikkhāpada 	1. The training rule on iron shoes
['PA_bi-vb_pc86:1.1']	Tena samayena buddho bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	tena samayena buddhaḥ bhagavā sāvatthiyam viharati jetavane anāthapiṇḍikassa ārāme 	At one time when the Buddha was staying at Sāvatthī in the Jeta Grove, Anāthapiṇḍika’s Monastery,
['PA_bi-vb_pc86:1.2']	Tena kho pana samayena aññatarā bhikkhunī aññatarissā itthiyā kulūpikā hoti.	tena kho pana samayena aññatarā bhikkhunī aññatarissā itthiyā kulūpikā hoti 	a certain nun was associating with a certain woman.
['PA_bi-vb_pc86:1.3']	Atha kho sā itthī taṁ bhikkhuniṁ etadavoca—	atha kho sā itthī tam bhikkhunim etat avoca 	The woman said to that nun,
['PA_bi-vb_pc86:1.4']	“handāyye, imaṁ saṅghāṇiṁ amukāya nāma itthiyā dehī”ti.	handāyye imam saṅghāṇim amukāya nāma itthiyā dehi iti 	“Venerable, please give this iron to such-and-such a woman.”
['PA_bi-vb_pc86:1.5']	Atha kho sā bhikkhunī—	atha kho sā bhikkhunī 	That nun thought,
['PA_bi-vb_pc86:1.6']	“sacāhaṁ pattena ādāya gacchāmi vissaro me bhavissatī”ti paṭimuñcitvā agamāsi.	sacā aham pattena ādāya gacchāmi vissaraḥ me bhavissati iti paṭimuñcitvā agamāsi 	“If I go with it in my almsbowl, I’ll be suspected.” And she took it and left.
['PA_bi-vb_pc86:1.7']	Tassā rathikāya suttake chinne vippakiriyiṁsu.	tassāḥ rathikāya suttake chinne 	While she was walking along the road, her bag broke open and the iron scattered.
['PA_bi-vb_pc86:1.8']	Manussā ujjhāyanti khiyyanti vipācenti—	manussāḥ ujjhāyanti khiyyanti vipācenti 	People criticized and complained and spread it about,
['PA_bi-vb_pc86:1.9']	“kathañhi nāma bhikkhuniyo saṅghāṇiṁ dhāressanti, seyyathāpi gihiniyo kāmabhoginiyo”ti.	katham hi nāma bhikkhuniyaḥ saṅghāṇim dhāressanti seyyathā api gihiniyaḥ kāmabhoginiyaḥ ti 	“How can nuns carry iron? They are just like householders who indulge in worldly pleasures!”
['PA_bi-vb_pc86:1.10']	Assosuṁ kho bhikkhuniyo tesaṁ manussānaṁ ujjhāyantānaṁ khiyyantānaṁ vipācentānaṁ.	assosum kho bhikkhuniyaḥ tesam manussānam ujjhāyantānam khiyyantānam vipācentāna 	The nuns heard the complaints of those people,
['PA_bi-vb_pc86:1.11']	Yā tā bhikkhuniyo appicchā …pe… tā ujjhāyanti khiyyanti vipācenti—	yāḥ tāḥ bhikkhuniyaḥ appicchāḥ pe tāḥ ujjhāyanti khiyyanti vipācenti 	and the nuns of few desires … spread it about, saying:
['PA_bi-vb_pc86:1.12']	“kathañhi nāma bhikkhunī saṅghāṇiṁ dhāressatī”ti …pe…	katham hi nāma bhikkhunī saṅghāṇim dhāressati iti pe 	“How can a nun wear a metal pin?” …
['PA_bi-vb_pc86:1.13']	“saccaṁ kira, bhikkhave, bhikkhunī saṅghāṇiṁ dhāretī”ti?	saccam kira bhikkhave bhikkhunī saṅghāṇim dhāreti iti 	“Is it true, monks, that a nun did this?”
['PA_bi-vb_pc86:1.14']	“Saccaṁ, bhagavā”ti.	sat ca bhagavān ati 	“It’s true, Sir.”
['PA_bi-vb_pc86:1.15']	Vigarahi buddho bhagavā …pe…	vigarahi buddhaḥ bhagavān pe 	The Buddha rebuked her …
['PA_bi-vb_pc86:1.16']	kathañhi nāma, bhikkhave, bhikkhunī saṅghāṇiṁ dhāressati.	katham hi nāma bhikkhave bhikkhunī saṅghāṇim dhāressati 	“How could a nun do this?
['PA_bi-vb_pc86:1.17']	Netaṁ, bhikkhave, appasannānaṁ vā pasādāya …pe…	na ita bhikkhave appasannānam vā pasādāya pe 	This won’t give rise to confidence in those without it …
['PA_bi-vb_pc86:1.18']	evañca pana, bhikkhave, bhikkhuniyo imaṁ sikkhāpadaṁ uddisantu—	evam ca pana bhikkhave bhikkhuniyaḥ imam sikkhāpadam uddisantu 	And, monks, the nuns should recite this training rule like this:
['PA_bi-vb_pc86:1.19.1', 'PA_bi-vb_pc86:2.1.1', 'PA_bi-vb_pc86:2.1.2']	“Yā pana bhikkhunī saṅghāṇiṁ dhāreyya, pācittiyan”ti.🔽Yā panāti🔽yā yādisā …pe…	yā pana bhikkhunī saṅghāṇim dhāreyya pācittiyanti  yā panāti  yā yā disā pe 	‘If a nun wears a metal pin, she commits an offense entailing confession.’”
['PA_bi-vb_pc86:2.1.3', 'PA_bi-vb_pc86:2.1.4']	bhikkhunīti🔽…pe… ayaṁ imasmiṁ atthe adhippetā bhikkhunīti.	bhikkhunī iti  pe ayam imasmin atthe adhippetā bhikkhunī iti 	If a nun:🔽if she is a fully ordained nun.
['PA_bi-vb_pc86:2.1.5']	Saṅghāṇi nāma	saṅghāṇi nāma 	a metal pin:
['PA_bi-vb_pc86:2.1.6']	yā kāci kaṭūpagā.	yā kāci kaṭu upagā 	whatever is made of metal.
['PA_bi-vb_pc86:2.1.7']	Dhāreyyāti	dhāreyyā iti 	Wears:
['PA_bi-vb_pc86:2.1.8']	sakimpi dhāreti, āpatti pācittiyassa.	sakimpi dhāreti āpatti pācittiyassa 	if she wears it just once, she commits an offense entailing confession.
['PA_bi-vb_pc86:2.2.1']	Anāpatti—	anāpatti 	There is no offense if
