segmentnr	original	analyzed	translated
['PA_atk-s05_14a1:0']	Namo tassa bhagavato arahato sammāsambuddhassa	namaḥ tassa bhagavataḥ arahataḥ sammāsambuddhassa 	Homage to the Blessed One, the Worthy One, the Rightly Self-awakened One.
['PA_atk-s05_14a1:1']	17. Cattālīsanipāto	cattālīsa nipātaḥ 	The Fortieth Chapter
['PA_atk-s05_14a1:3']	[521] 1. Tesakuṇajātakavaṇṇanā	tesakuṇa jātaka vaṇṇanā 	The Story of the Quail
['PA_atk-s05_14a1:4_0']	Vessantaraṃ taṃ pucchāmīti idaṃ satthā jetavane viharanto kosalarañño ovādavasena	vessantaram tam pucchāmi iti idam satthā jetavane viharanto kosala rañño ovāda vasena 	The Master told this story while dwelling at Jetavana, about the advice given to the King of Kosala.
['PA_atk-s05_14a1:4_1', 'PA_atk-s05_14a1:4_2']	kathesi. Tañhi rājānaṃ dhammassavanatthāya āgataṃ satthā āmantetvā “mahārāja, raññā🔽nāma dhammena rajjaṃ kāretabbaṃ, yasmiñhi samaye rājāno adhammikā honti, rājayuttāpi	kathesi tam hi rājānam dhammassavana tthāya āgatam satthā āmantetvā mahā rāja raññā  nāma dhammena rajjam kāretabbam yasmin hi samaye rājānaḥ adhammikāḥ honti rāja yuttāḥ api 	For the King had come to hear the Law, and the Master, addressing him, said, “Great king, a king should rule righteously.🔽For when kings are unrighteous, those who are associated with them become unrighteous also.”
['PA_atk-s05_14a1:4_3']	tasmiṃ samaye adhammikā hontī”ti catukkanipāte āgatasuttanayena ovaditvā agatigamane	tasmin samaye adhammikāḥ honti iti catukka nipāte āgata sutta nayena ovaditvā agati gamane 	And so saying, he advised the king in the manner related in the Catukkanipata.
['PA_atk-s05_14a1:4_4']	agatiagamane ca ādīnavañca ānisaṃsañca kathetvā “supinakūpamā kāmā”tiādinā nayena	agati agamane ca ādīnavam ca ānisaṃsam ca kathetvā kāmāti ādinā nayena 	Then he told him of the evil consequences of going in the wrong direction and of the good consequences of going in the right direction, and he expounded the Law at length, beginning with the words, “Pleasures are like dreams.”
['PA_atk-s05_14a1:4_5']	kāmesu ādīnavaṃ vitthāretvā, “mahārāja, imesañhi sattānaṃ –	kāmesu ādīnavam vitthāretvā mahā rāja imesam hi sattānam 	“Great king,” said he, “it is written of creatures,
['PA_atk-s05_14a1:5']	‘Maccunā saṅgaro natthi, lañjaggāho na vijjati;	maccunā saṅgaraḥ natthi lañjaggāhaḥ na vijjati 	‘There is no escape from death, no reprieve;
['PA_atk-s05_14a1:6']	Yuddhaṃ natthi jayo natthi, sabbe maccuparāyaṇā’.	yuddham na atthi jayaḥ na atthi sabbe maccu parāyaṇā 	There is no battle, no victory; all are subject to death.’
['PA_atk-s05_14a1:7_0']	Tesaṃ paralokaṃ gacchantānaṃ ṭhapetvā attanā kataṃ kalyāṇakammaṃ aññā patiṭṭhā nāma	tesam para lokam gacchantānam ṭhapetvā attanā katam kalyāṇa kammam aññā patiṭṭhā nāma 	For when they go to the world beyond, there is no other refuge for them than the good deeds they have done.
