segmentnr	original	analyzed	folio	translated
['PA_pm_bu:0.1']	Dvemātikāpāḷi	dvemātika āpāḷi 	0	The two-part recitation
['PA_pm_bu:0.2', 'PA_pm_bu:0.3']	Theravāda Bhikkhupātimokkha🔽Preliminaries	thera vāda bhikkhu pātimokkha  preliminaries 	0	The Pāṭimokkha for the monks of the Theravāda🔽Preliminaries
['PA_pm_bu:0.4']	Pubbakaraṇaṁ	pubba karaṇa 	0	The preliminary duties
['PA_pm_bu:1.1']	Sammajjanī padīpo ca, udakaṁ āsanena ca;	sammajjanī ca udakam āsanena ca 	1	The fan, the lamp, the water, and the seat,🔽These are called “the preliminary duties”
['PA_pm_bu:1.2']	Uposathassa etāni, “pubbakaraṇa”nti vuccati.	uposathassa etāni pubbakaraṇanti vuccati 	1	For the observance-day ceremony.
['PA_pm_bu:2.0']	Pubbakiccaṁ	pubba k it ca 	2	The preliminary duties
['PA_pm_bu:2.1']	Chanda, pārisuddhi, utukkhānaṁ, bhikkhugaṇanā ca ovādo;	chanda pārisuddhi utukkhāna bhikkhu gaṇanā ca ovādaḥ 	2	Consent, purity, the announcement of the observance day, counting the monks, and the exhortation,🔽These are called “the preliminary duties”
['PA_pm_bu:2.2']	Uposathassa etāni, “pubbakicca”nti vuccati.	uposathassa etāni pubba kiccanti vuccati 	2	For the observance-day ceremony.
['PA_pm_bu:3.0']	Pattakallaaṅgā	patta kallaaṅgā 	3	The requirements
['PA_pm_bu:3.1']	Uposatho, yāvatikā ca bhikkhū kammappattā;	uposathaḥ yāvatikā ca bhikkhū kamma ppattā 	3	The observance day, and the monks who are entitled to take part in the legal procedures;
['PA_pm_bu:3.2']	Sabhāgāpattiyo ca na vijjanti;	sabhāga āpattiyaḥ ca na vijjanti 	3	And there are no shared offenses;
['PA_pm_bu:3.3']	Vajjanīyā ca puggalā tasmiṁ na honti, “pattakalla”nti vuccati.	vajjanīyā ca tasmin na honti pattakallanti vuccati 	3	And there are no people who should be excluded, “The requirements are fulfilled,” it is said.
['PA_pm_bu:4.1']	Pubbakaraṇapubbakiccāni samāpetvā desitāpattikassa samaggassa bhikkhusaṅghassa anumatiyā pātimokkhaṁ uddisituṁ ārādhanaṁ karoma.	pubba karaṇa pubba kiccāni samāpetvā desita āpattikassa samaggassa bhikkhu saṅghassa anumatiyā pātimokkham uddisitum ārādhanam karoma 	4	Having completed the preliminary duties and the preliminary tasks, we perform the observance-day ceremony with the consent of the complete Sangha of monks, in which the Pāṭimokkha is recited by the one who has been appointed.
