segmentnr	original	analyzed	folio	translated
['PA_atk-s03_05a:0']	Namo tassa bhagavato arahato sammāsambuddhassa	namaḥ tassa bhagavataḥ arahataḥ sammāsambuddhassa 	0	Homage to that Blessed One, the Worthy One, the Rightly Self-awakened One
['PA_atk-s03_05a:1', 'PA_atk-s03_05a:2']	Saṃyuttanikāye🔽Mahāvagga-aṭṭhakathā	saṃyutta nikāye  mahā vagga aṭṭhakathā 	0	In the Connected Discourses🔽The Great Chapter
['PA_atk-s03_05a:3']	1. Maggasaṃyuttaṃ	magga saṃyuttam 	0	The Connected Discourses with the Great Chapter
['PA_atk-s03_05a:4']	1. Avijjāvaggo	avijjā vaggaḥ 	0	The Chapter on Ignorance
['PA_atk-s03_05a:5']	1-2. Avijjāsuttādivaṇṇanā	        	0	The Explanation of the First Fifty-four Suttas of the Chapter on Ignorance
['PA_atk-s03_05a:6_0']	1-2. Mahāvaggassa paṭhame pubbaṅgamāti sahajātavasena ca upanissayavasena cāti dvīhākārehi	mahāvaggassa paṭhame pubbaṅgamā ati sahajāta vasena ca upanissaya vasena ca ati dvīhā ākārehi 	6	In the first sutta of the Great Chapter, “foremost” is in two ways, namely, as conascent and as decisive-support.
['PA_atk-s03_05a:6_1', 'PA_atk-s03_05a:6_2', 'PA_atk-s03_05a:6_3']	pubbaṅgamā. Samāpattiyāti samāpajjanāya sabhāvapaṭilābhāya, uppattiyāti attho. Anvadeva🔽ahirikaṃ anottappanti sā panesā yadetaṃ alajjanākārasaṇṭhikaṃ ahirikaṃ, abhāyanākārasaṇṭhitañca🔽anottappaṃ, etaṃ anudeva saheva ekatova, na vinā tena uppajjatīti attho. Avijjāgatassāti	pubbaṅgamā samāpattiyā ti samāpajjanāya sabhāva paṭilābhāya uppattiyā ati atthaḥ  ahirikam sā pana esā yat etam a lajjana ākāra saṇṭhikam ahirikam a bhāyanā ākāra saṇṭhitam ca  anottappam etam saha iva ekatas va na vinā tena uppajjati iti atthaḥ avijjā gatassa ati 	6	“For the attainment” means for the attainment of jhāna, for the acquisition of its individual essence, for its arising, is the meaning. “After” means🔽together with, simultaneously with, not apart from, is the meaning. “Conscience and shamelessness”: this conscience is the state of having a sense of shame that is the opposite of shamelessness, and this shamelessness is the state of having no fear that is the opposite of fear.
['PA_atk-s03_05a:6_4']	avijjāya upagatassa samannāgatassa. Micchādiṭṭhīti ayāthāvadiṭṭhi aniyyānikadiṭṭhi.	avijjāya upagatassa samannāgatassa micchā diṭṭhi iti a yāthāva diṭṭhi a niyyānika diṭṭhi 	6	“One who is overcome by ignorance”: one who has gone to, reached, ignorance. “A wrong view”: a view that is not in accordance with the fact, a view that does not lead out .
['PA_atk-s03_05a:6_5']	Pahotīti hoti uppajjati. Micchāsaṅkappādīsupi ayāthāvaaniyyānikavaseneva micchābhāvo	pahoti iti hoti uppajjati micchā saṅkappa ādīsu pi ayāthāva aniyyānika vasena iva micchābhāvaḥ 	6	“Comes to be”: is, comes into existence. In the case of wrong thought, etc., the wrongness should be understood in the same way as a view that is not in accordance with the fact and does not lead out .
['PA_atk-s03_05a:6_6']	veditabbo. Iti imāni aṭṭhapi akusaladhammasamāpattiyā micchattaaṅgāni nāma honti.	veditabbaḥ iti imāni aṭṭha api akusala dhamma samāpattiyāḥ micchatta aṅgāni nāma honti 	6	and it should be understood that these eight are the unprofitable factors of wrongness in the case of the attainment of unprofitable consciousness.
