segmentnr	original	analyzed	folio	translated
['PA_bu-vb_ay2:0.1']	Theravāda Vinaya	thera vāda vinaya 	0	The Monastic Code of the Elders
['PA_bu-vb_ay2:0.2']	Mahāvibhaṅga	mahāvibhaṅga 	0	The Great Analysis
['PA_bu-vb_ay2:0.3']	Aniyatakaṇḍa	aniyata kaṇḍa 	0	The chapter on undetermined offenses
['PA_bu-vb_ay2:0.4']	2. Dutiyaaniyatasikkhāpada	dutiya aniyata sikkhāpada 	0	The second undetermined training rule
['PA_bu-vb_ay2:1.1', 'PA_bu-vb_ay2:1.2_0', 'PA_bu-vb_ay2:1.2_1']	Tena samayena buddho bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.🔽Tena kho pana samayena āyasmā udāyī—“bhagavatā paṭikkhittaṁ mātugāmena saddhiṁ eko🔽ekāya raho paṭicchanne āsane alaṅkammaniye nisajjaṁ kappetun”ti tassāyeva kumārikāya	tena samayena buddhaḥ bhagavā sāvatthiyam viharati jetavane anāthapiṇḍikassa ārāme  tena kho pana samayena āyasmai udāyī bhagavatā paṭikkhittam mātugāmena saddhim ekaḥ  ekāya raho paṭicchanne āsane alaṅkammaniye nisajjam kappetunti tassāya iva kumārikāya 	1	At one time the Buddha was staying at Sāvatthī in the Jeta Grove, Anāthapiṇḍika’s Monastery.🔽At that time Venerable Udāyī, knowing that the Buddha had prohibited sitting alone with a woman in private on a concealed seat suitable for action,
['PA_bu-vb_ay2:1.2_2']	saddhiṁ eko ekāya raho nisajjaṁ kappesi kālayuttaṁ samullapanto kālayuttaṁ dhammaṁ bhaṇanto.	saddhim ekaḥ ekāya rahaḥ nisajjam kappesi kāla yuttam samullapantaḥ kāla yuttam dhammam bhaṇantaḥ 	1	sat alone with that very girl on a concealed seat suitable for action, and he spoke to her in a way that was improper for a monastic and that would make the body hair of a mourner stand on end.
['PA_bu-vb_ay2:1.3']	Dutiyampi kho visākhā migāramātā nimantitā taṁ kulaṁ agamāsi.	dutiyam pi kho visākhā migāra mātā nimantitā tam kulam agamāsi 	1	For a second time Visākhā Migāramātā went to that family, having been invited.
['PA_bu-vb_ay2:1.4']	Addasā kho visākhā migāramātā āyasmantaṁ udāyiṁ tassāyeva kumārikāya saddhiṁ ekaṁ ekāya raho nisinnaṁ.	addasā kho visākhā migāra mātā āyasmantam udāyim tassāya iva kumārikāya saddhim ekam ekāya rahaḥ 	1	She saw Udāyī sitting alone with that girl on a concealed seat suitable for action.
['PA_bu-vb_ay2:1.5']	Disvāna āyasmantaṁ udāyiṁ etadavoca—	disvānaḥ āyasmantam udāyim etat avoca 	1	And she said to him,
['PA_bu-vb_ay2:1.6']	“idaṁ, bhante, nacchannaṁ nappatirūpaṁ yaṁ ayyo mātugāmena saddhiṁ eko ekāya raho nisajjaṁ kappeti.	idam bhante na channam na patirūpam yam ayyaḥ mātu gāmena saddhim ekaḥ ekāya rahaḥ nisajjam kappeti 	1	“Venerable Sir, it’s not appropriate for you to sit alone with a woman in private.
