segmentnr	original	analyzed	folio	translated
['PA_patthana_8.2:0.1']	Paṭṭhānapakaraṇa	paṭṭhāna pakaraṇa 	0	The Book of Conditional Relations🔽The Chapter on Pairs, the Schedule in Pairs
['PA_patthana_8.2:0.2', 'PA_patthana_8.2:0.3']	Dhammapaccanīya (2), Dukapaṭṭhānapāḷi (2)🔽8.2. Sahetukaduka	dhamma paccanīya duka paṭṭhāna pāḷi  sa hetuka duka 	0	The Section on the Dyads with Root-Cause
['PA_patthana_8.2:1.0', 'PA_patthana_8.2:1.1_0', 'PA_patthana_8.2:1.1_1']	Hetu🔽Nasahetukaṁ dhammaṁ paṭicca nasahetuko dhammo uppajjati hetupaccayā— vicikicchāsahagataṁ🔽uddhaccasahagataṁ mohaṁ paṭicca cittasamuṭṭhānaṁ rūpaṁ, ekaṁ mahābhūtaṁ paṭicca tayo	hetu  na sa hetukam dhammam paṭicca na sa hetukaḥ dhammaḥ uppajjati hetu paccayā vicikicchā sahagata  uddhacca sahagatam moham paṭicca citta samuṭṭhānam rūpe ekam mahābhūtam paṭicca tayo 	1	Root-cause condition
['PA_patthana_8.2:1.1_2', 'PA_patthana_8.2:1.1_3', 'PA_patthana_8.2:1.1_4']	mahābhūtā …pe… dve mahābhūte paṭicca dve mahābhūtā, mahābhūte paṭicca cittasamuṭṭhānaṁ🔽rūpaṁ kaṭattārūpaṁ upādārūpaṁ. Nasahetukaṁ dhammaṁ paṭicca naahetuko dhammo uppajjati🔽hetupaccayā— vicikicchāsahagataṁ uddhaccasahagataṁ mohaṁ paṭicca sampayuttakā khandhā;	mahābhūtā pe dve mahābhūte paṭicca dve mahābhūtā mahābhūte paṭicca citta samuṭṭhāna  rūpam kaṭattā rūpam upādā rūpa na sa hetukam dhammam paṭicca na ahetukaḥ dhammo uppajjati  hetu paccayā vicikicchā sahagatam uddhacca sahagatam moham paṭicca sampayuttakāḥ khandhāḥ 	1	With root-cause as condition, a root-cause arises that is without root-cause. With doubt and with agitation and with ignorance as condition, the materiality originated by consciousness arises. With one great primary as condition, three great primaries … With two great primaries as condition, two great primaries. With the great primaries as condition, the materiality originated by consciousness, the materiality originated by temperature, the materiality originated by kamma. With a root-cause as condition, a root-cause arises that is without root-cause.🔽With doubt and with agitation and with ignorance as condition, the states associated therewith arise.🔽At the moment of rebirth-linking, with the physical basis as condition, the root-causes and the states associated therewith arise. With a root-cause as condition, a root-cause arises that is without root-cause, and also with root-cause as condition, a state without root-cause arises.🔽With doubt and with agitation and with ignorance as condition, the states associated therewith arise.
['PA_patthana_8.2:1.1_5', 'PA_patthana_8.2:1.1_6']	paṭisandhikkhaṇe vatthuṁ paṭicca sahetukā khandhā. Nasahetukaṁ dhammaṁ paṭicca nasahetuko🔽ca naahetuko ca dhammā uppajjanti hetupaccayā.	paṭisandhi kkhaṇe vatthum paṭicca sa hetukā khandhāḥ na sa hetukam dhammam paṭicca na sa hetukaḥ 🔽ca na ahetukaḥ ca dhammā uppajjanti hetu paccayā 	1	At the moment of rebirth-linking, with the physical basis as condition, the root-causes and the states associated therewith arise.
['PA_patthana_8.2:2.1', 'PA_patthana_8.2:3.1_0', 'PA_patthana_8.2:3.1_1']	Naahetukaṁ dhammaṁ paṭicca naahetuko dhammo uppajjati hetupaccayā … tīṇi.🔽Nasahetukañca naahetukañca dhammaṁ paṭicca nasahetuko dhammo uppajjati hetupaccayā.🔽Nasahetukañca naahetukañca dhammaṁ paṭicca naahetuko dhammo uppajjati hetupaccayā.	na ahetukam dhammam paṭicca na ahetukaḥ dhammaḥ uppajjati hetu paccayā tīṇi  na sahetukam ca na ahetukañca dhammam paṭicca na sahetukaḥ dhammaḥ uppajjati hetu paccayā  na sahetukam ca na ahetukañca dhammam paṭicca na ahetukaḥ dhammaḥ uppajjati hetu paccayā 	2	With an uncaused dhamma as condition, an uncaused dhamma arises … three …🔽With a caused and an uncaused dhamma as condition, an uncaused dhamma arises …🔽With a caused and an uncaused dhamma as condition, an uncaused dhamma arises …
['PA_patthana_8.2:3.1_2']	Nasahetukañca naahetukañca dhammaṁ paṭicca nasahetuko ca naahetuko ca dhammā uppajjanti	na sahetukam ca na ahetukam ca dhammam paṭicca na sahetukaḥ ca na ahetukaḥ ca dhammāḥ uppajjanti 	3	With an uncaused condition … a caused and an uncaused condition … a caused condition … an uncaused condition … a caused and an uncaused condition …
['PA_patthana_8.2:3.1_3', 'PA_patthana_8.2:4.1']	hetupaccayā. (Saṅkhittaṁ.)🔽Hetuyā nava, ārammaṇe cha, adhipatiyā pañca …pe… avigate nava.	hetu paccayā  hetuyā nava ārammaṇe cha adhipatiyā pañca pe avigate nava 	3	(Abbreviated.)
['PA_patthana_8.2:5.1']	(Sahajātavārampi …pe… sampayuttavārampi paṭiccavārasadisaṁ evaṁ vitthāretabbaṁ.)	sahajāta vāram pi pe sampayutta vāram pi paṭicca vāra sadisam evam vitthāretabba 	5	With a cause, nine; with object, six; with predominance, five … (as in §10) … with non-hindrance, nine.🔽(The section on origination should be expanded as in §10.)
['PA_patthana_8.2:6.0', 'PA_patthana_8.2:6.1_0']	Hetu-ārammaṇa🔽Nasahetuko dhammo nasahetukassa dhammassa hetupaccayena paccayo. Nasahetuko dhammo	hetu ārammaṇa  na sa hetukaḥ dhammaḥ na sa hetukassa dhammassa hetu paccayena paccayaḥ na sa hetukaḥ dhammaḥ 	6	Cause-object
