segmentnr	original	analyzed	translated
['PA_cp_29:0.1']	Cariyāpiṭaka	cariyāpiṭaka 	Basket of Conduct
['PA_cp_29:0.2']	Yudhañjayavagga	yudhañjaya vagga 	The Chapter on Yudhañjaya
['PA_cp_29:0.3']	Saccapāramī 3	sacca pāramī 	The Perfection of Truthfulness
['PA_cp_29:0.4']	Vaṭṭapotakacariya	vaṭṭa potaka cariya 	The Story of the Young Owl
['PA_cp_29:1.1']	“Punāparaṁ yadā homi,	puna aparam yadā homi 	“Then again, when I was
['PA_cp_29:1.2']	magadhe vaṭṭapotako;	magadhe vaṭṭa potakaḥ 	a young owl in Magadha,
['PA_cp_29:1.3']	Ajātapakkho taruṇo,	a jāta pakkhaḥ taruṇaḥ 	with wings that had not yet sprouted,
['PA_cp_29:1.4', 'PA_cp_29:2.1']	maṁsapesi kulāvake.🔽Mukhatuṇḍakenāharitvā,	masapesi kulāvake  mukhatuṇḍakena āharitvā 	a lump of flesh in a nest,🔽my mother fed me
['PA_cp_29:2.2']	mātā posayatī mamaṁ;	mātā posayatī mama 	by bringing food with her beak and mouth.
['PA_cp_29:2.3']	Tassā phassena jīvāmi,	tassā phassena jīvāmi 	I lived by her touch,
['PA_cp_29:2.4']	natthi me kāyikaṁ balaṁ.	natthi me kāyikam bala 	I had no physical strength.
['PA_cp_29:3.1']	Saṁvacchare gimhasamaye,	savat śare gimha samaye 	In the hot season of the year,
['PA_cp_29:3.2']	davaḍāho padippati;	davaḍāhaḥ padippati 	a forest fire blazed up,
['PA_cp_29:3.3']	Upagacchati amhākaṁ,	upagacchati amhāka 	and came towards us,
['PA_cp_29:3.4', 'PA_cp_29:4.1', 'PA_cp_29:4.2']	pāvako kaṇhavattanī.🔽Dhamadhamāiti evaṁ,🔽saddāyanto mahāsikhī;	pāvakaḥ kaṇhavattanī  dhama dhamā iti eva  saddāyantaḥ mahā sikhī 	the fire with a dark trail.🔽It came crackling and hissing,
['PA_cp_29:4.3']	Anupubbena jhāpento,	anupubbena jhāpento 	with a great flame,🔽and gradually burning up,
['PA_cp_29:4.4', 'PA_cp_29:5.1']	aggi mamamupāgami.🔽Aggivegabhayātītā,	aggi  aggi vega bhaya atītā 	the fire came near me.
['PA_cp_29:5.2']	tasitā mātāpitā mama;	tasitā mātā pitā mama 	My mother and father, terrified🔽by the fear of the fire’s speed,
['PA_cp_29:5.3']	Kulāvake maṁ chaḍḍetvā,	kulāvake mam chaḍḍetvā 	abandoned me in the nest
['PA_cp_29:5.4']	attānaṁ parimocayuṁ.	attānam parimocayu 	and escaped for themselves.
['PA_cp_29:6.1']	Pāde pakkhe pajahāmi,	pāde pakkhe pajahāmi 	I gave up my feet and wings,
