segmentnr	original	analyzed	folio	translated
['PA_atk-s05_13a3:0']	Namo tassa bhagavato arahato sammāsambuddhassa	namaḥ tassa bhagavataḥ arahataḥ sammāsambuddhassa 	0	Homage to that Blessed One, the Worthy One, the Rightly Self-awakened One
['PA_atk-s05_13a3:1']	Khuddakanikāye	khuddaka nikāye 	0	In the Khuddakanikāya
['PA_atk-s05_13a3:2']	Jātaka-aṭṭhakathā	jātaka aṭṭhakathā 	0	The Jātaka Commentary
['PA_atk-s05_13a3:3']	(Tatiyo bhāgo)	tatiyaḥ bhāgaḥ 	0	(Third Part)
['PA_atk-s05_13a3:4', 'PA_atk-s05_13a3:5']	4. Catukkanipāto🔽1. Kāliṅgavaggo	catukka nipātaḥ  kāliṅga vaggo 	0	. The Catukkanipāta🔽. The Kāliṅgavagga
['PA_atk-s05_13a3:7', 'PA_atk-s05_13a3:8_0', 'PA_atk-s05_13a3:8_1', 'PA_atk-s05_13a3:8_2', 'PA_atk-s05_13a3:8_3']	[301] 1. Cūḷakāliṅgajātakavaṇṇanā🔽Vivarathimāsaṃ dvāranti idaṃ satthā jetavane viharanto catunnaṃ paribbājikānaṃ pabbajjaṃ🔽ārabbha kathesi. Vesāliyaṃ kira licchavirājūnaṃ satta sahassāni satta satāni satta🔽ca licchavī vasiṃsu. Te sabbepi pucchāpaṭipucchācittakā ahesuṃ. Atheko pañcasu vādasatesu🔽byatto nigaṇṭho vesāliyaṃ sampāpuṇi, te tassa saṅgahaṃ akaṃsu. Aparāpi evarūpā nigaṇṭhī	       vivarathi māsam dvāram ti idam satthā jetavane viharantaḥ catunnam paribbājikānam pabbajjam  ārabbha kathesi vesāliyam kira licchavi rājūnam satta sahassāni satta satāni satta  ca licchavī vasiṃsu te sabbe pi pucchā paṭipucchā cittakāḥ ahesuṃ atha ekaḥ pañcasu vāda satesu  byattaḥ nigaṇṭhaḥ vesāliyam sampāpuṇi te tassa saṅgaham akaṃsu aparā api evarūpā nigaṇṭhī 	0	. The Cūḷakāliṅga Jātaka (Jātakattakavagga)
['PA_atk-s05_13a3:8_4', 'PA_atk-s05_13a3:8_5']	sampāpuṇi. Rājāno dvepi jane vādaṃ kāresuṃ, ubhopi sadisāva ahesuṃ. Tato licchavīnaṃ🔽etadahosi “ime dvepi paṭicca uppanno putto byatto bhavissatī”ti. Tesaṃ vivāhaṃ kāretvā	rājānaḥ dve api jane vādam kāresum ubhau api ahesum tatas 🔽etat ahosi ime dve pi paṭicca uppannaḥ puttaḥ byattaḥ bhavissati iti tesam vivāham kāretvā 	8	“The two who were disputing for a month” : this story the Master, while dwelling in Jetavana, told concerning the going forth of four female wanderers. In Vesāli, it seems, there were seven thousand seven hundred and seven Licchavi princes. All of them were clever in asking and answering questions. Then a certain accomplished Nigantha, skilled in the five hundred topics of discussion, arrived at Vesāli, and they took him up. Another such Nigantha arrived. The princes made the two men hold a discussion, and both were found to be equal. Then the Licchavis thought, “The son of these two, if he is born, will be accomplished.” They made the two marry,🔽and the Nigantha woman became pregnant.
['PA_atk-s05_13a3:8_6']	dvepi ekato vāsesuṃ. Atha nesaṃ saṃvāsamanvāya paṭipāṭiyā catasso dārikāyo eko ca	dve api ekatas vāsesuṃ atha nesam saṃvāsam anvāya paṭipāṭiyā catasso dārikāyaḥ eko ca 	8	and they lived together. Then, as a result of their living together, two daughters were born to each of them, and
['PA_atk-s05_13a3:8_7', 'PA_atk-s05_13a3:8_8']	dārako jāyi. Dārikānaṃ “saccā, lolā, avadhārikā, paṭicchādā”ti nāmaṃ akaṃsu, dārakassa🔽“saccako”ti. Te pañcapi janā viññutaṃ pattā mātito pañca vādasatāni, pitito pañca	dārakaḥ jāyi dārikānam saccā lolā avadhārikā paṭicchādā ati nāmam akaṃsu dārakassa  te pañca api janāḥ viññutam pattā mātitaḥ pañca vāda satāni pititaḥ pañca 	8	after that a son was born to each of them. The names of the daughters were Sacca, Lola, Avadhāri, and Paṭicchādi;🔽the name of the son was Saccaka. When they had reached years of discretion, they learned a thousand doctrines,
['PA_atk-s05_13a3:8_9', 'PA_atk-s05_13a3:8_10']	vādasatānīti vādasahassaṃ uggaṇhiṃsu. Mātāpitaro dārikānaṃ evaṃ ovadiṃsu “sace koci🔽gihī tumhākaṃ vādaṃ bhindissati, tassa pādaparicārikā bhaveyyātha. Sace pabbajito	vāda satāni iti vāda sahassam uggaṇhiṃsu mātā pitaraḥ dārikānam evam ovadiṃsu sace koci  gihī tumhākam vādam bhindissati tassa pāda paricārikāḥ bhaveyyātha sace pabbajitaḥ 	8	five hundred from their mother and five hundred from their father. Their parents said to them, “If a layman should defeat you in argument,
['PA_atk-s05_13a3:8_11']	bhindissati, tassa santike pabbajeyyāthā”ti.	bhindissati tassa santike pabbajeyyātha ati 	81	you must become his slaves. But if a monk should defeat you, you must become his pupils.”
['PA_atk-s05_13a3:9_0']	Aparabhāge mātāpitaro kālamakaṃsu. Tesu kālakatesu saccakanigaṇṭho tattheva vesāliyaṃ	aparabhāge mātā pitaraḥ kālam akaṃsu tesu kāla katesu saccaka nigaṇṭhaḥ tattha iva vesāliyam 	9	Later on, their parents died. After their parents’ death, Saccaka the Nigaṇṭha remained in Vesālī,
['PA_atk-s05_13a3:9_1']	licchavīnaṃ sippaṃ sikkhāpento vasi. Bhaginiyo jambusākhaṃ gahetvā vādatthāya nagarā	licchavīnam sippam sikkhāpentaḥ vasi bhaginiyaḥ jambusākham gahetvā vādatthāya nagarā 	9	learning the craft of the Licchavis. His sisters, taking a branch of the rose-apple tree, went about from town to town and from village to village
['PA_atk-s05_13a3:9_2']	nagaraṃ caramānā sāvatthiṃ patvā nagaradvāre sākhaṃ nikhaṇitvā “yo amhākaṃ vādaṃ	nagaram caramānā sāvatthim patvā nagara dvāre sa akham nikhaṇitvā yaḥ amhākam vādam 	9	and after wandering through the country they arrived at Sāvatthī. They planted a branch at the city gate and said to the boys, “Whoever is able to refute our
['PA_atk-s05_13a3:9_3']	āropetuṃ sakkoti gihī vā pabbajito vā, so etaṃ paṃsupuñjaṃ pādehi vikiritvā pādeheva	āropetum sakkoti gihī vā pabbajitaḥ vā saḥ etam paṃsu puñjam pādehi vikiritvā pādeha iva 	9	doctrine, whether a layman or a monk, let him scatter this heap of dust with his feet and crush the branch with his feet.
['PA_atk-s05_13a3:9_4']	sākhaṃ maddatū”ti dārakānaṃ vatvā bhikkhāya nagaraṃ pavisiṃsu. Athāyasmā sāriputto	sākham maddatu iti dārakānam vatvā bhikkhāya nagaram pavisiṃsu atha āyasmā sāriputto 	9	” After saying this, they entered the city for alms. Then the venerable Sāriputta
['PA_atk-s05_13a3:9_5']	asammaṭṭhaṭṭhānaṃ sammajjitvā rittaghaṭesu pānīyaṃ upaṭṭhapetvā gilāne ca paṭijaggitvā	a sammaṭṭha ṭṭhānam sammajjitvā ritta ghaṭesu pānīyam upaṭṭhapetvā gilāne ca paṭijaggitvā 	9	swept the place where the branch was planted, set out drinking water in an empty pot, and looked after the sick.
['PA_atk-s05_13a3:9_6', 'PA_atk-s05_13a3:9_7']	divātaraṃ sāvatthiṃ piṇḍāya pavisanto taṃ sākhaṃ disvā dārake pucchi, dārakā taṃ🔽pavattiṃ ācikkhiṃsu. Thero dārakeheva pātāpetvā maddāpetvā “yehi ayaṃ sākhā ṭhapitā,	divātaram sāvatthim piṇḍāya pavisanto tam sākham disvā dārake pucchi dārakā tam  pavattim ācikkhiṃsu theraḥ dārakehi iva pātāpetvā maddāpetvā yehi ayam sākhā ṭhapitā 	9	When he entered Sāvatthī for alms after the meal, he saw the branch and asked the boys about it. The boys
['PA_atk-s05_13a3:9_8']	te katabhattakiccāva āgantvā jetavanadvārakoṭṭhake maṃ passantū”ti dārakānaṃ vatvā	te āgantvā jetavana dvāra koṭṭhake mamam passantu iti dārakānam vatvā 	9	told him the story. The elder had the boys remove the branch and crush it, and he said to the boys, “Let those by whom this branch was planted come and see me at the city gate of Jeta’s Wood
['PA_atk-s05_13a3:9_9']	nagaraṃ pavisitvā katabhattakicco vihāradvārakoṭṭhake aṭṭhāsi. Tāpi paribbājikā bhikkhāya	nagaram pavisitvā kata bhatta kiccaḥ vihāra dvāra koṭṭhake aṭṭhāsi tā api paribbājikā bhikkhāya 	9	after they have finished their meal.” After entering the city for alms, he stood at the city gate of Jeta’s Wood after he had finished his meal. Those wandering nuns, after entering the city for alms,
['PA_atk-s05_13a3:9_10']	caritvā āgatā sākhaṃ madditaṃ disvā “kenāyaṃ madditā”ti vatvā “sāriputtattherena,	caritvā āgatā sā akham madditam disvā kena ayam madditā ati vatvā sāriputta therena 	91	When they returned and saw the branch that had been crushed, they asked, “Who crushed this?” The boys replied, “Sāriputta the Elder.
['PA_atk-s05_13a3:9_11']	sace tumhe vādatthikā, jetavanadvārakoṭṭhakaṃ gacchathā”ti dārakehi vuttā puna nagaraṃ	sace tumhe vādatthikāḥ jetavana dvāra koṭṭhakam gacchatha ati dārakehi vuttā puna nagaram 	91	If you wish to debate, go to the gate of Jetavana Monastery.”
['PA_atk-s05_13a3:9_12']	pavisitvā mahājanaṃ sannipātetvā vihāradvārakoṭṭhakaṃ gantvā theraṃ vādasahassaṃ	pavisitvā mahājanam sannipātetvā vihāra dvāra koṭṭhakam gantvā theram vāda sahassam 	91	The women then re-entered the city and assembled a large crowd. They went to the gate of the monastery and asked the Elder to debate with them.
['PA_atk-s05_13a3:9_13']	pucchiṃsu. Thero taṃ vissajjetvā “aññaṃ kiñci jānāthā”ti pucchi. “Na jānāma, sāmī”ti.	pucchiṃsu theraḥ tam vissajjetvā aññam kiñci jānātha ati pucchi na jānāma sāmi iti 	91	The Elder answered their questions and then asked, “Do you know anything else?” “No, sir.”
['PA_atk-s05_13a3:9_14']	“Ahaṃ pana vo kiñci pucchāmī”ti. “Puccha, sāmi, jānantiyo kathessāmā”ti.	aham pana vaḥ kiñci pucchāmi iti puccha sāmi jānantiyo kathessāma ati 	91	“But I will ask you something.” “Ask, sir, we will answer if we know.”
['PA_atk-s05_13a3:10_0']	Thero “ekaṃ nāma ki”nti pucchi. Tā na jāniṃsu. Thero vissajjesi. Tā “amhākaṃ, sāmi,	theraḥ ekam nāma kinti pucchi tāḥ na jāniṃsu theraḥ vissajjesi tāḥ amhākam sāmi 	10	The Elder asked, “What is one?” They did not know. The Elder answered their question. They said, “Sir,
['PA_atk-s05_13a3:10_1']	parājayo, tumhākaṃ jayo”ti āhaṃsu. “Idāni kiṃ karissathā”ti? “Amhākaṃ mātāpitūhi	parājayaḥ tumhākam jayo ti āhaṃsu idāni kim karissatha ati amhākam mātā pitūhi 	10	we have lost, you have won.” “What will you do now?” “Our parents
['PA_atk-s05_13a3:10_2']	ayaṃ ovādo dinno ‘sace vo gihī vādaṃ bhindissati, tassa pajāpatiyo bhaveyyātha. Sace	ayam ovādaḥ dinno sace vaḥ gihī vādam bhindissati tassa pajāpatiyaḥ bhaveyyātha sace 	10	gave us this advice: ‘If a layman defeats you in debate, become his wives. If a monk defeats you, become his pupils.’
['PA_atk-s05_13a3:10_3']	pabbajito, tassa santike pabbajeyyāthā’ti, pabbajjaṃ no dethā”ti. Thero “sādhū”ti	pabbajitaḥ tassa santike pabbajeyyātha ati pabbajjam naḥ detha iti theraḥ sādhu iti 	10	“If you will give us the going forth, we will go forth in the presence of the Elder.” The Elder replied, “Very well,”
