segmentnr	original	analyzed	folio	translated
['PA_ya_7.1:0.1', 'PA_ya_7.1:0.2']	7 Anusayayamaka🔽7.1. Uppattiṭṭhānavāra	anu saya yamaka  uppatti ṭṭhāna vāra 	0	The Thread’s Consecutive Order🔽… The Thread’s Consecutive Order
['PA_ya_7.1:1.1']	Namo tassa Bhagavato Arahato Sammāsambuddhassa.	namaḥ tassa bhagavataḥ arahataḥ sammāsambuddhassa 	1	Homage to him, the Blessed One, the Worthy One, the Rightly Self-awakened One.
['PA_ya_7.1:2.1']	Sattānusayā—kāmarāgānusayo, paṭighānusayo, mānānusayo, diṭṭhānusayo, vicikicchānusayo, bhavarāgānusayo, avijjānusayo.	paṭigha anusayaḥ māna anusayaḥ diṭṭha anusayaḥ vicikicchā anusayaḥ bhava rāga anusayaḥ avijjā anusayaḥ 	2	There are seven underlying tendencies: the underlying tendency to lust, the underlying tendency to aversion, the underlying tendency to conceit, the underlying tendency to views, the underlying tendency to uncertainty, the underlying tendency to lust for becoming, and the underlying tendency to ignorance.
['PA_ya_7.1:3.1']	Kattha kāmarāgānusayo anuseti? Kāmadhātuyā dvīsu vedanāsu ettha kāmarāgānusayo anuseti.	kattha kāma rāga anusayaḥ anuseti kāmadhātuyā dvīsu vedanāsu ettha kāma rāga anusayaḥ anuseti 	3	Where is the underlying tendency to lust in what is sensed? Here the underlying tendency to lust in what is sensed underlies the two kinds of feeling that are sensuality-relishing.
['PA_ya_7.1:4.1']	Kattha paṭighānusayo anuseti? Dukkhāya vedanāya ettha paṭighānusayo anuseti.	kattha paṭigha anusayaḥ anuseti dukkhāya vedanāya ettha paṭigha anusayaḥ anuseti 	4	Where is the underlying tendency to aversion in what is sensed? Here the underlying tendency to aversion in what is sensed underlies painful feeling.
['PA_ya_7.1:5.1', 'PA_ya_7.1:6.1']	Kattha mānānusayo anuseti? Kāmadhātuyā dvīsu vedanāsu rūpadhātuyā arūpadhātuyā ettha mānānusayo anuseti.🔽Kattha diṭṭhānusayo anuseti? Sabbasakkāyapariyāpannesu dhammesu ettha diṭṭhānusayo anuseti.	kattha māna anusayaḥ anuseti kāmadhātuyā dvīsu vedanāsu rūpadhātuyā arūpadhātuyā ettha māna anusayaḥ anuseti  kattha diṭṭha anusayaḥ anuseti sabba sakkāya pariyāpannesu dhammesu ettha diṭṭha anusayaḥ anuseti 	5	Where is the underlying tendency to conceit in what is sensed? Here the underlying tendency to conceit in what is sensed underlies the two kinds of feeling that are sensuality-relishing in the fine-material and immaterial kinds of becoming.🔽Where is the underlying tendency to views in what is sensed? Here the underlying tendency to views in what is sensed underlies all ideas that are included in personality-view.
['PA_ya_7.1:7.1']	Kattha vicikicchānusayo anuseti? Sabbasakkāyapariyāpannesu dhammesu ettha vicikicchānusayo anuseti.	kattha vicikicchā anusayaḥ anuseti sabba sakkāya pariyāpannesu dhammesu ettha vicikicchā anusayaḥ anuseti 	7	Where is the underlying tendency to uncertainty in what is sensed? Here the underlying tendency to uncertainty in what is sensed underlies all ideas that are included in uncertainty.
['PA_ya_7.1:8.1']	Kattha bhavarāgānusayo anuseti? Rūpadhātuyā arūpadhātuyā ettha bhavarāgānusayo anuseti.	kattha bhava rāga anusayaḥ anuseti rūpa dhātuyā a rūpa dhātuyā ettha bhava rāga anusayaḥ anuseti 	8	“Where is the underlying tendency to passion for becoming unabandoned? “—In the fine-material and immaterial dhammas.
['PA_ya_7.1:9.1']	Kattha avijjānusayo anuseti? Sabbasakkāyapariyāpannesu dhammesu ettha avijjānusayo anuseti.	kattha avijjā anusayaḥ anuseti sabba sakkāya pariyāpannesu dhammesu ettha avijjā anusayaḥ anuseti 	9	“Where is the underlying tendency to ignorance unabandoned? “—In all dhammas included in personality.
['PA_ya_7.1:10.1']	Uppattiṭṭhānavāro.	uppatti ṭṭhāna vāro 	10	The Chapter on Arising.
