segmentnr	original	analyzed	folio	translated
['PA_mnd_16:0.1']	Mahāniddesa	mahāniddesa 	0	The Great Analysis
['PA_mnd_16:0.2']	Aṭṭhakavagga	aṭṭhaka vagga 	0	The Chapter on the Eight
['PA_mnd_16:0.3']	16. Sāriputtasuttaniddesa	      	0	The Analysis of the Discourse with Sāriputta
['PA_mnd_16:1.1']	Atha sāriputtasuttaniddesaṁ vakkhati—	atha sāriputta sutta niddesam vakkhati 	1	Now, he is going to explain the analysis of the discourse with Sāriputta:
['PA_mnd_16:2.1']	Na me diṭṭho ito pubbe,	na me diṭṭhaḥ itas pubbe 	2	Never before have I seen
['PA_mnd_16:2.2']	(iccāyasmā sāriputto)	iccā ayasmā sāriputto 	2	(so said the venerable Sāriputta)
['PA_mnd_16:2.3', 'PA_mnd_16:2.4']	Na suto uda kassaci;🔽Evaṁ vagguvado satthā,	na sutaḥ uda kassaci  evam vaggu vado satthā 	2	Or heard of anyone like him;🔽Such a delightful teacher,
['PA_mnd_16:2.5', 'PA_mnd_16:3.1']	Tusitā gaṇimāgato.🔽Na me diṭṭho ito pubbeti.	tusitā  na me diṭṭhaḥ itas pubbā iti 	2	Has come down from the Tusita heaven.🔽Never before have I seen
['PA_mnd_16:3.2']	Ito pubbe me mayā na diṭṭhapubbo so bhagavā iminā cakkhunā iminā attabhāvena.	itas pubbe me mayā na diṭṭha pubbaḥ so bhagavā iminā cakkhunā iminā atta bhāvena 	3	Before this, I have never seen that Blessed One with this eye, with this individuality.
['PA_mnd_16:3.3']	Yadā bhagavā tāvatiṁsabhavane pāricchattakamūle paṇḍukambalasilāyaṁ vassaṁvuṭṭho devagaṇaparivuto majjhe maṇimayena sopāṇena saṅkassanagaraṁ otiṇṇo imaṁ dassanaṁ pubbe na diṭṭhoti—	yadā bhagavā tāvatisa bhavane pāricchattaka mūle paṇḍukambala silāyam vassa vuṭṭhaḥ deva gaṇa parivutaḥ majjhe maṇi mayena sopāṇena saṅkassa nagaram otiṇṇaḥ imam dassanam pubbe na diṭṭhaḥ ti 	3	When the Blessed One, after completing the Rains Retreat in the Tāvatiṁsa heaven at the foot of the pāricchattaka tree on the white coral-stone slab, descended by the bejewelled staircase from the Tāvatiṁsa heaven into the city of Saṅkassa surrounded by the hosts of gods, this sight was never seen before:
['PA_mnd_16:3.4']	na me diṭṭho ito pubbe.	na me diṭṭhaḥ itas pubbe 	3	Never before have I seen.
['PA_mnd_16:4.1']	Iccāyasmā sāriputtoti.	iccā ayasmā sāriputto ti 	4	So said the venerable Sāriputta
['PA_mnd_16:4.2']	Iccāti padasandhi padasaṁsaggo padapāripūrī akkharasamavāyo byañjanasiliṭṭhatā padānupubbatāpetaṁ—	icca ati pada sandhi pada sasaggaḥ pada pāripūrī akkhara samavāyaḥ byañjana siliṭṭha tā pada anupubba tā apeta 	4	So: this is a joining of words, a connection of words, a completion of words, a combination of syllables, a connection of consonants and vowels, a sequence of words—
['PA_mnd_16:4.3']	iccāti.	i t ca ati 	4	this is so.
['PA_mnd_16:4.4']	Āyasmāti piyavacanaṁ garuvacanaṁ sagāravasappatissavacanametaṁ—	āyasma iti piya vacanam garu vacanam 	4	Venerable: this is a word of endearment, a word of respect, a word of esteem and deference—
['PA_mnd_16:4.5', 'PA_mnd_16:4.6']	āyasmāti.🔽Sāriputtoti tassa therassa nāmaṁ saṅkhā samaññā paññatti vohāro nāmaṁ nāmakammaṁ nāmadheyyaṁ nirutti byañjanaṁ abhilāpoti—	āyasma iti  sāriputto ti tassa therassa nāmam saṅkhā samaññā paññatti vohāraḥ nāmam nāma kammam nāmadheyyam nirutti byañjanam abhilāpo ti 	4	Venerable.🔽Sāriputta: this is the name, designation, label, concept, and conventional term for that elder.
['PA_mnd_16:4.7']	iccāyasmā sāriputto.	iccā ayasmā sāriputto 	4	Thus he is the venerable Sāriputta.
['PA_mnd_16:5.1']	Na suto uda kassacīti.	na sutaḥ uda kassaci iti 	5	Never heard from anyone:
['PA_mnd_16:5.2', 'PA_mnd_16:5.3', 'PA_mnd_16:5.4']	Nāti paṭikkhepo.🔽Udāti padasandhi padasaṁsaggo padapāripūrī akkharasamavāyo byañjanasiliṭṭhatā padānupubbatāpetaṁ—🔽udāti.	na ati paṭikkhepaḥ  udāti pada sandhi pada sasaggaḥ pada pāripūrī akkhara samavāyaḥ byañjana siliṭṭha tā pada anupubba tā apeta  udāti 	5	This is a denial.
['PA_mnd_16:5.5']	Kassacīti khattiyassa vā brāhmaṇassa vā vessassa vā suddassa vā gahaṭṭhassa vā pabbajitassa vā devassa vā manussassa vāti—	kassaci iti khattiyassa vā brāhmaṇassa vā vessassa vā suddassa vā gahaṭṭhassa vā pabbajitassa vā devassa vā manussassa vā ati 	5	From anyone: from a noble warrior, a brahmin, a merchant, a worker, a householder, a monastic, a god, or a human.
