segmentnr	original	analyzed	folio	translated
['PA_pv_19:0.1', 'PA_pv_19:0.2']	Petavatthu🔽Ubbarivagga	petavatthu  ubbari vagga 	0	The Peta-Stories🔽The Chapter on the Overflow
['PA_pv_19:0.3']	7. Dhanapālaseṭṭhipetavatthu	dhanapāla seṭṭhi peta vatthu 	0	The Story of the Businessman Dhanapala
['PA_pv_19:1.1', 'PA_pv_19:1.2']	“Naggo dubbaṇṇarūposi,🔽kiso dhamanisanthato;	naggaḥ dubbaṇṇa rūpaḥ asi  kisaḥ dhamani santhato 	1	“Naked, of ugly appearance,🔽emaciated, with veins protruding,
['PA_pv_19:1.3']	Upphāsuliko kisiko,	upphāsulikaḥ kisikaḥ 	1	panting, with a distended belly—
['PA_pv_19:1.4']	ko nu tvamasi mārisa”.	kaḥ nu tvam asi mārisa 	1	who are you, sir?”
['PA_pv_19:2.1']	“Ahaṁ bhadante petomhi,	aham bhadante petomhi 	2	“I am a hungry ghost, venerable sir,
['PA_pv_19:2.2']	duggato yamalokiko;	duggataḥ yamalokiko 	2	gone to a bad destination, in the world of Yama.
['PA_pv_19:2.3']	Pāpakammaṁ karitvāna,	pāpa kammam karitvāna 	2	Having done bad deeds,
['PA_pv_19:2.4']	petalokaṁ ito gato”.	itas gataḥ 	2	I have gone from here to the world of hungry ghosts.”
['PA_pv_19:3.1']	“Kiṁ nu kāyena vācāya,	kim nu kāyena vācāya 	3	“What bad deed was done
['PA_pv_19:3.2']	manasā dukkaṭaṁ kataṁ;	manasā dukkaṭam kata 	3	by body, speech, or mind?
['PA_pv_19:3.3']	Kissa kammavipākena,	kissa kamma vipākena 	3	By the ripening of what deed
['PA_pv_19:3.4']	petalokaṁ ito gato”.	itas gataḥ 	3	have you gone from here to the world of hungry ghosts?”
['PA_pv_19:4.1']	“Nagaraṁ atthi paṇṇānaṁ,	nagaraṃ atthi paṇṇāna 	4	“There is a city of the Paṇḍavas,
['PA_pv_19:4.2']	erakacchanti vissutaṁ;	erakacchanti vissuta 	4	famous as Erakacchā.
['PA_pv_19:4.3']	Tattha seṭṭhi pure āsiṁ,	tattha seṭṭhi pure āsi 	4	There I was a businessman,
['PA_pv_19:4.4']	dhanapāloti maṁ vidū.	dhana pālā uti mama vidū 	4	known as Dhanapāla.
['PA_pv_19:5.1']	Asīti sakaṭavāhānaṁ,	asi iti 	5	I had eighty cartloads🔽of gold.
['PA_pv_19:5.2', 'PA_pv_19:5.3']	hiraññassa ahosi me;🔽Pahūtaṁ me jātarūpaṁ,	hiraññassa ahosi me  pahūtam me jātarūpa 	5	I had much gold,
['PA_pv_19:5.4']	muttā veḷuriyā bahū.	muttā veḷuriyā bahū 	5	many pearls and cat’s eyes.
['PA_pv_19:6.1']	Tāva mahaddhanassāpi,	tāva 	6	Even with such great wealth,
['PA_pv_19:6.2']	na me dātuṁ piyaṁ ahu;	na me dātum piyam ahu 	6	I did not like to give.
['PA_pv_19:6.3']	Pidahitvā dvāraṁ bhuñjiṁ,	pidahitvā dvāram 	6	I closed the door and ate,
['PA_pv_19:6.4']	mā maṁ yācanakāddasuṁ.	mā mama yācanakāt dasu 	6	so that beggars would not see me.
['PA_pv_19:7.1']	Assaddho maccharī cāsiṁ,	assaddhaḥ mat śarī ca asi 	7	I was faithless and stingy,
['PA_pv_19:7.2', 'PA_pv_19:7.3']	kadariyo paribhāsako;🔽Dadantānaṁ karontānaṁ,	kadariyaḥ paribhāsakaḥ  dadantānam karontāna 	7	miserly and abusive.🔽I stopped many people
['PA_pv_19:7.4']	vārayissaṁ bahū jane.	vārayissam bahū jane 	7	who were giving and doing.
['PA_pv_19:8.1']	Vipāko natthi dānassa,	vipākaḥ na atthi dānassa 	8	There is no result of giving,
['PA_pv_19:8.2', 'PA_pv_19:8.3', 'PA_pv_19:8.4']	saṁyamassa kuto phalaṁ;🔽Pokkharaññodapānāni,🔽ārāmāni ca ropite;	sayamassa kutas  pokkharañña udapānāni  ārāmāni ca ropite 	8	how can there be a result of restraint?🔽I had wells and drinking water,🔽and gardens planted,
['PA_pv_19:8.5']	Papāyo ca vināsesiṁ,	ca vināsesi 	8	I destroyed the bad roads,
['PA_pv_19:8.6']	dugge saṅkamanāni ca.	dugge saṅkamanāni ca 	8	and made the paths passable.
['PA_pv_19:9.1']	Svāhaṁ akatakalyāṇo,	svāham a kata kalyāṇaḥ 	9	I did not do good deeds,
['PA_pv_19:9.2']	katapāpo tato cuto;	kata pāpaḥ tataḥ cutaḥ 	9	but did bad deeds, and after I died
['PA_pv_19:9.3']	Upapanno pettivisayaṁ,	upapannaḥ pettivisaya 	9	I was reborn in the ghost realm,
['PA_pv_19:9.4']	khuppipāsasamappito.	khuppipāsa samappitaḥ 	9	afflicted with hunger and thirst.
['PA_pv_19:10.1']	Pañcapaṇṇāsavassāni,	pañca paṇṇāsa vassāni 	10	For fifty-five years,
['PA_pv_19:10.2']	yato kālaṅkato ahaṁ;	yatas kālaṅkataḥ aha 	10	since I died,
['PA_pv_19:10.3']	Nābhijānāmi bhuttaṁ vā,	na abhijānāmi bhuttam vā 	10	I do not remember eating,
['PA_pv_19:10.4', 'PA_pv_19:11.1']	pītaṁ vā pana pāniyaṁ.🔽Yo saṁyamo so vināso,	pītam vā pana pāniya  yaḥ sayamaḥ saḥ vināsaḥ 	10	or drinking water.🔽Restraint is destruction,
['PA_pv_19:11.2']	yo vināso so saṁyamo;	yaḥ vināsaḥ saḥ sayamaḥ 	11	destruction is restraint;
['PA_pv_19:11.3']	Petā hi kira jānanti,	petā hi kira jānanti 	11	Ghosts know this,
['PA_pv_19:11.4']	yo saṁyamo so vināso.	yaḥ sayamaḥ saḥ vināsaḥ 	11	that restraint is destruction.
['PA_pv_19:12.1']	Ahaṁ pure saṁyamissaṁ,	aham pure sayamissa 	12	In the past I was restrained,
['PA_pv_19:12.2']	nādāsiṁ bahuke dhane;	nādāsim bahuke dhane 	12	but I did not give away much wealth;
['PA_pv_19:12.3', 'PA_pv_19:12.4']	Santesu deyyadhammesu,🔽dīpaṁ nākāsimattano;	santesu deyya dhammesu  dīpam 	12	While there were things to be given,🔽I did not make an island for myself.
['PA_pv_19:12.5']	Svāhaṁ pacchānutappāmi,	svāham pacchā anutappāmi 	12	I regret it later,
['PA_pv_19:12.6']	attakammaphalūpago.	atta kamma phala upagaḥ 	12	having to experience the fruit of my own actions.
['PA_pv_19:13.1']	Uddhaṁ catūhi māsehi,	uddham catūhi māsehi 	13	After four months have passed,
['PA_pv_19:13.2']	kālaṅkiriyā bhavissati;	kālaṅkiriyā bhavissati 	13	death will come;
['PA_pv_19:13.3']	Ekantakaṭukaṁ ghoraṁ,	ekanta kaṭukam ghora 	13	I will fall into a terrible,
['PA_pv_19:13.4', 'PA_pv_19:14.1', 'PA_pv_19:14.2']	nirayaṁ papatissahaṁ.🔽Catukkaṇṇaṁ catudvāraṁ,🔽vibhattaṁ bhāgaso mitaṁ;	nirayam papatissaha  catukkaṇṇam  vibhattam bhāgasaḥ mita 	13	all-painful hell.🔽With four corners and four gates,🔽divided into parts and sections,
['PA_pv_19:14.3']	Ayopākārapariyantaṁ,	aya upākāra pariyanta 	14	surrounded by an iron fence,
['PA_pv_19:14.4']	ayasā paṭikujjitaṁ.	ayasā paṭikujjita 	14	And it is covered with iron.
['PA_pv_19:15.1']	Tassa ayomayā bhūmi,	tassa ayomayā bhūmi 	15	The iron ground there
['PA_pv_19:15.2']	jalitā tejasā yutā;	jalitā tejasā yutā 	15	Is burning and ablaze.
['PA_pv_19:15.3']	Samantā yojanasataṁ,	samantā yojana sata 	15	It extends for a hundred leagues
['PA_pv_19:15.4']	pharitvā tiṭṭhati sabbadā.	pharitvā tiṭṭhati sabbadā 	15	And is always burning.
['PA_pv_19:16.1']	Tatthāhaṁ dīghamaddhānaṁ,	tattha aham 	16	There for a long time
['PA_pv_19:16.2']	Dukkhaṁ vedissa vedanaṁ;	dukkham vedissa vedana 	16	I will experience painful feelings.
['PA_pv_19:16.3']	Phalaṁ pāpassa kammassa,	phalam pāpassa kammassa 	16	That is the result of my evil deeds.
['PA_pv_19:16.4']	Tasmā socāmahaṁ bhusaṁ.	tasmai socāmaham bhusa 	16	That is why I am so sad.
['PA_pv_19:17.1']	Taṁ vo vadāmi bhaddaṁ vo,	tam vaḥ vadāmi bhaddam vaḥ 	17	I tell you this, for your welfare,
['PA_pv_19:17.2']	yāvantettha samāgatā;	yāvantā itthā samāgatā 	17	All of you who are assembled here:
['PA_pv_19:17.3']	Mākattha pāpakaṁ kammaṁ,	mākattha pāpakam kamma 	17	Do not do evil deeds,
['PA_pv_19:17.4']	āvi vā yadi vā raho.	āvi vā yadi vā raho 	17	Either in public or in private.
['PA_pv_19:18.1']	Sace taṁ pāpakaṁ kammaṁ,	sace tam pāpakam kamma 	18	If you do evil deeds,
['PA_pv_19:18.2']	karissatha karotha vā;	karissatha karotha vā 	18	Or if you have done them,
['PA_pv_19:18.3']	Na vo dukkhā pamutyatthi,	na vaḥ dukkhā pamutyatthi 	18	You will not escape from suffering,
['PA_pv_19:18.4', 'PA_pv_19:19.1']	uppaccāpi palāyataṁ.🔽Matteyyā hotha petteyyā,	uppad ca api palāyata  matteyyā hotha petteyyā 	18	Even if you run away.🔽Be dutiful to your mothers,
['PA_pv_19:19.2']	kule jeṭṭhāpacāyikā;	kule jeṭṭhā apacāyikā 	19	To your fathers, and to your ascetics;
['PA_pv_19:19.3']	Sāmaññā hotha brahmaññā,	sāmaññāḥ hotha brahmaññā 	19	Be dutiful to your brahmins:
['PA_pv_19:19.4']	evaṁ saggaṁ gamissathā”ti.	evam saggam gamissatha ati 	19	In this way you will go to heaven.”
['PA_pv_19:20.1']	Dhanapālaseṭṭhipetavatthu sattamaṁ.	dhanapāla seṭṭhi peta vatthu sattama 	20	The Story of the Ghost Dhanapala, the Former Husband, is the seventh.
