segmentnr	original	analyzed	translated
['PA_anya-e08_06n:0']	Namo tassa bhagavato arahato sammāsambuddhassa	namaḥ tassa bhagavataḥ arahataḥ sammāsambuddhassa 	Homage to that Blessed One, accomplished and fully enlightened.
['PA_anya-e08_06n:1']	Moggallāna pañcikā ṭīkā	moggallāna pañcikā ṭīkā 	Moggallāna's Pañcikā Commentary
['PA_anya-e08_06n:2']	Sāratthavilāsinīnāma	sāratthavilāsinī nāma 	Named Sāratthavilāsinī
['PA_anya-e08_06n:3']	Pañcikāṭīkā	      	Pañcikā Commentary
['PA_anya-e08_06n:4', 'PA_anya-e08_06n:5']	Paṇāmādikathā🔽Vijjādhanassa samanussaraṇampi yassa,	       vijjā dhanassa samanussaraṇam pi yassa 	Chapter on Salutations and so on
['PA_anya-e08_06n:6']	Paññāvisuddharatanānayanekahetu;	paññā visuddha ratana ānayana eka hetu 	Remembering him who is the cause of many ways of purifying the jewel of wisdom,
['PA_anya-e08_06n:7']	Taṃ dhammarājamamalujjalakittimālaṃ,	tam dhammarājam amalujjala kitti mālam 	That garland of the spotless radiance of the glory of the king of the Dhamma,
['PA_anya-e08_06n:8']	Sāmodamādaramaye hadaye nidhāya.	sa āmodam ādara maye hadaye nidhāya 	Placing it in the heart filled with joy and delight.
['PA_anya-e08_06n:9']	Laddhammahodaya mahādaya (sampasādā) japaso (potthake),	potthake 	Having obtained the Dhamma, the great joy (of faith), the one who recites (in the book),
['PA_anya-e08_06n:10', 'PA_anya-e08_06n:11']	Sakkā(di) sakkataguṇaṃ ratana (dvayañca) ttayatā (potthake);🔽(Yāpañcikā) guruvarappa(bhavātyagāhā) hapā tya gāyā (potthake),	potthake  potthake 	The qualities of Sakka (and so on), the jewel (and the two triads in the book);🔽(The Pañcikā) which was taken up by the excellent teacher (and recited in the book),
['PA_anya-e08_06n:12']	Taṃ sādhu sissajana majjavagāha yāma.	tam sādhu sissajana majja avagāha yāma 	We will listen to that well, O teacher, for the sake of the disciples.
['PA_anya-e08_06n:13']	Jayatīha mahāpañño, so moggallāyano muni;	jayati iha mahā paññaḥ so moggallāyanaḥ muni 	The sage Moggallāna, of great wisdom, is victorious here;
['PA_anya-e08_06n:14']	Yassa sādhuguṇubbhūta,kitti sabbattha patthaṭā.	yassa sādhu guṇa ubbhūta kitti sabbattha patthaṭā 	Whose fame, arisen from good qualities, is spread everywhere.
['PA_anya-e08_06n:15_0']	Icceva manavasesa mattano bhayādyūpaddavopaghābhakarasāmatthiya yogena sakalajjhattikabāhiyantarāya	yogena sakala jjhattika bāhiya antarāya 	Thus, by the power of being free from the danger of fear and so on, the external obstacles of the entire world, both internal and external,
['PA_anya-e08_06n:15_1', 'PA_anya-e08_06n:15_2']	nivāraṇa madhippetasiddhi visesa mabhikaṅkhiya ratanattaya visayabhūtaṃ taṃsādhane🔽kantanidāna bhūtassa ālokiyayātisayaguṇavisesayuttassa mahato pyatimahanīyassa ratanattayassa	nivāraṇa madhippeta siddhi visesa mabhikaṅkhiya visaya bhūtam tat sādhane  kanta nidāna bhūtassa mahataḥ pi ati mahanīyassa rata nattayassa 	He who desires to attain the special excellence of the accomplishment of the purpose of the hindrance, and who is the object of the Three Jewels,🔽in the accomplishment of that,
['PA_anya-e08_06n:15_3']	sappasādānurūpaṃ pūjāvisayaṃ tadanussa(raṇaṃ katvā) gurusanniyogamanuṭṭhātuṃ–	sa pasāda anurūpam pūjā visayam tad anussaraṇam katvā guru sanniyogam anuṭṭhātum 	in order to carry out the command of the teacher, having followed the object of worship which is suitable to the Three Jewels, which are endowed with the special qualities of the great and very great, which are the cause of the desire,
['PA_anya-e08_06n:16']	Kintehi pādasussūsā, yesaṃ natthi gurūniha;	kinte hi pāda sussūsāḥ yesam natthi gurūn iha 	By whom there is no teacher here, who are without the feet of the Sutta,
['PA_anya-e08_06n:17', 'PA_anya-e08_06n:18']	Ye tappādarajokiṇṇā, teva sādhū vivekinoti.🔽Vacanato attano gurupūjā purassaraṃ pañcikāvivaraṇaṃ pathi’yā pañcikā’tiādinā katapaṭiññattā sampati mahādayotiādino ganthassa sādhujanavaṇṇanaṃ vaṇṇanamārabhissāma.	ye tad pāda rajaḥ kiṇṇā te iva sādhū  vacanataḥ attanaḥ guru pūjā purassaram pañcikā vivaraṇam pathiyā pañcikā iti ādinā kata paṭiññattā sampati mahādayā iti ādino ganthassa sādhu jana vaṇṇanam vaṇṇanam ārabhissāma 	Those who are covered with the dust of his feet, they are the wise ones, the good ones.🔽 According to the statement, we will begin the praise of the good people, starting with the text beginning with Mahādayo and so on, placing the worship of the teacher at the beginning of the explanation of the Pañcikā.
['PA_anya-e08_06n:19_0']	Nanu ca vuttiganthassa vaṇṇanāyaṃ katābhiniveso-yamācariyoti kathamihānadhikate mahādayotiādike	nanu ca vutti ganthassa vaṇṇanā ayam kata abhinivesaḥ yam ācariyā iti katham iha anadhikate 	But since he has made a resolution in the explanation of the Vutti text, saying I am the teacher, how is he engaged here in the additional text beginning with Mahādayo and so on,
['PA_anya-e08_06n:19_1']	paṭipannoti ratanattappaṇāmaganthakattuganthanissayaganthārambhaphalaabhidheyyasaṅkhāta-	paṭipannaḥ ti 	having undertaken the composition of the text of praise to the Three Jewels, the text of the composition of the text, the beginning of the text, the fruit, and the name,
['PA_anya-e08_06n:19_2', 'PA_anya-e08_06n:19_3', 'PA_anya-e08_06n:19_4']	payojanasotujanasamussāhanānaṃ sandassanatthaṃ. Tattha ratanattayappaṇāma karaṇaṃ🔽antarāyakarāpuññavighātakarapuññavisesuppādanena kattu micchitassa ganthassa anantarāyenaṃ🔽parisamāpanatthaṃ. Vacīpaṇāmo panettha sotūnampi yathāvuttatthanipphādanako ācariyenāpyaya	payojana sotu jana samussāha nānam sandassana attham tattha karaṇam  kattu micchitassa ganthassa anantarāyenaṃ  parisamāpana attham pana ittha sotūnam pi yathāvutta attha nipphādanakaḥ 	The purpose of the homage to the Three Jewels is shown by the words “To show the homage to the Three Jewels” .🔽The purpose of the homage in speech is shown by the words “To show the homage in speech” .🔽The purpose of the statement of the author’s name is shown by the words “To show the statement of the author’s name” .
['PA_anya-e08_06n:19_5', 'PA_anya-e08_06n:19_6', 'PA_anya-e08_06n:19_7']	mattho dassitoyeva’tattha ratanattayappaṇāmasandassana’ntiādinā, vācasikasatthādhikāratopi🔽vacīpaṇāmoti kāyappaṇāmo manopaṇāmo ca. Na kato, ganthakattusandassanaṃ ganthassa🔽pamāṇa bhāvavibhāvanatthaṃ, ganthanissayasandassanaṃ attaniyabhāvasandhassanena tabbisuddhidassanatthaṃ,	matthaḥ vācasika sattha adhikārataḥ pi  vacī paṇāmaḥ ti kāya ppaṇāmaḥ manaḥ paṇāmaḥ ca na kataḥ gantha kattu sandassanam ganthassa  bhāva vibhāvana tham gantha nissaya sandassanam atta niya bhāva sandhassanena tad visuddhi dassana tham 	The purpose of the statement of the author’s name is shown by the words “To show the statement of the author’s name” .🔽The purpose of the statement of the author’s name is shown by the words “To show the statement of the author’s name” .🔽The purpose of the statement of the author’s name is shown by the words “To show the statement of the author’s name” .
['PA_anya-e08_06n:19_8']	ganthārambhaphaladassanaṃ tappaṭikkhepakajananisedhāya, abhidheyyasaṅkhātayayojanasandassanaṃ	gantha ārambha phala dassanam tad paṭikkhepaka jana nisedhāya abhidheyya saṅkhāta yayojana sandassanam 	The purpose of the statement of the author’s name is shown by the words “To show the statement of the author’s name” .🔽The purpose of the statement of the author’s name is shown by the words “To show the statement of the author’s name” .🔽The purpose of the statement of the author’s name is shown by the words “To show the statement of the author’s name” .
['PA_anya-e08_06n:19_9']	vīmaṃsāpubbakārīnaṃ payojano pālambhapubbikā satthe pavattatīti sotujanasamussāhanaṃ	vīmaṃsā pubba kārīnam payojanā u pālambha pubbikā satthe pavattati iti sotu jana samussāhanam 	The purpose of those who begin with investigation is to refute the opponent’s doctrine.
['PA_anya-e08_06n:19_10']	(katvā) ādarena ganthe pavattanatthaṃ, yadāhu –	katvā ādarena ganthe pavattana attham yat āhu 	(Having done that,) in order to proceed with the text with respect, as it is said:
['PA_anya-e08_06n:20']	Sabbasseva hi satthassa, kammassāpi ca kassaci;	sabbassa iva hi satthassa kammassa api ca kassaci 	For all the doctrine, and for any action whatsoever,
['PA_anya-e08_06n:21']	Kenetaṃ gayhate tāva, yāva-vuttampayojanaṃti.	kena itam gayhate 	By what is this connected, so long as the purpose is stated?
['PA_anya-e08_06n:22']	Nanu satthappayojanānaṃ sambandhopi vattabbo idamassa payojananti yato–	nanu sattha ppayojanānam sambandhaḥ api vattabbaḥ idam assa payojanam ti yatas 	But should not the connection of the purposes of the doctrine also be stated, since this is its purpose? Therefore,
['PA_anya-e08_06n:23']	Siddhappayojanaṃ siddha,sambandhaṃ sotumicchati;	siddha ppayojanam siddha sambandham sotum icchati 	The one who wishes to hear the established purpose and the established connection,
['PA_anya-e08_06n:24']	Sotādo tena vattabbo, sambandho sappayojanoti.	sotādaḥ tena vattabbo sambandhaḥ sa payojanaḥ ti 	The connection with purpose should be stated by him from the beginning.
['PA_anya-e08_06n:25']	Tatredamuttaraṃ–	tatra idam uttaram 	Here is the reply:
['PA_anya-e08_06n:26']	Sattaṃ payojanañceva, ubho sambandhanissayā;	sattam payojanam ca iva ubho sambandha nissayā 	The purpose and the seven, both are dependent on the connection,
['PA_anya-e08_06n:27']	Taṃ vuttantogadhattā na, bhinno vutto payojanāti.	na bhinnaḥ 	Since that is stated together, the purpose is not stated separately.
['PA_anya-e08_06n:28']	Payojanappayojanampana sāmatthiyaladdhabbaṃ sayamācariyena “ko pana saddalakkhaṇassa ajānane doso”tiādinā vuttanayena viññātabbaṃ.	payojana ppayojanam pana sāmatthiya laddhabbam sayamācariyena kaḥ pana sadda lakkhaṇassa a jānane doso ti ādinā vutta nayena viññātabbam 	The purpose of the purpose should be understood by the method stated by the teacher himself, “But what is the fault in not knowing the characteristic of sound?” and so on, which should be accepted as reasonable.
['PA_anya-e08_06n:29_0']	Tattha‘mahādayo’tyādinā gāthādvayena ratanattayapaṇāmo dassito, ‘yo iddhimantesū’tiādinā	gāthā dvayena dassitaḥ yaḥ iddhimantesu iti ādinā 	Herein, the homage to the Three Jewels is shown by the two verses beginning with “Greatly merciful” .🔽The author’s purpose is shown by the words “I shall expound” .
['PA_anya-e08_06n:29_1', 'PA_anya-e08_06n:29_2']	ganthakattā, ‘saddasattha’ntiādinā ganthanissayo, ‘saṅkhepanayenā’tica ‘sārabhūtaṃ🔽vipulatthagā hiṃ anākula’nti ca imehi ganthārambhaphalaṃ sotujanasamussāhanañca,	ganthaka ttā sadda sattha nti ādinā gantha nissayaḥ saṅkhepa nayena ati ca sāra bhūtam  vipulatthagāḥ hiṃ ca imehi gantha ārambha phalam sotu jana samussāhanam ca 	The support for the text is shown by the words “the text of the Saddasaddha” .🔽The fruit of the text’s composition and the rousing of confidence in the wise are shown by the words “in brief” and “the essence, extensive in meaning, unconfused” .
['PA_anya-e08_06n:29_3']	abhidheyyasaṅkhātappayojanampana‘saṃvaṇṇana’nti iminā dassitaṃ anvattha byapadesena	abhidheyya saṅkhāta payojana mpana saṃvaṇṇanam ti iminā dassitam anvattha byapadesena 	The purpose, which is called the “name,” is shown by the word “commentary” .
