segmentnr	original	analyzed	translated
['PA_patthana_9.4:0.1']	Paṭṭhānapakaraṇa	paṭṭhāna pakaraṇa 	The Book of Conditional Relations🔽The Chapter on the Faculties
['PA_patthana_9.4:0.2', 'PA_patthana_9.4:0.3', 'PA_patthana_9.4:1.1']	Dhammapaccanīya (2), Dukatikapaṭṭhānapāḷi (3)🔽9.4. Hetuduka, Ācayagāmattikādi🔽Nahetuṁ naācayagāmiṁ dhammaṁ paṭicca …pe…. (Sabbattha nava.)	dhamma paccanīya  hetu duke ācaya gāmattika ādi  na hetum na ācaya gāmim dhammam paṭicca pe sabbattha nava 	The Chapter on the Triad🔽With respect to a non-cause that is not conducive to the increase of the faculties, … (all nine sections are to be elaborated in the same way as above.)
['PA_patthana_9.4:2.1', 'PA_patthana_9.4:3.1']	Nahetuṁ naapacayagāmiṁ dhammaṁ paṭicca …pe…. (Sabbattha nava.)🔽Nahetuṁ nanevaācayagāmiṁ nāpacayagāmiṁ dhammaṁ paṭicca …pe…. (Sabbattha nava. Vipākaṁ natthi.)	na hetum na apacaya gāmim dhammam paṭicca pe sabbattha nava  na hetum na na iva ācaya gāmim na apacaya gāmim dhammam paṭicca pe sabbattha nava vipākam natthi 	With respect to a non-cause that is not conducive to the decrease of the faculties, … (all nine sections are to be elaborated in the same way as above.)🔽With respect to a non-cause that is neither conducive to the increase of the faculties nor conducive to the decrease of the faculties, … (all nine sections are to be elaborated in the same way as above. There is no result.)
['PA_patthana_9.4:4.1', 'PA_patthana_9.4:5.1', 'PA_patthana_9.4:6.1']	Nahetuṁ nasekkhaṁ dhammaṁ paṭicca …pe…. (Sabbattha nava.)🔽Nahetuṁ naasekkhaṁ dhammaṁ paṭicca …pe…. (Sabbattha nava.)🔽Nahetuṁ nanevasekkhanāsekkhaṁ dhammaṁ paṭicca …pe…. (Sabbattha nava.)	na hetum na sekkham dhammam paṭicca pe sabbattha nava  na hetum na asekkham dhammam paṭicca pe sabbattha nava  na hetum na nevasekkha nāsekkham dhammam paṭicca pe sabbattha nava 	With respect to a non-cause that is not a penetrating , … (all nine sections are to be elaborated in the same way as above.)🔽With respect to a non-cause that is not a non-penetrating , … (all nine sections are to be elaborated in the same way as above.)🔽With respect to a non-cause that is neither a penetrating nor a non-penetrating , … (all nine sections are to be elaborated in the same way as above.)
['PA_patthana_9.4:7.1', 'PA_patthana_9.4:8.1']	Nahetuṁ naparittaṁ dhammaṁ paṭicca …pe…. (Sabbattha nava.)🔽Nahetuṁ namahaggataṁ dhammaṁ paṭicca …pe…. (Sabbattha nava.)	na hetum na parittam dhammam paṭicca pe sabbattha nava  na hetum na mahaggatam dhammam paṭicca pe sabbattha nava 	With respect to a non-cause that is not a limited , … (all nine sections are to be elaborated in the same way as above.)🔽With respect to a non-cause that is not an exalted , … (all nine sections are to be elaborated in the same way as above.)
['PA_patthana_9.4:9.1']	Nahetuṁ naappamāṇaṁ dhammaṁ paṭicca …pe…. (Sabbattha nava.)	na hetum na appamāṇam dhammam paṭicca pe sabbattha nava 	With respect to a non-cause that is not a measureless , … (all nine sections are to be elaborated in the same way as above.)
['PA_patthana_9.4:10.1']	Nahetuṁ naparittārammaṇaṁ dhammaṁ paṭicca …pe…. (Sabbattha nava.)	na hetum na paritta ārammaṇam dhammam paṭicca pe sabbattha nava 	With no cause that is not a lower object … (everywhere nine) …
['PA_patthana_9.4:11.1', 'PA_patthana_9.4:12.1']	Nahetuṁ namahaggatārammaṇaṁ dhammaṁ paṭicca …pe…. (Sabbattha nava.)🔽Nahetuṁ naappamāṇārammaṇaṁ dhammaṁ paṭicca …pe…. (Sabbattha nava.)	na hetum na mahaggata ārammaṇam dhammam paṭicca pe sabbattha nava  na hetum na appamāṇa ārammaṇam dhammam paṭicca pe sabbattha nava 	With no cause that is not a higher object … (everywhere nine) …🔽With no cause that is not a limitless object … (everywhere nine) …
['PA_patthana_9.4:13.1', 'PA_patthana_9.4:14.1']	Nahetuṁ nahīnaṁ dhammaṁ paṭicca …pe…. (Sabbattha nava.)🔽Nahetuṁ namajjhimaṁ dhammaṁ paṭicca …pe…. (Sabbattha nava.)	na hetum na hīnam dhammam paṭicca pe sabbattha nava  na hetum na majjhimam dhammam paṭicca pe sabbattha nava 	With no cause that is not inferior … (everywhere nine) …🔽With no cause that is not middling … (everywhere nine) …
['PA_patthana_9.4:15.1', 'PA_patthana_9.4:16.1']	Nahetuṁ napaṇītaṁ dhammaṁ paṭicca …pe…. (Sabbattha nava.)🔽Nahetuṁ namicchattaniyataṁ dhammaṁ paṭicca …pe…. (Sabbattha nava.)	na hetum na paṇītam dhammam paṭicca pe sabbattha nava  na hetum na micchatta niyatam dhammam paṭicca pe sabbattha nava 	With no cause that is not superior … (everywhere nine) …🔽With no cause that is not subject to defilement … (everywhere nine) …
