segmentnr	original	analyzed	translated
['PA_patthana_23.1:0.1']	Paṭṭhānapakaraṇa	paṭṭhāna pakaraṇa 	The Paṭṭhāna Treatise
['PA_patthana_23.1:0.2']	Dhammapaccanīyānuloma (4), Tikatikapaṭṭhānapāḷi (5)	dhamma paccanīya anuloma tika tika paṭṭhāna pāḷi 	The Dhamma Paccanīyānuloma, Tikatikapaṭṭhānapāḷi
['PA_patthana_23.1:0.3']	23.1. Kusalattika, Vedanāttika	kusala attika vedanā attika 	.. The Kusalattika, Vedanāttika
['PA_patthana_23.1:1.1', 'PA_patthana_23.1:2.1_0', 'PA_patthana_23.1:2.1_1']	Namo tassa Bhagavato Arahato Sammāsambuddhassa.🔽Nakusalaṁ nasukhāya vedanāya sampayuttaṁ dhammaṁ paṭicca akusalo sukhāya vedanāya🔽sampayutto dhammo uppajjati hetupaccayā. Nakusalaṁ nasukhāya vedanāya sampayuttaṁ	namaḥ tassa bhagavataḥ arahataḥ sammāsambuddhassa  na kusalam na sukhāya vedanāya sampayuttam dhammam paṭicca akusalaḥ sukhāya vedanāya  sampayuttaḥ dhammaḥ uppajjati hetu paccayā na kusalam na sukhāya vedanāya sampayutta 	Homage to that Blessed One, the Worthy One, the Rightly Self-awakened One.
['PA_patthana_23.1:2.1_2', 'PA_patthana_23.1:3.1_0', 'PA_patthana_23.1:3.1_1']	dhammaṁ paṭicca abyākato sukhāya vedanāya sampayutto dhammo uppajjati hetupaccayā … dve.🔽Naakusalaṁ nasukhāya vedanāya sampayuttaṁ dhammaṁ paṭicca kusalo sukhāya vedanāya🔽sampayutto dhammo uppajjati hetupaccayā. Naakusalaṁ nasukhāya vedanāya sampayuttaṁ	dhammam paṭicca abyākataḥ sukhāya vedanāya sampayuttaḥ dhammaḥ uppajjati hetu paccayā dve  na akusalam na sukhāya vedanāya sampayuttam dhammam paṭicca kusalaḥ sukhāya vedanāya  sampayuttaḥ dhammaḥ uppajjati hetu paccayā na akusalam na sukhāya vedanāya sampayutta 	With a profitable thought associated with neither-unpleasant-nor-pleasant feeling as condition there arises a unprofitable thought associated with pleasant feeling by root-cause condition. With a profitable thought associated with neither-unpleasant-nor-pleasant feeling as condition there arises an indeterminate thought associated with pleasant feeling by root-cause condition … two.
['PA_patthana_23.1:3.1_2']	dhammaṁ paṭicca abyākato sukhāya vedanāya sampayutto dhammo uppajjati hetupaccayā … dve.	dhammam paṭicca abyākataḥ sukhāya vedanāya sampayuttaḥ dhammaḥ uppajjati hetu paccayā dve 	With an unprofitable thought associated with neither-unpleasant-nor-pleasant feeling as condition there arises a profitable thought associated with pleasant feeling by root-cause condition. With an unprofitable thought associated with neither-unpleasant-nor-pleasant feeling as condition there arises an indeterminate thought associated with pleasant feeling by root-cause condition … two.
['PA_patthana_23.1:4.1_0', 'PA_patthana_23.1:4.1_1', 'PA_patthana_23.1:4.1_2', 'PA_patthana_23.1:5.1', 'PA_patthana_23.1:6.1']	Naabyākataṁ nasukhāya vedanāya sampayuttaṁ dhammaṁ paṭicca kusalo sukhāya vedanāya🔽sampayutto dhammo uppajjati hetupaccayā. Naabyākataṁ nasukhāya vedanāya sampayuttaṁ🔽dhammaṁ paṭicca akusalo sukhāya vedanāya sampayutto dhammo uppajjati hetupaccayā … dve.🔽Nakusalaṁ nasukhāya vedanāya sampayuttañca naabyākataṁ nasukhāya vedanāya sampayuttañca dhammaṁ paṭicca akusalo sukhāya vedanāya sampayutto dhammo uppajjati hetupaccayā … ekaṁ.🔽Naakusalaṁ nasukhāya vedanāya sampayuttañca naabyākataṁ nasukhāya vedanāya sampayuttañca dhammaṁ paṭicca kusalo sukhāya vedanāya sampayutto dhammo uppajjati hetupaccayā … ekaṁ.	na abyākatam na sukhāya vedanāya sampayuttam dhammam paṭicca kusalaḥ sukhāya vedanāya  sampayuttaḥ dhammaḥ uppajjati hetu paccayā na abyākatam na sukhāya vedanāya sampayutta  dhammam paṭicca akusalaḥ sukhāya vedanāya sampayuttaḥ dhammaḥ uppajjati hetu paccayā dve  na kusalam na sukhāya vedanāya sampayuttañca na abyākatam na sukhāya vedanāya sampayuttañca dhammam paṭicca akusalaḥ sukhāya vedanāya sampayuttaḥ dhammaḥ uppajjati hetu paccayā eka  na akusalam na sukhāya vedanāya sampayuttañca na abyākatam na sukhāya vedanāya sampayuttañca dhammam paṭicca kusalaḥ sukhāya vedanāya sampayuttaḥ dhammaḥ uppajjati hetu paccayā eka 	A wholesome thought associated with pleasant feeling …🔽An unwholesome thought associated with pleasant feeling …🔽An unwholesome thought associated with pleasant feeling and a thought that is indeterminate associated with pleasant feeling …🔽A wholesome thought associated with pleasant feeling and a thought that is indeterminate associated with pleasant feeling …
['PA_patthana_23.1:7.1_0']	Nakusalaṁ nasukhāya vedanāya sampayuttañca naakusalaṁ nasukhāya vedanāya sampayuttañca	na kusalam na sukhāya vedanāya sampayuttam ca na akusalam na sukhāya vedanāya sampayuttam ca 	With a non-advisible wholesome thought associated with pleasant feeling as condition there arises a non-advisible wholesome thought associated with pleasant feeling, by way of root-condition. With a non-advisible unwholesome thought associated with pleasant feeling as condition there arises a non-advisible unwholesome thought associated with pleasant feeling, by way of root-condition. With a non-advisible unwholesome thought associated with pleasant feeling as condition there arises an unadvisible wholesome thought associated with pleasant feeling, by way of root-condition. With a non-advisible unwholesome thought associated with pleasant feeling as condition there arises a non-advisible indeterminate thought associated with pleasant feeling, by way of root-condition. With a non-advisible unwholesome thought associated with pleasant feeling as condition there arises a non-advisible wholesome thought associated with pleasant feeling and a non-advisible indeterminate thought associated with pleasant feeling, by way of root-condition. With a non-advisible unwholesome thought associated with pleasant feeling as condition there arises a non-advisible wholesome thought associated with pleasant feeling and a non-advisible unwholesome thought associated with pleasant feeling, by way of root-condition. With a non-advisible unwholesome thought associated with pleasant feeling as condition there arises a non-advisible wholesome thought associated with pleasant feeling and a non-advisible unwholesome thought associated with pleasant feeling and a non-advisible indeterminate thought associated with pleasant feeling, by way of root-condition. With a non-advisible wholesome thought associated with pleasant feeling and a non-advisible unwholesome thought associated with pleasant feeling as condition there arises a non-advisible unwholesome thought associated with pleasant feeling, by way of root-condition. With a non-advisible wholesome thought associated with pleasant feeling and a non-advisible unwholesome thought associated with pleasant feeling as condition there arises a non-advisible wholesome thought associated with pleasant feeling, by way of root-condition. With a non-advisible wholesome thought associated with pleasant feeling and a non-advisible unwholesome thought associated with pleasant feeling as condition there arises a non-advisible indeterminate thought associated with pleasant feeling, by way of root-condition. With a non-advisible wholesome thought associated with pleasant feeling and a non-advisible unwholesome thought associated with pleasant feeling as condition there arises a non-advisible wholesome thought associated with pleasant feeling and a non-advisible indeterminate thought associated with pleasant feeling, by way of root-condition. With a non-advisible
['PA_patthana_23.1:7.1_1']	dhammaṁ paṭicca abyākato sukhāya vedanāya sampayutto dhammo uppajjati hetupaccayā	dhammam paṭicca abyākataḥ sukhāya vedanāya sampayuttaḥ dhammaḥ uppajjati hetu paccayā 	Dependent on a neutral feeling that is related to wholesome thoughts, a neutral feeling that is related to wholesome thoughts arises, by way of root condition.
['PA_patthana_23.1:7.1_2']	… ekaṁ. (Saṅkhittaṁ.)	eka saṅkhitta 	… one. (In brief.)
