segmentnr	original	analyzed	folio	translated
['PA_ps_1.8:0.1']	Paṭisambhidāmagga	paṭisambhidā magga 	0	The Path of Discrimination
['PA_ps_1.8:0.2', 'PA_ps_1.8:0.3']	1 Mahāvagga🔽1.8. Vipallāsakathā	mahāvagga  vipallāsa kathā 	0	The Great Section🔽The Discussion of the Perversions
['PA_ps_1.8:1.1']	Purimanidānaṁ.	purima nidāna 	1	The Introduction
['PA_ps_1.8:1.2']	“Cattārome, bhikkhave, saññāvipallāsā cittavipallāsā diṭṭhivipallāsā.	cattāro me bhikkhave saññā vipallāsā citta vipallāsā diṭṭhi vipallāsā 	1	“Bhikkhus, there are these four perversions of perception, perversions of mind, and perversions of view.
['PA_ps_1.8:1.3']	Katame cattāro?	katame cattāro 	1	What four?
['PA_ps_1.8:1.4']	Anicce, bhikkhave, niccanti saññāvipallāso cittavipallāso diṭṭhivipallāso.	anicce bhikkhave niccanti saññā vipallāsaḥ citta vipallāsaḥ diṭṭhi vipallāsaḥ 	1	In regard to the impermanent, bhikkhus, perception occurs as permanent, mind occurs as permanent, and view occurs as permanent.
['PA_ps_1.8:1.5']	Dukkhe, bhikkhave, sukhanti saññāvipallāso cittavipallāso diṭṭhivipallāso.	dukkhe bhikkhave sukhanti saññā vipallāsaḥ citta vipallāsaḥ diṭṭhi vipallāsaḥ 	1	In regard to what is suffering, perception occurs as pleasure, mind occurs as pleasure, and view occurs as pleasure.
['PA_ps_1.8:1.6']	Anattani, bhikkhave, attāti saññāvipallāso cittavipallāso diṭṭhivipallāso.	anattani bhikkhave attā ati saññā vipallāso citta vipallāsaḥ diṭṭhi vipallāso 	1	In regard to what is non-self, perception occurs as self, mind occurs as self, and view occurs as self.
['PA_ps_1.8:1.7', 'PA_ps_1.8:1.8']	Asubhe, bhikkhave, subhanti saññāvipallāso cittavipallāso diṭṭhivipallāso.🔽Ime kho, bhikkhave, cattāro saññāvipallāsā cittavipallāsā diṭṭhivipallāsā.	asubhe bhikkhave subhanti saññā vipallāsaḥ citta vipallāsaḥ diṭṭhi vipallāsaḥ  ime kho bhikkhave cattāro saññā vipallāsā citta vipallāsā diṭṭhi vipallāsā 	1	In regard to what is foul, perception occurs as beautiful, mind occurs as beautiful, and view occurs as beautiful.🔽These are the four perversions of perception, perversions of mind, and perversions of view.
['PA_ps_1.8:2.1']	Cattārome, bhikkhave, nasaññāvipallāsā nacittavipallāsā nadiṭṭhivipallāsā.	cattāro me bhikkhave na saññā vipallāsāḥ na citta vipallāsāḥ na diṭṭhi vipallāsāḥ 	2	“Bhikkhus, there are these four non-perversions of perception, non-perversions of mind, and non-perversions of view.
['PA_ps_1.8:2.2']	Katame cattāro?	katame cattāro 	2	What four?
['PA_ps_1.8:2.3']	Anicce, bhikkhave, aniccanti nasaññāvipallāso nacittavipallāso nadiṭṭhivipallāso.	anicce bhikkhave aniccanti na saññā vipallāsaḥ na citta vipallāsaḥ na diṭṭhi vipallāsaḥ 	2	In regard to the impermanent, bhikkhus, perception occurs as impermanent, mind occurs as impermanent, and view occurs as impermanent.
['PA_ps_1.8:2.4', 'PA_ps_1.8:2.5']	Dukkhe, bhikkhave, dukkhanti nasaññāvipallāso nacittavipallāso nadiṭṭhivipallāso.🔽Anattani, bhikkhave, anattāti nasaññāvipallāso nacittavipallāso nadiṭṭhivipallāso.	dukkhe bhikkhave dukkhanti na saññā vipallāsaḥ na citta vipallāsaḥ na diṭṭhi vipallāsaḥ  anattani bhikkhave anattā ti na saññā vipallāsaḥ na citta vipallāsaḥ na diṭṭhi vipallāsaḥ 	2	In regard to suffering, monks, it is not a perversion of perception, it is not a perversion of mind, it is not a perversion of view, to think: ‘There is suffering.’🔽In regard to what is not self, monks, it is not a perversion of perception, it is not a perversion of mind, it is not a perversion of view, to think: ‘There is no self.’
['PA_ps_1.8:2.6']	Asubhe, bhikkhave, asubhanti nasaññāvipallāso nacittavipallāso nadiṭṭhivipallāso.	asubhe bhikkhave asubham ti na saññā vipallāsaḥ na citta vipallāsaḥ na diṭṭhi vipallāsaḥ 	2	In regard to what is foul, monks, it is not a perversion of perception, it is not a perversion of mind, it is not a perversion of view, to think: ‘This is foul.’
['PA_ps_1.8:2.7']	Ime kho, bhikkhave, cattāro nasaññāvipallāsā nacittavipallāsā nadiṭṭhivipallāsā”ti.	ime kho bhikkhave cattāro na saññā vipallāsā na citta vipallāsā na diṭṭhi vipallāsā ti 	2	These, monks, are the four non-perversions of perception, the four non-perversions of mind, the four non-perversions of view.”
['PA_ps_1.8:3.1']	“Anicce niccasaññino,	anicce nicca saññinaḥ 	3	“In the impermanent they perceive permanence,
['PA_ps_1.8:3.2']	dukkhe ca sukhasaññino;	dukkhe ca sukha saññinaḥ 	3	and in the painful they perceive pleasure;
