segmentnr	original	analyzed	folio	translated
['PA_bu-vb_as1-7:1.0.1']	Theravāda Vinaya	thera vāda vinaya 	1	The Monastic Code of the Elders
['PA_bu-vb_as1-7:1.0.2']	Mahāvibhaṅga	mahāvibhaṅga 	1	The Great Analysis
['PA_bu-vb_as1-7:1.0.3']	Adhikaraṇasamatha	adhikaraṇa sam atha 	1	The settling of legal issues
['PA_bu-vb_as1-7:1.1.1', 'PA_bu-vb_as1-7:1.2.1']	Ime kho panāyasmanto satta adhikaraṇasamathā dhammā uddesaṁ āgacchanti.🔽Uppannuppannānaṁ adhikaraṇānaṁ samathāya vūpasamāya	ime kho pana āyasmanto satta adhikaraṇa samathāḥ dhammāḥ uddesam āgacchanti  uppanna uppannānam adhikaraṇānam samathāya vūpasamāya 	1	Venerables, these seven principles for the settling of legal issues come up in the rehearsal of the Monastic Code.🔽They are for the settling and the ending of legal issues that have arisen.
['PA_bu-vb_as1-7:1.2.2', 'PA_bu-vb_as1-7:2.1.1', 'PA_bu-vb_as1-7:3.1.1']	sammukhāvinayo dātabbo,🔽sativinayo dātabbo,🔽amūḷhavinayo dātabbo,	sammukha avinayaḥ dātabbaḥ  sati vinayaḥ dātabbaḥ  amūḍha vinayaḥ dātabbo 	1	Resolution face-to-face
['PA_bu-vb_as1-7:4.1.1', 'PA_bu-vb_as1-7:5.1.1']	paṭiññāya kāretabbaṁ,🔽yebhuyyasikā,	paṭiññāya kāretabba  yebhuyyasikā 	4	Resolution through recollection🔽Resolution because of past insanity
['PA_bu-vb_as1-7:6.1.1']	tassapāpiyasikā,	tassapāpiyasikā 	6	Acting according to what has been admitted🔽Majority decision🔽Further penalty
['PA_bu-vb_as1-7:7.1.1']	tiṇavatthārakoti.	tiṇavatthārakā uti 	7	Covering over as if with grass
['PA_bu-vb_as1-7:7.2.1']	Uddiṭṭhā kho, āyasmanto, satta adhikaraṇasamathā dhammā.	uddiṭṭhā kho āyasmanto satta adhikaraṇa samathāḥ dhammā 	7	Venerables, these seven principles for the settling of legal issues have been recited.
['PA_bu-vb_as1-7:7.2.2']	Tatthāyasmante pucchāmi—	tat thā ayasmante pucchāmi 	7	I ask the venerables:
['PA_bu-vb_as1-7:7.2.3']	“kaccittha parisuddhā”?	kaccit tha parisuddhā 	7	“Are you pure in this?”
['PA_bu-vb_as1-7:7.2.4']	Dutiyampi pucchāmi—	dutiyam pi pucchāmi 	7	For a second time I ask:
['PA_bu-vb_as1-7:7.2.5']	“kaccittha parisuddhā”?	kaccit tha parisuddhā 	7	“Are you pure in this?”
['PA_bu-vb_as1-7:7.2.6']	Tatiyampi pucchāmi—	tatiyam pi pucchāmi 	7	For a third time I ask:
['PA_bu-vb_as1-7:7.2.7']	“kaccittha parisuddhā”?	kaccit tha parisuddhā 	7	“Are you pure in this?”
['PA_bu-vb_as1-7:7.2.8']	Parisuddhetthāyasmanto, tasmā tuṇhī, evametaṁ dhārayāmīti.	parisuddhā itthā ayasmantaḥ tasmai tuṇhī evam etam dhārayāmi iti 	7	Since there is silence, I will regard the venerables as being pure in this.
