segmentnr	original	analyzed	folio	translated
['PA_vb_18:0.1']	Vibhaṅga	vibhaṅga 	0	The Analysis
['PA_vb_18:0.2']	Dhammahadayavibhaṅga	dhamma hadaya vibhaṅga 	0	The Analysis of the Heart of the Dhamma
['PA_vb_18:1.0']	1. Sabbasaṅgāhikavāra	sabbasaṅgāhikavāra 	1	The Section on the All-Comprehensiveness
['PA_vb_18:1.1']	Kati khandhā, kati āyatanāni, kati dhātuyo, kati saccāni, kati indriyāni, kati hetū, kati āhārā, kati phassā, kati vedanā, kati saññā, kati cetanā, kati cittāni?	kati khandhā kati āyatanāni kati dhātuyaḥ kati saccāni kati indriyāni kati hetū kati āhārā kati phassā kati vedanā kati saññā kati cetanā kati cittāni 	1	How many are the aggregates, how many are the sense-spheres, how many are the elements, how many are the truths, how many are the faculties, how many are the causes, how many are the nutriments, how many are the contacts, how many are the feelings, how many are the perceptions, how many are the volitions, how many are the thoughts?
['PA_vb_18:2.1_0']	Pañcakkhandhā, dvādasāyatanāni, aṭṭhārasa dhātuyo, cattāri saccāni, bāvīsatindriyāni,	pañca kkhandhāḥ dvādasa āyatanāni aṭṭhārasa dhātuyaḥ cattāri saccāni bāvīsati indriyāni 	2	There are five aggregates, twelve sense-spheres, eighteen elements, four truths, twenty-two faculties,
['PA_vb_18:2.1_1']	nava hetū, cattāro āhārā, satta phassā, satta vedanā, satta saññā, satta cetanā, satta cittāni.	nava hetū cattāro āhārā satta phassā satta vedanā satta saññā satta cetanā satta cittāni 	2	nine causes, four nutriments, seven contacts, seven feelings, seven perceptions, seven volitions, seven thoughts.
['PA_vb_18:3.1']	Tattha katame pañcakkhandhā?	tattha katame pañca kkhandhāḥ 	3	Herein, what are the five aggregates?
['PA_vb_18:3.2']	Rūpakkhandho, vedanākkhandho, saññākkhandho, saṅkhārakkhandho, viññāṇakkhandho—	rūpa kkhandhaḥ vedanā kkhandhaḥ saññā kkhandhaḥ saṅkhāra kkhandhaḥ viññāṇa kkhandhaḥ 	3	The form aggregate, the feeling aggregate, the perception aggregate, the volitions aggregate, the consciousness aggregate—
['PA_vb_18:3.3']	ime vuccanti “pañcakkhandhā”.	ime vuccanti pañca kkhandhā 	3	these are said to be “the five aggregates.”
['PA_vb_18:4.1']	Tattha katamāni dvādasāyatanāni?	tattha katamāni dvādaśa āyatanāni 	4	Herein, what are the twelve sense-spheres?
['PA_vb_18:4.2']	Cakkhāyatanaṁ, rūpāyatanaṁ, sotāyatanaṁ, saddāyatanaṁ, ghānāyatanaṁ, gandhāyatanaṁ, jivhāyatanaṁ, rasāyatanaṁ, kāyāyatanaṁ, phoṭṭhabbāyatanaṁ, manāyatanaṁ, dhammāyatanaṁ—	cakkhāyatana rūpāyatana sotāyatana saddāyatana ghānāyatana gandhāyatana jivhāyatana rasāyatana kāyāyatana phoṭṭhabbāyatana manāyatana dhammāyatana 	4	The eye sense-sphere, the visible-form sense-sphere, the ear sense-sphere, the sound sense-sphere, the nose sense-sphere, the smell sense-sphere, the tongue sense-sphere, the taste sense-sphere, the body sense-sphere, the tangible sense-sphere, the mind sense-sphere, the thought sense-sphere—
['PA_vb_18:4.3']	imāni vuccanti “dvādasāyatanāni”.	imāni vuccanti dvādaśa āyatanāni 	4	these are said to be “the twelve sense-spheres”.
['PA_vb_18:5.1']	Tattha katamā aṭṭhārasa dhātuyo?	tattha katamāḥ aṭṭhārasa dhātuyaḥ 	5	Herein, what are the eighteen elements?
['PA_vb_18:5.2_0']	Cakkhudhātu, rūpadhātu, cakkhuviññāṇadhātu, sotadhātu, saddadhātu, sotaviññāṇadhātu,	cakkhu dhātu rūpa dhātu cakkhu viññāṇa dhātu sota dhātu sadda dhātu sota viññāṇa dhātu 	5	The eye element, the visible-form element, the eye-consciousness element, the ear element, the sound element, the ear-consciousness element,
['PA_vb_18:5.2_1']	ghānadhātu, gandhadhātu, ghānaviññāṇadhātu, jivhādhātu, rasadhātu, jivhāviññāṇadhātu,	ghāna dhātu gandha dhātu ghāna viññāṇa dhātu jivhā dhātu rasa dhātu jivhā viññāṇa dhātu 	5	the nose element, the smell element, the nose-consciousness element, the tongue element, the taste element, the tongue-consciousness element,
['PA_vb_18:5.2_2']	kāyadhātu, phoṭṭhabbadhātu, kāyaviññāṇadhātu, manodhātu, dhammadhātu, manoviññāṇadhātu—	kāya dhātu phoṭṭhabba dhātu kāya viññāṇa dhātu manaḥ dhātu dhammadhātu manas viññāṇa dhātu 	5	the body element, the tangible element, the body-consciousness element, the mind element, the thought element, the mind-consciousness element—
['PA_vb_18:5.3']	imā vuccanti “aṭṭhārasa dhātuyo”.	imāḥ vuccanti aṭṭhārasa dhātuyo 	5	these are said to be “the eighteen elements”.
['PA_vb_18:6.1']	Tattha katamāni cattāri saccāni?	tattha katamāni cattāri saccāni 	6	Herein, what are the four noble truths?
['PA_vb_18:6.2']	Dukkhasaccaṁ, samudayasaccaṁ, nirodhasaccaṁ, maggasaccaṁ—	dukkha sacca samudaya sacca nirodha sacca magga sacca 	6	The noble truth of suffering, the noble truth of the arising of suffering, the noble truth of the cessation of suffering, the noble truth of the practice going to the cessation of suffering—
['PA_vb_18:6.3']	imāni vuccanti “cattāri saccāni”.	imāni vuccanti cattāri saccāni 	6	these are said to be “the four noble truths”.
['PA_vb_18:7.1']	Tattha katamāni bāvīsatindriyāni?	tattha katamāni bāvīsat indriyāni 	7	Herein, what are the twenty-two faculties?
['PA_vb_18:7.2_0', 'PA_vb_18:7.2_1', 'PA_vb_18:7.2_2']	Cakkhundriyaṁ, sotindriyaṁ, ghānindriyaṁ, jivhindriyaṁ, kāyindriyaṁ, manindriyaṁ,🔽itthindriyaṁ, purisindriyaṁ, jīvitindriyaṁ, sukhindriyaṁ, dukkhindriyaṁ, somanassindriyaṁ,🔽domanassindriyaṁ, upekkhindriyaṁ, saddhindriyaṁ, vīriyindriyaṁ, satindriyaṁ, samādhindriyaṁ,	cakkhundriya sotindriya ghānindriya jivhindriya kāyindriya manindriya  itthi indriya purisa indriya jīvita indriya sukha indriya dukkha indriya somanassa indriya  domanassa indriya upekkhā indriya vīriya indriya sati indriya samādhi indriya 	7	The faculties of eye, ear, nose, tongue, body, mind,🔽the faculties of femininity, masculinity, life, pleasure, pain, joy,🔽grief, and equanimity, the faculties of faith, energy, mindfulness, concentration,
['PA_vb_18:7.2_3']	paññindriyaṁ, anaññātaññassāmītindriyaṁ, aññindriyaṁ, aññātāvindriyaṁ—	paññā indriya anaññātaññassāmi itindriya aññindriya aññātāvindriya 	7	wisdom, the faculty of ‘I am still in quest of understanding’, the faculty of understanding and the faculty of one who has understood.
['PA_vb_18:7.3']	imāni vuccanti “bāvīsatindriyāni”.	imāni vuccanti bāvīsat indriyāni 	7	These are called the twenty-two faculties.
['PA_vb_18:8.1']	Tattha katame nava hetū?	tattha katame nava hetū 	8	Herein, what are the nine causes?
['PA_vb_18:8.2']	Tayo kusalahetū, tayo akusalahetū, tayo abyākatahetū.	tayoḥ kusala hetū tayoḥ akusala hetū tayoḥ abyākata hetū 	8	Three wholesome causes, three unwholesome causes, three indeterminate causes.
['PA_vb_18:9.1']	Tattha katame tayo kusalahetū?	tattha katame tayo kusala hetū 	9	Herein, what are the three wholesome causes?
['PA_vb_18:9.2']	Alobho kusalahetu, adoso kusalahetu, amoho kusalahetu—	a lobhaḥ kusala hetu a dosaḥ kusala hetu a mohaḥ kusala hetu 	9	Non-greed is a wholesome cause, non-hatred is a wholesome cause, non-delusion is a wholesome cause.
['PA_vb_18:9.3']	ime tayo kusalahetū.	ime tayoḥ kusala hetū 	9	These are the three wholesome causes.
['PA_vb_18:10.1']	Tattha katame tayo akusalahetū?	tattha katame tayaḥ akusala hetū 	10	Herein, what are the three unwholesome causes?
['PA_vb_18:10.2']	Lobho akusalahetu, doso akusalahetu, moho akusalahetu—	lobhaḥ akusala hetu dosaḥ akusala hetu mohaḥ akusala hetu 	10	Greed is an unwholesome cause, hatred is an unwholesome cause, delusion is an unwholesome cause.
