segmentnr	original	analyzed	folio	translated
['PA_sn_37:1.0.1']	Saṁyutta Nikāya 37.1	sayutta nikāya 	1	Linked Discourses 
['PA_sn_37:1.0.2']	1. Paṭhamapeyyālavagga	paṭhama peyyāla vagga 	1	. The First Section with Verses 
['PA_sn_37:1.0.3']	Mātugāmasutta	mātugāmasutta 	1	A Woman 
['PA_sn_37:1.1.1']	“Pañcahi, bhikkhave, aṅgehi samannāgato mātugāmo ekantaamanāpo hoti purisassa.	pañcahi bhikkhave aṅgehi samannāgataḥ mātugāmaḥ ekanta amanāpaḥ hoti purisassa 	1	“Monks, a woman with five qualities is utterly unappealing to a man. 
['PA_sn_37:1.1.2']	Katamehi pañcahi?	katamehi pañcahi 	1	What five? 
['PA_sn_37:1.1.3']	Na ca rūpavā hoti, na ca bhogavā hoti, na ca sīlavā hoti, alaso ca hoti, pajañcassa na labhati—	na ca rūpavā hoti na ca bhogavā hoti na ca sīlavā hoti alasaḥ ca hoti pajañcassa na labhati 	1	She’s not beautiful, not wealthy, not ethical, lazy, and she doesn’t get his approval. 
['PA_sn_37:1.1.4']	imehi kho, bhikkhave, pañcahi aṅgehi samannāgato mātugāmo ekantaamanāpo hoti purisassa.	imehi kho bhikkhave pañcahi aṅgehi samannāgataḥ mātugāmaḥ ekanta amanāpaḥ hoti purisassa 	1	A woman with these five qualities is utterly unappealing to a man. 
['PA_sn_37:1.1.5']	Pañcahi, bhikkhave, aṅgehi samannāgato mātugāmo ekantamanāpo hoti purisassa.	pañcahi bhikkhave aṅgehi samannāgataḥ mātugāmaḥ ekanta manāpaḥ hoti purisassa 	1	A woman with five qualities is utterly appealing to a man. 
['PA_sn_37:1.1.6']	Katamehi pañcahi?	katamehi pañcahi 	1	What five? 
['PA_sn_37:1.1.7']	Rūpavā ca hoti, bhogavā ca hoti, sīlavā ca hoti, dakkho ca hoti analaso, pajañcassa labhati—	rūpavā ca hoti bhogavā ca hoti sīlavā ca hoti dakkho ca hoti analaso pajañcassa labhati 	1	She’s beautiful, wealthy, ethical, skillful, and she gets his approval. 
['PA_sn_37:1.1.8']	imehi kho, bhikkhave, pañcahi aṅgehi samannāgato mātugāmo ekantamanāpo hoti purisassā”ti.	imehi kho bhikkhave pañcahi aṅgehi samannāgataḥ mātugāmaḥ ekanta manāpaḥ hoti purisassa ati 	1	A woman with these five qualities is utterly appealing to a man.” 🔽The first section for recitation is finished. 
['PA_sn_37:1.1.9', 'PA_sn_37:2.0.1', 'PA_sn_37:2.0.2']	Paṭhamaṁ.🔽Saṁyutta Nikāya 37.2🔽1. Paṭhamapeyyālavagga	paṭhama  sayutta nikāya  paṭhama peyyāla vagga 	1	Linked Discourses 
['PA_sn_37:2.0.3']	Purisasutta	purisa sutta 	2	. The First Section with Verses 🔽A Man 
['PA_sn_37:2.1.1']	“Pañcahi, bhikkhave, aṅgehi samannāgato puriso ekantaamanāpo hoti mātugāmassa.	pañcahi bhikkhave aṅgehi samannāgataḥ puriso ekanta amanāpaḥ hoti mātugāmassa 	2	“When a man has five qualities, he’s completely unappealing to women.
['PA_sn_37:2.1.2']	Katamehi pañcahi?	katamehi pañcahi 	2	What five?
['PA_sn_37:2.1.3']	Na ca rūpavā hoti, na ca bhogavā hoti, na ca sīlavā hoti, alaso ca hoti, pajañcassa na labhati—	na ca rūpavā hoti na ca bhogavā hoti na ca sīlavā hoti alasaḥ ca hoti pajañcassa na labhati 	2	He’s not good-looking, not wealthy, not ethical, lazy, and he doesn’t get any support.
['PA_sn_37:2.1.4']	imehi kho, bhikkhave, pañcahi aṅgehi samannāgato puriso ekantaamanāpo hoti mātugāmassa.	imehi kho bhikkhave pañcahi aṅgehi samannāgataḥ purisaḥ ekanta amanāpaḥ hoti mātugāmassa 	2	When a man has these five qualities, he’s completely unappealing to women.
['PA_sn_37:2.1.5']	Pañcahi, bhikkhave, aṅgehi samannāgato puriso ekantamanāpo hoti mātugāmassa.	pañcahi bhikkhave aṅgehi samannāgataḥ puriso ekanta manāpaḥ hoti mātugāmassa 	2	When a man has five qualities, he’s completely appealing to women.
['PA_sn_37:2.1.6']	Katamehi pañcahi?	katamehi pañcahi 	2	What five?
['PA_sn_37:2.1.7']	Rūpavā ca hoti, bhogavā ca hoti, sīlavā ca hoti, dakkho ca hoti analaso, pajañcassa labhati—	rūpavā ca hoti bhogavā ca hoti sīlavā ca hoti dakkho ca hoti analaso pajañcassa labhati 	2	He’s good-looking, wealthy, ethical, skillful, and he gets support.
['PA_sn_37:2.1.8']	imehi kho, bhikkhave, pañcahi aṅgehi samannāgato puriso ekantamanāpo hoti mātugāmassā”ti.	imehi kho bhikkhave pañcahi aṅgehi samannāgataḥ puriso ekanta manāpaḥ hoti mātu gāmassa ati 	2	When a man has these five qualities, he’s completely appealing to women.”
['PA_sn_37:2.1.9', 'PA_sn_37:3.0.1']	Dutiyaṁ.🔽Saṁyutta Nikāya 37.3	dutiya  sayutta nikāya 	2	The second section is finished.
