segmentnr	original	analyzed	folio	translated
['PA_mn_129:0.1']	Majjhima Nikāya 129	majjhima nikāya 	0	Middle Length Discourses 
['PA_mn_129:0.2']	Bālapaṇḍitasutta	    	0	The Wise and the Foolish 
['PA_mn_129:1.1']	Evaṁ me sutaṁ—	evam me suta 	1	Thus have I heard. 
['PA_mn_129:1.2']	ekaṁ samayaṁ bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	ekam samayam bhagavā sāvatthiyam viharati jetavane anāthapiṇḍikassa ārāme 	1	On one occasion the Blessed One was dwelling at Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s Park. 
['PA_mn_129:1.3']	Tatra kho bhagavā bhikkhū āmantesi:	tatra kho bhagavā bhikkhū āmantesi 	1	There the Blessed One addressed the bhikkhus thus: 
['PA_mn_129:1.4']	“bhikkhavo”ti.	bhikkhavaḥ ti 	1	“Bhikkhus!” 
['PA_mn_129:1.5']	“Bhadante”ti te bhikkhū bhagavato paccassosuṁ.	bhadanta iti te bhikkhū bhagavataḥ 	1	“Venerable sir!” those bhikkhus replied. 
['PA_mn_129:1.6']	Bhagavā etadavoca:	bhagavān etat avoca 	1	The Blessed One said this: 
['PA_mn_129:2.1']	“Tīṇimāni, bhikkhave, bālassa bālalakkhaṇāni bālanimittāni bālāpadānāni.	tīṇi imāni bhikkhave bālassa bāla lakkhaṇāni bāla nimittāni bāla apadānāni 	2	“Bhikkhus, there are these three characteristics of a fool, signs of a fool, attributes of a fool. 
['PA_mn_129:2.2']	Katamāni tīṇi?	katamāni tīṇi 	2	What three? 
['PA_mn_129:2.3']	Idha, bhikkhave, bālo duccintitacintī ca hoti dubbhāsitabhāsī ca dukkaṭakammakārī ca.	idha bhikkhave bālaḥ duccintita cintī ca hoti dubbhāsita bhāsī ca dukkaṭa kamma kārī ca 	2	Here, bhikkhus, a fool thinks evil thoughts, speaks evil words, and does evil deeds. 
['PA_mn_129:2.4']	No cetaṁ, bhikkhave, bālo duccintitacintī ca abhavissa dubbhāsitabhāsī ca dukkaṭakammakārī ca kena naṁ paṇḍitā jāneyyuṁ:	no ceta bhikkhave bālaḥ duccintita cintī ca abhavissa dubbhāsita bhāsī ca dukkaṭa kamma kārī ca kena nam paṇḍitāḥ jāneyyu 	2	If a fool did not think evil thoughts, speak evil words, and do evil deeds, how could the wise know him thus: 
['PA_mn_129:2.5']	‘bālo ayaṁ bhavaṁ asappuriso’ti?	bālaḥ ayam bhavam a sappurisaḥ iti 	2	‘This fellow is a fool, an evil-doer’? 
['PA_mn_129:2.6']	Yasmā ca kho, bhikkhave, bālo duccintitacintī ca hoti dubbhāsitabhāsī ca dukkaṭakammakārī ca tasmā naṁ paṇḍitā jānanti:	yasmai ca kho bhikkhave bālaḥ duccintita cintī ca hoti dubbhāsita bhāsī ca dukkaṭa kamma kārī ca tasmai nam paṇḍitāḥ jānanti 	2	But because a fool thinks evil thoughts, speaks evil words, and does evil deeds, the wise know him thus: 🔽“
['PA_mn_129:2.7']	‘bālo ayaṁ bhavaṁ asappuriso’ti.	bālaḥ ayam bhavam a sappurisaḥ iti 	2	‘This person is a fool, a bad person.’
['PA_mn_129:3.1']	Sa kho so, bhikkhave, bālo tividhaṁ diṭṭheva dhamme dukkhaṁ domanassaṁ paṭisaṁvedeti.	sa kho saḥ bhikkhave bālaḥ tividham diṭṭhe iva dhamme dukkham domanassam paṭisavedeti 	3	A fool experiences three kinds of pain and mental anguish in this very life.
