segmentnr	original	analyzed	folio	translated
['PA_bu-vb_pc65:0.1']	Theravāda Vinaya	thera vāda vinaya 	0	The Pāṭimokkha of the Theravāda Vinaya
['PA_bu-vb_pc65:0.2', 'PA_bu-vb_pc65:0.3', 'PA_bu-vb_pc65:0.4']	Mahāvibhaṅga🔽Pācittiyakaṇḍa🔽Sappāṇakavagga	mahāvibhaṅga  pācittiyakaṇḍa  sappāṇaka vagga 	0	The Great Analysis🔽The Chapter on Offences of Wrong Conduct
['PA_bu-vb_pc65:0.5']	65. Ūnavīsativassasikkhāpada	ūnavīsati vassa sikkhāpada 	0	The sub-chapter on living beings🔽The training rule on less than twenty years
['PA_bu-vb_pc65:1.1']	Tena samayena buddho bhagavā rājagahe viharati veḷuvane kalandakanivāpe.	tena samayena buddhaḥ bhagavā rājagahe viharati veḷuvane kalandakanivāpe 	1	At one time the Buddha was staying at Rājagaha in the Bamboo Grove, the squirrel sanctuary.
['PA_bu-vb_pc65:1.2']	Tena kho pana samayena rājagahe sattarasavaggiyā dārakā sahāyakā honti.	tena khalu pana samayena rājagahe satta rasa vaggiyāḥ dārakāḥ sahāyakāḥ honti 	1	At that time in Rājagaha there were seventeen boys who were friends.
['PA_bu-vb_pc65:1.3']	Upālidārako tesaṁ pāmokkho hoti.	upāli dārako tesam pāmokkhaḥ hoti 	1	Upāli was the chief of them.
['PA_bu-vb_pc65:1.4']	Atha kho upālissa mātāpitūnaṁ etadahosi—	atha kho upālissa mātā pitūnam etat ahosi 	1	Then Upāli’s parents thought,
['PA_bu-vb_pc65:1.5']	“kena nu kho upāyena upāli amhākaṁ accayena sukhañca jīveyya na ca kilameyyā”ti?	kena nu khalu upāyena upāli amhākam accayena sukham ca jīveyya na ca kilameyya ati 	1	“By what means can Upāli live happily after we’re gone, without working?”
['PA_bu-vb_pc65:1.6']	Atha kho upālissa mātāpitūnaṁ etadahosi—	atha kho upālissa mātā pitūnam etat ahosi 	1	Then they thought,
['PA_bu-vb_pc65:1.7']	“sace kho upāli lekhaṁ sikkheyya, evaṁ kho upāli amhākaṁ accayena sukhañca jīveyya, na ca kilameyyā”ti.	sace kho upāli lekham sikkheyya evam kho upāli amhākam accayena sukham ca jīveyya na ca kilameyya ati 	1	“If Upāli learns writing, he’ll be able to live happily after we’re gone, without working.”
['PA_bu-vb_pc65:1.8']	Atha kho upālissa mātāpitūnaṁ etadahosi—	atha kho upālissa mātā pitūnam etat ahosi 	1	Then they thought,
['PA_bu-vb_pc65:1.9']	“sace kho upāli lekhaṁ sikkhissati, aṅguliyo dukkhā bhavissanti.	sace kho upāli lekham sikkhissati aṅguliyaḥ dukkhāḥ bhavissanti 	1	“If Upāli learns writing, his fingers will hurt.
['PA_bu-vb_pc65:1.10']	Sace kho upāli gaṇanaṁ sikkheyya, evaṁ kho upāli amhākaṁ accayena sukhañca jīveyya na ca kilameyyā”ti.	sace kho upāli gaṇanam sikkheyya evam kho upāli amhākam accayena sukham ca jīveyya na ca kilameyya ati 	1	If he were to learn to count, he could live comfortably and not have to work hard.”
['PA_bu-vb_pc65:1.11']	Atha kho upālissa mātāpitūnaṁ etadahosi—	atha kho upālissa mātā pitūnam etat ahosi 	1	Then his parents thought,
['PA_bu-vb_pc65:1.12']	“sace kho upāli gaṇanaṁ sikkhissati, urassa dukkho bhavissati.	sace kho upāli gaṇanam sikkhissati urassa dukkhaḥ bhavissati 	1	“If he learns to count, he’ll have chest pains.
['PA_bu-vb_pc65:1.13']	Sace kho upāli rūpaṁ sikkheyya, evaṁ kho upāli amhākaṁ accayena sukhañca jīveyya na ca kilameyyā”ti.	sace kho upāli rūpam sikkheyya evam kho upāli amhākam accayena sukham ca jīveyya na ca kilameyya ati 	1	If he were to learn to read, he could live comfortably and not have to work hard.”
['PA_bu-vb_pc65:1.14']	Atha kho upālissa mātāpitūnaṁ etadahosi—	atha kho upālissa mātā pitūnam etat ahosi 	1	Then his parents thought,
['PA_bu-vb_pc65:1.15']	“sace kho upāli rūpaṁ sikkhissati, akkhīni dukkhā bhavissanti.	sace kho upāli rūpam sikkhissati akkhīni dukkhā bhavissanti 	1	“If he learns to read, his eyes will hurt.
['PA_bu-vb_pc65:1.16']	Ime kho samaṇā sakyaputtiyā sukhasīlā sukhasamācārā subhojanāni bhuñjitvā nivātesu sayanesu sayanti.	ime kho samaṇā sakya puttiyā sukha sīlā sukha samācārā su bhojanāni bhuñjitvā nivātesu sayanesu sayanti 	1	These Sakyan monastics have a pleasant spiritual life. They eat good food and sleep in beds sheltered from the wind.
['PA_bu-vb_pc65:1.17']	Sace kho upāli samaṇesu sakyaputtiyesu pabbajeyya, evaṁ kho upāli amhākaṁ accayena sukhañca jīveyya, na ca kilameyyā”ti.	sace kho upāli samaṇesu sakyaputtiyesu pabbajeyya evam kho upāli amhākam accayena sukham ca jīveyya na ca kilameyya ati 	1	If he were to go forth with the Sakyan monastics, he could live comfortably and not have to work hard.”
['PA_bu-vb_pc65:1.18']	Assosi kho upālidārako mātāpitūnaṁ imaṁ kathāsallāpaṁ.	assosi kho upāli dārakaḥ mātā pitūnam imam kathā sallāpa 	1	Upāli overheard this conversation between his parents.
['PA_bu-vb_pc65:1.19']	Atha kho upālidārako yena te dārakā tenupasaṅkami; upasaṅkamitvā te dārake etadavoca—	atha khalu upāli dārakaḥ yena te dārakā tena upasaṅkami upasaṅkamitvā te dārake etat avoca 	1	Upāli went to the other boys and said,
