segmentnr	original	analyzed	translated
['PA_patthana_16.27:0.1']	Paṭṭhānapakaraṇa	paṭṭhāna pakaraṇa 	The Paṭṭhāna Treatise
['PA_patthana_16.27:0.2']	Dhammānulomapaccanīya (3), Tikadukapaṭṭhānapāḷi (4)	dhamma anuloma paccanīya tika duka paṭṭhāna pāḷi 	The forward and reverse order of conditionality, the triplets, the dyads, and the Paṭṭhāna text
['PA_patthana_16.27:0.3']	16.27. Vipākattika, Hetuduka	vipākattika hetuduka 	Resultant, cause dyad🔽With resultant as condition, a non-resultant, non-cause dhammā arise, by root cause condition. With resultant
['PA_patthana_16.27:1.1_0', 'PA_patthana_16.27:1.1_1', 'PA_patthana_16.27:1.1_2']	Vipākaṁ hetuṁ dhammaṁ paṭicca navipāko nahetu dhammo uppajjati hetupaccayā. Vipākaṁ🔽hetuṁ dhammaṁ paṭicca navipākadhammadhammo nahetu dhammo uppajjati hetupaccayā. Vipākaṁ🔽hetuṁ dhammaṁ paṭicca nanevavipākanavipākadhammadhammo nahetu dhammo uppajjati hetupaccayā.	vipākam hetum dhammam paṭicca na vipākaḥ na hetu dhammo uppajjati hetu paccayā vipāka  hetum dhammam paṭicca na vipāka dhamma dhammaḥ na hetu dhammaḥ uppajjati hetu paccayā vipāka  hetum dhammam paṭicca na neva vipāka na vipāka dhamma dhammaḥ na hetu dhammaḥ uppajjati hetu paccayā 	as condition, a non-resultant, non-resultant dhammā arise, by root cause condition. With resultant🔽as condition, a non-resultant, non-resultant dhammā arise, by root cause condition.🔽With resultant as condition, a non-resultant, non-resultant dhammā arise, by root cause condition. With resultant as condition, a non-resultant, non-resultant dhammā arise, by root cause condition. With resultant as condition, a non-resultant, non-resultant dhammā arise, by root cause condition.🔽With resultant as condition, a non-resultant, non-resultant dhammā arise, by root cause condition. With resultant as condition, a non-resultant, non-resultant dhammā arise, by root cause condition. With resultant as condition, a non-resultant, non-resultant dhammā arise, by root cause condition.
['PA_patthana_16.27:1.1_3']	Vipākaṁ hetuṁ dhammaṁ paṭicca navipākadhammadhammo nahetu ca nanevavipākanavipākadhammadhammo	vipākam hetum dhammam paṭicca na vipāka dhamma dhammaḥ na hetu ca na neva vipāka na vipāka dhamma dhammaḥ 	With resultant as condition, a non-resultant, non-resultant dhammā arise, by root cause condition. With resultant as condition, a non-resultant, non-resultant dhammā arise, by root cause condition. With resultant as condition, a non-resultant, non-resultant dhammā arise, by root cause condition.
['PA_patthana_16.27:1.1_4', 'PA_patthana_16.27:1.1_5']	nahetu ca dhammā uppajjanti hetupaccayā. Vipākaṁ hetuṁ dhammaṁ paṭicca navipāko nahetu🔽ca navipākadhammadhammo nahetu ca dhammā uppajjanti hetupaccayā … pañca.	na hetu ca dhammā uppajjanti hetu paccayā vipākam hetum dhammam paṭicca na vipākaḥ na hetu  ca na vipāka dhamma dhammaḥ na hetu ca dhammā uppajjanti hetu paccayā pañca 	With resultant as condition, a non-resultant, non-resultant dhammā arise, by root cause condition. With resultant as condition, a non-resultant, non-resultant dhammā arise, by root cause condition. With resultant as condition, a non-resultant, non-resultant dhammā arise, by root cause condition.
['PA_patthana_16.27:2.1_0']	Vipākadhammadhammaṁ hetuṁ dhammaṁ paṭicca navipākadhammadhammo nahetu dhammo uppajjati	vipāka dhamma dhammam hetum dhammam paṭicca na vipāka dhamma dhammaḥ na hetu dhammo uppajjati 	With resultant as condition, a non-resultant, non-resultant dhammā arise, by root cause condition. With resultant as condition, a non-resultant, non-resultant dhammā arise, by root cause condition. With resultant as condition, a non-resultant, non-resultant dhammā arise, by root cause condition.🔽With resultant as condition, a non-resultant, non-resultant
['PA_patthana_16.27:2.1_1']	hetupaccayā. Vipākadhammadhammaṁ hetuṁ dhammaṁ paṭicca navipāko nahetu dhammo uppajjati	hetu paccayā vipāka dhamma dhammam hetum dhammam paṭicca na vipākaḥ na hetu dhammo uppajjati 	Dependent on a causally conditioned phenomenon that is an outcome of past deeds, a causally conditioned phenomenon that is not an outcome of past deeds and that is not a cause arises.🔽Dependent on a causally conditioned phenomenon that is an outcome of past deeds, a causally conditioned phenomenon that is not an outcome of past deeds and that is not a cause arises.
['PA_patthana_16.27:2.1_2', 'PA_patthana_16.27:2.1_3']	hetupaccayā. Vipākadhammadhammaṁ hetuṁ dhammaṁ paṭicca nanevavipākanavipākadhammadhammo🔽nahetu dhammo uppajjati hetupaccayā. Vipākadhammadhammaṁ hetuṁ dhammaṁ paṭicca navipāko	hetu paccayā vipāka dhamma dhammam hetum dhammam paṭicca na neva vipāka na vipāka dhamma dhammaḥ  na hetu dhammaḥ uppajjati hetu paccayā vipāka dhamma dhammam hetum dhammam paṭicca na vipākaḥ 	Dependent on a causally conditioned phenomenon that is an outcome of past deeds, a causally conditioned phenomenon that is not an outcome of past deeds and that is not a cause arises.
['PA_patthana_16.27:2.1_4', 'PA_patthana_16.27:2.1_5', 'PA_patthana_16.27:2.1_6']	nahetu ca nanevavipākanavipākadhammadhammo nahetu ca dhammā uppajjanti hetupaccayā.🔽Vipākadhammadhammaṁ hetuṁ dhammaṁ paṭicca navipāko nahetu ca navipākadhammadhammo🔽nahetu ca dhammā uppajjanti hetupaccayā … pañca.	na hetu ca na neva vipāka na vipāka dhamma dhammaḥ na hetu ca dhammāḥ uppajjanti hetu paccayā  vipāka dhamma dhammam hetum dhammam paṭicca na vipākaḥ na hetu ca na vipāka dhamma dhammaḥ  na hetu ca dhammā uppajjanti hetu paccayā pañca 	Dependent on a causally conditioned phenomenon that is an outcome of past deeds, a causally conditioned phenomenon that is not an outcome of past deeds and that is not a cause arises.🔽Dependent on a causally conditioned phenomenon that is an outcome of past deeds, a causally conditioned phenomenon that is not an outcome of past deeds and that is not a cause arises.
['PA_patthana_16.27:3.1_0']	Nevavipākanavipākadhammadhammaṁ hetuṁ dhammaṁ paṭicca navipāko nahetu dhammo uppajjati	neva vipāka na vipāka dhamma dhammam hetum dhammam paṭicca na vipākaḥ na hetu dhammo uppajjati 	Dependent on a causally conditioned phenomenon that is not an outcome of past deeds and that is not a cause, a causally conditioned phenomenon that is not an outcome of past deeds and that is not a cause arises.🔽Dependent on a causally conditioned phenomenon that is not an outcome of past deeds and that is not a cause, a causally conditioned phenomenon that is an outcome of past deeds and that is not a cause arises.
['PA_patthana_16.27:3.1_1']	hetupaccayā. Nevavipākanavipākadhammadhammaṁ hetuṁ dhammaṁ paṭicca navipākadhammadhammo	hetu paccayā neva vipāka na vipāka dhamma dhammam hetum dhammam paṭicca na vipāka dhamma dhammaḥ 	Dependent on a causally conditioned phenomenon that is not an outcome of past deeds and that is not a cause, a causally conditioned phenomenon that is an outcome of past deeds and that is not a cause arises.🔽Dependent on a causally conditioned phenomenon that is not an outcome of past deeds and that is not a cause, a causally conditioned phenomenon that is an outcome of past deeds and that is not a cause arises.
