segmentnr	original	analyzed	folio	translated
['PA_bu-vb_np7:0.1']	Theravāda Vinaya	thera vāda vinaya 	0	The Pāṭimokkha of the Theravāda tradition
['PA_bu-vb_np7:0.2', 'PA_bu-vb_np7:0.3', 'PA_bu-vb_np7:0.4']	Mahāvibhaṅga🔽Nissaggiyakaṇḍa🔽Cīvaravagga	mahāvibhaṅga  nissaggiya kaṇḍa  cīvara vagga 	0	The Great Analysis🔽The chapter on relinquishment
['PA_bu-vb_np7:0.5']	7. Tatuttarisikkhāpada	tatuttari sikkhāpada 	0	The sub-chapter on robes🔽1. The training rule on more than that
['PA_bu-vb_np7:1.1']	Tena samayena buddho bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	tena samayena buddhaḥ bhagavā sāvatthiyam viharati jetavane anāthapiṇḍikassa ārāme 	1	At one time when the Buddha was staying at Sāvatthī in Anāthapiṇḍika’s Monastery,
['PA_bu-vb_np7:1.2', 'PA_bu-vb_np7:1.3']	Tena kho pana samayena chabbaggiyā bhikkhū acchinnacīvarake bhikkhū upasaṅkamitvā evaṁ vadanti—🔽“bhagavatā, āvuso, anuññātaṁ—	tena kho pana samayena chabbaggiyāḥ bhikkhū acchinna cīvarake bhikkhū upasaṅkamitvā evam vadanti  bhagavatā āvuso anuññāta 	1	the monks from the group of six went to monks whose robes had been stolen and said,
['PA_bu-vb_np7:1.4']	‘acchinnacīvarassa vā naṭṭhacīvarassa vā aññātakaṁ gahapatiṁ vā gahapatāniṁ vā cīvaraṁ viññāpetuṁ’;	acchinna cīvarassa vā naṭṭha cīvarassa vā aññātakam gahapatim vā gahapatānim vā cīvaram viññāpetu 	1	“The Buddha has laid down a rule that if your robes have been stolen, you may ask an unrelated male or female householder for a robe.
['PA_bu-vb_np7:1.5']	viññāpetha, āvuso, cīvaran”ti.	viññāpetha āvuso cīvaranti 	1	Ask them for a robe.”
['PA_bu-vb_np7:1.6', 'PA_bu-vb_np7:1.7']	“Alaṁ, āvuso, laddhaṁ amhehi cīvaran”ti.🔽“Mayaṁ āyasmantānaṁ viññāpemā”ti.	ala āvuso laddham amhehi cīvaranti  mayam āyasmantānam viññāpema ati 	1	“We’ve already got a robe.”🔽“We’ll ask for you.”
['PA_bu-vb_np7:1.8']	“Viññāpetha, āvuso”ti.	viññāpetha āvuso ti 	1	“Then ask.”
['PA_bu-vb_np7:1.9']	Atha kho chabbaggiyā bhikkhū gahapatike upasaṅkamitvā etadavocuṁ—	atha kho chabbaggiyāḥ bhikkhū gahapatike upasaṅkamitvā etat avocu 	1	The monks from the group of six then went to householders and said,
['PA_bu-vb_np7:1.10']	“acchinnacīvarakā, āvuso, bhikkhū āgatā.	acchinna cīvarakāḥ āvuso bhikkhū āgatāḥ 	1	“Monks whose robes have been stolen have arrived.
['PA_bu-vb_np7:1.11']	Detha nesaṁ cīvarānī”ti,	cīvarāni iti 	1	Please give them robes.”
['PA_bu-vb_np7:1.12']	bahuṁ cīvaraṁ viññāpesuṁ.	bahum cīvaram viññāpesu 	1	And they asked for many robes.
['PA_bu-vb_np7:1.13']	Tena kho pana samayena aññataro puriso sabhāyaṁ nisinno aññataraṁ purisaṁ etadavoca—	tena kho pana samayena aññataraḥ puriso sabhāyam nisinnaḥ aññataram purisam etat avoca 	1	On one occasion a man said to another man who was sitting in the public meeting hall,
['PA_bu-vb_np7:1.14']	“acchinnacīvarakā ayyo bhikkhū āgatā.	acchinna cīvarakāḥ ayyaḥ bhikkhū āgatā 	1	At one time a man was sitting in the public meeting hall when another man said to him, “Venerable, the monks have arrived without robes.
['PA_bu-vb_np7:1.15', 'PA_bu-vb_np7:1.16']	Tesaṁ mayā cīvaraṁ dinnan”ti.🔽Sopi evamāha—“mayāpi dinnan”ti.	tesam mayā cīvaram dinnanti  saḥ upi 	1	I gave them robe-cloth.”🔽The other man said, “I did too.”
['PA_bu-vb_np7:1.17']	Aparopi evamāha—“mayāpi dinnan”ti.	aparā api evam āhamayā api 	1	Another man said, “I did too.”
['PA_bu-vb_np7:1.18']	Te ujjhāyanti khiyyanti vipācenti—	te ujjhāyanti khiyyanti vipācenti 	1	They then complained and criticized those monks,
['PA_bu-vb_np7:1.19']	“kathañhi nāma samaṇā sakyaputtiyā na mattaṁ jānitvā bahuṁ cīvaraṁ viññāpessanti,	katham hi nāma samaṇā sakyaputtiyāḥ na mattam jānitvā bahum cīvaram viññāpessanti 	1	“How can the Sakyan monastics ask for many robes without moderation?
['PA_bu-vb_np7:1.20']	dussavāṇijjaṁ vā samaṇā sakyaputtiyā karissanti, paggāhikasālaṁ vā pasāressantī”ti.	dussa vāṇijjam vā samaṇā sakya puttiyā karissanti paggāhika sālam vā pasāressanti iti 	1	Are the Sakyan monastics going to trade in cloth or set up a shop?”
['PA_bu-vb_np7:1.21']	Assosuṁ kho bhikkhū tesaṁ manussānaṁ ujjhāyantānaṁ khiyyantānaṁ vipācentānaṁ.	assosum kho bhikkhū tesam manussānam ujjhāyantānam khiyyantānam vipācentāna 	1	The monks heard the complaints of those people,
['PA_bu-vb_np7:1.22']	Ye te bhikkhū appicchā …pe… te ujjhāyanti khiyyanti vipācenti—	ye te bhikkhū appicchā pe te ujjhāyanti khiyyanti vipācenti 	1	and the monks of few desires … criticized those monks,
['PA_bu-vb_np7:1.23']	“kathañhi nāma chabbaggiyā bhikkhū na mattaṁ jānitvā bahuṁ cīvaraṁ viññāpessantī”ti.	katham hi nāma chabbaggiyāḥ bhikkhū na mattam jānitvā bahum cīvaram viññāpessanti iti 	1	“How can the monks from the group of six ask for many robes without moderation?”
['PA_bu-vb_np7:1.24']	Atha kho te bhikkhū chabbaggiye bhikkhū anekapariyāyena vigarahitvā bhagavato etamatthaṁ ārocesuṁ …pe…	atha kho te bhikkhū chabbaggiye bhikkhū aneka pariyāyena vigarahitvā bhagavato etam attham ārocesuṃ pe 	1	The monks rebuked the monks from the group of six, “How can you ask for many robes without knowing moderation?” They told the Buddha. Soon afterwards he had the Sangha gathered and addressed the monks:
