segmentnr	original	analyzed	folio	translated
['PA_tha-ap_406:0.1']	Therāpadāna	theḥ apadāna 	0	Elder’s Birth Stories
['PA_tha-ap_406:0.2']	Metteyyavagga	metteyya vagga 	0	The Chapter with Metteyya
['PA_tha-ap_406:0.3']	4. Dhotakattheraapadāna	dhota kattheḥ a padāna 	0	The Elder Dhotaka’s Birth Story
['PA_tha-ap_406:1.1']	“Gaṅgā bhāgīrathī nāma,	gaṅgā bhāgīrathī nāma 	1	The Ganges River is called the Bhāgīrathī,
['PA_tha-ap_406:1.2']	himavantā pabhāvitā;	himavantā pabhāvitā 	1	it flows from the Himalayas;
['PA_tha-ap_406:1.3']	Haṁsavatiyā dvārena,	hasavatiyā dvārena 	1	Through the gate of Haṁsavatī,
['PA_tha-ap_406:1.4']	anusandati tāvade.	anusandati tāvade 	1	it flows on.
['PA_tha-ap_406:2.1']	Sobhito nāma ārāmo,	sobhitaḥ nāma ārāmaḥ 	2	The monastery called Sobhita,
['PA_tha-ap_406:2.2']	gaṅgākūle sumāpito;	gaṅgā kūle 	2	was well-built on the bank of the Ganges;
['PA_tha-ap_406:2.3']	Tattha padumuttaro buddho,	tattha padumuttaraḥ buddho 	2	There the Buddha Padumuttara,
['PA_tha-ap_406:2.4']	vasate lokanāyako.	vasate loka nāyako 	2	the leader of the world, stayed.
['PA_tha-ap_406:3.1']	Tidasehi yathā indo,	tidasehi yathā indo 	3	Like the moon surrounded by the stars,
['PA_tha-ap_406:3.2']	manujehi purakkhato;	manujehi purakkhataḥ 	3	he was honored by humans;
['PA_tha-ap_406:3.3']	Nisīdi tattha bhagavā,	nisīdi tattha bhagavā 	3	The Fortunate One sat there,
['PA_tha-ap_406:3.4']	asambhītova kesarī.	kesarī 	3	like a fearless lion.
['PA_tha-ap_406:4.1']	Nagare haṁsavatiyā,	nagare 	4	In the city of Haṁsavatī,
['PA_tha-ap_406:4.2']	vasāmi brāhmaṇo ahaṁ;	vasāmi brāhmaṇaḥ aha 	4	I was a brahmin;
['PA_tha-ap_406:4.3']	Chaḷaṅgo nāma nāmena,	chaḷaṅgaḥ nāma nāmena 	4	My name was Chaḷaṅga,
['PA_tha-ap_406:4.4']	evaṁnāmo mahāmuni.	eva nāmaḥ mahā muni 	4	that was the name of the great sage.
['PA_tha-ap_406:5.1']	Aṭṭhārasa sissasatā,	aṭṭhārasa sissa satā 	5	Eighteen hundred disciples,
['PA_tha-ap_406:5.2']	parivārenti maṁ tadā;	parivārenti mam tadā 	5	surrounded me at that time;
['PA_tha-ap_406:5.3']	Tehi sissehi samito,	tehi sissehi samitaḥ 	5	Together with those disciples,
['PA_tha-ap_406:5.4']	gaṅgātīraṁ upāgamiṁ.	gaṅgā tīram upāgami 	5	I went to the bank of the Ganges.
['PA_tha-ap_406:6.1', 'PA_tha-ap_406:6.2']	Tatthaddasāsiṁ samaṇe,🔽nikkuhe dhotapāpake;	samaṇe  nikkuhe dhota pāpake 	6	There I saw the ascetics,🔽who had removed deceit and washed away evil;
['PA_tha-ap_406:6.3']	Bhāgīrathiṁ tarantehaṁ,	bhāgīrathim taranta iha 	6	As they were crossing the Bhāgīrathī,
['PA_tha-ap_406:6.4', 'PA_tha-ap_406:7.1', 'PA_tha-ap_406:7.2']	evaṁ cintesi tāvade.🔽‘Sāyaṁ pātaṁ tarantāme,🔽buddhaputtā mahāyasā;	evam cintesi tāvade  sāyam pātam tarantāme  buddha puttāḥ mahā ayasā 	6	I thought this at that time:🔽‘These Buddha-sons of great splendor,🔽who are crossing in the morning and evening,
['PA_tha-ap_406:7.3']	Vihesayanti attānaṁ,	vihesayanti attāna 	7	are harming themselves,
['PA_tha-ap_406:7.4', 'PA_tha-ap_406:8.1']	tesaṁ attā vihaññati.🔽Sadevakassa lokassa,	tesam attā vihaññati  sa devakassa lokassa 	7	their self is harmed.🔽The Buddha is said to be the foremost
