segmentnr	original	analyzed	translated
['PA_patthana_12.7:0.1']	Paṭṭhānapakaraṇa	paṭṭhāna pakaraṇa 	The Paṭṭhāna Treatise
['PA_patthana_12.7:0.2']	Dhammapaccanīya (2), Dukadukapaṭṭhānapāḷi (6)	dhamma paccanīya 	The Dhamma Section in Pairs, the Discourse on the Pairs in Order and in Reverse Order
['PA_patthana_12.7:0.3', 'PA_patthana_12.7:1.1_0', 'PA_patthana_12.7:1.1_1', 'PA_patthana_12.7:1.1_2', 'PA_patthana_12.7:1.1_3', 'PA_patthana_12.7:2.1_0', 'PA_patthana_12.7:2.1_1']	12.7. Sahetukadukādi, Hetuduka🔽Nasahetukaṁ nahetuṁ dhammaṁ paṭicca nasahetuko nahetu dhammo uppajjati hetupaccayā.🔽Nasahetukaṁ nahetuṁ dhammaṁ paṭicca naahetuko nahetu dhammo uppajjati hetupaccayā.🔽Nasahetukaṁ nahetuṁ dhammaṁ paṭicca nasahetuko nahetu ca naahetuko nahetu ca dhammā🔽uppajjanti hetupaccayā.🔽Naahetukaṁ nahetuṁ dhammaṁ paṭicca naahetuko nahetu dhammo uppajjati hetupaccayā.🔽Naahetukaṁ nahetuṁ dhammaṁ paṭicca nasahetuko nahetu dhammo uppajjati hetupaccayā.	sa hetuka duka ādi  na sa hetukam na hetum dhammam paṭicca na sa hetukaḥ na hetu dhammo uppajjati hetu paccayā  na sahetukam na hetum dhammam paṭicca na ahetukaḥ na hetu dhammo uppajjati hetu paccayā  na sa hetukam na hetum dhammam paṭicca na sa hetukaḥ na hetu ca na ahetukaḥ na hetu ca dhammā  uppajjanti hetu paccayā  na ahetukam na hetum dhammam paṭicca na ahetukaḥ na hetu dhammo uppajjati hetu paccayā  na ahetukam na hetum dhammam paṭicca na sa hetukaḥ na hetu dhammo uppajjati hetu paccayā 	The Section on the Pairs with Causes, the Discourse on Causes
['PA_patthana_12.7:2.1_2', 'PA_patthana_12.7:2.1_3']	Naahetukaṁ nahetuṁ dhammaṁ paṭicca nasahetuko nahetu ca naahetuko nahetu ca dhammā🔽uppajjanti hetupaccayā.	na ahetukam na hetum dhammam paṭicca na sahetukaḥ na hetu ca na ahetukaḥ na hetu ca dhammā 🔽uppajjanti hetu paccayā 	With causes that are not related to wholesome states, with causes that are not related to unwholesome states, with causes that are not related to indeterminate states, with causes that are not related to wholesome and unwholesome states, with causes that are not related to wholesome and indeterminate states, with causes that are not related to unwholesome and indeterminate states, with causes that are not related to wholesome, unwholesome and indeterminate states, with causes that are not related to wholesome and unwholesome and indeterminate states, with causes that are not related to wholesome and unwholesome and indeterminate states, with causes that are not related to wholesome and unwholesome and indeterminate states, with causes that are not related to wholesome and unwholesome and indeterminate states, with causes that are not related to wholesome and unwholesome and indeterminate states, with causes that are not related to wholesome and unwholesome and indeterminate states, with causes that are not related to wholesome and unwholesome and indeterminate states, with causes that are not related to wholesome and unwholesome and indeterminate states, with causes that are not related to wholesome and unwholesome and indeterminate states, with causes that are not related to wholesome and unwholesome and indeterminate states, with causes that are not related to wholesome and unwholesome and indeterminate states, with causes that are not related to wholesome and unwholesome and indeterminate states, with causes that are not related to wholesome and unwholesome and indeterminate states, with causes that are not related to wholesome and unwholesome and indeterminate states, with causes that are not related to wholesome and unwholesome and indeterminate states, with causes that are not related to wholesome and unwholesome and indeterminate states, with causes that are not related to wholesome and unwholesome and indeterminate states, with causes that are not related to wholesome and unwholesome and indeterminate states, with causes that are not related to wholesome and unwholesome and indeterminate states, with causes that are not related to wholesome and unwholesome and indeterminate states, with causes that are not related to wholesome and unwholesome and indeterminate states, with causes that are not related to wholesome and unwholesome and indeterminate states, with causes that are not related to wholesome and unwholesome and indeterminate states, with causes that are not related to wholesome and unwholesome and indeterminate states, with causes that are not related to wholesome and unwholesome and indeterminate states, with causes that are not related to wholesome and unwholesome and indeterminate
['PA_patthana_12.7:3.1_0', 'PA_patthana_12.7:3.1_1']	Nasahetukaṁ nahetuñca naahetukaṁ nahetuñca dhammaṁ paṭicca nasahetuko nahetu dhammo🔽uppajjati hetupaccayā. Nasahetukaṁ nahetuñca naahetukaṁ nahetuñca dhammaṁ paṭicca	na sahetukam na hetum ca na ahetukam na hetuñca dhammam paṭicca na sahetukaḥ na hetu dhammaḥ  uppajjati hetu paccayā na sahetukam na hetuñca na ahetukam na hetuñca dhammam paṭicca 	With an object that is not a root and is not a root cause, there is …🔽With an object that is not a root and is not a root cause, there is …🔽With an object that is not a root and is not a root cause, there is …🔽With an object that is not a root and is not a root cause, there is …
['PA_patthana_12.7:3.1_2']	naahetuko nahetu dhammo uppajjati hetupaccayā. Nasahetukaṁ nahetuñca naahetukaṁ nahetuñca	na ahetukaḥ na hetu dhammaḥ uppajjati hetu paccayā na sahetukam na hetuñca na ahetukam na hetuñca 	With an object that is not a root and is not a root cause, there is …🔽With an object that is not a root and is not a root cause, there is …🔽With an object that is not a root and is not a root cause, there is …🔽With an object that is not a root and is not a root cause, there is …🔽With an object that is not a root and is not a root cause, there is …🔽With an object that is not a root and is not a root cause, there is …🔽With an object that is not a root and is not a root cause, there is …🔽With an object that is not a root and is not a root cause, there is …🔽With an object that is not a root and is not a root cause, there is …🔽With an object that is not a root and is not a root cause, there is …🔽With an object that is not a root and is not a root cause, there is …
['PA_patthana_12.7:3.1_3', 'PA_patthana_12.7:4.1', 'PA_patthana_12.7:5.1']	dhammaṁ paṭicca nasahetuko nahetu ca naahetuko nahetu ca dhammā uppajjanti hetupaccayā. (Saṅkhittaṁ.)🔽Hetuyā nava, ārammaṇe cattāri, adhipatiyā pañca …pe… aññamaññe cha …pe… purejāte āsevane dve …pe… avigate nava. (Sabbattha vitthāro.)🔽Naahetukaṁ nanahetuṁ dhammaṁ paṭicca naahetuko nanahetu dhammo uppajjati hetupaccayā. (Saṅkhittaṁ.)	dhammam paṭicca na sahetukaḥ na hetu ca na ahetukaḥ na hetu ca dhammāḥ uppajjanti hetu paccayā  hetuyā nava ārammaṇe cattāri adhipatiyā pañca pe aññamaññe cha pe purejāte āsevane dve pe avigate nava sabbattha vitthāro  na ahetukam na na hetum dhammam paṭicca na ahetukaḥ na na hetu dhammo uppajjati hetu paccayā 	With an object that is not a root and is not a root cause, there is …🔽With an object that is not a root and is not a root cause, there is …🔽With an object that is not a root and is not a root cause, there is …🔽With an object that is not a root and is not a root cause, there is …🔽With an object that is not a root and is not a root cause, there is …🔽With an object that is not a root and is not a root cause, there is …🔽With an object that is not a root and is not a root cause, there is …🔽With an object that is not a root and is not a root cause, there is …🔽With an object that is not a root and is not a root cause, there is …🔽With an object that is not a root and is not a root cause, there is …🔽With an object that is not a root and is not a root cause, there is …
['PA_patthana_12.7:6.1']	Hetuyā ekaṁ …pe… avigate ekaṁ. (Sabbattha ekaṁ.)	hetuyā ekam pe avigate eka sabbattha eka 	With an object that is not a root and is not a root cause, there is …
['PA_patthana_12.7:7.1', 'PA_patthana_12.7:8.1', 'PA_patthana_12.7:9.1_0']	Nahetusampayuttaṁ nahetuṁ dhammaṁ paṭicca …. (Saṅkhittaṁ.) Hetuyā nava, ārammaṇe cattāri, adhipatiyā pañca …pe… aññamaññe cha …pe… purejāte āsevane dve …pe… avigate nava.🔽Nahetuvippayuttaṁ nanahetuṁ dhammaṁ paṭicca ….🔽Nahetuñceva naahetukañca nahetuṁ dhammaṁ paṭicca …pe… naahetukañceva nana ca hetuṁ	na hetu sampayuttam na hetum dhammam paṭicca saṅkhitta hetuyā nava ārammaṇe cattāri adhipatiyā pañca pe aññamaññe cha pe purejāte āsevane dve pe avigate nava  na hetu vippayuttam na na hetum dhammam paṭicca  na hetum ca iva na ahetukam ca na hetum dhammam paṭicca pe na ahetukam ca iva na na ca hetu 	With a non-cause that is related to the cause …🔽With a non-cause disjoined from the cause …🔽With a non-cause that is not related to the cause …🔽With a non-cause that is related to the cause …
['PA_patthana_12.7:9.1_1']	dhammaṁ paṭicca …pe… nahetuñceva nahetuvippayuttañca nahetuṁ dhammaṁ paṭicca …pe…	dhammam paṭicca pe na hetum ca iva na hetu vippayuttam ca na hetum dhammam paṭicca pe 	With a non-cause that is not related to the cause …
['PA_patthana_12.7:9.1_2']	nahetuvippayuttañceva nana ca hetuṁ dhammaṁ paṭicca ….	na hetu vippayuttam ca iva na na ca hetum dhammam paṭicca 	With a non-cause that is related to the cause … (In brief.)🔽With the cause as condition, the four kinds of nutriment …🔽With the object as condition, four …🔽With the dominant as condition, five …
['PA_patthana_12.7:10.1']	Nahetuṁ nasahetukaṁ nahetuṁ dhammaṁ paṭicca …pe… nahetuṁ naahetukaṁ nahetuṁ dhammaṁ paṭicca …. (Saṅkhittaṁ.)	na hetum na sahetukam na hetum dhammam paṭicca pe na hetum na ahetukam na hetum dhammam paṭicca 	With the support as condition, five …🔽With the foundation as condition, five …🔽With the prenascence as condition, two …
['PA_patthana_12.7:11.1']	Hetuyā nava, ārammaṇe cattāri, adhipatiyā pañca …pe… aññamaññe cha …pe… purejāte āsevane dve …pe… avigate nava.	hetuyā nava ārammaṇe cattāri adhipatiyā pañca pe aññamaññe cha pe purejāte āsevane dve pe avigate nava 	With the absence as condition, nine …
