segmentnr	original	analyzed	folio	translated
['PA_bi-vb_ss1:0.1']	Theravāda Vinaya	thera vāda vinaya 	0	The Theravāda Vinaya
['PA_bi-vb_ss1:0.2', 'PA_bi-vb_ss1:0.3']	Bhikkhunivibhaṅga🔽Saṅghādisesakaṇḍa	bhikkhuni vibhaṅga  saṅgha ādi sesa kaṇḍa 	0	The Nuns’ Analysis🔽The chapter on the most serious offenses
['PA_bi-vb_ss1:0.4']	1. Ussayavādikāsikkhāpada	ussaya vādikā sikkhāpada 	0	The training rule on those who speak of non-offenses
['PA_bi-vb_ss1:0.5']	Ime kho panāyyāyo sattarasa saṅghādisesā dhammā uddesaṁ āgacchanti.	ime kho panāyyāyo sattarasa saṅgha ādisesāḥ dhammāḥ uddesam āgacchanti 	0	Venerables, these seventeen rules on the most serious kind of offense come up for recitation.
['PA_bi-vb_ss1:1.1']	Tena samayena buddho bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	tena samayena buddhaḥ bhagavā sāvatthiyam viharati jetavane anāthapiṇḍikassa ārāme 	1	At one time the Buddha was staying at Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s Park.
['PA_bi-vb_ss1:1.2']	Tena kho pana samayena aññataro upāsako bhikkhunisaṅghassa udositaṁ datvā kālaṅkato hoti.	tena kho pana samayena aññataraḥ upāsakaḥ bhikkhuni saṅghassa udositam da tvā kālaṅkataḥ hoti 	1	On one occasion a lay follower had given a gift to the Sangha of nuns and then passed away.
['PA_bi-vb_ss1:1.3']	Tassa dve puttā honti—	tassa dve puttā honti 	1	He had two sons,
['PA_bi-vb_ss1:1.4']	eko assaddho appasanno, eko saddho pasanno.	ekaḥ assaddhaḥ appasannaḥ ekaḥ saddhaḥ pasanno 	1	one of whom was faithless and disrespectful, while the other was faithful and confident.
['PA_bi-vb_ss1:1.5']	Te pettikaṁ sāpateyyaṁ vibhajiṁsu.	te pettikam sāpateyyam 	1	They divided up their father’s estate.
['PA_bi-vb_ss1:1.6']	Atha kho so assaddho appasanno taṁ saddhaṁ pasannaṁ etadavoca—	atha kho saḥ assaddhaḥ appasannaḥ tam saddham pasannam etat avoca 	1	The faithless son said to the faithful one,
['PA_bi-vb_ss1:1.7']	“amhākaṁ udosito, taṁ bhājemā”ti.	amhākam tam bhājema iti 	1	“We have a gift to divide up.”
['PA_bi-vb_ss1:1.8']	Evaṁ vutte, so saddho pasanno taṁ assaddhaṁ appasannaṁ etadavoca—	evam vutte saḥ saddhaḥ pasannaḥ tam assaddham appasannam etat avoca 	1	The faithful one replied,
['PA_bi-vb_ss1:1.9']	“māyyo, evaṁ avaca.	evam avaca 	1	“Don’t say that.
['PA_bi-vb_ss1:1.10']	Amhākaṁ pitunā bhikkhunisaṅghassa dinno”ti.	amhākam pitunā bhikkhuni saṅghassa dinno ti 	1	Our father gave it to the Sangha of nuns.”
['PA_bi-vb_ss1:1.11']	Dutiyampi kho so assaddho appasanno taṁ saddhaṁ pasannaṁ etadavoca—	dutiyam pi kho saḥ assaddhaḥ appasannaḥ tam saddham pasannam etat avoca 	1	A second time the faithless man said to the faithful man,
['PA_bi-vb_ss1:1.12']	“amhākaṁ udosito, taṁ bhājemā”ti.	amhākam tam bhājema iti 	1	A second time the man without faith and confidence said, “It’s ours. Let’s share it.”
['PA_bi-vb_ss1:1.13']	Atha kho so saddho pasanno taṁ assaddhaṁ appasannaṁ etadavoca—	atha kho saḥ saddhaḥ pasannaḥ tam assaddham appasannam etat avoca 	1	A second time the man with faith and confidence said,
['PA_bi-vb_ss1:1.14']	“māyyo, evaṁ avaca.	evam avaca 	1	“Don’t say that.
['PA_bi-vb_ss1:1.15']	Amhākaṁ pitunā bhikkhunisaṅghassa dinno”ti.	amhākam pitunā bhikkhuni saṅghassa dinno ti 	1	It was given to the Sangha of nuns by our father.”
['PA_bi-vb_ss1:1.16']	Tatiyampi kho so assaddho appasanno taṁ saddhaṁ pasannaṁ etadavoca—	tatiyam pi kho saḥ assaddhaḥ appasannaḥ tam saddham pasannam etat avoca 	1	A third time the man without faith and confidence said,
['PA_bi-vb_ss1:1.17']	“amhākaṁ udosito, taṁ bhājemā”ti.	amhākam tam bhājema iti 	1	“It’s ours. Let’s share it.”
['PA_bi-vb_ss1:1.18']	Atha kho so saddho pasanno—	atha kho saḥ saddhaḥ pasannaḥ 	1	A third time the man with faith and confidence said,
['PA_bi-vb_ss1:1.19']	“sace mayhaṁ bhavissati, ahampi bhikkhunisaṅghassa dassāmī”ti—	sace mayham bhavissati aham pi bhikkhuni saṅghassa dassāmi iti 	1	“If it’s ours, I’ll give it to the Sangha of nuns.”
['PA_bi-vb_ss1:1.20']	taṁ assaddhaṁ appasannaṁ etadavoca—	tam assaddham appasannam etat avoca 	1	He then said to the man without faith and confidence,
['PA_bi-vb_ss1:1.21']	“bhājemā”ti.	bhājema ati 	1	“Let’s share it.”
['PA_bi-vb_ss1:1.22']	Atha kho so udosito tehi bhājīyamāno tassa assaddhassa appasannassa pāpuṇāti.	atha kho saḥ udositaḥ tehi bhājīyamāno tassa assaddhassa appasannassa pāpuṇāti 	1	The rice was shared out and the man without faith and confidence got his share.
['PA_bi-vb_ss1:1.23']	Atha kho so assaddho appasanno bhikkhuniyo upasaṅkamitvā etadavoca—	atha kho saḥ assaddhaḥ appasannaḥ bhikkhuniyaḥ upasaṅkamitvā etat avoca 	1	He then went to the nuns and said,
['PA_bi-vb_ss1:1.24']	“nikkhamathāyye, amhākaṁ udosito”ti.	nikkhamathāyye amhākam 	1	“Get out, Venerables. It’s ours.”
['PA_bi-vb_ss1:1.25']	Evaṁ vutte thullanandā bhikkhunī taṁ purisaṁ etadavoca—	evam vutte thullanandā bhikkhunī tam purisam etat avoca 	1	Thullanandā said to him,
['PA_bi-vb_ss1:1.26']	“māyyo, evaṁ avaca, tumhākaṁ pitunā bhikkhunisaṅghassa dinno”ti.	evam avaca tumhākam pitunā bhikkhuni saṅghassa dinnaḥ ti 	1	“Don’t say that. Your father gave it to the Sangha of nuns.”
['PA_bi-vb_ss1:1.27']	“Dinno na dinno”ti vohārike mahāmatte pucchiṁsu.	dinnaḥ na vohārike mahāmatte pucchisu 	1	They asked the judges, “Was it given or not?”
['PA_bi-vb_ss1:1.28']	Mahāmattā evamāhaṁsu—	mahāmattāḥ evam āhasu 	1	The judges said,
['PA_bi-vb_ss1:1.29']	“ko, ayye, jānāti bhikkhunisaṅghassa dinno”ti?	kaḥ ayye jānāti bhikkhuni saṅghassa dinnaḥ ti 	1	“Who knows whether it was given to the Sangha of nuns?”
['PA_bi-vb_ss1:1.30']	Evaṁ vutte, thullanandā bhikkhunī te mahāmatte etadavoca—	evam vutte thullanandā bhikkhunī te mahāmatte etat avoca 	1	Thullanandā said to them,
['PA_bi-vb_ss1:1.31']	“api nāyyā tumhehi diṭṭhaṁ vā sutaṁ vā sakkhiṁ ṭhapayitvā dānaṁ diyyamānan”ti?	api nāyyā tumhehi diṭṭham vā sutam vā sakkhim ṭhapayitvā dānam diyyamānanti 	1	“Have you ever seen or heard of a gift being given after making a witness?”
['PA_bi-vb_ss1:1.32']	Atha kho te mahāmattā—	atha khalu te mahāmattā 	1	The judges thought,
['PA_bi-vb_ss1:1.33']	“saccaṁ kho ayyā āhā”ti taṁ udositaṁ bhikkhunisaṅghassa akaṁsu.	saccam kho ayyā āha ati tam udositam bhikkhuni saṅghassa akasu 	1	“It’s true.” And they gave the money to the Sangha of nuns.
['PA_bi-vb_ss1:1.34']	Atha kho so puriso parājito ujjhāyati khiyyati vipāceti—	atha kho saḥ purisaḥ parājitaḥ ujjhāyati khiyyati vipāceti 	1	The man complained and criticized it,
['PA_bi-vb_ss1:1.35']	“assamaṇiyo imā muṇḍā bandhakiniyo.	assamaṇiyaḥ imāḥ muṇḍāḥ bandhakiniyaḥ 	1	“These shaven-headed whores aren’t even ascetics.
['PA_bi-vb_ss1:1.36']	Kathañhi nāma amhākaṁ udositaṁ acchindāpessantī”ti.	katham hi nāma amhākam udositam 	1	How could they take what belongs to me?”
