segmentnr	original	analyzed	folio	translated
['PA_tika-s05_01t:0']	Namo tassa bhagavato arahato sammāsambuddhassa	namaḥ tassa bhagavataḥ arahataḥ sammāsambuddhassa 	0	Homage to that Blessed One, perfected one, fully awakened Buddha.
['PA_tika-s05_01t:1']	Khuddakanikāye	khuddaka nikāye 	0	In the Khuddaka Nikāya
['PA_tika-s05_01t:2']	Nettivibhāvinī	na itti vibhāvinī 	0	Netti Commentary
['PA_tika-s05_01t:3']	Ganthārambhakathā	gantha ārambha kathā 	0	Introduction to the Text
['PA_tika-s05_01t:4']	Yajitabbaṃ yajitvāna, namitabbaṃ namāmahaṃ;	yajitabbam yajitvāna namitabbam namāmaham 	0	Having worshipped the one who should be worshipped, I pay homage to the one who should be paid homage;
['PA_tika-s05_01t:5']	Yajanādyānubhāvena, antarāye jahaṃ sadā.	yajana ādya anubhāvena antarāye jaham sadā 	0	By the power of worshipping and so on, may I always abandon obstacles.
['PA_tika-s05_01t:6', 'PA_tika-s05_01t:7']	Yena yā racitā netti, yena sā anumoditā;🔽Yehi saṃvaṇṇanā katā, tesānubhāvanissito.	yena yā racitā na itti yena sā anumoditā  yehi saṃvaṇṇanā katā 	0	By whom the Netti was composed, by whom it was approved;🔽By whom the commentary was made, relying on their power.
['PA_tika-s05_01t:8']	Kiñci kiñci saritvāna, līnālīnānusandhyādiṃ;	kiñci kiñci 	0	Having remembered this and that, the condensed and uncondensed sequence and so on;
['PA_tika-s05_01t:9']	Karissaṃ jinasuttānaṃ, hitaṃ nettivibhāvanaṃ.	karissam jina suttānam hitam netti vibhāvanam 	0	I will compose the Netti Commentary, for the benefit of the Victor's discourses.
['PA_tika-s05_01t:10', 'PA_tika-s05_01t:11']	Appameyyaguṇo mahādhammarājavhayo bhave;🔽Acchariyo abbhuto yo, bodhisambhārapūraṇo.	              acchariyaḥ abbhutaḥ yaḥ bodhi sambhāra pūraṇaḥ 	1	Having immeasurable qualities, the great king of the Dhamma,🔽The wonderful and marvelous one, who fulfilled the requisites for enlightenment.
['PA_tika-s05_01t:12', 'PA_tika-s05_01t:13']	Nānāraṭṭhissarissaro, seṭṭho sāsanapaggaho;🔽Pāsaṃsarājapāsaṃso, narācinteyyacintako.	seṭṭhaḥ sāsana paggaho  pāsaṃsa rājapāsaṃsaḥ 	1	The lord of various countries, the best supporter of the Dispensation;🔽The king praised by kings, the one who thinks what humans should think.
['PA_tika-s05_01t:14']	Cintitakārako rājā, siraṭṭhimālapālako;	cintita kārakaḥ rājā siraṭṭhimāla pālakaḥ 	1	The king who thinks and acts, the protector of the crown and garland;
['PA_tika-s05_01t:15']	Ajeyyajeyyako mahācetyādikārako sadā.	sadā 	1	The unconquerable conqueror, the one who always makes great stupas and so on.
['PA_tika-s05_01t:16']	Assāmaccena byattena, jinacakkahitatthinā;	assāmaccena byattena jina cakka hitatthinā 	1	By the wise horse minister, who seeks the welfare of the Victor's wheel;
['PA_tika-s05_01t:17']	Anantasutināmena, sakkaccaṃ abhiyācito.	anantasuti nāmena sakkaccam abhiyācitaḥ 	1	Urged respectfully by the one named Anantasūti,
['PA_tika-s05_01t:18']	Kāmaṃ saṃvaṇṇanā katā, therāsabhehi gambhīrā;	kāmam saṃvaṇṇanā katā thera āsabhehi gambhīrā 	1	The Elders’ Chief, though he has praised it, Has praised it as profound;
['PA_tika-s05_01t:19']	Gambhīrattā tu jānituṃ, jinaputtehi dukkarā.	tu jānitum jinaputtehi dukkarā 	1	And because of its profundity, It is hard for the Conqueror’s Sons to know.
['PA_tika-s05_01t:20']	Tasmā yācitānurūpena, karissaṃ sādaraṃ suṇa;	tasmai yācita anurūpena karissam sādaram suṇa 	2	So I shall do it with respect, As requested, so please listen;
['PA_tika-s05_01t:21']	Sissasikkhanayānugaṃ, yottaṃ nettivibhāvananti.	sissa sikkha naya anugam yottam netti vibhāvanam ti 	2	It is called the ‘ Elucidation of the Path of Purification ’, And it is in the form of a pupil’s task.
['PA_tika-s05_01t:22', 'PA_tika-s05_01t:23_0']	1. Saṅgahavāraatthavibhāvanā🔽Tattha yassa sikkhattayasaṅgahassa navaṅgassa satthusāsanavarassa atthasaṃvaṇṇanaṃ	         tattha yassa sikkhattaya saṅgahassa navaṅgassa satthu sāsana varassa attha saṃvaṇṇanam 	2	The Elucidation of the Meaning of the Chapter on Compendium🔽Herein, the meaning of the nine-factored excellent True Idea, which is the Master’s Dispensation, that is to say, the three Trainings, is to be expounded in the book called the ‘ Path of Purification ’,
['PA_tika-s05_01t:23_1']	yaṃ nettippakaraṇaṃ kātukāmo, tassa nettippakaraṇassa nissayaṃ visayabhūtaṃ saṃvaṇṇetabbasahitaṃ,	yam netti pakaraṇam kātu kāmaḥ tassa netti pakaraṇassa nissayam visaya bhūtam saṃvaṇṇetabba sahitam 	23	and the meaning of that Path of Purification book, which is the support and the province of the Path of Purification book, together with what is to be expounded,
