segmentnr	original	analyzed	folio	translated
['PA_bv_5:0.1']	Buddhavaṁsa	buddhavasa 	0	The Chronicle of the Buddhas
['PA_bv_5:0.2']	5. Maṅgalabuddhavaṁsa	     	0	. The Auspicious Chronicle of the Buddhas
['PA_bv_5:1.1']	“Koṇḍaññassa aparena,	koṇḍaññassa aparena 	1	“After Koṇḍañña,
['PA_bv_5:1.2']	maṅgalo nāma nāyako;	maṅgalaḥ nāma nāyakaḥ 	1	the leader named Maṅgala;
['PA_bv_5:1.3']	Tamaṁ loke nihantvāna,	tamam loke nihantvāna 	1	Having destroyed darkness in the world,
['PA_bv_5:1.4']	dhammokkamabhidhārayi.	dhammokkam abhidhārayi 	1	he proclaimed the Dhamma.
['PA_bv_5:2.1']	Atulāsi pabhā tassa,	atulā asi pabhā tassa 	2	His radiance was incomparable,
['PA_bv_5:2.2']	jinehaññehi uttariṁ;	jina ihaññehi uttari 	2	victorious over all others;
['PA_bv_5:2.3']	Candasūriyapabhaṁ hantvā,	canda sūriya pabham hantvā 	2	Having destroyed the radiance of the sun and moon,
['PA_bv_5:2.4']	dasasahassī virocati.	dasa sahassī virocati 	2	he shines in the ten-thousand world system.
['PA_bv_5:3.1']	Sopi buddho pakāsesi,	saḥ api buddhaḥ pakāsesi 	3	That Buddha also revealed
['PA_bv_5:3.2']	caturo saccavaruttame;	caturaḥ sat ca var uttame 	3	the four noble truths, the supreme;
['PA_bv_5:3.3']	Te te saccarasaṁ pītvā,	te te sacca rasam pītvā 	3	Having drunk the taste of those truths,
['PA_bv_5:3.4']	vinodenti mahātamaṁ.	vinodenti mahātama 	3	they dispelled the great darkness.
['PA_bv_5:4.1']	Patvāna bodhimatulaṁ,	patvāna bodhim atula 	4	Having attained the incomparable enlightenment,
['PA_bv_5:4.2']	paṭhame dhammadesane;	paṭhame dhamma desane 	4	in the first teaching of the Dhamma;
['PA_bv_5:4.3']	Koṭisatasahassānaṁ,	koṭi sata sahassānaṃ 	4	For hundreds of thousands of millions,
['PA_bv_5:4.4']	dhammābhisamayo ahu.	dhamma abhisamayaḥ ahu 	4	there was understanding of the Dhamma.
['PA_bv_5:5.1']	Surindadevabhavane,	surinda deva bhavane 	5	In the abode of the gods of the Thirty-three,
['PA_bv_5:5.2']	buddho dhammamadesayi;	buddhaḥ dhammam adesayi 	5	the Buddha taught the Dhamma;
['PA_bv_5:5.3']	Tadā koṭisahassānaṁ,	tadā 	5	Then for thousands of millions,
['PA_bv_5:5.4']	dutiyo samayo ahu.	dutiyaḥ samayaḥ ahu 	5	there was a second assembly.
['PA_bv_5:6.1']	Yadā sunando cakkavattī,	yadā su nandaḥ cakkavattī 	6	When the wheel-turning king Sunanda
['PA_bv_5:6.2']	sambuddhaṁ upasaṅkami;	sambuddham upasaṅkami 	6	approached the Fully Enlightened One;
['PA_bv_5:6.3']	Tadā āhani sambuddho,	tadā āhani sambuddhaḥ 	6	Then the Fully Enlightened One
['PA_bv_5:6.4']	dhammabheriṁ varuttamaṁ.	dhammabherim varuttama 	6	sounded the supreme drum of the Dhamma.
['PA_bv_5:7.1']	Sunandassānucarā janatā,	sunandaḥ sa anucarā janatā 	7	The people who were Sunanda's followers,
['PA_bv_5:7.2']	Tadāsuṁ navutikoṭiyo;	tadā āsum 	7	at that time there were ninety koṭis;
['PA_bv_5:7.3']	Sabbepi te niravasesā,	sabbe pi te niravasesā 	7	All of them without exception,
['PA_bv_5:7.4']	Ahesuṁ ehi bhikkhukā.	ahesuṃ ehi bhikkhukā 	7	became monks by the words Come, monks!
['PA_bv_5:8.1']	Sannipātā tayo āsuṁ,	sannipātā tayaḥ āsu 	8	There were three assemblies
['PA_bv_5:8.2']	maṅgalassa mahesino;	maṅgalassa mahesinaḥ 	8	of the great sage Maṅgala;
['PA_bv_5:8.3']	Koṭisatasahassānaṁ,	koṭi sata sahassānaṃ 	8	There was a gathering of a hundred thousand koṭis,
