segmentnr	original	analyzed	translated
['PA_patthana_10.7:0.1']	Paṭṭhānapakaraṇa	paṭṭhāna pakaraṇa 	The Book of Conditional Relations🔽The Chapter on the Faculties
['PA_patthana_10.7:0.2', 'PA_patthana_10.7:0.3', 'PA_patthana_10.7:1.1']	Dhammapaccanīya (2), Tikadukapaṭṭhānapāḷi (4)🔽10.7. Kusalattika, Mahantaraduka🔽Nakusalaṁ nasārammaṇaṁ dhammaṁ paṭicca …. (Saṅkhittaṁ.) Hetuyā nava …pe… avigate nava.	dhamma paccanīya tika duka paṭṭhāna pāḷi  kusalattika mahantaraduka  na kusalam na sa ārammaṇam dhammam paṭicca saṅkhitta hetuyā nava pe avigate nava 	The Chapter on the Faculties🔽With respect to a profitable, not a root, mental state as condition … (abbreviated) … (as in the section on unprofitable, not a root, mental state).
['PA_patthana_10.7:2.1', 'PA_patthana_10.7:3.1', 'PA_patthana_10.7:4.1']	Nakusalaṁ naanārammaṇaṁ dhammaṁ paṭicca …. (Saṅkhittaṁ.) Hetuyā catuvīsa …pe… vipāke nava …pe… avigate catuvīsa.🔽Nakusalaṁ nacittaṁ dhammaṁ paṭicca …. (Saṅkhittaṁ, nanocittapadaṁ na labbhati.) Hetuyā ekūnatiṁsa, ārammaṇe catuvīsa …pe… vipāke nava …pe… avigate ekūnatiṁsa.🔽Nakusalaṁ nacetasikaṁ dhammaṁ paṭicca …. (Saṅkhittaṁ.)	na kusalam na anārammaṇam dhammam paṭicca saṅkhitta hetuyā catuvīsa pe vipāke nava pe avigate catuvīsa  na kusalam na cittam dhammam paṭicca saṅkhitta na no citta padam na labbhati hetuyā ekūnatisa ārammaṇe catuvīsa pe vipāke nava pe avigate ekūnatisa  na kusalam na cetasikam dhammam paṭicca 	With respect to a profitable, not a miscellaneous, mental state as condition … (abbreviated) … (as in the section on unprofitable, not a miscellaneous, mental state).🔽With respect to a profitable, not a mind, mental state as condition … (abbreviated) … (the phrase “not a mind” is not found).🔽With respect to a profitable, not a mind-formation, mental state as condition … (abbreviated) … (as in the section on unprofitable, not a mind-formation, mental state).
['PA_patthana_10.7:5.1']	Hetuyā aṭṭhārasa, ārammaṇe nava …pe… vipāke nava …pe… avigate aṭṭhārasa.	hetuyā aṭṭhārasa ārammaṇe nava pe vipāke nava pe avigate aṭṭhārasa 	With respect to a profitable, not a bodily-formation, mental state as condition … (abbreviated) … (as in the section on unprofitable, not a bodily-formation, mental state).
['PA_patthana_10.7:6.1']	Nakusalaṁ nacittasampayuttaṁ dhammaṁ paṭicca …pe… nakusalaṁ nacittasaṁsaṭṭhaṁ dhammaṁ paṭicca …pe… nakusalaṁ nacittasamuṭṭhānaṁ dhammaṁ paṭicca …. (Saṅkhittaṁ.)	na kusalam na citta sampayuttam dhammam paṭicca pe na kusalam na citta sasaṭṭham dhammam paṭicca pe na kusalam na citta samuṭṭhānam dhammam paṭicca 	A wholesome consciousness-originated … A wholesome mind-contact-accompanied … A wholesome mind-contact-accompanied … A wholesome mind-originated … (In brief.)
['PA_patthana_10.7:7.1']	Hetuyā nava …pe… avigate nava.	hetuyā nava pe avigate nava 	In the section on root cause there are nine … in the section on indeterminate there are nine.
['PA_patthana_10.7:8.1']	Nakusalaṁ nacittasahabhuṁ dhammaṁ paṭicca …. (Saṅkhittaṁ.)	na kusalam na citta sahabhum dhammam paṭicca 	A wholesome mind-concomitant … (In brief.)
['PA_patthana_10.7:9.1', 'PA_patthana_10.7:10.1_0', 'PA_patthana_10.7:10.1_1']	Hetuyā aṭṭhārasa, ārammaṇe nava …pe… vipāke nava …pe… avigate aṭṭhārasa.🔽Nakusalaṁ nacittānuparivattiṁ dhammaṁ paṭicca …pe… nakusalaṁ nacittasaṁsaṭṭhasamuṭṭhānaṁ🔽dhammaṁ paṭicca …pe… nakusalaṁ nacittasaṁsaṭṭhasamuṭṭhānasahabhuṁ dhammaṁ paṭicca	hetuyā aṭṭhārasa ārammaṇe nava pe vipāke nava pe avigate aṭṭhārasa  na kusalam na citta anuparivattim dhammam paṭicca pe na kusalam na citta sasaṭṭha samuṭṭhāna  dhammam paṭicca pe na kusalam na citta sasaṭṭha samuṭṭhāna sahabhum dhammam paṭicca 	In the section on root cause there are eighteen … in the section on object there are nine … in the section on result there are nine … in the section on indeterminate there are eighteen.
['PA_patthana_10.7:10.1_2', 'PA_patthana_10.7:11.1']	…pe… nakusalaṁ nacittasaṁsaṭṭhasamuṭṭhānānuparivattiṁ dhammaṁ paṭicca …. (Saṅkhittaṁ.)🔽Hetuyā aṭṭhārasa, ārammaṇe nava …pe… vipāke nava …pe… avigate aṭṭhārasa.	pe na kusalam na citta sasaṭṭha samuṭṭhāna anuparivattim dhammam paṭicca 🔽hetuyā aṭṭhārasa ārammaṇe nava pe vipāke nava pe avigate aṭṭhārasa 	A wholesome mind-concomitant … A wholesome mind-contact-accompanied … A wholesome mind-contact-originated … A wholesome mind-contact-originated-and-mind-concomitant … A wholesome mind-contact-originated-and-mind-concomitant-accompanied … A wholesome mind-contact-originated-and-mind-concomitant-accompanied-and-mind-condensed … A wholesome mind-contact-originated-and-mind-concomitant-accompanied-and-mind-condensed-and-mind-condensed-by-contact … A wholesome mind-contact-originated-and-mind-concomitant-accompanied-and-mind-condensed-and-mind-condensed-by-contact-and-mind-condensed-by-contact-accompanied … A wholesome mind-contact-originated-and-mind-concomitant-accompanied-and-mind-condensed-and-mind-condensed-by-contact-and-mind-condensed-by-contact-accompanied-and-mind-condensed-by-contact-originated … A wholesome mind-contact-originated-and-mind-concomitant-accompanied-and-mind-condensed-and-mind-condensed-by-contact-and-mind-condensed-by-contact-accompanied-and-mind-condensed-by-contact-originated-and-mind-condensed-by-contact-originated-and-mind-condensed-by-contact-originated-and-mind-condensed-by-contact-originated-and-mind-condensed-by-contact-originated-and-mind-condensed-by-contact-originated-and-mind-condensed-by-contact-originated-and-mind-condensed-by-contact-originated-and-mind-condensed
['PA_patthana_10.7:12.1']	Nakusalaṁ naajjhattikaṁ dhammaṁ paṭicca …. (Saṅkhittaṁ.) Hetuyā ekūnatiṁsa, ārammaṇe catuvīsa …pe… vipāke nava …pe… avigate ekūnatiṁsa.	na kusalam na ajjhattikam dhammam paṭicca saṅkhitta hetuyā ekūnatisa ārammaṇe catuvīsa pe vipāke nava pe avigate ekūnatisa 	With a profitable, not an attainment, as condition … (abbreviated).🔽With a profitable, not a bodily tie, as condition … (abbreviated).🔽With a profitable, not a flood, as condition … (abbreviated).🔽With a profitable, not a tie, as condition … (abbreviated).🔽With a profitable, not a wrongness, as condition … (abbreviated).
