segmentnr	original	analyzed	translated
['PA_patthana_22.35:0.1']	Paṭṭhānapakaraṇa	paṭṭhāna pakaraṇa 	The Book of Conditional Relations
['PA_patthana_22.35:0.2', 'PA_patthana_22.35:0.3', 'PA_patthana_22.35:1.1', 'PA_patthana_22.35:2.1_0', 'PA_patthana_22.35:2.1_1', 'PA_patthana_22.35:2.1_2']	Dhammapaccanīyānuloma (4), Tikadukapaṭṭhānapāḷi (4)🔽22.35. Sanidassanattika, Dassanenapahātabbadukādi🔽Nasanidassanasappaṭighaṁ nadassanena pahātabbaṁ dhammaṁ paccayā anidassanaappaṭigho dassanena pahātabbo dhammo uppajjati hetupaccayā. (Saṅkhittaṁ.) Hetuyā tīṇi …pe… avigate tīṇi.🔽Nasanidassanasappaṭighaṁ nanadassanena pahātabbaṁ dhammaṁ paṭicca sanidassanasappaṭigho🔽nadassanena pahātabbo dhammo uppajjati hetupaccayā. (Saṅkhittaṁ.) Hetuyā ekavīsa🔽…pe… adhipatiyā ekavīsa …pe… avigate ekavīsa.	dhamma paccanīya anuloma tika duka paṭṭhāna pāḷi  sani dassana ttika dassanena apahātabba duka ādi  na sanidassana sappaṭigham na dassanena pahātabbam dhammam paccayā anidassana appaṭighaḥ dassanena pahātabbaḥ dhammaḥ uppajjati hetu paccayā saṅkhitta hetuyā tīṇi pe avigate tīṇi  na sanidassana sa paṭigham nana dassanena pahātabbam dhammam paṭicca sanidassana sa paṭighaḥ  na dassanena pahātabbaḥ dhammaḥ uppajjati hetu paccayā saṅkhitta hetuyā ekavīsa  pe adhipatiyā ekavīsa pe avigate ekavīsa 	The Book of the Triplets: The Section on the Modes of Conveying a Teaching🔽The Mode of Conveying a Teaching in Terms of the Visible, etc. That is Not to be Abolished by Seeing, etc.
['PA_patthana_22.35:3.1']	Nasanidassanasappaṭighaṁ nabhāvanāya pahātabbaṁ dhammaṁ paccayā anidassanaappaṭigho bhāvanāya pahātabbo dhammo uppajjati hetupaccayā. (Saṅkhittaṁ.) Hetuyā tīṇi …pe… avigate tīṇi.	na sa nidassana sa ppaṭigham na bhāvanāya pahātabbam dhammam paccayā anidassana appaṭighaḥ bhāvanāya pahātabbaḥ dhammaḥ uppajjati hetu paccayā saṅkhitta hetuyā tīṇi pe avigate tīṇi 	With the visible as condition, the invisible that is to be abandoned by seeing arises as a factor. (In brief.) With the visible as condition, the invisible that is not to be abandoned by seeing arises as a factor. (In brief.) With the visible as condition, the invisible that is to be abandoned by seeing arises as a factor. (In brief.) With the visible as condition, the invisible that is not to be abandoned by seeing arises as a factor. (In brief.) With the visible as condition, the invisible that is to be abandoned by development arises as a factor. (In brief.) With the visible as condition, the invisible that is not to be abandoned by development arises as a factor. (In brief.) With the visible as condition, the invisible that is to be abandoned by seeing and by development arises as a factor. (In brief.) With the visible as condition, the invisible that is not to be abandoned by seeing and by development arises as a factor. (In brief.) With the visible as condition, the invisible that is to be abandoned by seeing and by development arises as a factor. (In brief.) With the visible as condition, the invisible that is not to be abandoned by seeing and by development arises as a factor. (In brief.) With the visible as condition, the invisible that is to be abandoned by seeing and by development arises as a factor. (In brief.) With the visible as condition, the invisible that is not to be abandoned by seeing and by development arises as a factor. (In brief.) With the visible as condition, the invisible that is to be abandoned by seeing and by development arises as a factor. (In brief.) With the visible as condition, the invisible that is not to be abandoned by seeing and by development arises as a factor. (In brief.) With the visible as condition, the invisible that is to be abandoned by seeing and by development arises as a factor. (In brief.) With the visible as condition, the invisible that is not to be abandoned by seeing and by development arises as a factor. (In brief.) With the visible as condition, the invisible that is to be abandoned by seeing and by development arises as a factor. (In brief.) With the visible as condition, the invisible that
['PA_patthana_22.35:4.1_0', 'PA_patthana_22.35:4.1_1']	Nasanidassanasappaṭighaṁ nanabhāvanāya pahātabbaṁ dhammaṁ paṭicca sanidassanasappaṭigho🔽nabhāvanāya pahātabbo dhammo uppajjati hetupaccayā. (Saṅkhittaṁ.) Hetuyā ekavīsa,	na sa nidassana sa paṭigham na na bhāvanāya pahātabbam dhammam paṭicca sa nidassana sa paṭighaḥ  na bhāvanāya pahātabbaḥ dhammaḥ uppajjati hetu paccayā saṅkhitta hetuyā ekavīsa 	With a visible-form object and impinging, a visible-form object and impinging …
['PA_patthana_22.35:4.1_2']	adhipatiyā ekavīsa …pe… avigate ekavīsa.	adhipatiyā ekavīsa pe avigate ekavīsa 	With a visible-form object and impinging, a visible-form object and impinging …🔽With a visible-form object and impinging, a visible-form object and impinging …🔽With a visible-form object and impinging, a visible-form object and impinging …🔽With a visible-form object and impinging, a visible-form object and impinging …🔽With a visible-form object and impinging, a visible-form object and impinging …🔽With a visible-form object and impinging, a visible-form object and impinging …🔽With a visible-form object and impinging, a visible-form object and impinging …🔽With a visible-form object and impinging, a visible-form object and impinging …
['PA_patthana_22.35:5.1_0']	Nasanidassanasappaṭighaṁ nadassanena pahātabbahetukaṁ dhammaṁ paṭicca anidassanaappaṭigho	na sa nidassana sa ppaṭigham na dassanena pahātabba hetukam dhammam paṭicca a nidassana appaṭighaḥ 	With a visible-form object and impinging, a visible-form object and impinging …🔽With a visible-form object and impinging, a visible-form object and impinging …🔽With a visible-form object and impinging, a visible-form object and impinging …
['PA_patthana_22.35:5.1_1']	dassanena pahātabbahetuko dhammo uppajjati hetupaccayā. (Saṅkhittaṁ.) Hetuyā tīṇi …pe… avigate tīṇi.	dassanena pahātabba hetukaḥ dhammaḥ uppajjati hetu paccayā saṅkhitta hetuyā tīṇi pe avigate tīṇi 	With a visible-form object and impinging, a visible-form object and impinging …🔽With a visible-form object and impinging, a visible-form object and impinging …🔽With a visible-form object and impinging, a visible-form object and impinging …
['PA_patthana_22.35:6.1_0', 'PA_patthana_22.35:6.1_1']	Nasanidassanasappaṭighaṁ nanadassanena pahātabbahetukaṁ dhammaṁ paṭicca sanidassanasappaṭigho🔽nadassanena pahātabbahetuko dhammo uppajjati hetupaccayā. (Saṅkhittaṁ.) Hetuyā ekavīsa,	na sanidassana sa paṭigham nana dassanena pahātabba hetukam dhammam paṭicca sanidassana sa paṭighaḥ  na dassanena pahātabba hetukaḥ dhammaḥ uppajjati hetu paccayā hetuyā ekavīsa 	With a visible-form object and impinging, a visible-form object and impinging …🔽With a visible-form object and impinging, a visible-form object and impinging …
['PA_patthana_22.35:6.1_2']	ārammaṇe tīṇi …pe… avigate ekavīsa.	ārammaṇe tīṇi pe avigate ekavīsa 	With a visible-form object and impinging, a visible-form object and impinging …🔽With a visible-form object and impinging, a visible-form object and impinging …🔽With a visible-form object and impinging, a visible-form object and impinging …
['PA_patthana_22.35:7.1_0']	Nasanidassanasappaṭighaṁ nabhāvanāya pahātabbahetukaṁ dhammaṁ paccayā anidassanaappaṭigho	na sa nidassana sa ppaṭigham na bhāvanāya pahātabba hetukam dhammam paccayā anidassana appaṭighaḥ 	A visible-data-base resultant consciousness due to a cause that is to be abandoned by the path of non-return …🔽A visible-data-base resultant consciousness due to a cause that is to be abandoned by the path of Arahantship …
