segmentnr	original	analyzed	translated
['PA_patthana_1.7:0.1']	Paṭṭhānapakaraṇa	paṭṭhāna pakaraṇa 	The Paṭṭhāna Book🔽The Triad-based Reversal Series
['PA_patthana_1.7:0.2', 'PA_patthana_1.7:0.3']	Dhammānuloma (1), Tikapaṭṭhānapāḷi (1)🔽1.7. Vitakkattika	dhamma anuloma tika paṭṭhāna pāḷi  vitakkattika 	The Triad-based Reversal Series
['PA_patthana_1.7:1.1', 'PA_patthana_1.7:2.0.1']	Namo tassa Bhagavato Arahato Sammāsambuddhassa.🔽1.7.1. Paṭiccavāra	namaḥ tassa bhagavataḥ arahataḥ sammāsambuddhassa  paṭiccavāra 	Homage to him, the Blessed One, the Worthy One, the Rightly Self-awakened One.🔽The Conditioned-Arising Section🔽The Conditions Reversal Series
['PA_patthana_1.7:2.0.2', 'PA_patthana_1.7:2.0.3']	1.7.1.1. Paccayānuloma🔽Vibhaṅgavāra	paccaya anuloma  vibhaṅgavāra 	The Analysis Section
['PA_patthana_1.7:2.0.4']	Hetu	hetu 	Cause
['PA_patthana_1.7:2.1_0']	Savitakkasavicāraṁ dhammaṁ paṭicca savitakkasavicāro dhammo uppajjati hetupaccayā—savitakkasavicāraṁ	sa vitakka sa vicāram dhammam paṭicca sa vitakka sa vicāraḥ dhammaḥ uppajjati hetu paccayā sa vitakka sa vicāra 	With applied-thought and sustained-thought as condition, a state with applied-thought and sustained-thought arises, a condition by the means of root-cause:
['PA_patthana_1.7:2.1_1', 'PA_patthana_1.7:2.1_2']	ekaṁ khandhaṁ paṭicca tayo khandhā, tayo khandhe paṭicca eko khandho, dve khandhe🔽paṭicca dve khandhā. Paṭisandhikkhaṇe savitakkasavicāraṁ ekaṁ khandhaṁ paṭicca tayo	ekam khandham paṭicca tayaḥ khandhā tayo khandhe paṭicca ekaḥ khandhaḥ dve khandhe  paṭicca dve khandhāḥ paṭisandhi kkhaṇe sa vitakka sa vicāram ekam khandham paṭicca tayo 	with one aggregate as condition, three aggregates; with three aggregates as condition, one aggregate; with two aggregates as condition, two aggregates.🔽At the mind-element and the mind-consciousness element at the six sense doors, with one of the aggregates as condition, the three aggregates without consciousness; with two aggregates as condition, two aggregates.
['PA_patthana_1.7:2.1_3']	khandhā …pe… dve khandhe paṭicca dve khandhā.	khandhā pe dve khandhe paṭicca dve khandhā 	At rebirth-linking, with one of the aggregates with applied-thought and sustained-thought as condition, the three aggregates without applied-thought and sustained-thought; with two aggregates as condition, two aggregates.
['PA_patthana_1.7:3.1_0']	Savitakkasavicāraṁ dhammaṁ paṭicca avitakkavicāramatto dhammo uppajjati hetupaccayā—savitakkasavicāre	sa vitakka sa vicāram dhammam paṭicca avitakka vicāra mattaḥ dhammaḥ uppajjati hetu paccayā sa vitakka sa vicāre 	With a state with applied-thought and sustained-thought as condition, a state without applied-thought but with sustained-thought arises, a condition by the means of root-cause:
['PA_patthana_1.7:3.1_1']	khandhe paṭicca vitakko. Paṭisandhikkhaṇe savitakkasavicāre khandhe paṭicca vitakko.	khandhe paṭicca vitakko paṭisandhi khaṇe sa vitakka sa vicāre khandhe paṭicca vitakko 	with the aggregates with applied-thought and sustained-thought as condition, applied-thought. At rebirth-linking, with the aggregates with applied-thought and sustained-thought as condition, applied-thought.
