segmentnr	original	analyzed	translated
['PA_patthana_11.16:0.1']	Paṭṭhānapakaraṇa	paṭṭhāna pakaraṇa 	The Paṭṭhāna Treatise🔽The Dhamma-reversal, The Commentary on the Paṭṭhāna Discourse🔽With-object-of-consciousness, the profitable
['PA_patthana_11.16:0.2']	Dhammapaccanīya (2), Tikatikapaṭṭhānapāḷi (5)	dhamma paccanīya 	With-object-of-consciousness, the unprofitable🔽With-object-of-consciousness, the indeterminate🔽With-object-of-consciousness, the profitable
['PA_patthana_11.16:0.3']	11.16. Sanidassanattika, Kusalattika	sani dassana ttika kusala ttika 	With-object-of-consciousness, the unprofitable🔽With-object-of-consciousness, the indeterminate🔽With-object-of-consciousness, the profitable🔽With-object-of-consciousness, the unprofitable🔽With-object-of-consciousness, the indeterminate🔽With-object-of-consciousness, the profitable🔽With-object-of-consciousness, the unprofitable
['PA_patthana_11.16:1.1_0']	Nasanidassanasappaṭighaṁ nakusalaṁ dhammaṁ paṭicca nasanidassanasappaṭigho nakusalo	na sa nidassana sa paṭigham na kusalam dhammam paṭicca na sa nidassana sa paṭighaḥ na kusalaḥ 	With-object-of-consciousness, the indeterminate🔽With-object-of-consciousness, the profitable🔽With-object-of-consciousness, the unprofitable🔽With-object-of-consciousness, the indeterminate🔽With-object-of-consciousness, the profitable
['PA_patthana_11.16:1.1_1']	dhammo uppajjati hetupaccayā. Nasanidassanasappaṭighaṁ nakusalaṁ dhammaṁ paṭicca	dhammaḥ uppajjati hetu paccayā na sanidassana sappaṭigham na kusalam dhammam paṭicca 	With-object-of-consciousness, the unprofitable🔽With-object-of-consciousness, the indeterminate🔽With-object-of-consciousness, the profitable🔽With-object-of-consciousness, the unprofitable🔽With-object-of-consciousness, the indeterminate🔽With-object-of-consciousness, the profitable
['PA_patthana_11.16:1.1_2']	naanidassanasappaṭigho nakusalo dhammo uppajjati hetupaccayā. Nasanidassanasappaṭighaṁ	na anidassana sappaṭighaḥ na kusalaḥ dhammaḥ uppajjati hetu paccayā na sanidassana sappaṭigha 	With-object-of-consciousness, the unprofitable🔽With-object-of-consciousness, the indeterminate🔽With-object-of-consciousness, the profitable🔽With-object-of-consciousness, the unprofitable🔽With-object-of-consciousness, the indeterminate🔽With-object-of-consciousness, the profitable🔽With-object-of-consciousness, the unprofitable
['PA_patthana_11.16:1.1_3']	nakusalaṁ dhammaṁ paṭicca naanidassanaappaṭigho nakusalo dhammo uppajjati hetupaccayā …pe… cha.	na kusalam dhammam paṭicca na anidassana appaṭighaḥ na kusalaḥ dhammaḥ uppajjati hetu paccayā pe cha 	With-object-of-consciousness, the indeterminate🔽With-object-of-consciousness, the profitable🔽With-object-of-consciousness, the unprofitable🔽With-object-of-consciousness, the indeterminate🔽With-object-of-consciousness, the profitable🔽With-object-of-consciousness, the unprofitable🔽With-object-of-consciousness, the indeterminate
['PA_patthana_11.16:2.1_0']	Naanidassanasappaṭighaṁ nakusalaṁ dhammaṁ paṭicca naanidassanasappaṭigho nakusalo	na a nidassana sa paṭigham na kusalam dhammam paṭicca na a nidassana sa paṭighaḥ na kusalaḥ 	With-object-of-consciousness, the profitable🔽With-object-of-consciousness, the unprofitable🔽With-object-of-consciousness, the indeterminate🔽With-object-of-consciousness, the profitable🔽With-object-of-consciousness, the unprofitable🔽With-object-of-consciousness, the indeterminate🔽With-object-of-consciousness, the profitable
['PA_patthana_11.16:2.1_1']	dhammo uppajjati hetupaccayā. Naanidassanasappaṭighaṁ nakusalaṁ dhammaṁ paṭicca nasanidassanasappaṭigho	dhammaḥ uppajjati hetu paccayā na anidassana sappaṭigham na kusalam dhammam paṭicca na sanidassana sappaṭighaḥ 	With-object-of-consciousness, the unprofitable🔽With-
['PA_patthana_11.16:2.1_2']	nakusalo dhammo uppajjati hetupaccayā. Naanidassanasappaṭighaṁ nakusalaṁ dhammaṁ	na kusalaḥ dhammaḥ uppajjati hetu paccayā na anidassana sappaṭigham na kusalam dhamma 	A profitable, not-inconstant, not-visible-object, not-impact-producing consciousness element arises with a profitable, not-inconstant, not-visible-object, not-impact-producing consciousness element as its condition. …🔽A profitable, not-inconstant, not-visible-object, not-impact-producing consciousness element arises with a profitable, not-inconstant, visible-object, impact-producing consciousness element as its condition. …
