segmentnr	original	analyzed	translated
['PA_patthana_19.8:0.1', 'PA_patthana_19.8:0.2']	Paṭṭhānapakaraṇa🔽Dhammapaccanīyānuloma (4), Tikapaṭṭhānapāḷi (1)	paṭṭhāna pakaraṇa  dhamma paccanīya anuloma tika paṭṭhāna pāḷi 	The Paṭṭhāna Treatise🔽The reverse order of the law of conditionality, the text of the Paṭṭhāna according to the triads
['PA_patthana_19.8:0.3']	19.8. Dassanattika	dassana ttika 	The triad on seeing
['PA_patthana_19.8:1.1_0', 'PA_patthana_19.8:1.1_1', 'PA_patthana_19.8:1.1_2']	Nadassanena pahātabbaṁ dhammaṁ paṭicca bhāvanāya pahātabbo dhammo uppajjati hetupaccayā.🔽Nadassanena pahātabbaṁ dhammaṁ paṭicca nevadassanena nabhāvanāya pahātabbo dhammo🔽uppajjati hetupaccayā. Nadassanena pahātabbaṁ dhammaṁ paṭicca bhāvanāya pahātabbo	na dassanena pahātabbam dhammam paṭicca bhāvanāya pahātabbaḥ dhammaḥ uppajjati hetu paccayā  na dassanena pahātabbam dhammam paṭicca na iva dassanena na bhāvanāya pahātabbaḥ dhammaḥ  uppajjati hetu paccayā na dassanena pahātabbam dhammam paṭicca bhāvanāya pahātabbaḥ 	With a state that is to be abandoned by seeing as condition, a state that is to be abandoned by development arises, by way of root-cause condition.
['PA_patthana_19.8:1.1_3']	ca nevadassanena nabhāvanāya pahātabbo ca dhammā uppajjanti hetupaccayā … tīṇi.	ca na iva dassanena na bhāvanāya pahātabbaḥ ca dhammā uppajjanti hetu paccayā tīṇi 	With a state that is to be abandoned by seeing as condition, a state that is not to be abandoned by either seeing or development arises, by way of root-cause condition. With a state that is to be abandoned by seeing as condition, a state that is to be abandoned by development and a state that is not to be abandoned by either seeing or development arise, by way of root-cause condition. … three.
['PA_patthana_19.8:2.1_0', 'PA_patthana_19.8:2.1_1']	Nabhāvanāya pahātabbaṁ dhammaṁ paṭicca dassanena pahātabbo dhammo uppajjati hetupaccayā.🔽Nabhāvanāya pahātabbaṁ dhammaṁ paṭicca nevadassanena nabhāvanāya pahātabbo dhammo	na bhāvanāya pahātabbam dhammam paṭicca dassanena pahātabbaḥ dhammaḥ uppajjati hetu paccayā  na bhāvanāya pahātabbam dhammam paṭicca na iva dassanena na bhāvanāya pahātabbaḥ dhammaḥ 	With a state that is to be abandoned by development as condition, a state that is to be abandoned by seeing arises, by way of root-cause condition.
['PA_patthana_19.8:2.1_2']	uppajjati hetupaccayā. Nabhāvanāya pahātabbaṁ dhammaṁ paṭicca dassanena pahātabbo	uppajjati hetu paccayā na bhāvanāya pahātabbam dhammam paṭicca dassanena pahātabbaḥ 	With a state that is to be abandoned by development as condition, a state that is not to be abandoned by either seeing or development arises, by way of root-cause condition. With a state that is to be abandoned by development as condition, a state that is to be abandoned by seeing and a state that is not to be abandoned by either seeing or development arise, by way of root-cause condition. … three.
['PA_patthana_19.8:2.1_3']	ca nevadassanena nabhāvanāya pahātabbo ca dhammā uppajjanti hetupaccayā … tīṇi.	ca na iva dassanena na bhāvanāya pahātabbaḥ ca dhammā uppajjanti hetu paccayā tīṇi 	and things that are to be given up neither through seeing nor through development arise together with a condition being a root condition … three.
['PA_patthana_19.8:3.1_0', 'PA_patthana_19.8:3.1_1']	Nanevadassanena nabhāvanāya pahātabbaṁ dhammaṁ paṭicca nevadassanena nabhāvanāya🔽pahātabbo dhammo uppajjati hetupaccayā. Nanevadassanena nabhāvanāya pahātabbaṁ dhammaṁ	na neva dassanena na bhāvanāya pahātabbam dhammam paṭicca na iva dassanena na bhāvanāya  pahātabbaḥ dhammaḥ uppajjati hetu paccayā na na iva dassanena na bhāvanāya pahātabbam dhamma 	With a thing that is to be given up neither through seeing nor through development as condition, a thing that is to be given up neither through seeing nor through development …
['PA_patthana_19.8:3.1_2']	paṭicca dassanena pahātabbo dhammo uppajjati hetupaccayā … pañca. (Saṅkhittaṁ.)	paṭicca dassanena pahātabbaḥ dhammaḥ uppajjati hetu paccayā pañca 	With a thing that is to be given up neither through seeing nor through development as condition, a thing that is to be given up through seeing … five. (In brief.)
['PA_patthana_19.8:4.1']	Hetuyā aṭṭhārasa, ārammaṇe nava …pe… vipāke tīṇi …pe… avigate aṭṭhārasa.	hetuyā aṭṭhārasa ārammaṇe nava pe vipāke tīṇi pe avigate aṭṭhārasa 	In the section on root cause there are eighteen. In the section on object there are nine. … In the section on result there are three. … In the section on non-distortion there are eighteen.
