segmentnr	original	analyzed	translated
['PA_thag_12.1:0.1']	Theragāthā 12.1	theragāthā 	Verses of the Elders
['PA_thag_12.1:0.2']	Dvādasakanipāta	dvādasaka nipāta 	The Dvādasakanipāta
['PA_thag_12.1:0.3', 'PA_thag_12.1:0.4']	Paṭhamavagga🔽Sīlavattheragāthā	paṭhama vagga  sīlavatthera gāthā 	The First Chapter🔽Sīlavat’s Verses
['PA_thag_12.1:1.1']	“Sīlamevidha sikkhetha,	sīlam eva idha sikkhetha 	One should train in virtue here,
['PA_thag_12.1:1.2']	asmiṁ loke susikkhitaṁ;	asmin loke su sikkhita 	well-trained in this world;
['PA_thag_12.1:1.3']	Sīlañhi sabbasampattiṁ,	sīlam hi sabba sampatti 	For virtue, when practiced,
['PA_thag_12.1:1.4']	upanāmeti sevitaṁ.	upanāmā iti sevita 	brings all success.
['PA_thag_12.1:2.1']	Sīlaṁ rakkheyya medhāvī,	sīlam rakkheyya medhāvī 	The wise one should guard virtue,
['PA_thag_12.1:2.2']	patthayāno tayo sukhe;	patthayānaḥ tayo sukhe 	aspiring to three kinds of happiness:
['PA_thag_12.1:2.3']	Pasaṁsaṁ vittilābhañca,	pasasam vitti lābham ca 	Praise, gain of wealth,
['PA_thag_12.1:2.4']	pecca sagge pamodanaṁ.	pecca sagge pamodana 	and rejoicing in heaven hereafter.
['PA_thag_12.1:3.1']	Sīlavā hi bahū mitte,	sīlavā hi bahū mitte 	The virtuous one has many friends,
['PA_thag_12.1:3.2']	saññamenādhigacchati;	saññamena adhigacchati 	whom he gains through sympathy;
['PA_thag_12.1:3.3']	Dussīlo pana mittehi,	dussīlaḥ pana mittehi 	But the unvirtuous one, the doer of evil,
['PA_thag_12.1:3.4', 'PA_thag_12.1:4.1']	dhaṁsate pāpamācaraṁ.🔽Avaṇṇañca akittiñca,	dhasate pāpam ācara  a vaṇṇam ca a kittim ca 	is destroyed by his friends.🔽The unvirtuous person gains
['PA_thag_12.1:4.2', 'PA_thag_12.1:4.3']	dussīlo labhate naro;🔽Vaṇṇaṁ kittiṁ pasaṁsañca,	dussīlaḥ labhate naraḥ  vaṇṇam kittim pasasam ca 	disrepute, infamy, and blame;🔽But the virtuous one always gains
['PA_thag_12.1:4.4', 'PA_thag_12.1:5.1', 'PA_thag_12.1:5.2']	sadā labhati sīlavā.🔽Ādi sīlaṁ patiṭṭhā ca,🔽kalyāṇānañca mātukaṁ;	sadā labhati sīlavā  ādi sīlam patiṭṭhā ca  mātuka 	praise, fame, and renown.🔽Virtue is the beginning and foundation
['PA_thag_12.1:5.3']	Pamukhaṁ sabbadhammānaṁ,	pamukham sabba dhammāna 	of the good, and the mother of the wholesome;🔽It is the foremost of all things;
['PA_thag_12.1:5.4']	tasmā sīlaṁ visodhaye.	tasmai sīlam visodhaye 	therefore one should purify one’s virtue.
['PA_thag_12.1:6.1']	Velā ca saṁvaraṁ sīlaṁ,	ca sa varam sīla 	Virtue is the tide, the restraint,
['PA_thag_12.1:6.2', 'PA_thag_12.1:6.3']	cittassa abhihāsanaṁ;🔽Titthañca sabbabuddhānaṁ,	cittassa abhihāsana  tittham ca sabbabuddhāna 	the satisfaction of the mind;🔽It is the ford of all the Buddhas;
['PA_thag_12.1:6.4', 'PA_thag_12.1:7.1', 'PA_thag_12.1:7.2']	tasmā sīlaṁ visodhaye.🔽Sīlaṁ balaṁ appaṭimaṁ,🔽sīlaṁ āvudhamuttamaṁ;	tasmai sīlam visodhaye  sīlam balam appaṭima  sīlam 	therefore one should purify one’s virtue.🔽Virtue is an incomparable strength,🔽virtue is the supreme weapon;
['PA_thag_12.1:7.3']	Sīlamābharaṇaṁ seṭṭhaṁ,	sīlam ābharaṇam seṭṭha 	Virtue is the best ornament,
['PA_thag_12.1:7.4']	sīlaṁ kavacamabbhutaṁ.	sīlam 	Virtue is a wondrous armor.
['PA_thag_12.1:8.1', 'PA_thag_12.1:8.2']	Sīlaṁ setu mahesakkho,🔽sīlaṁ gandho anuttaro;	sīlam setu mahesakkhaḥ  sīlam gandhaḥ anuttaraḥ 	Virtue is a bridge, a great support,🔽Virtue is an unsurpassed fragrance;
['PA_thag_12.1:8.3']	Sīlaṁ vilepanaṁ seṭṭhaṁ,	sīlam vilepanam seṭṭha 	Virtue is the best of ointments,
['PA_thag_12.1:8.4', 'PA_thag_12.1:9.1', 'PA_thag_12.1:9.2']	yena vāti disodisaṁ.🔽Sīlaṁ sambalamevaggaṁ,🔽sīlaṁ pātheyyamuttamaṁ;	yena vāti disodisa  sīlam  sīlam pātheyyam uttama 	By which one goes in all directions.🔽Virtue is the best of armies,🔽Virtue is the best of provisions;
['PA_thag_12.1:9.3']	Sīlaṁ seṭṭho ativāho,	sīlam seṭṭhaḥ ativāho 	Virtue is the best of vehicles,
['PA_thag_12.1:9.4', 'PA_thag_12.1:10.1']	yena yāti disodisaṁ.🔽Idheva nindaṁ labhati,	yena yāti disodisa  idhā iva nindam labhati 	By which one goes in all directions.🔽Here itself one gets blame,
['PA_thag_12.1:10.2']	peccāpāye ca dummano;	pecca apāye ca dummanaḥ 	And later, in the lower realms, one is unhappy;
['PA_thag_12.1:10.3']	Sabbattha dummano bālo,	sabbattha dummanaḥ bālo 	Everywhere the fool is unhappy,
['PA_thag_12.1:10.4']	sīlesu asamāhito.	sīlesu asamāhitaḥ 	Uncollected in virtue.
['PA_thag_12.1:11.1']	Idheva kittiṁ labhati,	idhā iva kittim labhati 	Here itself one gets praise,
['PA_thag_12.1:11.2']	pecca sagge ca summano;	pecca sagge ca summano 	And later, in the heavenly realms, one is happy;
['PA_thag_12.1:11.3']	Sabbattha sumano dhīro,	sabbattha su manaḥ dhīro 	Everywhere the wise one is happy,
['PA_thag_12.1:11.4']	sīlesu susamāhito.	sīlesu su samāhitaḥ 	Well collected in virtue.
['PA_thag_12.1:12.1']	Sīlameva idha aggaṁ,	sīlam eva idha agga 	Virtue is foremost here,
['PA_thag_12.1:12.2']	paññavā pana uttamo;	paññavā pana uttamaḥ 	But the wise one is supreme;
['PA_thag_12.1:12.3']	Manussesu ca devesu,	manussesu ca devesu 	Among humans and gods,
['PA_thag_12.1:12.4']	sīlapaññāṇato jayan”ti.	sīla paññāṇataḥ jayanti 	Victory is through virtue and wisdom.”
['PA_thag_12.1:12.5']	… Sīlavo thero ….	sīlavaḥ theraḥ 	… The elder Sīla …
