segmentnr	original	analyzed	translated
['PA_patthana_11.7:0.1']	Paṭṭhānapakaraṇa	paṭṭhāna pakaraṇa 	The Paṭṭhāna🔽The Dhamma Paccaya Table, The Paṭṭhāna Text with the Tikas
['PA_patthana_11.7:0.2', 'PA_patthana_11.7:0.3']	Dhammapaccanīya (2), Tikatikapaṭṭhānapāḷi (5)🔽11.7. Kusalattika, Dassanattikādi	dhamma paccanīya  kusalattika dassanattika ādi 	The Triad on the Wholesome, the Triad on Seeing, etc.🔽With the unwholesome as condition, a wholesome … an unwholesome … a neither-unwholesome-nor-wholesome …🔽With the unwholesome as condition, a wholesome … an unwholesome … a neither-unwholesome-nor-wholesome …🔽With the unwholesome as condition, a wholesome … an unwholesome … a neither-unwholesome-nor-wholesome …
['PA_patthana_11.7:1.1_0', 'PA_patthana_11.7:1.1_1']	Nakusalaṁ nadassanena pahātabbaṁ dhammaṁ paṭicca …pe… nakusalaṁ nabhāvanāya pahātabbaṁ🔽dhammaṁ paṭicca …. (Saṅkhittaṁ.) Hetuyā ekūnatiṁsa, ārammaṇe catuvīsa …pe… vipāke	na kusalam na dassanena pahātabbam dhammam paṭicca pe na kusalam na bhāvanāya pahātabba  dhammam paṭicca saṅkhitta hetuyā ekūnatisa ārammaṇe catuvīsa pe vipāke 	With the unwholesome as condition, a wholesome … an unwholesome … a neither-unwholesome-nor-wholesome …
['PA_patthana_11.7:1.1_2', 'PA_patthana_11.7:2.1']	nava …pe… avigate ekūnatiṁsa.🔽Nakusalaṁ nanevadassanena nabhāvanāya pahātabbaṁ dhammaṁ paṭicca ….	nava pe a vigate ekūnatisa  na kusalam na na iva dassanena na bhāvanāya pahātabbam dhammam paṭicca 	With the unwholesome as condition, a wholesome … an unwholesome … a neither-unwholesome-nor-wholesome …🔽With the unwholesome as condition, a wholesome … an unwholesome … a neither-unwholesome-nor-wholesome …🔽With the unwholesome as condition, a wholesome … an unwholesome … a neither-unwholesome-nor-wholesome …
['PA_patthana_11.7:3.1_0', 'PA_patthana_11.7:3.1_1', 'PA_patthana_11.7:3.1_2']	Nakusalaṁ nadassanena pahātabbahetukaṁ dhammaṁ paṭicca …pe… nakusalaṁ nabhāvanāya🔽pahātabbahetukaṁ dhammaṁ paṭicca …. (Saṅkhittaṁ.) Hetuyā ekūnatiṁsa, ārammaṇe catuvīsa🔽…pe… vipāke nava …pe… avigate ekūnatiṁsa.	na kusalam na dassanena pahātabba hetukam dhammam paṭicca pe na kusalam na bhāvanāya  pahātabba hetukam dhammam paṭicca saṅkhitta hetuyā ekūnatisa ārammaṇe catuvīsa  pe vipāke nava pe avigate ekūnatisa 	With the unwholesome as condition, a wholesome … an unwholesome … a neither-unwholesome-nor-wholesome …🔽With the unwholesome as condition, a wholesome … an unwholesome … a neither-unwholesome-nor-wholesome …🔽With the unwholesome as condition, a wholesome … an unwholesome … a neither-unwholesome-nor-wholesome …🔽With the unwholesome as condition, a wholesome … an unwholesome … a neither-unwholesome-nor-wholesome …🔽With the unwholesome as condition, a wholesome … an unwholesome … a neither-unwholesome-nor-wholesome …🔽With the unwholesome as condition, a wholesome … an unwholesome … a neither-unwholesome-nor-wholesome …🔽With the unwholesome as condition, a wholesome … an unwholesome … a neither-unwholesome-nor-wholesome …🔽With the unwholesome as condition, a wholesome … an unwholesome … a neither-unwholesome-nor-wholesome …🔽With the unwholesome as condition, a wholesome … an unwholesome … a neither-unwholesome-nor-wholesome …🔽With the unwholesome as condition, a wholesome … an unwholesome … a neither-unwholesome-nor-wholesome …
['PA_patthana_11.7:4.1']	Nakusalaṁ nanevadassanena nabhāvanāya pahātabbahetukaṁ dhammaṁ paṭicca ….	na kusalam na na iva dassanena na bhāvanāya pahātabba hetukam dhammam paṭicca 	With the unwholesome as condition, a wholesome … an unwholesome … a neither-unwholesome-nor-wholesome …🔽With the unwholesome as condition, a wholesome … an unwholesome … a neither-unwholesome
['PA_patthana_11.7:5.1']	Nakusalaṁ naācayagāmiṁ dhammaṁ paṭicca …. (Saṅkhittaṁ.) Hetuyā ekavīsa, ārammaṇe sattarasa …pe… vipāke nava …pe… avigate ekavīsa.	na kusalam na ācaya gāmim dhammam paṭicca saṅkhitta hetuyā ekavīsa ārammaṇe sattarasa pe vipāke nava pe avigate ekavīsa 	With a profitable, not-retarding, … (in brief) … With a cause as condition, twenty-one. With an object as condition, seventeen. … With a nutriment as condition, seven. … With an element as condition, twenty-one. …
['PA_patthana_11.7:6.1']	Nakusalaṁ naapacayagāmiṁ dhammaṁ paṭicca …. (Saṅkhittaṁ.) Hetuyā ekūnatiṁsa, ārammaṇe catuvīsa …pe… vipāke nava …pe… avigate ekūnatiṁsa.	na kusalam na apacaya gāmim dhammam paṭicca saṅkhitta hetuyā ekūnatisa ārammaṇe catuvīsa pe vipāke nava pe avigate ekūnatisa 	With a profitable, not-promoting, … (in brief) … With a cause as condition, twenty-nine. With an object as condition, twenty-four. … With a nutriment as condition, seven. … With an element as condition, twenty-nine. …
['PA_patthana_11.7:7.1', 'PA_patthana_11.7:8.1']	Nakusalaṁ nanevācayagāmināpacayagāmiṁ dhammaṁ paṭicca …. (Sabbattha sattarasa. Vipākaṁ natthi.)🔽Nakusalaṁ nasekkhaṁ dhammaṁ paṭicca …pe… nakusalaṁ naasekkhaṁ dhammaṁ paṭicca …. (Saṅkhittaṁ.) Hetuyā ekūnatiṁsa, ārammaṇe catuvīsa …pe… vipāke nava …pe… avigate ekūnatiṁsa.	na kusalam na neva ācaya gāminā apacaya gāmim dhammam paṭicca sabbattha sattarasa vipākam natthi  na kusalam na sekkham dhammam paṭicca pe na kusalam na asekkham dhammam paṭicca saṅkhitta hetuyā ekūnatisa ārammaṇe catuvīsa pe vipāke nava pe avigate ekūnatisa 	With a profitable, neither-retarding-nor-promoting, … (everywhere seventeen. There is no fruition.)🔽With a profitable, not-adept, … (in brief) … With a cause as condition, twenty-nine. With an object as condition, twenty-four. … With a nutriment as condition, seven. … With an element as condition, twenty-nine. …
['PA_patthana_11.7:9.1']	Nakusalaṁ nanevasekkhanāsekkhaṁ dhammaṁ paṭicca …. (Saṅkhittaṁ.) Hetuyā sattarasa …pe… āsevane nava …pe… vipāke nava …pe… avigate sattarasa.	na kusalam na nevasekkha nāsekkham dhammam paṭicca saṅkhitta hetuyā sattarasa pe āsevane nava pe vipāke nava pe avigate sattarasa 	With a profitable, neither-adept-nor-not-adept, … (in brief) … With a cause as condition, seventeen. … With a pursuit as condition, seven. … With a fruition as condition, seven. … With an element as condition, seventeen.
