segmentnr	original	analyzed	translated
['PA_bi-vb_np6:0.1']	Theravāda Vinaya	thera vāda vinaya 	The Theravāda Vinaya
['PA_bi-vb_np6:0.2', 'PA_bi-vb_np6:0.3']	Bhikkhunivibhaṅga🔽Nissaggiyakaṇḍa	bhikkhuni vibhaṅga  nissaggiya kaṇḍa 	The Nuns’ Analysis🔽The Chapter on Forfeiture
['PA_bi-vb_np6:0.4']	Pattavagga	patta vagga 	The sub-chapter on almsbowls
['PA_bi-vb_np6:0.5']	6. Saṅghikacetapanasikkhāpada	saṅghika cetapana sikkhāpada 	1. The training rule on the sauna belonging to the Sangha
['PA_bi-vb_np6:1.1']	Tena samayena buddho bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	tena samayena buddhaḥ bhagavā sāvatthiyam viharati jetavane anāthapiṇḍikassa ārāme 	At one time when the Buddha was staying at Sāvatthī in Anāthapiṇḍika’s Monastery,
['PA_bi-vb_np6:1.2']	Tena kho pana samayena upāsakā bhikkhunisaṅghassa cīvaratthāya chandakaṁ saṅgharitvā aññatarassa pāvārikassa ghare parikkhāraṁ nikkhipitvā bhikkhuniyo upasaṅkamitvā etadavocuṁ—	tena kho pana samayena upāsakāḥ bhikkhuni saṅghassa cīvara tthāya chandakam saṅgharitvā aññatarassa pāvārikassa ghare parikkhāram nikkhipitvā bhikkhuniyaḥ upasaṅkamitvā etat avocu 	at that time the lay followers had collected voluntary contributions for the Sangha of nuns for robe-cloth, and they had stored the requisites in the house of a certain weaver. They then went to the nuns and said,
['PA_bi-vb_np6:1.3', 'PA_bi-vb_np6:1.4']	“amukassa, ayye, pāvārikassa ghare cīvaratthāya parikkhāro nikkhitto, tato cīvaraṁ āharāpetvā bhājethā”ti.🔽Bhikkhuniyo tena parikkhārena bhesajjaṁ cetāpetvā paribhuñjiṁsu.	amukassa ayye pāvārikassa ghare cīvara atthāya parikkhāraḥ nikkhitto tatas cīvaram āharāpetvā bhājetha ati  bhikkhuniyaḥ tena parikkhārena bhesajjam cetāpetvā paribhuñjisu 	“Venerables, the requisites for robe-cloth have been stored in the house of such-and-such a weaver. Please have robe-cloth made from that and share it out.”🔽The nuns exchanged those requisites for tonics and then used them.
['PA_bi-vb_np6:1.5']	Upāsakā jānitvā ujjhāyanti khiyyanti vipācenti—	upāsakāḥ jānitvā ujjhāyanti khiyyanti vipācenti 	When the lay followers found out about this, they complained and criticized those nuns,
['PA_bi-vb_np6:1.6']	“kathañhi nāma bhikkhuniyo aññadatthikena parikkhārena aññuddisikena saṅghikena aññaṁ cetāpessantī”ti.	katham hi nāma bhikkhuniyaḥ aññadatthikena parikkhārena aññuddisikena saṅghikena aññam cetāpessanti iti 	“How could the nuns exchange requisites intended for one purpose and given for one purpose for something else?”
['PA_bi-vb_np6:1.7']	Assosuṁ kho bhikkhuniyo tesaṁ upāsakānaṁ ujjhāyantānaṁ khiyyantānaṁ vipācentānaṁ.	assosum kho bhikkhuniyaḥ tesam upāsakānam ujjhāyantānam khiyyantānam vipācentāna 	The nuns heard the complaints of those lay followers,
['PA_bi-vb_np6:1.8', 'PA_bi-vb_np6:1.9']	Yā tā bhikkhuniyo appicchā …pe… tā ujjhāyanti khiyyanti vipācenti—🔽“kathañhi nāma bhikkhuniyo aññadatthikena parikkhārena aññuddisikena saṅghikena aññaṁ cetāpessantī”ti …pe…	yāḥ tāḥ bhikkhuniyaḥ appicchāḥ pe tāḥ ujjhāyanti khiyyanti vipācenti  katham hi nāma bhikkhuniyaḥ aññadatthikena parikkhārena aññuddisikena saṅghikena aññam cetāpessanti iti pe 	and the nuns of few desires … spread it about, saying:🔽“How can nuns exchange a requisite belonging to the Sangha that was intended for a specific purpose and designated for another?” …
['PA_bi-vb_np6:1.10']	“saccaṁ kira, bhikkhave, bhikkhuniyo aññadatthikena parikkhārena aññuddisikena saṅghikena aññaṁ cetāpentī”ti?	saccam kira bhikkhave bhikkhuniyaḥ aññadatthikena parikkhārena aññuddisikena saṅghikena aññam cetāpenti iti 	“Is it true, monks, that nuns did this?”
['PA_bi-vb_np6:1.11']	“Saccaṁ, bhagavā”ti.	sat ca bhagavān ati 	“It’s true, Sir.”
['PA_bi-vb_np6:1.12']	Vigarahi buddho bhagavā …pe…	vigarahi buddhaḥ bhagavān pe 	The Buddha rebuked them, …
['PA_bi-vb_np6:1.13']	kathañhi nāma, bhikkhave, bhikkhuniyo aññadatthikena parikkhārena aññuddisikena saṅghikena aññaṁ cetāpessanti.	katham hi nāma bhikkhave bhikkhuniyaḥ aññadatthikena parikkhārena aññuddisikena saṅghikena aññam cetāpessanti 	“How can nuns do this?
['PA_bi-vb_np6:1.14']	Netaṁ, bhikkhave, appasannānaṁ vā pasādāya …pe…	na ita bhikkhave appasannānam vā pasādāya pe 	This won’t give rise to confidence in those without it …
['PA_bi-vb_np6:1.15']	evañca pana, bhikkhave, bhikkhuniyo imaṁ sikkhāpadaṁ uddisantu—	evam ca pana bhikkhave bhikkhuniyaḥ imam sikkhāpadam uddisantu 	And, monks, the nuns should recite this training rule like this:🔽‘If a nun exchanges a requisite belonging to the Sangha that was intended for a specific purpose and designated for another, she commits an offense entailing relinquishment and confession.’”
['PA_bi-vb_np6:1.16.1', 'PA_bi-vb_np6:2.1.1', 'PA_bi-vb_np6:2.1.2']	“Yā pana bhikkhunī aññadatthikena parikkhārena aññuddisikena saṅghikena aññaṁ cetāpeyya, nissaggiyaṁ pācittiyan”ti.🔽Yā panāti🔽yā yādisā …pe…	yā pana bhikkhunī aññadatthikena parikkhārena aññuddisikena saṅghikena aññam cetāpeyya nissaggiyam pācittiyanti  yā panāti  yā yā disā pe 	‘If a nun exchanges a requisite that was given for one specific purpose for something else that was given for another specific purpose and that belongs to the Sangha, she commits an offense entailing relinquishment and confession.’”
['PA_bi-vb_np6:2.1.3']	bhikkhunīti	bhikkhunī iti 	If a nun:🔽if she is a fully ordained woman.
['PA_bi-vb_np6:2.1.4']	…pe… ayaṁ imasmiṁ atthe adhippetā bhikkhunīti.	pe ayam imasmin atthe adhippetā bhikkhunī iti 	… this is the meaning of “nun” in this case.
['PA_bi-vb_np6:2.1.5']	Aññadatthikena parikkhārena aññuddisikenāti	aññadatthikena parikkhārena aññuddisikena ati 	That was given for one specific purpose and that was given for another specific purpose:
['PA_bi-vb_np6:2.1.6']	aññassatthāya dinnena.	aññassa atthāya dinnena 	that was given for the benefit of someone else.
['PA_bi-vb_np6:2.1.7']	Saṅghikenāti	saṅghikena ati 	That belongs to the Sangha:
['PA_bi-vb_np6:2.1.8']	saṅghassa, na gaṇassa, na ekabhikkhuniyā.	saṅghassa na gaṇassa na eka bhikkhuniyā 	to the Sangha, not to a group or to an individual nun.
['PA_bi-vb_np6:2.1.9', 'PA_bi-vb_np6:2.1.10']	Aññaṁ cetāpeyyāti🔽yaṁatthāya dinnaṁ, taṁ ṭhapetvā aññaṁ cetāpeti, payoge dukkaṭaṁ.	aññam cetāpeyya ati  tam ṭhapetvā aññam payoge dukkaṭa 	Exchanges for something else:🔽if she exchanges it for something else than what it was given for, then for the effort there is an act of wrong conduct.
['PA_bi-vb_np6:2.1.11']	Paṭilābhena nissaggiyaṁ hoti.	paṭilābhena nissaggiyam hoti 	When she gets the other thing, it becomes subject to relinquishment.
['PA_bi-vb_np6:2.1.12']	Nissajjitabbaṁ saṅghassa vā gaṇassa vā ekabhikkhuniyā vā.	nissajjitabbam saṅghassa vā gaṇassa vā eka bhikkhuniyā vā 	It should be relinquished to a sangha, a group, or an individual nun.
['PA_bi-vb_np6:2.1.13']	Evañca pana, bhikkhave, nissajjitabbaṁ.	evam ca pana bhikkhave 	And, monks, it should be relinquished like this.
['PA_bi-vb_np6:2.1.14']	…pe…	pe 	…🔽…
['PA_bi-vb_np6:2.1.15', 'PA_bi-vb_np6:2.1.16']	“idaṁ me, ayye, aññadatthikena parikkhārena aññuddisikena saṅghikena aññaṁ cetāpitaṁ nissaggiyaṁ, imāhaṁ saṅghassa nissajjāmī”ti.🔽…pe…	idam me ayye aññadatthikena parikkhārena aññuddisikena saṅghikena aññam cetāpitam nissaggiye imā aham saṅghassa nissajjāmi iti  pe 	‘Venerables, this thing, which I got in exchange for a requisite that was given for one specific purpose and that was given for another specific purpose and that belonged to the Sangha, is to be relinquished. I relinquish it to the Sangha.’🔽…🔽‘Give it back to her.’” …
['PA_bi-vb_np6:2.1.17']	dadeyyā”ti …pe…	dadeyyā ati pe 	“I will give.” …🔽…
['PA_bi-vb_np6:2.1.18']	dadeyyun”ti …pe…	pe 	If they give it to you, you should give it to the one who gave it to you.” …
