segmentnr	original	analyzed	translated
['PA_dn_17:0.1']	Dīgha Nikāya 17	dīgha nikāya 	Long Discourses 
['PA_dn_17:0.2']	Mahāsudassanasutta	mahāsudassana sutta 	With Mahāsudassana 
['PA_dn_17:1.1.1']	Evaṁ me sutaṁ—	evam me suta 	Thus have I heard. 
['PA_dn_17:1.1.2', 'PA_dn_17:1.2.1']	ekaṁ samayaṁ bhagavā kusinārāyaṁ viharati upavattane mallānaṁ sālavane antarena yamakasālānaṁ parinibbānasamaye.🔽Atha kho āyasmā ānando yena bhagavā tenupasaṅkami; upasaṅkamitvā bhagavantaṁ abhivādetvā ekamantaṁ nisīdi. Ekamantaṁ nisinno kho āyasmā ānando bhagavantaṁ etadavoca:	ekam samayam bhagavā kusinārāyam viharati upavattane mallānam sālavane antarena yamaka sālānam parinibbāna samaye  atha khalu āyasmai ānandaḥ yena bhagavā tena upasaṅkami upasaṅkamitvā bhagavantam abhivādetvā ekamantam nisīdi ekamantam nisinnaḥ khalu āyasmai ānandaḥ bhagavantam etat avoca 	At one time the Buddha was staying at Kusinārā, in the Mallas’ Sal Wood, between the twin sal trees, on the occasion of his final extinguishment. 
['PA_dn_17:1.2.2']	“mā, bhante, bhagavā imasmiṁ khuddakanagarake ujjaṅgalanagarake sākhānagarake parinibbāyi.	mā bhante bhagavā imasmin khuddaka nagarake ujjaṅgala nagarake sākhā nagarake parinibbāyi 	Then Venerable Ānanda went to the Buddha, bowed, sat down, and said, “Sir, don’t pass away in this little insignificant wattle-and-daub town in the wilderness. 
['PA_dn_17:1.2.3']	Santi, bhante, aññāni mahānagarāni.	santi bhante aññāni mahā nagarāni 	There are other great cities. 
['PA_dn_17:1.2.4']	Seyyathidaṁ—campā, rājagahaṁ, sāvatthi, sāketaṁ, kosambī, bārāṇasī;	rājagaha sāvatthi sāketa kosambī bārāṇasī 	Such as Campā, Rājagaha, Sāvatthī, Sāketa, Kosambī, and Bārāṇasī. 
['PA_dn_17:1.2.5']	ettha bhagavā parinibbāyatu.	ettha bhagavā parinibbāyatu 	Sir, please pass away in one of those cities. 
['PA_dn_17:1.2.6']	Ettha bahū khattiyamahāsālā brāhmaṇamahāsālā gahapatimahāsālā tathāgate abhippasannā, te tathāgatassa sarīrapūjaṁ karissantī”ti.	ettha bahū khattiya mahā sālā brāhmaṇa mahā sālā gahapati mahā sālā tathāgate abhippasannā te tathāgatassa sarīra pūjam karissanti iti 	There are many wealthy aristocrats, brahmins, and householders who have confidence in the Buddha. They will perform the Buddha’s funeral.”
['PA_dn_17:1.3.1']	“Mā hevaṁ, ānanda, avaca; mā hevaṁ, ānanda, avaca:	mā hā iva ānanda avaca mā hā iva ānanda avaca 	“Don’t say that, Ānanda. Don’t say that.
['PA_dn_17:1.3.2']	‘khuddakanagarakaṁ ujjaṅgalanagarakaṁ sākhānagarakan’ti.	khuddaka nagarakam ujjaṅgala nagarakam sākhā nagarakam ti 	It’s not a small town, a town in the wilderness, or a town on the edge of a forest.
['PA_dn_17:1.3.3.0']	1. Kusāvatīrājadhānī	kusāvatī rājadhānī 	The capital city of Kusāvatī
['PA_dn_17:1.3.4']	Bhūtapubbaṁ, ānanda, rājā mahāsudassano nāma ahosi khattiyo muddhāvasitto cāturanto vijitāvī janapadatthāvariyappatto.	bhūta pubba ānanda rājā mahāsudassanaḥ nāma ahosi khattiyaḥ muddhāvasittaḥ cāturantaḥ vijitāvī janapadatthāvariya ppatto 	Once, Ānanda, there was a king named Mahāsudassana, a wheel-turning monarch, a just king who ruled by the Dhamma, a conqueror of the four directions, who had established the country and was a righteous Dharma king.
['PA_dn_17:1.3.5']	Rañño, ānanda, mahāsudassanassa ayaṁ kusinārā kusāvatī nāma rājadhānī ahosi.	raññaḥ ānanda mahāsudassanassa ayam kusinārā kusāvatī nāma rājadhānī ahosi 	This Kusinārā was his capital city, called Kusāvatī.
['PA_dn_17:1.3.6']	Puratthimena ca pacchimena ca dvādasayojanāni āyāmena, uttarena ca dakkhiṇena ca sattayojanāni vitthārena.	puratthimena ca pacchimena ca dvādasa yojanāni āyāmena uttarena ca dakkhiṇena ca satta yojanāni vitthārena 	It was twelve leagues east and west and seven leagues north and south.
['PA_dn_17:1.3.7']	Kusāvatī, ānanda, rājadhānī iddhā ceva ahosi phītā ca bahujanā ca ākiṇṇamanussā ca subhikkhā ca.	kusāvatī ānanda rājadhānī iddhā ca iva ahosi phītā ca bahu janā ca ākiṇṇa manussā ca subhikkhā ca 	Kusāvatī was powerful and prosperous, with many inhabitants, crowded with people and well-supplied with food.
['PA_dn_17:1.3.8']	Seyyathāpi, ānanda, devānaṁ āḷakamandā nāma rājadhānī iddhā ceva hoti phītā ca bahujanā ca ākiṇṇayakkhā ca subhikkhā ca;	sā iyyathā api ānanda devānam āḷakamandā nāma rājadhānī iddhā ca iva hoti phītā ca bahu janā ca ākiṇṇa yakkhā ca subhikkhā ca 	Just as the capital city of the gods, Āḷakamandā, is powerful and prosperous, with many inhabitants, crowded with gods and well-supplied with food,
['PA_dn_17:1.3.9']	evameva kho, ānanda, kusāvatī rājadhānī iddhā ceva ahosi phītā ca bahujanā ca ākiṇṇamanussā ca subhikkhā ca.	evam eva kho ānanda kusāvatī rājadhānī iddhā ca iva ahosi phītā ca bahu janā ca ākiṇṇa manussā ca subhikkhā ca 	In the same way, Ānanda, Kusāvatī was powerful and prosperous, with many inhabitants and people, and it had plenty of food.
['PA_dn_17:1.3.10']	Kusāvatī, ānanda, rājadhānī dasahi saddehi avivittā ahosi divā ceva rattiñca, seyyathidaṁ—	kusāvatī ānanda rājadhānī dasahi saddehi avivittā ahosi divā ca iva rattiñca 	Kusāvatī was never without ten sounds by day or night:
['PA_dn_17:1.3.11']	hatthisaddena assasaddena rathasaddena bherisaddena mudiṅgasaddena vīṇāsaddena gītasaddena saṅkhasaddena sammasaddena pāṇitāḷasaddena ‘asnātha pivatha khādathā’ti dasamena saddena.	hatthi saddena assa saddena ratha saddena bheri saddena mudiṅga saddena vīṇā saddena gīta saddena saṅkha saddena samma saddena pāṇitāḷa saddena asnātha pivatha khādatha ati dasamena saddena 	the sound of elephants, horses, chariots, kettledrums, side drums, lutes, singing, conches, gongs, and the cry of “Eat, drink, and be merry!”
['PA_dn_17:1.4.1']	Kusāvatī, ānanda, rājadhānī sattahi pākārehi parikkhittā ahosi.	kusāvatī ānanda rājadhānī sattahi pākārehi parikkhittā ahosi 	Kusāvatī was surrounded by seven ramparts.
['PA_dn_17:1.4.2']	Eko pākāro sovaṇṇamayo, eko rūpiyamayo, eko veḷuriyamayo, eko phalikamayo, eko lohitaṅkamayo, eko masāragallamayo, eko sabbaratanamayo.	eko pākāro sovaṇṇa mayo ekaḥ rūpiya mayaḥ ekaḥ veḷuriya mayaḥ ekaḥ phalika mayaḥ ekaḥ lohitaṅka mayaḥ ekaḥ masāragalla mayaḥ ekaḥ sabbaratana mayo 	One rampart was made of gold, one of silver, one of beryl, one of crystal, one of ruby, one of emerald, and one of all sorts of gems.
['PA_dn_17:1.5.1']	Kusāvatiyā, ānanda, rājadhāniyā catunnaṁ vaṇṇānaṁ dvārāni ahesuṁ.	kusāvatiyāḥ ānanda rājadhāniyā catunnam vaṇṇānam dvārāni ahesu 	Kusāvatī had gates for the four castes.
['PA_dn_17:1.5.2']	Ekaṁ dvāraṁ sovaṇṇamayaṁ, ekaṁ rūpiyamayaṁ, ekaṁ veḷuriyamayaṁ, ekaṁ phalikamayaṁ.	ekam dvāram sovaṇṇa mayaḥ ekam rūpiya mayaḥ ekam veḷuriya mayaḥ ekam phalika maya 	One gate was made of gold, one of silver, one of beryl, and one of crystal.
['PA_dn_17:1.5.3']	Ekekasmiṁ dvāre satta satta esikā nikhātā ahesuṁ tiporisaṅgā tiporisanikhātā dvādasaporisā ubbedhena.	ekekasmin dvāre satta satta esikāḥ nikhātāḥ ahesum ti porisaṅgāḥ ti porisa nikhātāḥ dvādasa porisāḥ ubbedhena 	At each gate there were seven pillars, three stories high, set in tripods, twelve yards high.
['PA_dn_17:1.5.4']	Ekā esikā sovaṇṇamayā, ekā rūpiyamayā, ekā veḷuriyamayā, ekā phalikamayā, ekā lohitaṅkamayā, ekā masāragallamayā, ekā sabbaratanamayā.	ekā esikā sovaṇṇa mayā ekā rūpiya mayā ekā veḷuriya mayā ekā phalika mayā ekā lohitaṅka mayā ekā masāragalla mayā ekā sabbaratana mayā 	One pillar was made of gold, one of silver, one of beryl, one of crystal, one of ruby, one of white coral, and one of all sorts of gems.
['PA_dn_17:1.6.1']	Kusāvatī, ānanda, rājadhānī sattahi tālapantīhi parikkhittā ahosi.	kusāvatī ānanda rājadhānī sattahi tāla pantīhi parikkhittā ahosi 	Kusavati, Ananda, was surrounded by seven walls of gold,
['PA_dn_17:1.6.2', 'PA_dn_17:1.6.3']	Ekā tālapanti sovaṇṇamayā, ekā rūpiyamayā, ekā veḷuriyamayā, ekā phalikamayā, ekā lohitaṅkamayā, ekā masāragallamayā, ekā sabbaratanamayā.🔽Sovaṇṇamayassa tālassa sovaṇṇamayo khandho ahosi, rūpiyamayāni pattāni ca phalāni ca.	ekā tālapanti sovaṇṇa mayā ekā rūpiya mayā ekā veḷuriya mayā ekā phalika mayā ekā lohitaṅka mayā ekā masāragalla mayā ekā sabbaratana mayā  sovaṇṇa mayassa tālassa sovaṇṇa mayaḥ khandho ahosi rūpiya mayāni pattāni ca phalāni ca 	one wall was of gold, one of silver, one of beryl, one of crystal, one of ruby, one of white coral, and one of all sorts of gems.🔽The golden palm-tree had a golden stem, silver leaves and fruit.
['PA_dn_17:1.6.4']	Rūpiyamayassa tālassa rūpiyamayo khandho ahosi, sovaṇṇamayāni pattāni ca phalāni ca.	rūpiya mayassa tālassa rūpiya mayaḥ khandho ahosi sovaṇṇa mayāni pattāni ca phalāni ca 	The silver palm-tree had a silver stem, golden leaves and fruit.
['PA_dn_17:1.6.5', 'PA_dn_17:1.6.6']	Veḷuriyamayassa tālassa veḷuriyamayo khandho ahosi, phalikamayāni pattāni ca phalāni ca.🔽Phalikamayassa tālassa phalikamayo khandho ahosi, veḷuriyamayāni pattāni ca phalāni ca.	veḷuriya mayassa tālassa veḷuriya mayaḥ khandhaḥ ahosi phalika mayāni pattāni ca phalāni ca  phalika mayassa tālassa phalika mayaḥ khandhaḥ ahosi veḷuriya mayāni pattāni ca phalāni ca 	The trunks of the emerald palm trees were emerald, and their leaves and fruits were crystal.🔽The trunks of the crystal palm trees were crystal, and their leaves and fruits were emerald.
['PA_dn_17:1.6.7', 'PA_dn_17:1.6.8']	Lohitaṅkamayassa tālassa lohitaṅkamayo khandho ahosi, masāragallamayāni pattāni ca phalāni ca.🔽Masāragallamayassa tālassa masāragallamayo khandho ahosi, lohitaṅkamayāni pattāni ca phalāni ca.	lohitaṅka mayassa tālassa lohitaṅka mayaḥ khandhaḥ ahosi masāragalla mayāni pattāni ca phalāni ca  masāragalla mayassa tālassa masāragalla mayaḥ khandhaḥ ahosi lohitaṅka mayāni pattāni ca phalāni ca 	The trunks of the coral palm trees were coral, and their leaves and fruits were ruby.🔽The trunks of the ruby palm trees were ruby, and their leaves and fruits were coral.
['PA_dn_17:1.6.9']	Sabbaratanamayassa tālassa sabbaratanamayo khandho ahosi, sabbaratanamayāni pattāni ca phalāni ca.	sabbaratana mayassa tālassa sabbaratana mayaḥ khandhaḥ ahosi sabbaratana mayāni pattāni ca phalāni ca 	The trunks of the all-gem palm trees were all gems, and their leaves and fruits were all gems.
['PA_dn_17:1.6.10']	Tāsaṁ kho panānanda, tālapantīnaṁ vāteritānaṁ saddo ahosi vaggu ca rajanīyo ca khamanīyo ca madanīyo ca.	tāsam kho pana ānanda tālapantīnam vāta īritānam saddaḥ ahosi vaggu ca rajanīyaḥ ca khamanīyaḥ ca madanīyaḥ ca 	And when those palm trees were stirred by the wind, the sound was lovely, delightful, and intoxicating.
['PA_dn_17:1.6.11']	Seyyathāpi, ānanda, pañcaṅgikassa tūriyassa suvinītassa suppaṭitāḷitassa sukusalehi samannāhatassa saddo hoti vaggu ca rajanīyo ca khamanīyo ca madanīyo ca;	seyyathā api ānanda pañcaṅgikassa tūriyassa su vinītassa suppaṭita āḷitassa su kusalehi samannāhatassa saddaḥ hoti vaggu ca rajanīyaḥ ca khamanīyaḥ ca madanīyaḥ ca 	Just as the sound of five musical instruments in tune and well-played is lovely, delightful, and intoxicating,
['PA_dn_17:1.6.12']	evameva kho, ānanda, tāsaṁ tālapantīnaṁ vāteritānaṁ saddo ahosi vaggu ca rajanīyo ca khamanīyo ca madanīyo ca.	evam eva khalu ānanda tāsam tālapantīnam vāta īritānam saddaḥ ahosi vaggu ca rajanīyaḥ ca khamanīyaḥ ca madanīyaḥ ca 	so was the sound of those palm-leaf eaves when stirred by the breeze.
['PA_dn_17:1.6.13']	Ye kho panānanda, tena samayena kusāvatiyā rājadhāniyā dhuttā ahesuṁ soṇḍā pipāsā, te tāsaṁ tālapantīnaṁ vāteritānaṁ saddena paricāresuṁ.	ye kho pana ānanda tena samayena kusāvatiyāḥ rājadhāniyāḥ dhuttāḥ ahesum soṇḍā pipāsā te tāsam tāla pantīnam vāta īritānam saddena paricāresu 	And those who were lustful at that time in Kusavati, the libertines and drunkards, they were satisfied by the sound of those palm-leaf eaves.
['PA_dn_17:1.7.0.1']	2. Sattaratanasamannāgata	satta ratana samannāgata 	. The seven treasures
['PA_dn_17:1.7.0.2']	2.1. Cakkaratana	cakkaratana 	. The wheel-treasure
['PA_dn_17:1.7.1']	Rājā, ānanda, mahāsudassano sattahi ratanehi samannāgato ahosi catūhi ca iddhīhi.	rājā ānanda mahāsudassanaḥ sattahi ratanehi samannāgataḥ ahosi catūhi ca iddhīhi 	King Mahasudassana, Ananda, possessed the seven treasures and had acquired the four properties.
['PA_dn_17:1.7.2']	Katamehi sattahi?	katamehi sattahi 	What are the seven?
['PA_dn_17:1.7.3']	Idhānanda, rañño mahāsudassanassa tadahuposathe pannarase sīsaṁnhātassa uposathikassa uparipāsādavaragatassa	idha ānanda raññaḥ mahāsudassanassa tadahu uposathe pannarase sīsanhātassa uposathikassa upari pāsāda vara gatassa 	Here, Ananda, on the Uposatha day of the fifteenth, on the full-moon night, King Mahasudassana had his head bathed and ascended to the upper palace chamber to hold a night-session there.
['PA_dn_17:1.7.4']	dibbaṁ cakkaratanaṁ pāturahosi sahassāraṁ sanemikaṁ sanābhikaṁ sabbākāraparipūraṁ.	dibbam cakka ratanam pāturahosi sahassa aram sa nemikam sa nābhikam sabba ākāra paripūra 	The divine wheel-treasure appeared to King Mahāsudassana, with a thousand spokes, complete with all its components, pure, not sullied by dust,
['PA_dn_17:1.7.5', 'PA_dn_17:1.7.6_0']	Disvā rañño mahāsudassanassa etadahosi:🔽‘sutaṁ kho pana metaṁ: “yassa rañño khattiyassa muddhāvasittassa tadahuposathe pannarase	disvā raññaḥ mahāsudassanassa etat ahosi  sutam kho pana meta yassa raññaḥ khattiyassa muddhāvasittassa tadahuposathe pannarase 	and when King Mahāsudassana saw it, he thought:
['PA_dn_17:1.7.6_1']	sīsaṁnhātassa uposathikassa uparipāsādavaragatassa dibbaṁ cakkaratanaṁ pātubhavati	sīsa nhātassa uposathikassa upari pāsāda vara gatassa dibbam cakka ratanam pātubhavati 	‘I have heard that when a duly anointed noble-warrior king sees such a wheel on the observance day, the Uposatha of the fifteenth,
['PA_dn_17:1.7.6_2']	sahassāraṁ sanemikaṁ sanābhikaṁ sabbākāraparipūraṁ, so hoti rājā cakkavattī”ti.	sahassa aram sa nemikam sa nābhikam sabba ākāra paripūra so hoti rājā cakkavattī iti 	then he becomes a wheel-turning monarch.
['PA_dn_17:1.7.7']	Assaṁ nu kho ahaṁ rājā cakkavattī’ti.	assam nu khalu aham rājā cakkavattī iti 	Could I be a wheel-turning monarch?’
['PA_dn_17:1.8.1']	Atha kho, ānanda, rājā mahāsudassano uṭṭhāyāsanā ekaṁsaṁ uttarāsaṅgaṁ karitvā vāmena hatthena suvaṇṇabhiṅkāraṁ gahetvā dakkhiṇena hatthena cakkaratanaṁ abbhukkiri:	atha kho ānanda rājā mahāsudassanaḥ uṭṭhāya āsanā ekasam uttarāsaṅgam karitvā vāmena hatthena suvaṇṇa bhiṅkāram gahetvā dakkhiṇena hatthena cakka ratanam abbhukkiri 	Then, Ānanda, King Mahāsudassana, having risen from his seat, having arranged his upper robe on one shoulder, and having extended his hands in reverential salutation, addressed the divine wheel-treasure, saying:
['PA_dn_17:1.8.2']	‘pavattatu bhavaṁ cakkaratanaṁ, abhivijinātu bhavaṁ cakkaratanan’ti.	pavattatu bhavam cakkaratana abhivijinātu bhavam cakkaratana iti 	‘May the divine wheel-treasure turn, may the divine wheel-treasure conquer!’
['PA_dn_17:1.8.3_0', 'PA_dn_17:1.8.3_1']	Atha kho taṁ, ānanda, cakkaratanaṁ puratthimaṁ disaṁ pavatti, anvadeva rājā mahāsudassano🔽saddhiṁ caturaṅginiyā senāya, yasmiṁ kho panānanda, padese cakkaratanaṁ patiṭṭhāsi,	atha kho te ānanda cakkaratanam puratthimam disam pavatti rājā mahāsudassanaḥ  saddhim caturaṅginiyā senāya yasmin kho pana ānanda padese cakka ratanam patiṭṭhāsi 	Then the Wheel-Treasure rolled towards the east, and King Mahāsudassana followed it with his fourfold army.
['PA_dn_17:1.8.3_2']	tattha rājā mahāsudassano vāsaṁ upagacchi saddhiṁ caturaṅginiyā senāya.	tattha rājā mahāsudassanaḥ vāsam upagacchi saddhim caturaṅginiyā senāya 	Wherever the Wheel-Treasure stopped, the King set up his quarters with his fourfold army.
['PA_dn_17:1.9.1']	Ye kho panānanda, puratthimāya disāya paṭirājāno, te rājānaṁ mahāsudassanaṁ upasaṅkamitvā evamāhaṁsu:	ye kho pana ānanda puratthimāya disāya paṭirājānaḥ te rājānam mahāsudassanam upasaṅkamitvā evam āhasu 	And whatever kings there were in the east submitted to King Mahāsudassana, saying:
['PA_dn_17:1.9.2']	‘ehi kho, mahārāja, svāgataṁ te, mahārāja, sakaṁ te, mahārāja, anusāsa, mahārājā’ti.	ehi kho mahā rāja svāgatam te mahā rāja sakam te mahā rāja anusāsa mahā rāja ati 	‘Come, Your Majesty, welcome, Your Majesty. We are yours, Your Majesty. Rule us, Your Majesty.’
['PA_dn_17:1.9.3']	Rājā mahāsudassano evamāha:	rājā mahāsudassanaḥ evam āha 	And King Mahāsudassana said:
['PA_dn_17:1.9.4']	‘pāṇo na hantabbo, adinnaṁ na ādātabbaṁ, kāmesu micchā na caritabbā, musā na bhaṇitabbā, majjaṁ na pātabbaṁ, yathābhuttañca bhuñjathā’ti.	pāṇaḥ na hantabbaḥ adinnam na kāmesu micchā na caritabbā musā na bhaṇitabbā majjam na pātabba yathābhuttañca bhuñjatha ati 	‘Do not kill living beings, do not take what has not been given, do not misconduct yourselves in sensual pleasures, do not tell lies, do not drink strong drink.
['PA_dn_17:1.9.5']	Ye kho panānanda, puratthimāya disāya paṭirājāno, te rañño mahāsudassanassa anuyantā ahesuṁ.	ye kho pana ānanda puratthimāya disāya paṭirājānaḥ te raññaḥ mahāsudassanassa anuyantāḥ ahesu 	And whatever kings there were in the east became his vassals.
['PA_dn_17:1.10.1', 'PA_dn_17:1.10.2', 'PA_dn_17:1.10.3']	Atha kho taṁ, ānanda, cakkaratanaṁ puratthimaṁ samuddaṁ ajjhogāhetvā paccuttaritvā dakkhiṇaṁ disaṁ pavatti …pe…🔽dakkhiṇaṁ samuddaṁ ajjhogāhetvā paccuttaritvā pacchimaṁ disaṁ pavatti …pe…🔽pacchimaṁ samuddaṁ ajjhogāhetvā paccuttaritvā uttaraṁ disaṁ pavatti, anvadeva rājā mahāsudassano saddhiṁ caturaṅginiyā senāya.	atha kho te ānanda cakkaratanam puratthimam samuddam ajjhogāhetvā paccuttaritvā dakkhiṇam disam pavatti pe  dakkhiṇam samuddaṃ ajjhogāhetvā paccuttaritvā pacchimam disam pavatti pe  pacchimam samuddaṃ ajjhogāhetvā paccuttaritvā uttaram disam pavatti rājā mahāsudassano saddhim caturaṅginiyā senāya 	Then the Wheel-Treasure turned south, and King Mahāsudassana followed it with the fourfold army.🔽Then the Wheel-Treasure turned west, and King Mahāsudassana followed it with the fourfold army.🔽Then the Wheel-Treasure turned north, and King Mahāsudassana followed it with the fourfold army.
['PA_dn_17:1.10.4']	Yasmiṁ kho panānanda, padese cakkaratanaṁ patiṭṭhāsi, tattha rājā mahāsudassano vāsaṁ upagacchi saddhiṁ caturaṅginiyā senāya.	yasmin kho pana ānanda padese cakka ratanam patiṭṭhāsi tattha rājā mahāsudassanaḥ vāsam upagacchi saddhim caturaṅginiyā senāya 	Wherever the Wheel-Treasure stopped, King Mahāsudassana took up residence with the fourfold army.
['PA_dn_17:1.10.5']	Ye kho panānanda, uttarāya disāya paṭirājāno, te rājānaṁ mahāsudassanaṁ upasaṅkamitvā evamāhaṁsu:	ye kho pana ānanda uttarāya disāya paṭirājānaḥ te rājānam mahāsudassanam upasaṅkamitvā evam āhasu 	Then the rival kings of the north came to King Mahāsudassana and said:
['PA_dn_17:1.10.6']	‘ehi kho, mahārāja, svāgataṁ te, mahārāja, sakaṁ te, mahārāja, anusāsa, mahārājā’ti.	ehi kho mahā rāja svāgatam te mahā rāja sakam te mahā rāja anusāsa mahā rāja ati 	‘Come, Your Majesty, welcome, Your Majesty, this is your very own, Your Majesty, command here.’
['PA_dn_17:1.10.7']	Rājā mahāsudassano evamāha:	rājā mahāsudassanaḥ evam āha 	King Mahāsudassana replied:
['PA_dn_17:1.10.8']	‘pāṇo na hantabbo, adinnaṁ na ādātabbaṁ, kāmesu micchā na caritabbā, musā na bhaṇitabbā, majjaṁ na pātabbaṁ, yathābhuttañca bhuñjathā’ti.	pāṇaḥ na hantabbaḥ adinnam na kāmesu micchā na caritabbā musā na bhaṇitabbā majjam na pātabba yathābhuttañca bhuñjatha ati 	‘Do not kill living creatures, do not take what has not been given, do not commit sexual misconduct, do not tell lies, do not drink strong drink.
['PA_dn_17:1.10.9']	Ye kho panānanda, uttarāya disāya paṭirājāno, te rañño mahāsudassanassa anuyantā ahesuṁ.	ye kho pana ānanda uttarāya disāya paṭirājānaḥ te raññaḥ mahāsudassanassa anuyantāḥ ahesu 	And all the kings of the northern countries became his vassals.
['PA_dn_17:1.11.1_0']	Atha kho taṁ, ānanda, cakkaratanaṁ samuddapariyantaṁ pathaviṁ abhivijinitvā kusāvatiṁ	atha khalu te ānanda cakkaratanam samudda pariyantam pathavim abhivijinitvā kusāvati 	Then the Wheel-Treasure, having conquered the lands from sea to sea,
['PA_dn_17:1.11.1_1', 'PA_dn_17:1.11.1_2']	rājadhāniṁ paccāgantvā rañño mahāsudassanassa antepuradvāre atthakaraṇapamukhe akkhāhataṁ🔽maññe aṭṭhāsi rañño mahāsudassanassa antepuraṁ upasobhayamānaṁ.	rājadhānim paccāgantvā raññaḥ mahāsudassanassa antepura dvāre attha karaṇa pamukhe akkhāhata  maññe aṭṭhāsi raññaḥ mahāsudassanassa antepuram upasobhayamāna 	returned to the royal capital of Kusavati and stopped before the king’s palace as if fixed on its axle.🔽And the Wheel-Treasure remained there illuminating the royal palace.
['PA_dn_17:1.11.2']	Rañño, ānanda, mahāsudassanassa evarūpaṁ cakkaratanaṁ pāturahosi.	raññaḥ ānanda mahāsudassanassa evarūpam cakka ratanam pātuḥ ahosi 	Such was the Wheel-Treasure that appeared to King Mahasudassana.
['PA_dn_17:1.12.0']	2.2. Hatthiratana	hatthiratana 	.. The elephant-treasure
['PA_dn_17:1.12.1']	Puna caparaṁ, ānanda, rañño mahāsudassanassa hatthiratanaṁ pāturahosi	puna caparaḥ ānanda raññaḥ mahāsudassanassa hatthi ratanam pātuḥ ahosi 	Then the elephant-treasure appeared,
