segmentnr	original	analyzed	folio	translated
['PA_tika-vin01_t1:0']	Namo tassa bhagavato arahato sammāsambuddhassa	namaḥ tassa bhagavataḥ arahataḥ sammāsambuddhassa 	0	Homage to that Blessed One, perfected one, fully awakened Buddha.
['PA_tika-vin01_t1:1']	Vinayapiṭake	vinaya piṭake 	0	In the Vinaya Piṭaka
['PA_tika-vin01_t1:2']	Sāratthadīpanī-ṭīkā (paṭhamo bhāgo)	sāratthadīpanī ṭīkā paṭhamaḥ bhāgaḥ 	0	The Commentary on the Essence of the Meaning (First Part)
['PA_tika-vin01_t1:3']	Ganthārambhakathā	gantha ārambha kathā 	0	Introduction to the Text
['PA_tika-vin01_t1:4']	Mahākāruṇikaṃ buddhaṃ, dhammañca vimalaṃ varaṃ;	mahā kāruṇikam buddham dhammañca vimalam varam 	0	The Buddha, who has great compassion, and the supreme, stainless Dhamma,
['PA_tika-vin01_t1:5']	Vande ariyasaṅghañca, dakkhiṇeyyaṃ niraṅgaṇaṃ.	vande ariya saṅghañca dakkhiṇeyyam niraṅgaṇam 	0	I pay homage to the noble Saṅgha, worthy of offerings, free from defilements.
['PA_tika-vin01_t1:6', 'PA_tika-vin01_t1:7']	Uḷārapuññatejena, katvā sattuvimaddanaṃ;🔽Pattarajjābhisekena, sāsanujjotanatthinā.	uḷāra puñña tejena katvā sattu vimaddanam  patta rajja abhisekena sāsana ujjotanatthinā 	0	Having made the earth tremble with the splendor of his vast merit,🔽With the consecration of his royal lineage, for the sake of illuminating the Dispensation,
['PA_tika-vin01_t1:8']	Nissāya sīhaḷindena, yaṃ parakkamabāhunā;	nissāya sīhaḷindena yam parakkama bāhunā 	0	Relying on the Lion King, Parakkamabāhu,
['PA_tika-vin01_t1:9', 'PA_tika-vin01_t1:10']	Katvā nikāyasāmaggiṃ, sāsanaṃ suvisodhitaṃ.🔽Kassapaṃ taṃ mahātheraṃ, saṅghassa pariṇāyakaṃ;	katvā nikāya sāmaggim sa āsanam su visodhitam  kassapam tam mahā theram saṅghassa pariṇāyakam 	0	Having brought about unity among the sects, he thoroughly purified the Dispensation.🔽That great elder Kassapa, the guide of the Saṅgha,
['PA_tika-vin01_t1:11']	Dīpasmiṃ tambapaṇṇimhi, sāsanodayakārakaṃ.	dīpasmim tamba paṇṇimhi sa āsana udaya kārakam 	1	The one who caused the rise of the Dispensation on the island of Sri Lanka,
['PA_tika-vin01_t1:12']	Paṭipattiparādhīnaṃ, sadāraññanivāsinaṃ;	paṭipatti para adhīnam sa dārañña nivāsinam 	1	Devoted to practice, always dwelling in the forest,
['PA_tika-vin01_t1:13']	Pākaṭaṃ gagane canda-maṇḍalaṃ viya sāsane.	gagane canda maṇḍalam sa āsane 	1	Like the clearly visible orb of the moon in the sky, in the Dispensation.
['PA_tika-vin01_t1:14']	Saṅghassa pitaraṃ vande, vinaye suvisāradaṃ;	saṅghassa pitaram vande vinaye su visāra dam 	1	I pay homage to the father of the Saṅgha, well-versed in the Vinaya,
['PA_tika-vin01_t1:15']	Yaṃ nissāya vasantohaṃ, vuddhippattosmi sāsane.	yam nissāya vasantaḥ aham vuddhippattaḥ asmi sāsane 	1	Relying on whom, dwelling here, I have attained growth in the Dispensation.
['PA_tika-vin01_t1:16']	Anutheraṃ mahāpuññaṃ, sumedhaṃ sutivissutaṃ;	anutheram mahā puññam sumedham suti vissutam 	1	The elder Mahāpuñña, well-known as Sumedha,
['PA_tika-vin01_t1:17']	Avikhaṇḍitasīlādi-parisuddhaguṇodayaṃ.	a vikhaṇḍita sīla ādi parisuddha guṇa udayam 	1	Whose virtue and so on are unbroken, and whose qualities are pure and arise.
['PA_tika-vin01_t1:18']	Bahussutaṃ satimantaṃ, dantaṃ santaṃ samāhitaṃ;	bahussutam satimantam dantam santam samāhitam 	1	Learned, mindful, restrained, peaceful, concentrated,
['PA_tika-vin01_t1:19']	Namāmi sirasā dhīraṃ, garuṃ me gaṇavācakaṃ.	namāmi sirasā dhīram garum me gaṇa vācakam 	1	I pay homage with my head to the wise one, my teacher, who is the expounder to the assembly.
['PA_tika-vin01_t1:20']	Āgatāgamatakkesu, saddasatthanayaññusu;	āgata āgama takkesu sadda sattha naya ñusu 	2	In the arguments based on the scriptures, in the systems of sound and grammar,
['PA_tika-vin01_t1:21', 'PA_tika-vin01_t1:22']	Yassantevāsibhikkhūsu, sāsanaṃ suppatiṭṭhitaṃ.🔽Vinayaṭṭhakathāyāhaṃ, līnasāratthadīpaniṃ;	yassa antevāsi bhikkhūsu sāsanam su patiṭṭhitam  vinaya ṭṭha kathāyāḥ aham līna sārattha dīpanim 	2	In the monks who are his pupils, his Dispensation is well-established.🔽I will make a commentary on the Vinaya, which is a lamp for the hidden meaning,
['PA_tika-vin01_t1:23']	Karissāmi suviññeyyaṃ, paripuṇṇamanākulaṃ.	karissāmi su viññeyyam paripuṇṇam an ākulam 	2	Easy to understand, complete, and unconfused.
['PA_tika-vin01_t1:24']	Porāṇehi kataṃ yaṃ tu, līnatthassa pakāsanaṃ;	porāṇehi katam yam tu līna atthassa pakāsanam 	2	But what has been done by the ancients, the revealing of the hidden meaning,
['PA_tika-vin01_t1:25']	Na taṃ sabbattha bhikkhūnaṃ, atthaṃ sādheti sabbaso.	na tam sabbattha bhikkhūnam attham sādheti sabbaso 	2	Does not completely accomplish the purpose of all the monks everywhere.
['PA_tika-vin01_t1:26', 'PA_tika-vin01_t1:27', 'PA_tika-vin01_t1:28']	Duviññeyyasabhāvāya, sīhaḷāya niruttiyā;🔽Gaṇṭhipadesvanekesu, likhitaṃ kiñci katthaci.🔽Māgadhikāya bhāsāya, ārabhitvāpi kenaci;	du viññeyya sabhāvāya sīhaḷāya niruttiyā  gaṇṭhi padesu anekesu likhitam kiñci katthaci  māgadhikāya bhāsāya ārabhitvā api kenacid 	2	Because of the twofold nature of the Sinhalese language, which is difficult to understand,🔽In some places, some have written about the many knotty points.🔽And some have begun with the Magadha language,
