segmentnr	original	analyzed	translated
['PA_dt_2.3:0.1', 'PA_dt_2.3:0.2']	Dhātukathā🔽2 Niddesa	dhātu kathā  niddesa 	The Illustrator
['PA_dt_2.3:0.3', 'PA_dt_2.3:1.1', 'PA_dt_2.3:1.2']	2.3. Tatiyanaya Asaṅgahitenasaṅgahitapadaniddesa🔽Vedanākkhandhena ye dhammā …🔽saññākkhandhena ye dhammā …	tatiya naya asaṅgahitena saṅgahita pada niddesa  vedanā khandhena ye dhammā  saññā khandhena ye dhammā 	The third method: The Illustrator of the Undetermined and Determined Terms🔽The things that are undetermined by the feeling aggregate …
['PA_dt_2.3:1.3']	saṅkhārakkhandhena ye dhammā …	saṅkhāra kkhandhena ye dhammāḥ 	The things that are undetermined by the perception aggregate …🔽The things that are undetermined by the formations aggregate …
['PA_dt_2.3:1.4']	samudayasaccena ye dhammā …	samudaya saccena ye dhammā 	The things that are undetermined by the truth of origin …
['PA_dt_2.3:1.5']	maggasaccena ye dhammā khandhasaṅgahena asaṅgahitā āyatanasaṅgahena saṅgahitā dhātusaṅgahena saṅgahitā, te dhammā katihi khandhehi katihāyatanehi katihi dhātūhi saṅgahitā?	magga saccena ye dhammā khandha saṅgahena asaṅgahitāḥ āyatana saṅgahena saṅgahitā dhātu saṅgahena saṅgahitā te dhammāḥ katihi khandhehi kati ha āyatanehi katihi dhātūhi saṅgahitā 	The things that are undetermined by the aggregate method but determined by the base method and determined by the element method: are those things included in any aggregates, in any bases, and in any elements?
['PA_dt_2.3:1.6']	Te dhammā asaṅkhataṁ khandhato ṭhapetvā tīhi khandhehi ekenāyatanena ekāya dhātuyā saṅgahitā.	te dhammāḥ asaṅkhatam khandhataḥ ṭhapetvā tīhi khandhehi ekena āyatanena ekāya dhātuyā saṅgahitā 	Those things are included in three aggregates, in one base, and in one element, omitting the unformed element from the aggregates.
['PA_dt_2.3:2.1']	Nirodhasaccena ye dhammā khandhasaṅgahena asaṅgahitā āyatanasaṅgahena saṅgahitā dhātusaṅgahena saṅgahitā …pe…	nirodha saccena ye dhammā khandha saṅgahena a saṅgahitāḥ āyatana saṅgahena saṅgahitāḥ dhātu saṅgahena saṅgahitā pe 	The things that are undetermined by the truth of cessation …
['PA_dt_2.3:2.2']	te dhammā catūhi khandhehi ekenāyatanena ekāya dhātuyā saṅgahitā.	te dhammā catūhi khandhehi ekena āyatanena ekāya dhātuyā saṅgahitā 	… are included in four aggregates, in one base, and in one element.
['PA_dt_2.3:3.1', 'PA_dt_2.3:3.2', 'PA_dt_2.3:4.1', 'PA_dt_2.3:4.2']	Jīvitindriyena ye dhammā khandhasaṅgahena asaṅgahitā āyatanasaṅgahena saṅgahitā dhātusaṅgahena saṅgahitā …pe…🔽te dhammā asaṅkhataṁ khandhato ṭhapetvā dvīhi khandhehi ekenāyatanena ekāya dhātuyā saṅgahitā.🔽Itthindriyena ye dhammā …🔽purisindriyena ye dhammā …	jīvita indriyena ye dhammā khandha saṅgahena a saṅgahitāḥ āyatana saṅgahena saṅgahitāḥ dhātu saṅgahena saṅgahitā pe  te dhammāḥ asaṅkhatam khandhataḥ ṭhapetvā dvīhi khandhehi ekena āyatanena ekāya dhātuyā saṅgahitā  itthi indriyena ye dhammā  purisa indriyena ye dhammā 	The faculties of life, of body-pleasure, of body-pain, of mind-pleasure, of mind-pain, and of contentedness are associated with three aggregates, with one base and with one element.🔽The faculties of depression, of disgust with the world, of faith, of energy, of mindfulness, of concentration, of wisdom, of the desire for non-illusion, of non-clinging, of non-hatred, of non-delusion, of right view, of the end of the holding, of the knowledge of the destruction , of the knowledge of non-arising, of the fruit of the first path, of the fruit of the second path, of the fruit of the third path, of the fruit of the fourth path, of the fruit of the recluse, of the fruit of the brahmin, of the fruit of the noble one, of the fruit of the deva, of the fruit of the human, of the fruit of the worldling, of the fruit of the one beyond training, of the fruit of the one beyond the fruits, of the fruit of the one who has attained the fruit, of the fruit of the one who has not attained the fruit, of the fruit of the one who has attained the fruit, of the fruit of the one who has not attained the fruit, of the fruit of the one who has attained the fruit, of the fruit of the one who has not attained the fruit, of the fruit of the one who has attained the fruit, of the fruit of the one who has not attained the fruit, of the fruit of the one who has attained the fruit, of the fruit of the one who has not attained the fruit, of the fruit of the one who has attained the fruit, of the fruit of the one who has not attained the fruit, of the fruit of the one who has attained the fruit, of the fruit of the one who has not attained the fruit, of the fruit of the one who has attained the fruit, of the fruit of the one who has not attained the fruit, of the fruit of the one who has attained the fruit, of the fruit of the one who has not attained the fruit, of the fruit of the one who has attained the fruit, of the fruit of the one who has not attained the fruit, of the fruit of the one who has attained the fruit, of the fruit of the one who has not attained the fruit, of the fruit of the one who has attained the fruit, of the fruit of
['PA_dt_2.3:4.3', 'PA_dt_2.3:4.4', 'PA_dt_2.3:4.5', 'PA_dt_2.3:4.6', 'PA_dt_2.3:4.7', 'PA_dt_2.3:4.8', 'PA_dt_2.3:4.9', 'PA_dt_2.3:4.10', 'PA_dt_2.3:4.11', 'PA_dt_2.3:4.12', 'PA_dt_2.3:4.13', 'PA_dt_2.3:4.14', 'PA_dt_2.3:4.15', 'PA_dt_2.3:4.16', 'PA_dt_2.3:4.17']	sukhindriyena ye dhammā …🔽dukkhindriyena ye dhammā …🔽somanassindriyena ye dhammā …🔽domanassindriyena ye dhammā …🔽upekkhindriyena ye dhammā …🔽saddhindriyena ye dhammā …🔽vīriyindriyena ye dhammā …🔽satindriyena ye dhammā …🔽samādhindriyena ye dhammā …🔽paññindriyena ye dhammā …🔽anaññātaññassāmītindriyena ye dhammā …🔽aññindriyena ye dhammā …🔽aññātāvindriyena ye dhammā …🔽avijjāya ye dhammā …🔽avijjāpaccayā saṅkhārena ye dhammā …	sukha indriyena ye dhammā 🔽dukkha indriyena ye dhammā 🔽somanassindriyena ye dhammā 🔽domanassindriyena ye dhammā 🔽upekkhindriyena ye dhammā 🔽saddhindriyena ye dhammāḥ 🔽vīriya indriyena ye dhammā 🔽ye dhammā 🔽samādhi indriyena ye dhammāḥ 🔽paññindriyena ye dhammā 🔽anañña ataññassāmi iti indriyena ye dhammā 🔽aññindriyena ye dhammā 🔽aññātāvindriyena ye dhammā 🔽avijjāya ye dhammāḥ 🔽avijjā paccayā saṅkhārena ye dhammā 	the faculties of life, of the mind, of pleasure, of pain, of gladness, of sadness, of equanimity, of resolution, of knowledge, of the possession of knowledge, of the absence of greed, of the absence of hatred, of the absence of delusion, of vitality, of lightness, of plasticity, of proficiency, of rectitude, of mindfulness, of concentration, of wisdom, of the desire for welfare, of the desire for non-ill-will, of the desire for non-cruelty, of the desire for renunciation, of the desire for non-ill-will, of the desire for non-cruelty, of the desire for non-affliction, of the desire for non-confusion, of the desire for non-envy, of the desire for non-stinginess, of the desire for non-conceit, of the desire for non-deception, of the desire for non-fraudulence, of the desire for non-obduracy, of the desire for non-distress, of the desire for non-envy, of the desire for non-stinginess, of the desire for non-hypocrisy, of the desire for non-fraudulence, of the desire for non-obduracy, of the desire for non-distress, of the desire for non-anger, of the desire for non-revenge, of the desire for non-contempt, of the desire for non-conceit, of the desire for non-violence, of the desire for non-agitation, of the desire for non-envy, of the desire for non-stinginess, of the desire for non-hypocrisy, of the desire for non-fraudulence, of the desire for non-obduracy, of the desire for non-distress, of the desire for non-anger, of the desire for non-revenge, of the desire for non-contempt, of the desire for non-conceit, of the desire for non-violence, of the desire for non-agitation, of the desire for non-envy, of the desire for non-stinginess, of the desire for non-hypocrisy, of the desire for non-fraudulence, of the desire for non-obduracy, of the desire for non-distress, of the desire for non-anger, of the desire for non-revenge, of the desire for non-contempt, of the desire for non-conceit,
