segmentnr	original	analyzed	translated
['PA_patthana_16.26:0.1']	Paṭṭhānapakaraṇa	paṭṭhāna pakaraṇa 	The Paṭṭhāna Treatise
['PA_patthana_16.26:0.2']	Dhammānulomapaccanīya (3), Tikadukapaṭṭhānapāḷi (4)	dhamma anuloma paccanīya tika duka paṭṭhāna pāḷi 	The forward and reverse order of the three-factored table of contents
['PA_patthana_16.26:0.3', 'PA_patthana_16.26:1.1_0', 'PA_patthana_16.26:1.1_1', 'PA_patthana_16.26:1.1_2']	16.26. Vedanāttika, Hetuduka🔽Sukhāya vedanāya sampayuttaṁ hetuṁ dhammaṁ paṭicca nasukhāya vedanāya sampayutto🔽nahetu dhammo uppajjati hetupaccayā. Sukhāya vedanāya sampayuttaṁ hetuṁ dhammaṁ paṭicca🔽nadukkhāya vedanāya sampayutto nahetu dhammo uppajjati hetupaccayā. Sukhāya vedanāya	     sukhāya vedanāya sampayuttam hetum dhammam paṭicca na sukhāya vedanāya sampayuttaḥ  na hetu dhammaḥ uppajjati hetu paccayā sukhāya vedanāya sampayuttam hetum dhammam paṭicca  na dukkhāya vedanāya sampayuttaḥ na hetu dhammo uppajjati hetu paccayā sukhāya vedanāya 	The section on feeling, the two-factored table
['PA_patthana_16.26:1.1_3', 'PA_patthana_16.26:1.1_4']	sampayuttaṁ hetuṁ dhammaṁ paṭicca naadukkhamasukhāya vedanāya sampayutto nahetu dhammo🔽uppajjati hetupaccayā …pe… satta pañhā.	sampayuttam hetum dhammam paṭicca na adukkhamasukhāya vedanāya sampayuttaḥ na hetu dhammo  uppajjati hetu paccayā pe satta pañhā 	A wholesome thought associated with pleasant feeling, having a cause as condition, a thought associated with pleasant feeling, having no cause, arises. A wholesome thought associated with pleasant feeling, having a cause as condition, a thought associated with neither-painful-nor-pleasant feeling, having no cause, arises. A wholesome thought associated with pleasant feeling, having a cause as condition, a thought associated with painful feeling, having no cause, arises. … seven questions.
['PA_patthana_16.26:2.1']	Dukkhāya vedanāya sampayuttaṁ hetuṁ dhammaṁ paṭicca nadukkhāya vedanāya sampayutto nahetu dhammo uppajjati hetupaccayā … satta pañhā.	dukkhāya vedanāya sampayuttam hetum dhammam paṭicca na dukkhāya vedanāya sampayuttaḥ na hetu dhammo uppajjati hetu paccayā satta pañhā 	A wholesome thought associated with painful feeling, having a cause as condition, a thought associated with painful feeling, having no cause, arises. … seven questions.
['PA_patthana_16.26:3.1']	Adukkhamasukhāya vedanāya sampayuttaṁ hetuṁ dhammaṁ paṭicca naadukkhamasukhāya vedanāya sampayutto nahetu dhammo uppajjati hetupaccayā … satta pañhā. (Saṅkhittaṁ.)	adukkhamasukhāya vedanāya sampayuttam hetum dhammam paṭicca na adukkhamasukhāya vedanāya sampayuttaḥ na hetu dhammo uppajjati hetu paccayā satta pañhā saṅkhitta 	With the condition being a cause that is associated with neither-painful-nor-pleasant feeling, there arises a result that is not a cause disassociated from neither-painful-nor-pleasant feeling, by way of condition being a cause. … (Seven questions.)
['PA_patthana_16.26:4.1', 'PA_patthana_16.26:5.1_0', 'PA_patthana_16.26:5.1_1']	Hetuyā ekavīsa …pe… vipāke cuddasa …pe… avigate ekavīsa. (Sabbattha ekavīsa.)🔽Sukhāya vedanāya sampayuttaṁ nahetuṁ dhammaṁ paṭicca nadukkhāya vedanāya sampayutto🔽nanahetu dhammo uppajjati hetupaccayā. Sukhāya vedanāya sampayuttaṁ nahetuṁ dhammaṁ	hetuyā ekavīsa pe vipāke cuddasa pe avigate ekavīsa sabbattha ekavīsa  sukhāya vedanāya sampayuttam na hetum dhammam paṭicca na dukkhāya vedanāya sampayuttaḥ  na na hetu dhammaḥ uppajjati hetu paccayā sukhāya vedanāya sampayuttam na hetum dhamma 	(In brief:) With the condition being a cause, there is the arising of twenty-one … With the condition being a result, there is the arising of fourteen … With the condition being an unobscured indeterminate, there is the arising of twenty-one. (Everywhere twenty-one.)🔽With the condition being a non-cause that is associated with pleasant feeling, there arises a result that is not a cause disassociated from painful feeling, by way of condition being a cause. With the condition being a non-cause that is associated with pleasant feeling,🔽there arises a result that is not a cause disassociated from neither-painful-nor-pleasant feeling, by way of condition being a cause.
['PA_patthana_16.26:5.1_2', 'PA_patthana_16.26:5.1_3']	paṭicca naadukkhamasukhāya vedanāya sampayutto nanahetu dhammo uppajjati hetupaccayā.🔽Sukhāya vedanāya sampayuttaṁ nahetuṁ dhammaṁ paṭicca nadukkhāya vedanāya sampayutto	paṭicca na adukkham asukhāya vedanāya sampayuttaḥ na na hetu dhammaḥ uppajjati hetu paccayā  sukhāya vedanāya sampayuttam na hetum dhammam paṭicca na dukkhāya vedanāya sampayuttaḥ 	With the condition being a non-cause that is associated with pleasant feeling, there arises a result that is not a cause disassociated from painful feeling,
['PA_patthana_16.26:5.1_4']	nanahetu ca naadukkhamasukhāya vedanāya sampayutto nanahetu ca dhammā uppajjanti hetupaccayā.	na na hetu ca na adukkhamasukhāya vedanāya sampayuttaḥ na na hetu ca dhammā uppajjanti hetu paccayā 	and a result that is not a cause disassociated from neither-painful-nor-pleasant feeling, by way of condition being a cause.
['PA_patthana_16.26:6.1', 'PA_patthana_16.26:7.1']	Dukkhāya vedanāya sampayuttaṁ nahetuṁ dhammaṁ paṭicca nasukhāya vedanāya sampayutto nanahetu dhammo uppajjati hetupaccayā … tīṇi.🔽Adukkhamasukhāya vedanāya sampayuttaṁ nahetuṁ dhammaṁ paṭicca nasukhāya vedanāya sampayutto nanahetu dhammo uppajjati hetupaccayā … tīṇi. (Saṅkhittaṁ.)	dukkhāya vedanāya sampayuttam na hetum dhammam paṭicca na sukhāya vedanāya sampayuttaḥ na na hetu dhammo uppajjati hetu paccayā tīṇi  adukkham asukhāya vedanāya sampayuttam na hetum dhammam paṭicca na sukhāya vedanāya sampayuttaḥ na na hetu dhammo uppajjati hetu paccayā tīṇi 	With root-cause as condition, a rootless phenomenon associated with painful feeling arises. … With root-cause as condition, a rootless phenomenon associated with neither-painful-nor-pleasant feeling arises. … With root-cause as condition, a rootless phenomenon associated with neither-painful-nor-pleasant feeling arises. … With root-cause as condition, a rootless phenomenon associated with neither-painful-nor-pleasant feeling arises. … With root-cause as condition, a rootless phenomenon associated with neither-painful-nor-pleasant feeling arises. … With root-cause as condition, a rootless phenomenon associated with neither-painful-nor-pleasant feeling arises. … With root-cause as condition, a rootless phenomenon associated with neither-painful-nor-pleasant feeling arises. … With root-cause as condition, a rootless phenomenon associated with neither-painful-nor-pleasant feeling arises. … With root-cause as condition, a rootless phenomenon associated with neither-painful-nor-pleasant feeling arises. … With root-cause as condition, a rootless phenomenon associated with neither-painful-nor-pleasant feeling arises. … With root-cause as condition, a rootless phenomenon associated with neither-painful-nor-pleasant feeling arises. … With root-cause as condition, a rootless phenomenon associated with neither-painful-nor-pleasant feeling arises. … With root-cause as condition, a rootless phenomenon associated with neither-painful-nor-pleasant feeling arises. … With root-cause as condition, a rootless phenomenon associated with neither-painful-nor-pleasant feeling arises. … With root-cause as condition, a rootless phenomenon associated with neither-painful-nor-pleasant feeling arises. … With root-cause as condition, a rootless phenomenon associated with neither-painful-nor-pleasant feeling arises. … With root-cause as condition, a rootless phenomenon associated with neither-painful-nor-pleasant feeling arises. … With root-cause as condition, a rootless phenomenon associated with neither-painful-nor-pleasant feeling arises. … With root-cause as condition, a rootless phenomenon associated with neither-painful-nor-pleasant feeling arises. … With root-cause as condition, a rootless phenomenon associated with neither-painful-nor-pleasant feeling arises. … With root-cause as condition, a rootless phenomenon associated with neither-painful-nor
