segmentnr	original	analyzed	folio	translated
['PA_ds_1.1:0.1', 'PA_ds_1.1:0.2']	Dhammasaṅgaṇī🔽Tikamātikā	dhammasaṅgaṇī  tikamātikā 	0	The Numerical Discourses🔽The Triad-based Numerical Lists
['PA_ds_1.1:1.0.1']	1. Kusalattika	kusalattika 	1	The Triad on the Wholesome
['PA_ds_1.1:1.0.2']	Namo tassa Bhagavato Arahato Sammāsambuddhassa.	namaḥ tassa bhagavataḥ arahataḥ sammāsambuddhassa 	1	Homage to that Blessed One, the Worthy One, the Rightly Self-awakened One.
['PA_ds_1.1:1.1', 'PA_ds_1.1:2.1']	Kusalā dhammā. (1, 363, 985, 1384)🔽Akusalā dhammā. (365, 427, 986, 1385)	kusalāḥ dhammāḥ  akusalāḥ dhammāḥ 	1	Wholesome thoughts. (, , , )🔽Unwholesome thoughts. (, , , )
['PA_ds_1.1:3.1']	Abyākatā dhammā. (431, 583, 987, 1386)	abyākatāḥ dhammāḥ 	3	Undetermined thoughts. (, , , )
['PA_ds_1.1:4.0']	2. Vedanāttika	vedanā ttika 	4	. The Triad on Feeling
['PA_ds_1.1:4.1']	Sukhāya vedanāya sampayuttā dhammā. (988, 1387)	sukhāya vedanāya sampayuttāḥ dhammāḥ 	4	Thoughts associated with pleasant feeling. (, )
['PA_ds_1.1:5.1']	Dukkhāya vedanāya sampayuttā dhammā. (989, 1388)	dukkhāya vedanāya sampayuttāḥ dhammāḥ 	5	Thoughts associated with painful feeling. (, )
['PA_ds_1.1:6.1']	Adukkhamasukhāya vedanāya sampayuttā dhammā. (990, 1389)	adukkhamasukhāya vedanāya sampayuttāḥ dhammāḥ 	6	Thoughts associated with neither-painful-nor-pleasant feeling. (, )
['PA_ds_1.1:7.0', 'PA_ds_1.1:7.1']	3. Vipākattika🔽Vipākā dhammā. (991, 1390)	vipākattika  vipākāḥ dhammā 	7	. The Triad on Result🔽Thoughts that are results. (, )
['PA_ds_1.1:8.1']	Vipākadhammadhammā. (992, 1391)	vipāka dhamma dhammā 	8	Thoughts that are states subject to results. (, )
['PA_ds_1.1:9.1']	Nevavipākanavipākadhammadhammā. (993, 1392)	na iva vipāka na vipāka dhamma dhammā 	9	Thoughts that are neither results nor states subject to results. (, )
['PA_ds_1.1:10.0']	4. Upādinnattika	upādinnattika 	10	. The Triad on the Clinging Aggregates
