segmentnr	original	analyzed	folio	translated
['PA_kd_4:0.1']	Theravāda Vinayapiṭaka	thera vāda vinaya piṭaka 	0	Theravāda Vinaya Piṭaka
['PA_kd_4:0.2', 'PA_kd_4:0.3']	Mahāvagga🔽4. Pavāraṇākkhandhaka	mahāvagga  pavāraṇā khandhaka 	0	The Long Division🔽The Chapter on the Invitation Ceremony
['PA_kd_4:0.4']	1. Aphāsukavihāra	a phāsuka vihāra 	0	Uncomfortable
['PA_kd_4:1.1.1']	Tena samayena buddho bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	tena samayena buddhaḥ bhagavā sāvatthiyam viharati jetavane anāthapiṇḍikassa ārāme 	1	At one time the Buddha was staying at Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s Park.
['PA_kd_4:1.1.2']	Tena kho pana samayena sambahulā sandiṭṭhā sambhattā bhikkhū kosalesu janapade aññatarasmiṁ āvāse vassaṁ upagacchiṁsu.	tena kho pana samayena sambahulā sandiṭṭhā sambhattā bhikkhū kosalesu janapade aññatarasmin āvāse vassam upagacchisu 	1	On one occasion, a number of monks who were friends and companions were staying together in a certain monastery in the Kosalan country.
['PA_kd_4:1.1.3']	Atha kho tesaṁ bhikkhūnaṁ etadahosi—	atha kho tesam bhikkhūnam etat ahosi 	1	They thought,
['PA_kd_4:1.1.4']	“kena nu kho mayaṁ upāyena samaggā sammodamānā avivadamānā phāsukaṁ vassaṁ vaseyyāma, na ca piṇḍakena kilameyyāmā”ti.	kena nu kho mayam upāyena samaggā sammodamānāḥ a vivadamānā phāsukam vassam vaseyyāma na ca piṇḍakena kilameyyāma ati 	1	“What if we were to live the rainy season together in harmony, respectfully, without dispute, and not be bothered by almsfood?”
['PA_kd_4:1.2.1']	Atha kho tesaṁ bhikkhūnaṁ etadahosi—	atha kho tesam bhikkhūnam etat ahosi 	1	They thought,
['PA_kd_4:1.2.2']	“sace kho mayaṁ aññamaññaṁ neva ālapeyyāma na sallapeyyāma—	sace kho mayam aññam aññam na iva ālapeyyāma na sallapeyyāma 	1	“What if we were not to converse with one another,
['PA_kd_4:1.2.3_0']	yo paṭhamaṁ gāmato piṇḍāya paṭikkameyya so āsanaṁ paññapeyya, pādodakaṁ pādapīṭhaṁ	yaḥ paṭhamam gāmataḥ piṇḍāya paṭikkameyya saḥ āsanam paññapeyya pāda udakam pāda pīṭha 	1	but whoever returns first from alms round in the village should prepare the seats and set out a foot stool, a foot scraper, and water for washing the feet,
['PA_kd_4:1.2.3_1']	pādakathalikaṁ upanikkhipeyya, avakkārapātiṁ dhovitvā upaṭṭhāpeyya, pānīyaṁ paribhojanīyaṁ upaṭṭhāpeyya;	pāda kathalikam upanikkhipeyya avakkāra pātim dhovitvā upaṭṭhāpeyya pānīyam paribhojanīyam upaṭṭhāpeyya 	1	He should put away the bowl and robe. He should wash the feet and put out a foot stool, a foot scraper, and water for washing the feet.
['PA_kd_4:1.3.1']	yo pacchā gāmato piṇḍāya paṭikkameyya, sacassa bhuttāvaseso, sace ākaṅkheyya bhuñjeyya, no ce ākaṅkheyya appaharite vā chaḍḍeyya, appāṇake vā udake opilāpeyya;	yaḥ pacchā gāmataḥ piṇḍāya paṭikkameyya sacassa bhutta avaseso sace ākaṅkheyya bhuñjeyya no ce ākaṅkheyya appaharite vā chaḍḍeyya appāṇake vā udake opilāpeyya 	1	If he returns from alms round afterwards, he should eat the food if it’s still warm. If he doesn’t want it, he should throw it out where there are no cultivated plants or into water without life.
['PA_kd_4:1.3.2']	so āsanaṁ uddhareyya, pādodakaṁ pādapīṭhaṁ pādakathalikaṁ paṭisāmeyya, avakkārapātiṁ dhovitvā paṭisāmeyya, pānīyaṁ paribhojanīyaṁ paṭisāmeyya, bhattaggaṁ sammajjeyya;	saḥ āsanam uddhareyya pāda udakam pāda pīṭham pāda kathalikam paṭisāmeyya avakkāra pātim dhovitvā paṭisāmeyya pānīyam paribhojanīyam paṭisāmeyya bhatta ggam sammajjeyya 	1	He should put away the seats and also the foot stool, the foot scraper, and the water for washing the feet. He should wash the bowl and put it away. He should put away the drinking water and the water for washing. He should sweep the dining hall.
['PA_kd_4:1.4.1']	yo passeyya pānīyaghaṭaṁ vā paribhojanīyaghaṭaṁ vā vaccaghaṭaṁ vā rittaṁ tucchaṁ so upaṭṭhāpeyya;	yaḥ passeyya pānīya ghaṭam vā paribhojanīya ghaṭam vā vacca ghaṭam vā rittam tuccham saḥ upaṭṭhāpeyya 	1	If he sees that the pot for drinking water, the pot for washing water, or the pot for rinsing is empty, he should fill it.
['PA_kd_4:1.4.2']	sacassa hoti avisayhaṁ, hatthavikārena dutiyaṁ āmantetvā hatthavilaṅghakena upaṭṭhāpeyya;	saca sa hoti hattha vikārena dutiyam āmantetvā hattha vilaṅghakena upaṭṭhāpeyya 	1	If he’s unable to do it by himself, he should call someone else by hand signal and fill it together with him.
['PA_kd_4:1.4.3']	na tveva tappaccayā vācaṁ bhindeyya—	na tu eva tad paccayā vācam bhindeyya 	1	But he shouldn’t speak because of that.
['PA_kd_4:1.4.4']	evaṁ kho mayaṁ samaggā sammodamānā avivadamānā phāsukaṁ vassaṁ vaseyyāma, na ca piṇḍakena kilameyyāmā”ti.	evam kho mayam samaggā sammodamānāḥ a vivadamānā phāsukam vassam vaseyyāma na ca piṇḍakena kilameyyāma ati 	1	In this way we can live comfortably in the rains, without trouble in getting alms.”
['PA_kd_4:1.5.1', 'PA_kd_4:1.5.2_0']	Atha kho te bhikkhū aññamaññaṁ neva ālapiṁsu, na sallapiṁsu.🔽Yo paṭhamaṁ gāmato piṇḍāya paṭikkamati, so āsanaṁ paññapeti, pādodakaṁ pādapīṭhaṁ	atha kho te bhikkhū aññamaññam na iva ālapisu na sallapisu  yaḥ paṭhamam gāmataḥ piṇḍāya paṭikkamati saḥ āsanam paññapeti pāda udakam pāda pīṭha 	1	But the monks did not speak to each other, nor did they converse.🔽The monk who returned first from alms round prepared the seats, set out a foot stool, a foot scraper, and water for washing the feet.
['PA_kd_4:1.5.2_1']	pādakathalikaṁ upanikkhipati, avakkārapātiṁ dhovitvā upaṭṭhāpeti, pānīyaṁ paribhojanīyaṁ upaṭṭhāpeti.	pāda kathalikam upanikkhipati avakkāra pātim dhovitvā upaṭṭhāpeti pānīyam paribhojanīyam upaṭṭhāpeti 	1	He washed the bowl for leftovers and put it out, and he set out drinking water and washing water.
