segmentnr	original	analyzed	folio	translated
['PA_ja_421:0.1']	Jātaka	jātaka 	0	Jātaka
['PA_ja_421:0.2']	Aṭṭhakanipāta	aṭṭhaka nipāta 	0	The Collection of Eight 
['PA_ja_421:0.3']	Kaccānivagga	kaccā nivagga 	0	The Chapter on Kaccāna 
['PA_ja_421:0.4', 'PA_ja_421:1.1']	5. Gaṅgamālajātaka🔽“Aṅgārajātā pathavī,	gaṅgamālajātaka  aṅgāra jātā pathavī 	0	The Gaṅgāmālā Birth Story 🔽The earth is ablaze, 
['PA_ja_421:1.2']	kukkuḷānugatā mahī;	kukkuḷa anugatā mahī 	1	the earth is covered with embers, 
['PA_ja_421:1.3']	Atha gāyasi vattāni,	atha gāyasi vattāni 	1	but you sing and play, 
['PA_ja_421:1.4', 'PA_ja_421:2.1']	na taṁ tapati ātapo.🔽Uddhaṁ tapati ādicco,	na tam tapati ātapo  uddham tapati ādiccaḥ 	1	the heat doesn’t bother you. 🔽The sun burns above, 
['PA_ja_421:2.2']	adho tapati vālukā;	adhas tapati vālukā 	2	the sand burns below, 
['PA_ja_421:2.3']	Atha gāyasi vattāni,	atha gāyasi vattāni 	2	but you sing and play, 
['PA_ja_421:2.4']	na taṁ tapati ātapo”.	na tam tapati ātapo 	2	the heat doesn’t bother you.” 
['PA_ja_421:3.1']	“Na maṁ tapati ātapo,	na mama tapati ātapo 	3	“The heat doesn’t bother me, 
['PA_ja_421:3.2']	ātapā tapayanti maṁ;	ātapā tapayanti ma 	3	but the heat bothers me. 
['PA_ja_421:3.3']	Atthā hi vividhā rāja,	atthā hi vividhā rāja 	3	There are various things, King, 
['PA_ja_421:3.4']	te tapanti na ātapo”.	te tapanti naḥ ātapo 	3	that burn me, not the heat.” 
['PA_ja_421:4.1']	“Addasaṁ kāma te mūlaṁ,	addasam kāma te mūla 	4	“I’ve seen the root of sensual desire: 
['PA_ja_421:4.2']	saṅkappā kāma jāyasi;	saṅkappā kāma jāyasi 	4	it’s from intention that sensual desire arises. 
['PA_ja_421:4.3']	Na taṁ saṅkappayissāmi,	na tam saṅkappayissāmi 	4	I won’t intend it, 
['PA_ja_421:4.4']	evaṁ kāma na hehisi”.	evam kāma na ha ihisi 	4	and in this way, sensual desire, you won’t exist.” 
['PA_ja_421:5.1']	“Appāpi kāmā na alaṁ,	appāpi kāmā na ala 	5	“Even a little sensual desire is too much; 
['PA_ja_421:5.2']	bahūhipi na tappati;	na 	5	one isn’t satisfied with much. 
['PA_ja_421:5.3']	Ahahā bālalapanā,	ahahā bāla lapanā 	5	The talk of fools is endless; 
['PA_ja_421:5.4']	parivajjetha jaggato”.	parivajjetha jaggataḥ 	5	avoid the world.” 
['PA_ja_421:6.1']	“Appassa kammassa phalaṁ mamedaṁ,	appassa kammassa phalam mama idam 	6	“This is the fruit of little action, 
['PA_ja_421:6.2']	Udayo ajjhāgamā mahattapattaṁ;	udayaḥ ajjhāgamā 	6	Udaya has come to great success. 
['PA_ja_421:6.3']	Suladdhalābho vata māṇavassa,	su laddha lābhaḥ vata māṇavassa 	6	It’s a good gain for the student 
['PA_ja_421:6.4']	Yo pabbajī kāmarāgaṁ pahāya”.	yaḥ pabbajī kāma rāgam pahāya 	6	who has gone forth, giving up sensual desire.” 
['PA_ja_421:7.1', 'PA_ja_421:7.2']	“Tapasā pajahanti pāpakammaṁ,🔽Tapasā nhāpitakumbhakārabhāvaṁ;	tapasā pajahanti pāpa kamma  tapasā nhāpita kumbhakāra bhāva 	7	“Through effort one gives up bad deeds, 🔽through effort one gives up being a barber or a potter. 
['PA_ja_421:7.3']	Tapasā abhibhuyya gaṅgamāla,	tapasā abhibhuyya gaṅgamāla 	7	Through effort, having overcome Gaṅgāmālā,
['PA_ja_421:7.4']	Nāmenālapasajja brahmadattaṁ”.	brahmadatta 	7	and then addressed Brahmadatta by name.”
['PA_ja_421:8.1']	“Sandiṭṭhikameva ‘amma’ passatha,	sandiṭṭhikam eva amma passatha 	8	“You see, Mother, right here and now,
['PA_ja_421:8.2']	Khantīsoraccassa ayaṁ vipāko;	ayam vipākaḥ 	8	the result of his patience and gentleness:
['PA_ja_421:8.3']	Yo sabbajanassa vanditohu,	yaḥ sabba janassa 	8	he is worshipped by all the people,
['PA_ja_421:8.4']	Taṁ vandāma sarājikā samaccā”.	tam vandāma sa rājikā sa maccā 	8	so we, with the king, pay homage to him.”
['PA_ja_421:9.1']	“Mā kiñci avacuttha gaṅgamālaṁ,	mā kiñci avacuttha gaṅgamāla 	9	“Do not say anything against Gaṅgamālin,
['PA_ja_421:9.2']	Muninaṁ monapathesu sikkhamānaṁ;	muninam mona pathesu sikkhamāna 	9	who is training in the path of the sages.
['PA_ja_421:9.3']	Eso hi atari aṇṇavaṁ,	esaḥ hi atari aṇṇava 	9	For he has crossed the ocean,
['PA_ja_421:9.4']	Yaṁ taritvā caranti vītasokā”ti.	yam taritvā caranti vīta sokā ati 	9	having crossed which the sorrowless ones go about.”
['PA_ja_421:10.1']	Gaṅgamālajātakaṁ pañcamaṁ.	gaṅgamālajātakam pañcama 	10	The Gaṅgamālin Jātaka (5th: medium)
