segmentnr	original	analyzed	translated
['PA_sn_48:1.0.1', 'PA_sn_48:1.0.2']	Saṁyutta Nikāya 48.1🔽1. Suddhikavagga	sayutta nikāya  suddhika vagga 	Linked Discourses The Perfected Ones The Purifiers, Etc.
['PA_sn_48:1.0.3']	Suddhikasutta	suddhika sutta 	The Purifiers
['PA_sn_48:1.1.1']	Sāvatthinidānaṁ.	sāvatthi nidāna 	At Sāvatthī.
['PA_sn_48:1.1.2']	Tatra kho bhagavā etadavoca.	tatra khalu bhagavān etat avoca 	There the Blessed One said this:
['PA_sn_48:1.1.3']	“Pañcimāni, bhikkhave, indriyāni.	pañcimāni bhikkhave indriyāni 	“Monks, there are these five faculties.
['PA_sn_48:1.1.4']	Katamāni pañca?	katamāni pañca 	What five?
['PA_sn_48:1.1.5']	Saddhindriyaṁ, vīriyindriyaṁ, satindriyaṁ, samādhindriyaṁ, paññindriyaṁ—	saddhindriya vīriyindriya satindriya samādhindriya paññindriya 	The faculty of faith, the faculty of energy, the faculty of mindfulness, the faculty of concentration, the faculty of wisdom.
['PA_sn_48:1.1.6']	imāni kho, bhikkhave, pañcindriyānī”ti.	imāni kho bhikkhave pañca indriyāni iti 	These are the five faculties.”
['PA_sn_48:1.1.7', 'PA_sn_48:2.0.1', 'PA_sn_48:2.0.2']	Paṭhamaṁ.🔽Saṁyutta Nikāya 48.2🔽1. Suddhikavagga	paṭhama  sayutta nikāya  suddhika vagga 	The first.🔽Linked Discourses The Perfected Ones The Purifiers, Etc.
['PA_sn_48:2.0.3']	Paṭhamasotāpannasutta	paṭhama sotāpanna sutta 	The Stream-Enterer (First Version)
['PA_sn_48:2.1.1']	“Pañcimāni, bhikkhave, indriyāni.	pañcimāni bhikkhave indriyāni 	“Monks, there are these five faculties.
['PA_sn_48:2.1.2']	Katamāni pañca?	katamāni pañca 	What five?
['PA_sn_48:2.1.3']	Saddhindriyaṁ, vīriyindriyaṁ, satindriyaṁ, samādhindriyaṁ, paññindriyaṁ.	saddhindriya vīriyindriya satindriya samādhindriya paññindriya 	The faculty of faith, the faculty of energy, the faculty of mindfulness, the faculty of concentration, the faculty of wisdom.
['PA_sn_48:2.1.4']	Yato kho, bhikkhave, ariyasāvako imesaṁ pañcannaṁ indriyānaṁ assādañca ādīnavañca nissaraṇañca yathābhūtaṁ pajānāti—	yatas kho bhikkhave ariya sāvakaḥ imesam pañcannam indriyānam assādam ca ādīnavam ca nissaraṇam ca yathābhūtam pajānāti 	When a noble disciple has clearly seen with right wisdom the allure of these five faculties, their drawback, and the escape from them,
['PA_sn_48:2.1.5']	ayaṁ vuccati, bhikkhave, ariyasāvako sotāpanno avinipātadhammo niyato sambodhiparāyaṇo”ti.	ayam vuccati bhikkhave ariya sāvako sotāpannaḥ a vinipāta dhammaḥ niyataḥ sambodhi parāyaṇaḥ ti 	they’re called a noble disciple who is a stream-enterer, not liable to be reborn in the underworld, bound for awakening.”
['PA_sn_48:2.1.6', 'PA_sn_48:3.0.1']	Dutiyaṁ.🔽Saṁyutta Nikāya 48.3	dutiya  sayutta nikāya 	The second.
['PA_sn_48:3.0.2']	1. Suddhikavagga	suddhika vagga 	Linked Discourses The Perfected Ones The Purifiers, Etc.
['PA_sn_48:3.0.3']	Dutiyasotāpannasutta	dutiya sotāpanna sutta 	With stream-enterers, part two 
['PA_sn_48:3.1.1']	“Pañcimāni, bhikkhave, indriyāni.	pañcimāni bhikkhave indriyāni 	“Bhikkhus, there are these five faculties. 
['PA_sn_48:3.1.2']	Katamāni pañca?	katamāni pañca 	What five? 
['PA_sn_48:3.1.3']	Saddhindriyaṁ, vīriyindriyaṁ, satindriyaṁ, samādhindriyaṁ, paññindriyaṁ.	saddhindriya vīriyindriya satindriya samādhindriya paññindriya 	The faculty of faith, the faculty of energy, the faculty of mindfulness, the faculty of concentration, and the faculty of wisdom. 
