segmentnr	original	analyzed	folio	translated
['PA_pe_1:0.1']	Peṭakopadesa	peṭaka upadesa 	0	The Basket’s Introduction
['PA_pe_1:0.2']	1. Ariyasaccappakāsanapaṭhamabhūmi	ariya sacca pakāsana paṭhama bhūmi 	0	The First Ground: The Explanation of the Noble Truths
['PA_pe_1:1.1', 'PA_pe_1:2.1']	Namo tassa Bhagavato Arahato Sammāsambuddhassa.🔽Namo sammāsambuddhānaṁ paramatthadassīnaṁ sīlādiguṇapāramippattānaṁ.	namaḥ tassa bhagavataḥ arahataḥ sammāsambuddhassa  namaḥ sammāsambuddhānam paramattha dassīnam sīla ādi guṇa pārami ppattāna 	1	Homage to that Blessed One, perfected one, fully awakened Buddha.🔽Homage to the Buddhas, who see the ultimate, who have reached perfection in virtue and other such qualities.
['PA_pe_1:3.1']	Duve hetū duve paccayā sāvakassa sammādiṭṭhiyā uppādāya—	duve hetū duve paccayā sāvakassa sammādiṭṭhiyāḥ uppādāya 	3	There are two causes, two conditions for the arising of a disciple’s right view:
['PA_pe_1:3.2']	parato ca ghoso saccānusandhi, ajjhattañca yoniso manasikāro.	paratas ca ghoso sacca anusandhi ajjhattam ca yonisaḥ manasikāro 	3	the other’s statement and the other’s expression of truth, and one’s own proper attention.
['PA_pe_1:3.3']	Tattha katamo parato ghoso?	tattha katamaḥ paratas ghoso 	3	Herein, what is the other’s statement?
['PA_pe_1:3.4']	Yā parato desanā ovādo anusāsanī saccakathā saccānulomo.	yā paratas desanā ovādaḥ anusāsanī sacca kathā sacca anulomo 	3	It is the other’s teaching, advice, instruction, talk on truth, and conformity with truth.
['PA_pe_1:3.5']	Cattāri saccāni—	cattāri saccāni 	3	There are four truths:
['PA_pe_1:3.6']	dukkhaṁ samudayo nirodho maggo.	dukkham samudayaḥ nirodhaḥ maggo 	3	suffering, origination, cessation, and the path.
['PA_pe_1:3.7']	Imesaṁ catunnaṁ saccānaṁ yā desanā sandassanā vivaraṇā vibhajanā uttānīkiriyā pakāsanā—	imesam catunnam saccānam yā desanā sandassanā vivaraṇā vibhajanā uttānīkiriyā pakāsanā 	3	The teaching, demonstration, elucidation, explanation, and disclosure of these four truths,
['PA_pe_1:3.8']	ayaṁ vuccati saccānulomo ghosoti.	ayam vuccati sacca anulomaḥ ghoso ti 	3	this is called the statement of conformity with truth.
['PA_pe_1:4.1']	Tattha katamo ajjhattaṁ yoniso manasikāro?	tattha katamaḥ ajjhattam yonisaḥ manasikāro 	4	Herein, what is one’s own proper attention?
['PA_pe_1:5.1']	Ajjhattaṁ yoniso manasikāro nāma yo yathādesite dhamme bahiddhā ārammaṇaṁ anabhinīharitvā yoniso manasikāro—	ajjhattam yonisaḥ manasikāraḥ nāma yaḥ yathā desite dhamme bahiddhā ārammaṇam an abhinīharitvā yonisaḥ manasikāraḥ 	5	One’s own proper attention is the proper attention that does not take an external object as its support, but is the proper attention to the Dhamma as it has been shown.
['PA_pe_1:5.2', 'PA_pe_1:6.1']	ayaṁ vuccati yoniso manasikāro.🔽Taṁākāro yoniso dvāro vidhi upāyo.	ayam vuccati yonisas manasikāro  dvāraḥ 	5	This is called proper attention.🔽The aspect, the proper attention, the gateway, the method, the means:
['PA_pe_1:6.2']	Yathā puriso sukkhe kaṭṭhe vigatasnehe sukkhāya uttarāraṇiyā thale abhimanthamānaṁ bhabbo jotissa adhigamāya.	yathā purisaḥ sukkhe kaṭṭhe vigata snehe sukkhāya uttarāraṇiyāḥ thale abhimanthamānam bhabbaḥ jotissa adhigamāya 	6	Just as a man might be rubbing two sticks together or attending to them, and because of his efforts heat would arise, and because of the heat smoke would arise, and because of the smoke flame would arise, and because of the flame he would succeed in lighting a fire, and because of the fire he would succeed in producing a flame.
['PA_pe_1:6.3']	Taṁ kissa hetu.	tam kim sa hetu 	6	What’s the reason for that?
['PA_pe_1:6.4']	Yoniso aggissa adhigamāya.	yonisaḥ aggissa adhigamāya 	6	Because of proper attention to the fire.
['PA_pe_1:6.5']	Evamevassa yamidaṁ dukkhasamudayanirodhamaggānaṁ aviparītadhammadesanaṁ manasikaroti—	evam eva assa yam idam dukkha samudaya nirodha maggānam aviparīta dhamma desanam manasikaroti 	6	In the same way, when one attends properly to the teaching of the Dhamma that is unmixed with worldly concerns,
['PA_pe_1:6.6']	ayaṁ vuccati yoniso manasikāro.	ayam vuccati yonisas manasikāro 	6	this is called proper attention.
['PA_pe_1:7.1']	Yathā tisso upamā pubbe assutā ca assutapubbā ca paṭibhanti.	yathā tissaḥ upamā pubbe a ssutā ca a ssuta pubbā ca paṭibhanti 	7	Just as three similes that have not been heard before will occur to him.
['PA_pe_1:7.2']	Yo hi koci kāmesu avītarāgoti …pe…	yaḥ hi koci kāmesu a vīta rāgaḥ iti pe 	7	Whoever is not free from passion for sensual pleasures …
['PA_pe_1:7.3']	duve upamā ayoniso kātabbā pacchimesu vuttaṁ.	duve upamā ayonisaḥ kātabbā pacchimesu 	7	Two similes should be done improperly, as stated in the latter.
['PA_pe_1:7.4']	Tattha yo ca parato ghoso yo ca ajjhattaṁ yoniso manasikāro—	tattha yaḥ ca paratas ghosaḥ yaḥ ca ajjhattam yonisas manasikāro 	7	Herein, the external sound and the proper attention within:
['PA_pe_1:7.5']	ime dve paccayā.	ime dve paccayā 	7	these are the two conditions.
['PA_pe_1:7.6']	Parato ghosena yā uppajjati paññā—	paratas ghosena yā uppajjati paññā 	7	The understanding that arises from the external sound:
['PA_pe_1:7.7']	ayaṁ vuccati sutamayī paññā.	ayam vuccati suta mayī paññā 	7	this is called understanding from what is heard.
['PA_pe_1:7.8']	Yā ajjhattaṁ yoniso manasikārena uppajjati paññā—	yā ajjhattam yonisas manasikārena uppajjati paññā 	7	The understanding that arises from proper attention within:
['PA_pe_1:7.9', 'PA_pe_1:7.10']	ayaṁ vuccati cintāmayī paññāti.🔽Imā dve paññā veditabbā.	ayam vuccati cintā mayī paññā ati  imā dve paññā veditabbā 	7	This is called wisdom born of thinking.
['PA_pe_1:7.11']	Purimakā ca dve paccayā.	purimakā ca dve paccayā 	7	These are the two kinds of wisdom to be understood.🔽And there are two conditions, two causes,
['PA_pe_1:7.12']	Ime dve hetū dve paccayā sāvakassa sammādiṭṭhiyā uppādāya.	ime dve hetū dve paccayā sāvakassa sammādiṭṭhiyāḥ uppādāya 	7	for the arising of a disciple’s right view.
['PA_pe_1:8.1']	Tattha parato ghosassa saccānusandhissa desitassa atthaṁ avijānanto atthappaṭisaṁvedī bhavissatīti netaṁ ṭhānaṁ vijjati.	tattha paratas ghosassa sacca anusandhissa desitassa attham a vijānantaḥ attha paṭisavedī bhavissati iti na etam ṭhānam vijjati 	8	Here, without knowing the meaning of the Dhamma taught by another, it is impossible to experience the meaning.
