segmentnr	original	analyzed	translated
['PA_patthana_11.10:0.1']	Paṭṭhānapakaraṇa	paṭṭhāna pakaraṇa 	The Paṭṭhāna Treatise
['PA_patthana_11.10:0.2', 'PA_patthana_11.10:0.3']	Dhammapaccanīya (2), Tikatikapaṭṭhānapāḷi (5)🔽11.10. Vedanāttika, Kusalattika	dhamma paccanīya  vedanā attika kusala attika 	Dhamma Paccanīya, Tikatika Paṭṭhāna Paḷi🔽.. Feeling Section, Wholesome Section
['PA_patthana_11.10:1.1_0', 'PA_patthana_11.10:1.1_1']	Nasukhāya vedanāya sampayuttaṁ nakusalaṁ dhammaṁ paṭicca nasukhāya vedanāya sampayutto🔽nakusalo dhammo uppajjati hetupaccayā. Nasukhāya vedanāya sampayuttaṁ nakusalaṁ dhammaṁ	na sukhāya vedanāya sampayuttam na kusalam dhammam paṭicca na sukhāya vedanāya sampayuttaḥ  na kusalaḥ dhammaḥ uppajjati hetu paccayā na sukhāya vedanāya sampayuttam na kusalam dhamma 	A wholesome phenomenon associated with neither-unpleasant-nor-pleasant feeling is a condition, as a root-cause condition, for a wholesome phenomenon associated with neither-unpleasant-nor-pleasant feeling.🔽A wholesome phenomenon associated with neither-unpleasant-nor-pleasant feeling is a condition, as a root-cause condition, for a wholesome phenomenon associated with pleasant feeling.
['PA_patthana_11.10:1.1_2', 'PA_patthana_11.10:1.1_3', 'PA_patthana_11.10:1.1_4', 'PA_patthana_11.10:1.1_5']	paṭicca nadukkhāya vedanāya sampayutto nakusalo dhammo uppajjati hetupaccayā. Nasukhāya🔽vedanāya sampayuttaṁ nakusalaṁ dhammaṁ paṭicca naadukkhamasukhāya vedanāya sampayutto🔽nakusalo dhammo uppajjati hetupaccayā. Nasukhāya vedanāya sampayuttaṁ nakusalaṁ dhammaṁ🔽paṭicca nasukhāya vedanāya sampayutto nakusalo ca naadukkhamasukhāya vedanāya sampayutto	paṭicca na dukkhāya vedanāya sampayuttaḥ na kusalaḥ dhammaḥ uppajjati hetu paccayā na sukhāya  vedanāya sampayuttam na kusalam dhammam paṭicca na adukkham asukhāya vedanāya sampayuttaḥ  na kusalaḥ dhammaḥ uppajjati hetu paccayā na sukhāya vedanāya sampayuttam na kusalam dhamma  paṭicca na sukhāya vedanāya sampayuttaḥ na kusalaḥ ca na adukkhamasukhāya vedanāya sampayuttaḥ 	A wholesome phenomenon associated with neither-unpleasant-nor-pleasant feeling is a condition, as a root-cause condition, for a wholesome phenomenon associated with unpleasant feeling.🔽A wholesome phenomenon associated with neither-unpleasant-nor-pleasant feeling is a condition, as a root-cause condition, for a wholesome phenomenon associated with neither-unpleasant-nor-pleasant feeling.
['PA_patthana_11.10:1.1_6']	nakusalo ca dhammā uppajjanti hetupaccayā …pe… satta.	na kusalaḥ ca dhammā uppajjanti hetu paccayā pe satta 	A wholesome phenomenon associated with neither-unpleasant-nor-pleasant feeling is a condition, as a root-cause condition, for a wholesome phenomenon associated with pleasant feeling and a wholesome phenomenon associated with neither-unpleasant-nor-pleasant feeling. … seven.
['PA_patthana_11.10:2.1_0']	Nadukkhāya vedanāya sampayuttaṁ nakusalaṁ dhammaṁ paṭicca nadukkhāya vedanāya sampayutto	na dukkhāya vedanāya sampayuttam na kusalam dhammam paṭicca na dukkhāya vedanāya sampayuttaḥ 	Dependent on a wholesome thought associated with neither-painful-nor-pleasant feeling there arises a wholesome thought associated with neither-painful-nor-pleasant feeling through a root-cause condition.
['PA_patthana_11.10:2.1_1', 'PA_patthana_11.10:2.1_2', 'PA_patthana_11.10:2.1_3']	nakusalo dhammo uppajjati hetupaccayā. Nadukkhāya vedanāya sampayuttaṁ nakusalaṁ🔽dhammaṁ paṭicca nasukhāya vedanāya sampayutto nakusalo dhammo uppajjati hetupaccayā.🔽Nadukkhāya vedanāya sampayuttaṁ nakusalaṁ dhammaṁ paṭicca naadukkhamasukhāya vedanāya	na kusalaḥ dhammaḥ uppajjati hetu paccayā na dukkhāya vedanāya sampayuttam na kusala  dhammam paṭicca na sukhāya vedanāya sampayuttaḥ na kusalaḥ dhammaḥ uppajjati hetu paccayā  na dukkhāya vedanāya sampayuttam na kusalam dhammam paṭicca na adukkham asukhāya vedanāya 	Dependent on a wholesome thought associated with neither-painful-nor-pleasant feeling there arises a wholesome thought associated with pleasant feeling through a root-cause condition.🔽Dependent on a wholesome thought associated with neither-painful-nor-pleasant feeling there arises a wholesome thought associated with painful feeling through a root-cause condition.
['PA_patthana_11.10:2.1_4', 'PA_patthana_11.10:2.1_5', 'PA_patthana_11.10:2.1_6']	sampayutto nakusalo dhammo uppajjati hetupaccayā. Nadukkhāya vedanāya sampayuttaṁ🔽nakusalaṁ dhammaṁ paṭicca nasukhāya vedanāya sampayutto nakusalo ca naadukkhamasukhāya🔽vedanāya sampayutto nakusalo ca dhammā uppajjanti hetupaccayā …pe… satta.	sampayuttaḥ na kusalaḥ dhammaḥ uppajjati hetu paccayā na dukkhāya vedanāya  na kusalam dhammam paṭicca na sukhāya vedanāya sampayuttaḥ na kusalaḥ ca na adukkham asukhāya  vedanāya sampayuttaḥ na kusalaḥ ca dhammā uppajjanti hetu paccayā pe satta 	Dependent on a wholesome thought associated with neither-painful-nor-pleasant feeling there arises a wholesome thought associated with neither-painful-nor-pleasant feeling and a wholesome thought associated with pleasant feeling through a root-cause condition.🔽Dependent on a wholesome thought associated with neither-painful-nor-pleasant feeling there arises a wholesome thought associated with neither-painful-nor-pleasant feeling and a wholesome thought associated with painful feeling through a root-cause condition. … seven.
['PA_patthana_11.10:3.1_0']	Naadukkhamasukhāya vedanāya sampayuttaṁ nakusalaṁ dhammaṁ paṭicca naadukkhamasukhāya	na adukkham asukhāya vedanāya sampayuttam na kusalam dhammam paṭicca na adukkham asukhāya 	Dependent on a wholesome thought associated with neither-painful-nor-pleasant feeling there arises a wholesome thought associated with neither-painful-nor-pleasant feeling and a wholesome thought associated with pleasant feeling and a wholesome thought associated with painful feeling through a root-cause condition.
['PA_patthana_11.10:3.1_1', 'PA_patthana_11.10:3.1_2', 'PA_patthana_11.10:3.1_3']	vedanāya sampayutto nakusalo dhammo uppajjati hetupaccayā. Naadukkhamasukhāya vedanāya🔽sampayuttaṁ nakusalaṁ dhammaṁ paṭicca nasukhāya vedanāya sampayutto nakusalo dhammo🔽uppajjati hetupaccayā. Naadukkhamasukhāya vedanāya sampayuttaṁ nakusalaṁ dhammaṁ	vedanāya sampayuttaḥ na kusalaḥ dhammaḥ uppajjati hetu paccayā na adukkhamasukhāya vedanāya  sampayuttam na kusalam dhammam paṭicca na sukhāya vedanāya sampayuttaḥ na kusalaḥ dhammaḥ  uppajjati hetu paccayā na adukkham asukhāya vedanāya sampayuttam na kusalam dhamma 	A wholesome thought associated with neither-unpleasant-nor-pleasant feeling has arisen that is related to a wholesome thought associated with neither-unpleasant-nor-pleasant feeling by way of object condition.🔽A wholesome thought associated with neither-unpleasant-nor-pleasant feeling has arisen that is related to a wholesome thought associated with neither-unpleasant-nor-pleasant feeling by way of object condition.🔽A wholesome thought associated with neither-unpleasant-nor-pleasant feeling has arisen that is related to a wholesome thought associated with neither-unpleasant-nor-pleasant feeling by way of object condition.
