segmentnr	original	analyzed	folio	translated
['PA_mil_1:0.1']	Milindapañha	milindapañha 	0	The Questions of King Milinda
['PA_mil_1:0.2']	1. Ārambhakathā	ārambha kathā 	0	. The Introductory Discussion
['PA_mil_1:1.1']	Namo tassa Bhagavato Arahato Sammāsambuddhassa.	namaḥ tassa bhagavataḥ arahataḥ sammāsambuddhassa 	1	Homage to that Blessed One, the Worthy One, the Rightly Self-awakened One.
['PA_mil_1:2.1']	Milindo nāma so rājā,	milindaḥ nāma saḥ rājā 	2	That king named Milinda
['PA_mil_1:2.2']	sāgalāyaṁ puruttame;	sāgalāyam puruttame 	2	in the best of cities, Sāgala,
['PA_mil_1:2.3']	Upagañchi nāgasenaṁ,	upagañchi nāgasena 	2	approached Nāgasena
['PA_mil_1:2.4']	gaṅgā ca yathā sāgaraṁ.	gaṅgā ca yathā sāgara 	2	just as the Ganges approaches the ocean.
['PA_mil_1:3.1']	Āsajja rājā citrakathiṁ,	āsajja rājā citrakathi 	3	Having invited the clever speaker,
['PA_mil_1:3.2']	ukkādhāraṁ tamonudaṁ;	ukkā dhāram tamonuda 	3	the bearer of the torch, the dispeller of darkness,
['PA_mil_1:3.3']	Apucchi nipuṇe pañhe,	apucchi nipuṇe pañhe 	3	he asked many subtle questions
['PA_mil_1:3.4']	ṭhānāṭṭhānagate puthū.	ṭhāna aṭṭhāna gate puthū 	3	about what is possible and impossible.
['PA_mil_1:4.1']	Pucchā visajjanā ceva,	pucchā visajjanā ca iva 	4	The questions and the answers
['PA_mil_1:4.2']	gambhīratthūpanissitā;	gambhīra tthu upanissitā 	4	are based on a profound meaning.
['PA_mil_1:4.3']	Hadayaṅgamā kaṇṇasukhā,	hadayaṅgamā kaṇṇa sukhā 	4	They are heart-capturing, ear-pleasing,
['PA_mil_1:4.4']	abbhutā lomahaṁsanā.	abbhutā loma hasanā 	4	astonishing, and hair-raising.
['PA_mil_1:5.1']	Abhidhammavinayogāḷhā,	abhidhamma vinaya ogāḷhā 	5	Rich in Abhidhamma and Vinaya,
['PA_mil_1:5.2']	suttajālasamattitā;	sutta jāla samatti tā 	5	mastered in the net of the Suttas,
['PA_mil_1:5.3']	Nāgasenakathā citrā,	nāgasena kathā citrā 	5	the story of Nāgasena
['PA_mil_1:5.4']	opammehi nayehi ca.	opammehi nayehi ca 	5	is colorful with similes and methods.
['PA_mil_1:6.1']	Tattha ñāṇaṁ paṇidhāya,	tattha ñāṇam paṇidhāya 	6	There, having laid the foundation of knowledge,
['PA_mil_1:6.2']	hāsayitvāna mānasaṁ;	hāsayitvāna mānasa 	6	and having delighted the mind,
['PA_mil_1:6.3']	Suṇātha nipuṇe pañhe,	suṇātha nipuṇe pañhe 	6	listen to the subtle questions
['PA_mil_1:6.4']	kaṅkhāṭṭhānavidālaneti.	kaṅkhā aṭṭhāna vidālana iti 	6	for the destruction of the place of doubt.
['PA_mil_1:7.1']	Taṁ yathānusūyate—	tam yathā anusūyate 	7	That is how it should be followed:
