segmentnr	original	analyzed	folio	translated
['PA_atk-vin02_a2:0']	Namo tassa bhagavato arahato sammāsambuddhassa	namaḥ tassa bhagavataḥ arahataḥ sammāsambuddhassa 	0	Homage to that Blessed One, perfected one, fully awakened Buddha.
['PA_atk-vin02_a2:1', 'PA_atk-vin02_a2:2']	Vinayapiṭake🔽Mahāvagga-aṭṭhakathā	vinaya piṭake  mahā vagga aṭṭhakathā 	0	In the Vinaya Piṭaka🔽The Commentary on the Great Section
['PA_atk-vin02_a2:3']	1. Mahākhandhakaṃ	mahākhandhakam 	0	The Great Chapter
['PA_atk-vin02_a2:4']	Bodhikathā	bodhi kathā 	0	The Story of the Bodhi Tree
['PA_atk-vin02_a2:5']	Ubhinnaṃ pātimokkhānaṃ, saṅgītisamanantaraṃ;	ubhinnam pātimokkhānam saṅgīti samanantaram 	0	Immediately after the recitation of both the Pāṭimokkhas,
['PA_atk-vin02_a2:6']	Saṅgāyiṃsu mahātherā, khandhakaṃ khandhakovidā.	mahā therā khandhakam khandha kovidā 	0	The elder experts in the chapters compiled the chapter.
['PA_atk-vin02_a2:7']	Yaṃ tassa dāni sampatto, yasmā saṃvaṇṇanākkamo;	yam tassa dāni sampattaḥ yasmā saṃvaṇṇanā kkamaḥ 	0	Now that the time has come for its explanation,
['PA_atk-vin02_a2:8']	Tasmā hoti ayaṃ tassa, anuttānatthavaṇṇanā.	tasmā hoti ayam tassa anuttāna attha vaṇṇanā 	0	This is the unsurpassed explanation of it.
['PA_atk-vin02_a2:9']	Padabhājaniye atthā, yehi yesaṃ pakāsitā;	pada bhājaniye atthā yehi yesam pakāsitā 	0	The meanings that have been revealed by the analysis of the terms,
['PA_atk-vin02_a2:10', 'PA_atk-vin02_a2:11']	Te ce puna vadeyyāma, pariyosānaṃ kadā bhave.🔽Uttānā ceva ye atthā, tesaṃ saṃvaṇṇanāya kiṃ;	te ce puna vadeyyāma pariyosānam kadā bhave  uttānā ca iva ye atthā tesam saṃvaṇṇanāya kim 	1	If we were to speak of them again, when would there be an end?🔽And what is the point of explaining those meanings that are obvious,
['PA_atk-vin02_a2:12']	Adhippāyānusandhīhi, byañjanena ca ye pana.	adhippāya anusandhīhi byañjanena ca ye pana 	1	And those that are implied by the intention, the phrasing, and so on?
['PA_atk-vin02_a2:13']	Anuttānā na te yasmā, sakkā ñātuṃ avaṇṇitā;	anuttānāḥ na te yasmai sakkāḥ ñātum a vaṇṇitā 	1	Because those that are not obvious cannot be known without explanation,
['PA_atk-vin02_a2:14']	Tesaṃyeva ayaṃ tasmā, hoti saṃvaṇṇanānayoti.	tesam yā iva ayam tasmai hoti 	1	Therefore this is the explanation of just those.
['PA_atk-vin02_a2:15_0']	1. Tena samayena buddho bhagavā uruvelāyaṃ viharati najjā nerañjarāya tīre bodhirukkhamūle	tena samayena buddhaḥ bhagavā uruvelāyam viharati najjā nerañjarāya tīre bodhi rukkha mūle 	15	At one time the Buddha, the Blessed One, was staying at Uruvelā on the bank of the river Nerañjarā at the foot of the Bodhi tree.
['PA_atk-vin02_a2:15_1', 'PA_atk-vin02_a2:15_2']	paṭhamābhisambuddhoti ettha kiñcāpi “tena samayena buddho bhagavā verañjāya”ntiādīsu🔽viya karaṇavacane visesakāraṇaṃ natthi, vinayaṃ patvā pana karaṇavacaneneva ayamabhilāpo	paṭhama abhisambuddhaḥ ti ettha kiñca api tena samayena buddhaḥ bhagavā verañjāyanti ādīsu  viya karaṇa vacane visesa kāraṇam natthi vinayam patvā pana karaṇa vacanena iva ayam abhilāpaḥ 	15	In the first-knowledge clause, although there is no special reason for the instrumental case as there is in such passages as “At that time the Enlightened One, the Blessed One, was at Verañjā” ,
['PA_atk-vin02_a2:15_3']	āropitoti ādito paṭṭhāya āruḷhābhilāpavasenevetaṃ vuttanti veditabbaṃ. Esa nayo aññesupi	āropito ti āditas paṭṭhāya āruḷha abhilāpa vasena iva etam vuttan ti veditabbam esa nayaḥ aññesu pi 	15	nevertheless this expression has been introduced by the instrumental case after the Vinaya was committed to writing. So it should be understood that it is stated in this way by the method of the expression introduced subsequently from the beginning.
['PA_atk-vin02_a2:15_4']	ito paresu evarūpesu.	i taḥ paresu evarūpesu 	15	And so too with the other clauses of the same kind.
['PA_atk-vin02_a2:16_0']	Kiṃ panetassa vacane payojananti? Pabbajjādīnaṃ vinayakammānaṃ ādito paṭṭhāya nidānadassanaṃ.	kim pana itassa vacane payojanan ti pabbajja ādīnam vinaya kammānam āditaḥ paṭṭhāya nidāna dassanam 	16	But what is the purpose of this expression? It is the showing of the occasion from the beginning of the acts of the Vinaya such as the going forth.
['PA_atk-vin02_a2:16_1']	Yā hi bhagavatā “anujānāmi, bhikkhave, imehi tīhi saraṇagamanehi pabbajjaṃ upasampada”nti	yāḥ hi bhagavatā anujānāmi bhikkhave imehi tīhi saraṇa gamanehi pabbajjam upasampadanti 	16	For when the Blessed One had allowed the going forth and the full admission with the three refuges thus: “Bhikkhus, I allow you to give the going forth and the full admission with these three refuges” ,
['PA_atk-vin02_a2:16_2']	evaṃ pabbajjā ceva upasampadā ca anuññātā, yāni ca rājagahādīsu upajjhāyaupajjhāyavattaācariyaācariyavattādīni	evam pabbajjā ca iva upasampadā ca anuññātā yāni ca rāja gaha ādīsu upajjhāya aupajjhāyavatta ācariya ācariyavatta ādīni 	16	and when he had allowed the duties to an upajjhāya and the duties to an ācariya at Rājagaha, etc.,
['PA_atk-vin02_a2:16_3']	anuññātāni, tāni abhisambodhiṃ patvā sattasattāhaṃ bodhimaṇḍe vītināmetvā bārāṇasiyaṃ	anuññātāni tāni abhisambodhim patvā satta sattāham bodhimaṇḍe vītināmetvā bārāṇasiyam 	16	then, after he had spent seven days at each of the seven places of enlightenment, he went to Bārāṇasī and
['PA_atk-vin02_a2:16_4']	dhammacakkaṃ pavattetvā iminā anukkamena idañcidañca ṭhānaṃ patvā imasmiñca imasmiñca	dhammacakkam pavattetvā iminā anukkamena idam ca idam ca ṭhānam patvā imasmin ca imasmin ca 	16	Having set the Wheel of the True Idea rolling in this way, in this order, having reached this and that stage, and in this and that subject, the rules of training were laid down.
['PA_atk-vin02_a2:16_5']	vatthusmiṃ paññattānīti evametesaṃ pabbajjādīnaṃ vinayakammānaṃ ādito paṭṭhāya nidānadassanaṃ	vatthusmim paññattāni iti evam etesam pabbajja ādīnam vinaya kammānam āditaḥ paṭṭhāya nidāna dassanam 	16	Thus the showing of the source of these acts of the Monastic Law beginning with the going forth should be understood.
['PA_atk-vin02_a2:16_6']	etassa vacane payojananti veditabbaṃ.	etassa vacane payojanam ti veditabbam 	16	The purpose of this statement should be understood thus.
['PA_atk-vin02_a2:17_0']	Tattha uruvelāyanti mahāvelāyaṃ; mahante vālikarāsimhīti attho. Atha vā “urū”ti vālikā	tattha uruvelāyanti mahā velāyam mahante vālika rāsimhi iti attho atha vā uru uti vālikā 	17	Herein, at Uruvelā means at Great Reed , the meaning is that in a great sand-islet. Or alternatively, ‘ uru ’ is said to be sand,
['PA_atk-vin02_a2:17_1']	vuccati; “velā”ti mariyādā; velātikkamanahetu āhaṭā uru uruvelāti evampettha attho	vuccati velā ati mariyādā velā atikkamana hetu āhaṭā uru uru velā iti evam pa ittha atthaḥ 	17	and ‘ velā ’ is a limit ; the meaning here can be regarded as ‘ uru uruvelā ’ in the sense of ‘ having gone beyond the limit of sand ’.
['PA_atk-vin02_a2:17_2']	daṭṭhabbo. Atīte kira anuppanne buddhe dasasahassakulaputtā tāpasapabbajjaṃ pabbajitvā	daṭṭhabbaḥ atīte kira anuppanne buddhe dasa sahassa kula puttā tāpasapabbajjam pabbajitvā 	17	In the past, it seems, before the Enlightened One arose, ten thousand sons of leading families went forth into the ascetic life,
['PA_atk-vin02_a2:17_3']	tasmiṃ padese viharantā ekadivasaṃ sannipatitvā katikavattaṃ akaṃsu – “kāyakammavacīkammāni	tasmin padese viharantāḥ eka divasam sannipatitvā katikavattam akaṃsu kāya kamma vacī kammāni 	17	and while they were living in that place they met together one day and made a rule of training thus: ‘Bodily action and verbal action
['PA_atk-vin02_a2:17_4']	nāma paresampi pākaṭāni honti, manokammaṃ pana apākaṭaṃ; tasmā yo kāmavitakkaṃ vā	nāma paresam pi pākaṭāni honti manaḥ kammam pana apākaṭam tasmā yaḥ kāma vitakkam vā 	17	are evident to others, but mental action is not evident; so whoever should think a thought of sensuality
