segmentnr	original	analyzed	folio	translated
['PA_tika-vin04_t:0']	Namo tassa bhagavato arahato sammāsambuddhassa	namaḥ tassa bhagavataḥ arahataḥ sammāsambuddhassa 	0	Homage to that Blessed One, perfected one, fully awakened Buddha.
['PA_tika-vin04_t:1']	Dvemātikāpāḷi	dvemātika āpāḷi 	0	The two-part Monastic Code
['PA_tika-vin04_t:2']	Bhikkhupātimokkhapāḷi	bhikkhu pātimokkha pāḷi 	0	The Monastic Code for the monks
['PA_tika-vin04_t:3']	Pubbakaraṇaṃ-4	pubbakaraṇam 	0	The preliminaries
['PA_tika-vin04_t:4']	Sammajjanī padīpo ca, udakaṃ āsanena ca;	sammajjanī ca udakam āsanena ca 	0	The fan, the lamp, water, and a seat:
['PA_tika-vin04_t:5']	Uposathassa etāni, “pubbakaraṇa”nti vuccati.	uposathassa etāni pubbakaraṇanti vuccati 	0	These are called the preliminaries for the observance-day ceremony.”
['PA_tika-vin04_t:6']	Pubbakiccaṃ-5	pubba kiccam 	0	The preliminary tasks
['PA_tika-vin04_t:7']	Chanda, pārisuddhi, utukkhānaṃ, bhikkhugaṇanā ca ovādo;	chanda pārisuddhi utukkhānam bhikkhu gaṇanā ca ovādaḥ 	0	Consent, purity, the invitation ceremony, counting the monks, and the exhortation:
['PA_tika-vin04_t:8']	Uposathassa etāni, “pubbakicca”nti vuccati.	uposathassa etāni pubba kiccanti vuccati 	0	These are called the preliminary tasks for the observance-day ceremony.”
['PA_tika-vin04_t:9']	Pattakallaaṅgā-4	patta kallaaṅgā 	0	The conditions for a legal procedure
['PA_tika-vin04_t:10']	Uposatho, yāvatikā ca bhikkhū kammappattā;	uposathaḥ yāvatikā ca bhikkhū kamma ppattā 	1	The observance-day ceremony, and the monks who are entitled to participate in a legal procedure;
['PA_tika-vin04_t:11']	Sabhāgāpattiyo ca na vijjanti;	sabhāga āpattiyaḥ ca na vijjanti 	1	And there are no shared offenses;
['PA_tika-vin04_t:12']	Vajjanīyā ca puggalā tasmiṃ na honti, “pattakalla”nti vuccati.	vajjanīyā ca tasmin na honti pattakallanti vuccati 	1	And there are no people who should be excluded: this is called the conditions for a legal procedure.”
['PA_tika-vin04_t:13']	Pubbakaraṇapubbakiccāni samāpetvā desitāpattikassa samaggassa bhikkhusaṅghassa anumatiyā pātimokkhaṃ uddisituṃ ārādhanaṃ karoma.	pubba karaṇa pubba kiccāni samāpetvā desita āpattikassa samaggassa bhikkhu saṅghassa anumatiyā pātimokkham uddisitum ārādhanam karoma 	1	Having completed the preliminaries and the preliminary tasks, we perform the observance-day ceremony with the consent of the Sangha of monks who are complete and have come together, and who have announced their purity.
['PA_tika-vin04_t:14']	Nidānuddeso	nidāna uddesaḥ 	1	The introduction
['PA_tika-vin04_t:15']	Suṇātu me bhante saṅgho? Ajjuposatho pannaraso, yadi saṅghassa pattakallaṃ, saṅgho uposathaṃ kareyya, pātimokkhaṃ uddiseyya.	suṇātu me bhante saṅghaḥ ajjuposathaḥ panna rasaḥ yadi saṅghassa patta kallam saṅghaḥ uposatham kareyya pātimokkham uddiseyya 	1	“May the venerable Sangha listen to me. Today is the Uposatha of the fifteenth. If the Sangha is ready, it should perform the Uposatha; it should listen to the recitation of the Monastic Code.
['PA_tika-vin04_t:16_0']	Kiṃ saṅghassa pubbakiccaṃ? Pārisuddhiṃ āyasmanto ārocetha, pātimokkhaṃ uddisissāmi,	kim saṅghassa pubba kiccam pārisuddhim āyasmantaḥ ārocetha pātimokkham uddisissāmi 	16	What is the Sangha’s preparatory task? The venerables should announce their purity. I will recite the Monastic Code.
['PA_tika-vin04_t:16_1']	taṃ sabbeva santā sādhukaṃ suṇoma manasi karoma. Yassa siyā āpatti, so āvikareyya,	tam sabbā iva santā sādhukam suṇoma manasi karoma yassa siyā āpatti saḥ āvikareyya 	16	Listen and pay careful attention, all of you, as I recite it. Anyone who has committed an offense should reveal it;
['PA_tika-vin04_t:16_2']	asantiyā āpattiyā tuṇhī bhavitabbaṃ, tuṇhībhāvena kho panāyasmante “parisuddhā”ti	asantiyā āpattiyā tuṇhī bhavitabbam tuṇhī bhāvena kho pana āyasmante parisuddhā ati 	16	if you haven’t committed any offense, you should remain silent. Remaining silent, I will regard everyone here as pure.
