segmentnr	original	analyzed	translated
['PA_thi-ap_36:0.1']	Therīapadāna	therī apadāna 	The Elder Nuns’ Verses
['PA_thi-ap_36:0.2']	Khattiyāvagga	khattiyā vagga 	The Chapter with Khattiyas
['PA_thi-ap_36:0.3']	6 Abhirūpanandātherīapadāna	      	The Elder Nun Abhirūpanandā’s Verses
['PA_thi-ap_36:1.1']	“Ekanavutito kappe,	ekanavutitaḥ kappe 	“Ninety-one eons ago,
['PA_thi-ap_36:1.2', 'PA_thi-ap_36:1.3']	vipassī nāma nāyako;🔽Uppajji cārudassano,	vipassī nāma nāyako  uppajji cāru dassanaḥ 	the Leader named Vipassī,🔽of beautiful appearance,
['PA_thi-ap_36:1.4', 'PA_thi-ap_36:2.1']	sabbadhammesu cakkhumā.🔽Tadāhaṁ bandhumatiyaṁ,	sabba dhammesu cakkhumā  tadā aham 	the eye of all the world, arose.🔽At that time I was born
['PA_thi-ap_36:2.2']	iddhe phīte mahākule;	iddhe phīte mahā kule 	in the prosperous, wealthy, great family of Bandhumatī,
['PA_thi-ap_36:2.3']	Jātā surūpā dayitā,	jātā surūpā dayitā 	beautiful, dear,
['PA_thi-ap_36:2.4']	pūjanīyā janassa ca.	pūjanīyāḥ janaḥ sa ca 	and worshipped by the people.
['PA_thi-ap_36:3.1', 'PA_thi-ap_36:3.2']	Upagantvā mahāvīraṁ,🔽vipassiṁ lokanāyakaṁ;	upagantvā mahāvīra  vipassim loka nāyaka 	Approaching the Great Hero,🔽Vipassī, the Leader of the World,
['PA_thi-ap_36:3.3']	Dhammaṁ suṇitvā saraṇaṁ,	dhammam suṇitvā saraṇa 	having heard the Dhamma, I went for refuge
['PA_thi-ap_36:3.4']	upesiṁ naranāyakaṁ.	upesim nara nāyaka 	to that Leader of men.
['PA_thi-ap_36:4.1']	Sīlesu saṁvutā hutvā,	sīlesu savutā hutvā 	Being restrained in the precepts,
['PA_thi-ap_36:4.2']	nibbute ca naruttame;	nibbute ca naruttame 	and after the subduing of the Best of Men,
['PA_thi-ap_36:4.3', 'PA_thi-ap_36:4.4']	Dhātuthūpassa upari,🔽soṇṇacchattamapūjayiṁ.	dhātu thūpassa upari  sa uṇṇa chattam apūjayi 	on top of the relic shrine,🔽I worshipped with a golden parasol.
['PA_thi-ap_36:5.1']	Muttacāgā sīlavatī,	sīlavatī 	Generous, virtuous,
['PA_thi-ap_36:5.2']	yāvajīvaṁ tato cutā;	yāvajīvam cutā 	after passing away from there,
['PA_thi-ap_36:5.3']	Jahitvā mānusaṁ dehaṁ,	jahitvā mānusam deha 	having given up the human body,
['PA_thi-ap_36:5.4', 'PA_thi-ap_36:6.1']	tāvatiṁsūpagā ahaṁ.🔽Tadā dasahi ṭhānehi,	aha  tadā dasahi ṭhānehi 	I went to the Tāvatiṃsa heaven.🔽Then, having excelled
['PA_thi-ap_36:6.2', 'PA_thi-ap_36:6.3', 'PA_thi-ap_36:6.4']	adhibhotvāna sesake;🔽Rūpasaddehi gandhehi,🔽rasehi phusanehi ca.	adhibhotvāna sesake  rūpa saddehi gandhehi  rasehi phusanehi ca 	in ten respects over the others,🔽in beauty, sound, smell,🔽taste, and touch,
['PA_thi-ap_36:7.1']	Āyunāpi ca vaṇṇena,	āyunā api ca vaṇṇena 	in lifespan, complexion,
['PA_thi-ap_36:7.2']	sukhena yasasāpi ca;	sukhena yasasā api ca 	happiness, and fame,
['PA_thi-ap_36:7.3']	Tathevādhipateyyena,	tathā iva ādhipateyyena 	and likewise in lordship,
['PA_thi-ap_36:7.4']	adhigayha virocahaṁ.	adhigayha virocaha 	I shone.
['PA_thi-ap_36:8.1']	Pacchime ca bhave dāni,	pacchime ca bhave 	And in my last existence now,
['PA_thi-ap_36:8.2']	jātāhaṁ kapilavhaye;	jātā aham kapilavhaye 	I was born in Kapilavatthu,
['PA_thi-ap_36:8.3']	Dhītā khemakasakkassa,	dhītā khemakasakkassa 	The daughter of Khemaka the Sakyan,
['PA_thi-ap_36:8.4']	nandā nāmāti vissutā.	nandā nāma ati vissutā 	I was well known as Nandā.
['PA_thi-ap_36:9.1']	Abhirūpasampadampi,	abhirūpa sampadam pi 	I had the perfect beauty,
['PA_thi-ap_36:9.2']	ahu me kantisūcakaṁ;	ahu me kanti sūcaka 	which was a sign of my radiance;
['PA_thi-ap_36:9.3']	Yadāhaṁ yobbanappattā,	yadā aham yobbana pattā 	When I had reached youth,
