segmentnr	original	analyzed	folio	translated
['PA_cp_14:0.1']	Cariyāpiṭaka	cariyāpiṭaka 	0	Basket of Conduct
['PA_cp_14:0.2']	Hatthināgavagga	hatthi nāga vagga 	0	The Chapter on the Elephant
['PA_cp_14:0.3']	Sīlapāramī 4	sīla pāramī 	0	The Perfection of Morality
['PA_cp_14:0.4']	Cūḷabodhicariya	cūḍabodhicariya 	0	The Minor Awakening
['PA_cp_14:1.1']	“Punāparaṁ yadā homi,	puna aparam yadā homi 	1	“Then again, when I was
['PA_cp_14:1.2']	cūḷabodhi susīlavā;	cūḍabodhi su sīlavā 	1	Cūḷabodhi, virtuous,
['PA_cp_14:1.3']	Bhavaṁ disvāna bhayato,	bhavam disvāna bhayato 	1	Seeing the danger in existence,
['PA_cp_14:1.4']	nekkhammaṁ abhinikkhamiṁ.	nekkhammam abhinikkhami 	1	I went forth from home to homelessness.
['PA_cp_14:2.1']	Yā me dutiyikā āsi,	yā me dutiyikā āsi 	2	My second wife,
['PA_cp_14:2.2']	brāhmaṇī kanakasannibhā;	brāhmaṇī kanaka sannibhā 	2	A brahmin woman, golden-hued,
['PA_cp_14:2.3', 'PA_cp_14:2.4']	Sāpi vaṭṭe anapekkhā,🔽nekkhammaṁ abhinikkhami.	sā api vaṭṭe anapekkhā  nekkhammam abhinikkhami 	2	She too, without regard for the world,🔽Went forth from home to homelessness.
['PA_cp_14:3.1', 'PA_cp_14:3.2']	Nirālayā chinnabandhū,🔽anapekkhā kule gaṇe;	nirālayā chinna bandhū  anapekkhā kule gaṇe 	3	Without attachment, our bonds cut,🔽Without regard for family or group,
['PA_cp_14:3.3']	Carantā gāmanigamaṁ,	carantā gāmanigama 	3	Wandering from village to town,
['PA_cp_14:3.4']	bārāṇasimupāgamuṁ.	bārāṇasim upāgamu 	3	We came to Bārāṇasī.
['PA_cp_14:4.1']	Tattha vasāma nipakā,	tattha vasāma nipakā 	4	There we lived alert,
['PA_cp_14:4.2']	asaṁsaṭṭhā kule gaṇe;	a sasaṭṭhā kule gaṇe 	4	Not associating with family or group;
