segmentnr	original	analyzed	translated
['PA_patthana_2.13:0.1', 'PA_patthana_2.13:0.2', 'PA_patthana_2.13:0.3']	Paṭṭhānapakaraṇa🔽Dhammānuloma (1), Dukapaṭṭhānapāḷi (2)🔽2.13. Piṭṭhiduka	paṭṭhāna pakaraṇa  dhamma anuloma  piṭṭhiduka 	The Book of Conditional Relations
['PA_patthana_2.13:1.0.1']	Vibhaṅgavāra	vibhaṅgavāra 	The Numerical Section🔽The Pairs🔽The Exposition
['PA_patthana_2.13:1.0.2', 'PA_patthana_2.13:1.1', 'PA_patthana_2.13:2.1', 'PA_patthana_2.13:3.1_0', 'PA_patthana_2.13:3.1_1']	Hetu🔽Dassanena pahātabbaṁ dhammaṁ paṭicca dassanena pahātabbo dhammo uppajjati hetupaccayā—dassanena pahātabbaṁ ekaṁ khandhaṁ paṭicca tayo khandhā …pe… dve khandhe …pe….🔽Dassanena pahātabbaṁ dhammaṁ paṭicca nadassanena pahātabbo dhammo uppajjati hetupaccayā—dassanena pahātabbe khandhe paṭicca cittasamuṭṭhānaṁ rūpaṁ.🔽Dassanena pahātabbaṁ dhammaṁ paṭicca dassanena pahātabbo ca nadassanena pahātabbo🔽ca dhammā uppajjanti hetupaccayā—dassanena pahātabbaṁ ekaṁ khandhaṁ paṭicca tayo	hetu  dassanena pahātabbam dhammam paṭicca dassanena pahātabbaḥ dhammaḥ uppajjati hetu paccayā dassanena pahātabbam ekam khandham paṭicca tayaḥ khandhāḥ pe dve khandhe pe  dassanena pahātabbam dhammam paṭicca na dassanena pahātabbaḥ dhammaḥ uppajjati hetu paccayā dassanena pahātabbe khandhe paṭicca citta samuṭṭhānam rūpa  dassanena pahātabbam dhammam paṭicca dassanena pahātabbaḥ ca na dassanena pahātabbaḥ  ca dhammā uppajjanti hetu paccayā dassanena pahātabbam ekam khandham paṭicca tayo 	Cause
['PA_patthana_2.13:3.1_2']	khandhā cittasamuṭṭhānañca …pe… dve khandhe …pe….	khandhā citta samuṭṭhānañca pe dve khandhe pe 	With ignorance as condition there is a (volitional) process rooted in ignorance. With a (volitional) process rooted in ignorance as condition there is consciousness rooted in ignorance. With consciousness rooted in ignorance as condition there is mentality-materiality rooted in ignorance. With mentality-materiality rooted in ignorance as condition there are the six sense bases rooted in ignorance. With the six sense bases rooted in ignorance as condition there is contact rooted in ignorance. With contact rooted in ignorance as condition there is feeling rooted in ignorance. With feeling rooted in ignorance as condition there is craving rooted in ignorance. With craving rooted in ignorance as condition there is clinging rooted in ignorance. With clinging rooted in ignorance as condition there is existence rooted in ignorance. With existence rooted in ignorance as condition there is birth rooted in ignorance. With birth rooted in ignorance as condition there is ageing and death rooted in ignorance. Such is the origin of this whole mass of suffering.🔽With ignorance as condition there is a (volitional) process rooted in ignorance. With a (volitional) process rooted in ignorance as condition there is consciousness rooted in ignorance. With consciousness rooted in ignorance as condition there is mentality-materiality rooted in ignorance. With mentality-materiality rooted in ignorance as condition there are the six sense bases rooted in ignorance. With the six sense bases rooted in ignorance as condition there is contact rooted in ignorance. With contact rooted in ignorance as condition there is feeling rooted in ignorance. With feeling rooted in ignorance as condition there is craving rooted in ignorance. With craving rooted in ignorance as condition there is clinging rooted in ignorance. With clinging rooted in ignorance as condition there is existence rooted in ignorance. With existence rooted in ignorance as condition there is birth rooted in ignorance. With birth rooted in ignorance as condition there is ageing and death rooted in ignorance. Such is the origin of this whole mass of suffering.
['PA_patthana_2.13:4.1_0', 'PA_patthana_2.13:4.1_1', 'PA_patthana_2.13:4.1_2']	Nadassanena pahātabbaṁ dhammaṁ paṭicca nadassanena pahātabbo dhammo uppajjati hetupaccayā—nadassanena🔽pahātabbaṁ ekaṁ khandhaṁ paṭicca tayo khandhā cittasamuṭṭhānañca rūpaṁ …pe… dve khandhe🔽…pe… paṭisandhikkhaṇe …pe… khandhe paṭicca vatthu, vatthuṁ paṭicca khandhā, ekaṁ mahābhūtaṁ …pe….	na dassanena pahātabbam dhammam paṭicca na dassanena pahātabbaḥ dhammaḥ uppajjati hetu paccayā na dassanena  pahātabbam ekam khandham paṭicca tayaḥ khandhāḥ citta samuṭṭhānañca rūpam pe dve khandhe  pe paṭisandhi kkhaṇe pe khandhe paṭicca vatthu vatthum paṭicca khandhāḥ ekam mahābhūtam pe 	With what is to be given up by seeing as condition, what is to be given up by seeing arises … (as in §1, but with nadassanena pahātabba instead of dassanena pahātabba.)
['PA_patthana_2.13:5.1_0']	Dassanena pahātabbañca nadassanena pahātabbañca dhammaṁ paṭicca nadassanena pahātabbo	dassanena pahātabbañca na dassanena pahātabbañca dhammam paṭicca na dassanena pahātabbaḥ 	With what is to be given up by seeing and what is not to be given up by seeing as condition, what is not to be given up by seeing … (as in §1, but with nadassanena pahātabba instead of dassanena pahātabba.)
['PA_patthana_2.13:5.1_1', 'PA_patthana_2.13:5.1_2']	dhammo uppajjati hetupaccayā—dassanena pahātabbe khandhe ca mahābhūte ca paṭicca🔽cittasamuṭṭhānaṁ rūpaṁ. (Saṅkhittaṁ.)	dhammaḥ uppajjati hetu paccayā dassanena pahātabbe khandhe ca mahābhūte ca paṭicca  citta samuṭṭhānam 	(The rest of the section is to be elaborated in detail according to the method of the section on the faculties.)
['PA_patthana_2.13:6.0.1']	Saṅkhyāvāra	saṅkhyāvāra 	The section on the number of conditions
['PA_patthana_2.13:6.0.2']	Suddha	suddha 	The section on the pure
['PA_patthana_2.13:6.1_0', 'PA_patthana_2.13:6.1_1']	Hetuyā pañca, ārammaṇe dve, adhipatiyā pañca, anantare dve, samanantare dve, sahajāte🔽pañca, aññamaññe dve, nissaye pañca, upanissaye dve, purejāte dve, āsevane dve, kamme	hetuyā pañca ārammaṇe dve adhipatiyā pañca anantare dve samanantare dve sahajāte 🔽pañca aññamaññe dve nissaye pañca upanissaye dve purejāte dve āsevane dve kamme 	With respect to the five kinds of origination, there are five kinds of conditions, namely, as root cause, as object, as predominance, as immediacy, and as contiguity.🔽With respect to the five kinds of origination, there are five kinds of conditions, namely, as root cause, as object, as predominance, as immediacy, and as contiguity.🔽With respect to the five kinds of origination, there are five kinds of conditions, namely, as root cause, as object, as predominance, as immediacy, and as contiguity.🔽With respect to the five kinds of origination, there are five kinds of conditions, namely, as root cause, as object, as predominance, as immediacy, and as contiguity.🔽With respect to the five kinds of origination, there are five kinds of conditions, namely, as root cause, as object, as predominance, as immediacy, and as contiguity.🔽With respect to the five kinds of origination, there are five kinds of conditions, namely, as root cause, as object, as predominance, as immediacy, and as contiguity.
