segmentnr	original	analyzed	translated
['PA_ud_7.5:0.1']	Udāna 7.5	udāna 	The Collection of Long Discourses 
['PA_ud_7.5:0.2']	Aparalakuṇḍakabhaddiyasutta	      	With Bhaddiya the Dwarf, Again 
['PA_ud_7.5:1.1']	Evaṁ me sutaṁ—	evam me suta 	Thus have I heard. 
['PA_ud_7.5:1.2', 'PA_ud_7.5:1.3']	ekaṁ samayaṁ bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.🔽Tena kho pana samayena āyasmā lakuṇḍakabhaddiyo sambahulānaṁ bhikkhūnaṁ piṭṭhito piṭṭhito yena bhagavā tenupasaṅkami.	ekam samayam bhagavā sāvatthiyam viharati jetavane anāthapiṇḍikassa ārāme  tena kho pana samayena āyasmā lakuṇḍakabhaddiyaḥ sambahulānam bhikkhūnam piṭṭhitaḥ piṭṭhitaḥ yena bhagavā tena upasaṅkami 	On one occasion the Blessed One was dwelling at Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s Park. 🔽Now on that occasion the venerable Bhaddiya the Dwarf was walking back and forth behind the Blessed One,
['PA_ud_7.5:2.1_0', 'PA_ud_7.5:2.1_1']	Addasā kho bhagavā āyasmantaṁ lakuṇḍakabhaddiyaṁ dūratova sambahulānaṁ bhikkhūnaṁ🔽piṭṭhito piṭṭhito āgacchantaṁ dubbaṇṇaṁ duddasikaṁ okoṭimakaṁ yebhuyyena bhikkhūnaṁ paribhūtarūpaṁ.	addasā khalu bhagavā āyasmantam lakuṇḍakabhaddiyam dūratas va sambahulānam bhikkhūna  piṭṭhitaḥ piṭṭhitaḥ āgacchantam dubbaṇṇam duddasikam okoṭimakam yebhuyyena bhikkhūnam paribhūta rūpa 	and the Blessed One saw him walking back and forth behind him, ugly, unsightly, misshapen, hunchbacked, dwarfish, and generally despised by the bhikkhus.
['PA_ud_7.5:2.2']	Disvāna bhikkhū āmantesi:	disvāna bhikkhū āmantesi 	Seeing him, he addressed the bhikkhus thus:
['PA_ud_7.5:3.1']	“Passatha no tumhe, bhikkhave, etaṁ bhikkhuṁ dūratova sambahulānaṁ bhikkhūnaṁ piṭṭhito piṭṭhito āgacchantaṁ dubbaṇṇaṁ duddasikaṁ okoṭimakaṁ yebhuyyena bhikkhūnaṁ paribhūtarūpan”ti?	passatha no tumhe bhikkhave etam bhikkhum dūratas va sambahulānam bhikkhūnam piṭṭhitas piṭṭhitas āgacchantam dubbaṇṇam duddasikam okoṭimakam yebhuyyena bhikkhūnam paribhūta rūpanti 	“Bhikkhus, do you see that bhikkhu walking back and forth behind me, ugly, unsightly, misshapen, hunchbacked, dwarfish, and generally despised by the bhikkhus?”
['PA_ud_7.5:3.2']	“Evaṁ, bhante”ti.	eva bhanta iti 	“Yes, venerable sir.”🔽“Bhikkhus, that bhikkhu is a perfected one, with taints destroyed, who has reached fulfillment, done the task, laid down the burden, attained the true goal, destroyed the fetters of being, and is completely liberated through final knowledge.
['PA_ud_7.5:4.1']	“Eso, bhikkhave, bhikkhu mahiddhiko mahānubhāvo. Na ca sā samāpatti sulabharūpā yā tena bhikkhunā asamāpannapubbā.	esaḥ bhikkhave bhikkhu mahiddhikaḥ mahā anubhāvaḥ na ca sā samāpatti sulabha rūpā yā tena bhikkhunā a samāpanna pubbā 	“That monk is powerful and mighty. There is no attainment that he has not already attained.
['PA_ud_7.5:4.2']	Yassa catthāya kulaputtā sammadeva agārasmā anagāriyaṁ pabbajanti, tadanuttaraṁ—brahmacariyapariyosānaṁ diṭṭheva dhamme sayaṁ abhiññā sacchikatvā upasampajja viharatī”ti.	yassa ca atthāya kula puttā sammad eva agārasmaā anagāriyam pabbajanti tad anuttara brahmacariya pariyosānam diṭṭhe iva dhamme sayam abhiññā sacchikatvā upasampajja viharati iti 	He has attained the supreme end of the spiritual life for which sons of good family rightly go forth from the home life into homelessness—having directly known and realized it for himself right in the here and now.”
['PA_ud_7.5:5.1']	Atha kho bhagavā etamatthaṁ viditvā tāyaṁ velāyaṁ imaṁ udānaṁ udānesi:	atha kho bhagavā etam attham viditvā tāyam velāyam imam udānam udānesi 	Then, knowing the meaning of this, on that occasion the Buddha expressed this heartfelt sentiment:
['PA_ud_7.5:6.1']	“Nelaṅgo setapacchādo,	na ilaṅgaḥ seta pacchādaḥ 	“The one with no lines, white-backed,
['PA_ud_7.5:6.2']	ekāro vattatī ratho;	eka araḥ vattatī rathaḥ 	the single-spoked chariot rolls on.
['PA_ud_7.5:6.3']	Anīghaṁ passa āyantaṁ,	anīgham passaḥ āyanta 	See it coming, free of resistance,
['PA_ud_7.5:6.4']	chinnasotaṁ abandhanan”ti.	chinna sotam 	its current cut, unfettered.”
['PA_ud_7.5:6.5']	Pañcamaṁ.	pañcama 	The fifth.
