segmentnr	original	analyzed	folio	translated
['PA_thi-ap_2:0.1']	Therīapadāna	therī apadāna 	0	The Elder Nuns’ Verses
['PA_thi-ap_2:0.2']	Sumedhāvagga	sumedhāvagga 	0	The Chapter with Sumedhā
['PA_thi-ap_2:0.3', 'PA_thi-ap_2:1.1']	2 Mekhalādāyikātherīapadāna🔽“Siddhatthassa bhagavato,	       siddhatthassa bhagavataḥ 	0	The Elder Nun Mekhalā’s Verses🔽“I was one who made a shrine
['PA_thi-ap_2:1.2']	thūpakārāpikā ahuṁ;	ahu 	1	for the Fortunate One Siddhattha.
['PA_thi-ap_2:1.3']	Mekhalikā mayā dinnā,	mekhalikā mayā dinnā 	1	I gave a girdle,
['PA_thi-ap_2:1.4']	navakammāya satthuno.	nava kammāya satthuno 	1	for the Teacher’s building work.
['PA_thi-ap_2:2.1']	Niṭṭhite ca mahāthūpe,	niṭṭhite ca mahā thūpe 	2	And when the great shrine was finished,🔽I gave a girdle again,
['PA_thi-ap_2:2.2', 'PA_thi-ap_2:2.3']	mekhalaṁ punadāsahaṁ;🔽Lokanāthassa munino,	mekhalam  lokanāthassa munino 	2	with my own hands, with faith,
['PA_thi-ap_2:2.4']	pasannā sehi pāṇibhi.	pasannā sehi pāṇibhi 	2	for the Sage, the Protector of the World.
['PA_thi-ap_2:3.1', 'PA_thi-ap_2:3.2']	Catunnavutito kappe,🔽yaṁ mekhalamadaṁ tadā;	catunnavutitaḥ kappe  yam mekhalam adam tadā 	3	For ninety-four aeons🔽I do not recall that girdle,
['PA_thi-ap_2:3.3']	Duggatiṁ nābhijānāmi,	duggatim na abhijānāmi 	3	and I do not know of a bad destination,
['PA_thi-ap_2:3.4']	thūpakārassidaṁ phalaṁ.	thūpa kāraḥ idam 	3	this is the fruit of making a shrine.
['PA_thi-ap_2:4.1']	Kilesā jhāpitā mayhaṁ,	kilesāḥ jhāpitāḥ mayha 	4	My defilements have been burnt up,
['PA_thi-ap_2:4.2']	…pe…	pe 	4	…🔽…
['PA_thi-ap_2:4.3']	viharāmi anāsavā.	viharāmi anāsavā 	4	I live undefiled.
['PA_thi-ap_2:5.1']	Svāgataṁ vata me āsi,	svāgatam vata me āsi 	5	It was good for me,
['PA_thi-ap_2:5.2']	…pe…	pe 	5	…🔽…
['PA_thi-ap_2:5.3']	kataṁ buddhassa sāsanaṁ.	katam buddhassa sāsana 	5	I have done what the Buddha said.
['PA_thi-ap_2:6.1']	Paṭisambhidā catasso,	paṭisambhidā catasso 	6	The four analytical insights,
['PA_thi-ap_2:6.2']	…pe…	pe 	6	…🔽…
['PA_thi-ap_2:6.3']	kataṁ buddhassa sāsanaṁ”.	katam buddhassa sāsana 	6	I have done what the Buddha said.”🔽Thus the nun Mekhalā recited these verses.
['PA_thi-ap_2:7.1', 'PA_thi-ap_2:8.1']	Itthaṁ sudaṁ mekhalādāyikā bhikkhunī imā gāthāyo abhāsitthāti.🔽Mekhalādāyikātheriyāpadānaṁ dutiyaṁ.	ittham sudam mekhalādāyikā bhikkhunī imāḥ gāthāyaḥ abhāsittha ati 🔽mekhalādāyikātheriyā apadānam 	7	The Chapter with Mekhalā’s Verses is finished.
